ACIW,ACI Worldwide Inc,20110919,UPDATE 1-S1's No. 2 shareholder halves stake , Sept 19 P2 Capital Master Fund LLP on Monday reported that it cut its stake in S1 Corp to 3.9 percent  three-days after the financial technology provider rejected a sweetened takeover bid from larger rival ACI Worldwide Inc .,topStory
TAP,Molson Coors Brewing  Company,20110919,World beer market growth to pick up in 2011-Plato , LONDON  Sept 19 Growth in the world beer market is set to reach around 2.5 percent this year in a "two-speed" recovery driven by emerging markets  while mature economies are set for more meagre advances  industry research group Plato Logic said on Monday.,topStory
MON,Monsanto Company,20110919,Analysis: Super weeds pose growing threat to U.S. crops ,PAOLA  Kansas Farmer Mark Nelson bends down and yanks a four-foot-tall weed from his northeast Kansas soybean field. The "waterhemp" towers above his beans  sucking up the soil moisture and nutrients his beans need to grow well and reducing the ultimate yield. As he crumples the flowering end of the weed in his hand  Nelson grimaces.,topStory
MS,Morgan Stanley,20110919,Former Morgan Stanley Smith Barney broker leaves for Merrill ,NEW YORK Bank of America Merrill Lynch  has recruited a former Morgan Stanley Smith Barney  broker who brought in $1.8 million in revenue last year.,topStory
MS,Morgan Stanley,20110919,Former Morgan Stanley Smith Barney broker leaves for Merrill , NEW YORK  Sept 19 Bank of America Merrill Lynch  has recruited a former Morgan Stanley Smith Barney   broker who brought in $1.8 million in revenue last year.,normal
MS,Morgan Stanley,20110919,UPDATE 1-Labor Dept. bends on 401(k) rule  insurers cheer , (Adds details about upcoming proposal  industry reaction),normal
MS,Morgan Stanley,20110919,COLUMN-Banks beware of MBS breach suits: Alison Frankel ,   -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,normal
MS,Morgan Stanley,20110919,UPDATE 1-S.Korean co invests $50 mln in U.S. solar startup , * Company will be hiring  though no numbers given  (Adds interview with company founder  background  byline),normal
SID,National Steel Company,20110919,Nippon Steel could take control of Usiminas-report , SAO PAULO  Sept 19 Nippon Steel Corp  could buy out two key partners in Brazilian steelmaker Usiminas   which is the target of a rival's takeover attempt  newspaper Valor Economico reported on Monday.,topStory
NEM,Newmont Mining Corporation,20110919,UPDATE 1-Newmont to boost dividend if gold price climbs , Sept 19 Newmont Mining Corp  plans to boost its dividend payments to shareholders  should gold prices remain above $1 700 an ounce  the company said on Monday.,topStory
NKE,Nike Inc,20110919,Analysis: Netflix's new name is slow to catch hold ,It's difficult to remember  harder to spell and may go down as one of the biggest brand blunders in recent memory -- meet Qwikster.,topStory
NBL,Noble Energy Inc,20110919,UPDATE 3-Turks:navy may escort exploration ships off Cyprus , * Erdogan says airforce  frigate  torpedo boats to watch East Med,topStory
NBL,Noble Energy Inc,20110919,REFILE-UPDATE 1-Noble to start gas drilling off Cyprus in days -VP , NEW YORK/LONDON  Sept 19 U.S. company Noble Energy will start drilling at its natural gas field off the coast of Cyprus within days  the company said on Monday.,normal
NBL,Noble Energy Inc,20110919,Noble to start gas drilling off Cyprus in days -VP , NEW YORK  Sept 19 U.S. company Noble Energy  will start drilling at its gas field off the coast of Cyprus within days  the company said on Monday.,normal
NBL,Noble Energy Inc,20110919,Cyprus begins offshore gas drilling process-officials , Sept 19     * Official says drilling process has begun,normal
NBL,Noble Energy Inc,20110919,Cyprus started drilling preparations - source , NICOSIA  Sept 19 Cyprus has started final preparations to drill for gas  a source close to the project said on Monday  as the island pushed ahead with its exploration plans despite warnings from Turkey  which questions its jurisdiction.,normal
NBL,Noble Energy Inc,20110919,Turk navy could escort exploration ships off Cyprus , ANKARA  Sept 19 Turkey called on Monday for the Greek Cypriot government to halt immediately gas exploration work off Cyprus with Texas-based Noble Energy and said Turkish naval ships could escort Turkish energy exploration ships in the Mediterranean.,normal
NBL,Noble Energy Inc,20110919,PRESS DIGEST - Cyprus - Sept 19 , NICOSIA Sept 19 Leading reports in Greek Cypriot financial and general press. Reuters has not verified these reports:,normal
NOK,Nokia Corporation,20110919,NSN to push cloud computing to telco gear market , * First major step in commoditising telco hardware market,topStory
NMR,Nomura Holdings Inc ADR,20110919,Nomura hires ex-Treasury aide as US head economist , NEW YORK  Sept 19 Nomura  has hired Lewis Alexander  a Yale-educated economist who most recently helped the U.S. Treasury Department implement bank rescue programs after the 2008 financial crisis  to be its chief U.S. economist  the Japanese investment bank announced on Monday.,topStory
PSO,Pearson Plc,20110919,Pearson announces deal for New York City offices , NEW YORK  Sept 19 Pearson PLC  announced on Monday it will relocate some of its U.S. operations to New York City  adding 600 jobs by the summer of 2014 as part of a deal that includes $13.5 million in tax breaks and other savings.,topStory
PFE,Pfizer Inc,20110919,Scientists find way to "disarm" AIDS virus ,LONDON Scientists have found a way to prevent HIV from damaging the immune system and say their discovery may offer a new approach to developing a vaccine against AIDS.,topStory
PFE,Pfizer Inc,20110919,Deals of the day -- mergers and acquisitions , (Adds Tyco International  Agnico-Eagle Mines  Nice Systems  Transatlantic Holdings  BNP Paribas  Schneider Electric SA  Ralcorp Holdings  Red Back Mining  Grupo Bimbo ),normal
PUK,Prudential Public Limited Company,20110919,UPDATE 2-Lloyds Banking's finance director to quit , * Nathan Bostock seen as possible new Lloyds CFO   (Adds analyst comment  further background),topStory
RIO,Rio Tinto Plc,20110919,PRESS DIGEST-Australian Business News - Sept 20 , SYDNEY  Sept 20    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
RIO,Rio Tinto Plc,20110919,Conveyor failure blocks Guinea CBG bauxite exports , CONAKRY  Sept 19 Bauxite exports from Guinea's CBG  the world's top supplier of the aluminum ore  remained blocked on Monday after repairs to a conveyor belt used for loading ships failed  sources said.,normal
COL,Rockwell Collins Inc,20110919,Goodrich shares up as United Tech mulls bid ,Goodrich Corp  shares surged 16 percent on Monday as diversified U.S. manufacturer United Technologies Corp  negotiated terms for a potential purchase of the aircraft components maker.,topStory
COL,Rockwell Collins Inc,20110919,UPDATE 2-Goodrich shares up as United Tech mulls bid , * Goodrich stock up 16 pct  Rockwell down 4 pct  (Updates shares; details on takeover discussions),normal
COL,Rockwell Collins Inc,20110919,UTX exploring Goodrich takeover: sources ,Diversified manufacturer United Technologies Corp  is exploring a takeover of aerospace company Goodrich Corp  but the two sides are not yet close to a deal  according to a source with knowledge of the situation.,normal
RY,Royal Bank Of Canada,20110919,CANADA STOCKS-TSX falls as euro zone fears mount , * Eight of 10 main groups lower; energy  materials drag  (Adds details  analysts' comments),topStory
RY,Royal Bank Of Canada,20110919,CANADA STOCKS-TSX falls to one-week low on euro zone fears , * Eight of 10 main groups lower; energy  materials drag  (Updates to close  adds analyst comment),normal
RY,Royal Bank Of Canada,20110919,CANADA STOCKS-TSX hits one-week low on euro zone fears , * Energy  base metals  banks all weigh  (Adds details  commentary),normal
RBS,Royal Bank Scotland plc (The),20110919,UPDATE 1-UBS shows need for UK bank reform-Cable , * Adds pressure on Bank of England to reopen QE programme,topStory
SNY,Sanofi,20110919,U.N. assembly backs steps to fight chronic disease ,UNITED NATIONS World leaders risk economic damage if they do not tackle killers like cancer and diabetes in concert with the industries that affect public health  a high-level U.N. meeting on chronic disease heard.,topStory
SNY,Sanofi,20110919,UPDATE 1-UN assembly backs steps to fight chronic disease , * Diseases like cancer  diabetes kill 36 mln people yearly  (Adds reaction from health groups),normal
SNY,Sanofi,20110919,UPDATE 1-US clears 2nd Lovenox generic  Momenta shares drop , * Teva awaiting approval for its own generic version  (Adds fourth-quarter launch plan  sales  partnership),normal
SNY,Sanofi,20110919,French and Benelux stocks-Factors to watch on Sept 19 , PARIS  Sept 19 Below are company-related news and stories from French and Benelux media which could have an impact on the region's markets or individual stocks.,normal
SNY,Sanofi,20110919,UPDATE 1-Sanofi wins U.S. cancer drug patent ruling , * Ruling keeps Eloxatin market exclusivity in United States,normal
SNY,Sanofi,20110919,Sanofi says wins U.S. cancer drug patent ruling , PARIS  Sept 19 French drugmaker Sanofi  said it won a court ruling in a patent dispute with Sun Pharmaceuticals over its Eloxatin colon cancer drug.,normal
SSL,Sasol Ltd,20110919,UPDATE 1-Sasol in Uzbekistan gas-to-liquids project , * Investing heavily to diversiy/reduce carbon footprint,topStory
SSL,Sasol Ltd,20110919,Sasol in gas-to-liquids project in Uzbekistan , JOHANNESBURG  Sept 19 South Africa's Sasol Ltd    the world's top maker of motor fuel from coal  said on Monday it had signed an agreement with partners including Malaysia's Petronas to develop a gas-to-liquids (GTL) project in Uzbekistan.,normal
SHG,Shinhan Financial Group Co Ltd,20110919,TEXT-Fitch = 2 , The revision of Outlook is triggered by the agency's rating action on Shinhan Bank (SHB  'A'/Stable) on 19 September 2011 (for more information please refer to the rating action commentary  entitled "Fitch Revises Shinhan Bank's Outlook to Stable"). The agency revised SHB's Outlook to Stable to reflect the limited effect on the bank's risk profile from corporate control/governance issues involving the former top management team of Shinhan Financial Group  (SFG).,topStory
SHG,Shinhan Financial Group Co Ltd,20110919,TEXT-Fitch = 2 , The revision of Outlook is triggered by the agency's rating action on Shinhan Bank (SHB  'A'/Stable) on 19 September 2011 (for more information please refer to the rating action commentary  entitled "Fitch Revises Shinhan Bank's Outlook to Stable"). The agency revised SHB's Outlook to Stable to reflect the limited effect on the bank's risk profile from corporate control/governance issues involving the former top management team of Shinhan Financial Group  (SFG).,normal
SHG,Shinhan Financial Group Co Ltd,20110919,TEXT-Fitch Revises Shinhan Bank's Outlook to Stable , SEOUL/HONG KONG  September 19 (Fitch) Fitch Ratings has revised Korea-based Shinhan Bank's (SHB) Outlook to Stable from Negative and simultaneously affirmed SHB's Long-Term Foreign Currency Issuer Default Rating (IDR) at 'A'. A full rating breakdown is provided below.,normal
SIG,Signet Jewelers Limited,20110919,Analysis: Best Buy seen pulling plug on UK megastores ,LONDON/NEW YORK Best Buy Co  is likely to abandon its British megastores next year  retreating from an overseas expansion plan that has been stymied by a global recession and cultural differences in how people like to shop.,topStory
SKM,SK Telecom Co Ltd,20110919,UPDATE 2-STX quits bid for Hynix Semiconductor , * Hynix shareholders to discuss whether to proceed with sale,topStory
SKM,SK Telecom Co Ltd,20110919,STX says drops bid for Hynix Semiconductor , SEOUL  Sept 19 South Korea's STX Corp  said on Monday that it had decided to pull out of its bid for Hynix Semiconductor   throwing a deal potentially worth billions into uncertainty.,normal
S,Sprint Corporation,20110919,Google and Visa team up on mobile payments ,Google Inc has enlisted Visa Inc in its effort to push mobile payments  striking an agreement to allow Visa account-holders to pay for store purchases with their smartphones.,topStory
S,Sprint Corporation,20110919,UPDATE 1-Google  Visa team up on mobile payments , Sept 19 Google Inc  has enlisted Visa Inc  in its effort to push mobile payments  striking an agreement to allow Visa account-holders to pay for store purchases with their smartphones.,normal
JOE,St Joe Company (The),20110919,CORRECTED-UPDATE 1-Fairholme's Berkowitz can buy half of St. Joe , (Corrects 6th paragraph of Sept. 16 story to make clear SEC inquiry into Fairholme relates to reporting requirements),topStory
SWJ,Stanley Black & Decker Inc,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,topStory
SWJ,Stanley Black & Decker Inc,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
SWK,Stanley Black & Decker Inc,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,topStory
SWK,Stanley Black & Decker Inc,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
SWP,Stanley Black & Decker Inc,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,topStory
SWP,Stanley Black & Decker Inc,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
STT,State Street Corporation,20110919,S&P changes 2 State Street Institutional Treasury PSFRs ,  (The following statement was released by the rating agency),topStory
STO,Statoil ASA,20110919,Statoil awards NOK 2.7 bln contract to Aibel , OSLO  Sept 19 Norwegian oil and gas firm Statoil  has awarded Aibel a contract for modules and modifications for two new pre-compressors on the Troll A platform in the North Sea.,topStory
SU,Suncor Energy  Inc,20110919,RPT-BAY STREET-Future shock shackles Canadian oil stocks , * Global economic issues  threat of oil price drop blamed,topStory
SUN,Sunoco LP,20110919,US Cash Products-Group Three diesel up as demand rises , * Gulf gasoline slips on pipeline scheduling  (Recasts  updates with end-day prices and commentary),topStory
SUN,Sunoco LP,20110919,US Cash Products-Harbor distillates gain on demand , Sept 19 New York Harbor cash distillates differentials inched up on Monday as seasonal demand picked up  traders said.,normal
SVU,SuperValu Inc,20110919,SoCal grocers  union reach tentative deal-source , LOS ANGELES  Sept 19 Albertsons  Ralphs and Vons and the union representing their Southern California employees have reached a tentative agreement on a new labor contract  averting a threatened strike  a source close to the negotiations told Reuters.,topStory
SVU,SuperValu Inc,20110919,California grocer labor talks ongoing  deadline passes ,LOS ANGELES Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
SVU,SuperValu Inc,20110919,California grocer labor talks ongoing  deadline passes , LOS ANGELES  Sept 18 Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
TGT,Target Corporation,20110919,SoCal grocers  union avert strike with deal ,LOS ANGELES Albertsons  Ralphs and Vons and the union representing their Southern California supermarket employees reached a tentative agreement on a new labor contract on Monday  averting a threatened strike.,topStory
TGT,Target Corporation,20110919,UPDATE 3-SoCal grocers  union avert strike with deal , * Grocers parent companies are Supervalu  Kroger  Safeway,normal
TGT,Target Corporation,20110919,California grocer labor talks ongoing  deadline passes ,LOS ANGELES Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
TGT,Target Corporation,20110919,California grocer labor talks ongoing  deadline passes , LOS ANGELES  Sept 18 Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
TTM,Tata Motors Ltd,20110919,UPDATE 2-Tata's Jaguar Land Rover picks UK for new plant , * Indian-owned Jaguar Land Rover to build UK engine plant,topStory
TTM,Tata Motors Ltd,20110919,UPDATE 1-Jaguar Land Rover building new engine plant in UK , * Indian-owned Jaguar Land Rover to build UK engine plant,normal
THC,Tenet Healthcare Corporation,20110919,Hospitals  drugmakers lash out at Obama deficit plan ,WASHINGTON The U.S. hospital and drug industries lashed out at provisions of President Barack Obama's deficit reduction plan that would saddle them with more than $200 billion in federal healthcare spending cuts.,topStory
THC,Tenet Healthcare Corporation,20110919,Obama offers $3.6 trillion deficit plan  would up taxes ,WASHINGTON President Barack Obama laid out a $3.6 trillion plan on Monday to cut budget deficits partly by raising taxes on the rich  but Republicans rejected it as a political stunt and made clear the proposal has little chance of becoming law. | Video ,normal
THC,Tenet Healthcare Corporation,20110919,WRAPUP 6-Obama offers $3.6 trln deficit plan  would up taxes , * Proposal to curb deficit by $3.6 trillion over 10 years,normal
THC,Tenet Healthcare Corporation,20110919,Hospitals  drugmakers lash out at Obama deficit plan , WASHINGTON  Sept 19 The U.S. hospital and drug industries lashed out at provisions of President Barack Obama's deficit reduction plan that would saddle them with more than $200 billion in federal healthcare spending cuts.,normal
TX,Ternium SA,20110919,Nippon Steel could take control of Usiminas-report , SAO PAULO  Sept 19 Nippon Steel Corp  could buy out two key partners in Brazilian steelmaker Usiminas   which is the target of a rival's takeover attempt  newspaper Valor Economico reported on Monday.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110919,UPDATE 1-US clears 2nd Lovenox generic  Momenta shares drop , * Teva awaiting approval for its own generic version  (Adds fourth-quarter launch plan  sales  partnership),topStory
TXT,Textron Inc,20110919,UTX exploring Goodrich takeover: sources ,Diversified manufacturer United Technologies Corp  is exploring a takeover of aerospace company Goodrich Corp  but the two sides are not yet close to a deal  according to a source with knowledge of the situation.,topStory
AES,The AES Corporation,20110919,Analysis: Solar startups plough ahead despite Solyndra ,LOS ANGELES Solyndra's collapse has cast a harsh spotlight on rival start-ups backing a promising solar technology that  despite the flameout by a leading player  remains on the verge of cracking the renewable energy market.,topStory
BX,The Blackstone Group LP,20110919,Asia Private Equity Weekly News  Sept 19  2011 , HONG KONG  Sept 19 News and developments in Asia private equity from Reuters News for the week ending September 16.,topStory
SCHW,The Charles Schwab Corporation,20110919,Rules clash could limit money fund rates: Fidelity ,BOSTON Conflicting regulations could limit the rates that money market mutual funds pay investors  a senior Fidelity Investments executive said  reflecting some of the many forces weighing on the sector.,topStory
SCHW,The Charles Schwab Corporation,20110919,Rules clash could limit money fund rates--Fidelity , BOSTON  Sept 19 Conflicting regulations could limit the rates that money market mutual funds pay investors  a senior Fidelity Investments executive said  reflecting some of the many forces weighing on the sector.,normal
TWX,Time Warner Inc,20110919,Emmy viewers down  mixed reviews for host Jane Lynch ,LOS ANGELES Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews. | Video ,topStory
TWX,Time Warner Inc,20110919,Sheen  Warner Bros. near deal on "Men" lawsuit ,LOS ANGELES Charlie Sheen and Warner Bros are close to a settlement on the actor's $100 million lawsuit against the studio over his firing from "Two and a Half Men " a source with knowledge of the situation said on Monday.,normal
TWX,Time Warner Inc,20110919,UPDATE 1-Sheen  Warner Bros. near deal on "Men" lawsuit , LOS ANGELES  Sept 19 Charlie Sheen and Warner Bros are close to a settlement on the actor's $100 million lawsuit against the studio over his firing from "Two and a Half Men " a source with knowledge of the situation said on Monday.,normal
TWX,Time Warner Inc,20110919,Emmy viewers down  mixed reviews for host Jane Lynch ,LOS ANGELES Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews. | Video ,normal
TWX,Time Warner Inc,20110919,CORRECTED - Emmy viewers down  mixed reviews for host Jane Lynch , LOS ANGELES  Sept 19 Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews.,normal
TJX,TJX Companies Inc (The),20110919,Analysis: Best Buy seen pulling plug on UK megastores ,LONDON/NEW YORK Best Buy Co  is likely to abandon its British megastores next year  retreating from an overseas expansion plan that has been stymied by a global recession and cultural differences in how people like to shop.,topStory
TOL,Toll Brothers Inc,20110919,Lennar sees strong Q4 as new home orders jump ,Homebuilder Lennar Corp  forecast a strong fourth quarter  suggesting the U.S. housing market is finally showing signs of coming out of a long slump  sending its shares up 5 percent.,topStory
TOL,Toll Brothers Inc,20110919,UPDATE 3-Lennar sees strong Q4 as new home orders jump , * Share rise as much as 5 pct   (Adds outlook  details and analysts comments; updates share movement),normal
TOT,Total SA,20110919,UPDATE 1-Total not planning Libya oil shipments for now , * Crude tanker market glut to last several years-Total   (Adds background  quotes),topStory
TOT,Total SA,20110919,No planned Libya crude shipments for now-Total exec , PARIS  Sept 19 French oil major Total's  shipping division is not planning to transport any Libyan crude oil for the time being  an executive at the division said on Monday.,normal
TOT,Total SA,20110919,Statoil awards NOK 2.7 bln contract to Aibel , OSLO  Sept 19 Norwegian oil and gas firm Statoil  has awarded Aibel a contract for modules and modifications for two new pre-compressors on the Troll A platform in the North Sea.,normal
TOT,Total SA,20110919,Total CEO eyes Libyan business expansion - paper , FRANKFURT  Sept 19 Total SA is in talks with Libya's interim leaders about expanding its business in the North African country  the French oil major's chief executive told a German newspaper.,normal
THS,Treehouse Foods Inc,20110919,Spurned ConAgra looks beyond Ralcorp for growth ,ConAgra Foods Inc  called off its months-long courtship of Ralcorp Holdings Inc  after the maker of Post cereals and store-branded foods failed to agree to talks by a Monday deadline it had set.,topStory
THS,Treehouse Foods Inc,20110919,UPDATE 4-Spurned ConAgra looks beyond Ralcorp for growth , * Ralcorp shares down 3.5 pct  ConAgra down 2.5 pct  (Adds analyst  shareholder comments  byline),normal
UBS,UBS AG,20110919,U.S. lawsuits may be limited over UBS rogue trades ,NEW YORK UBS AG is under pressure for failing to monitor an equity trader suspected of causing a $2.3 billion loss for the Swiss bank  but its exposure to U.S. class-action litigation over the scandal may be limited.,topStory
UBS,UBS AG,20110919,UBS faces dual attack in parliament after trading loss ,ZURICH The Swiss parliament piled pressure on the nation's biggest banks on Monday in the wake of UBS AG's $2.3 billion loss from rogue trading  as a center-left party pushed for a ban on risky investment banking and a plan to raise capital requirements passed the lower house. | Video ,normal
UBS,UBS AG,20110919,RPT-UPDATE 7-UBS faces dual attack in parliament after loss , * Shares down 1.9 percent  (Repeats to additional subscribers),normal
UBS,UBS AG,20110919,UBS faces dual attack in parliament after trading loss ,ZURICH The Swiss parliament piled pressure on the nation's biggest banks on Monday in the wake of UBS AG's $2.3 billion loss from rogue trading  as a center-left party pushed for a ban on risky investment banking and a plan to raise capital requirements passed the lower house. | Video ,normal
UBS,UBS AG,20110919,UPDATE 7-UBS faces dual attack in parliament after trading loss , * Shares down 1.9 percent  (Recasts first few paragraphs),normal
UBS,UBS AG,20110919,U.S. lawsuits may be limited over UBS rogue trades ,NEW YORK UBS AG is under pressure for failing to monitor an equity trader suspected of causing a $2.3 billion loss for the Swiss bank  but its exposure to U.S. class-action litigation over the scandal may be limited.,normal
UBS,UBS AG,20110919,UBS CEO Gruebel in firing line over rogue loss ,ZURICH The rogue trade disaster at UBS  will put pressure on the Swiss bank to accelerate plans to install a successor to Chief Executive Oswald Gruebel with a mission to dramatically slash the investment bank and renew the focus on wealth management.,normal
UBS,UBS AG,20110919,On the Move-HighTower recruits $3.6-million UBS team ,NEW YORK HighTower Advisors  an independent firm that has grown by hiring away industry veterans from big brokerages  has added a team from UBS's   U.S. brokerage arm.,normal
UBS,UBS AG,20110919,On the Move-HighTower recruits $3.6-million UBS team , NEW YORK  Sept 19 HighTower Advisors  an independent firm that has grown by hiring away industry veterans from big brokerages  has added a team from UBS's   U.S. brokerage arm.,normal
UBS,UBS AG,20110919,UBS debacle sparks flurry of UK regulatory checks ,LONDON Britain's market watchdog is turning up the heat on banks to check their compliance and controls systems after the $2.3 billion trading loss at UBS.,normal
UPS,United Parcel Service Inc,20110919,UPDATE 2-Obama's Postal Service plan would cut Saturday mail , * Postmaster general thanks president  offers no opinion  (Updates with business impact  lawmaker  USPS reaction),topStory
UPS,United Parcel Service Inc,20110919,Amendment seeks to save US Postal Service $10 bln , * Plans include ending Saturday mail  front-door delivery,normal
UTX,United Technologies Corporation,20110919,Goodrich shares up as United Tech mulls bid ,Goodrich Corp  shares surged 16 percent on Monday as diversified U.S. manufacturer United Technologies Corp  negotiated terms for a potential purchase of the aircraft components maker.,topStory
UTX,United Technologies Corporation,20110919,UPDATE 2-Goodrich shares up as United Tech mulls bid , * Goodrich stock up 16 pct  Rockwell down 4 pct  (Updates shares; details on takeover discussions),normal
UTX,United Technologies Corporation,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,normal
UTX,United Technologies Corporation,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
UTX,United Technologies Corporation,20110919,Deals of the day -- mergers and acquisitions , (Adds Tyco International  Agnico-Eagle Mines  Nice Systems  Transatlantic Holdings  BNP Paribas  Schneider Electric SA  Ralcorp Holdings  Red Back Mining  Grupo Bimbo ),normal
UTX,United Technologies Corporation,20110919,UTX exploring Goodrich takeover: sources ,Diversified manufacturer United Technologies Corp  is exploring a takeover of aerospace company Goodrich Corp  but the two sides are not yet close to a deal  according to a source with knowledge of the situation.,normal
UTX,United Technologies Corporation,20110919,PRESS DIGEST - Wall Street Journal - Sept 19 , Sept 19 The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
VR,Validus Holdings Ltd,20110919,Transatlantic dismisses fresh Berkshire offer ,Reinsurer Transatlantic Holdings Inc  said it received a renewed buyout offer of $52 a share in cash from Warren Buffett's Berkshire Hathaway Inc   but that the bid was too low.,topStory
VR,Validus Holdings Ltd,20110919,UPDATE 2-Transatlantic dismisses fresh Berkshire offer , * Berkshire says offer deadline is end of business Monday  (Adds shares  SEC filing  byline),normal
VZ,Verizon Communications Inc,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,topStory
VZ,Verizon Communications Inc,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
VZA,Verizon Communications Inc,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,topStory
VZA,Verizon Communications Inc,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
V,Visa Inc,20110919,Google and Visa team up on mobile payments ,Google Inc has enlisted Visa Inc in its effort to push mobile payments  striking an agreement to allow Visa account-holders to pay for store purchases with their smartphones.,topStory
V,Visa Inc,20110919,UPDATE 1-Google  Visa team up on mobile payments , Sept 19 Google Inc  has enlisted Visa Inc  in its effort to push mobile payments  striking an agreement to allow Visa account-holders to pay for store purchases with their smartphones.,normal
VNO,Vornado Realty Trust,20110919,Penney lets Vornado raise stake  limits voting power ,J.C. Penney Co Inc  will let one of its largest shareholders  Vornado Realty Trust   buy more shares in the department store operator  relaxing a restriction put in place last year when Penney adopted a provision limiting its ownership.,topStory
VNO,Vornado Realty Trust,20110919,UPDATE 2-Penney lets Vornado raise stake  limits voting power , * Limits voting power to 9.9 percent  (Adds detail on voting power),normal
WMT,Wal-Mart Stores Inc,20110919,SoCal grocers  union avert strike with deal ,LOS ANGELES Albertsons  Ralphs and Vons and the union representing their Southern California supermarket employees reached a tentative agreement on a new labor contract on Monday  averting a threatened strike.,topStory
WMT,Wal-Mart Stores Inc,20110919,UPDATE 3-SoCal grocers  union avert strike with deal , * Grocers parent companies are Supervalu  Kroger  Safeway,normal
WMT,Wal-Mart Stores Inc,20110919,California grocer labor talks ongoing  deadline passes ,LOS ANGELES Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
WMT,Wal-Mart Stores Inc,20110919,California grocer labor talks ongoing  deadline passes , LOS ANGELES  Sept 18 Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
DIS,Walt Disney Company (The),20110919,Emmy viewers down  mixed reviews for host Jane Lynch ,LOS ANGELES Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews. | Video ,topStory
DIS,Walt Disney Company (The),20110919,Emmy viewers down  mixed reviews for host Jane Lynch ,LOS ANGELES Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews. | Video ,normal
DIS,Walt Disney Company (The),20110919,CORRECTED - Emmy viewers down  mixed reviews for host Jane Lynch , LOS ANGELES  Sept 19 Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews.,normal
