ALKS,Alkermes plc,20110707,UPDATE 2-Amylin says heart trial of diabetes drug met goal ,* Alkermes shares rise 6 percent  (Adds background  updates share prices),topStory
TGT,Target Corporation,20110707,US STOCKS-Retail  tech lead Wall St rally before jobs data , * Dow up 0.7 pct  S&P up 1.1 pct  Nasdaq up 1.4 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
TGT,Target Corporation,20110707,Chains' deals won over shoppers in June ,NEW YORK Top U.S. retailers reported better-than-expected June sales after luring shoppers with targeted bargains that they will now have to keep in place to satisfy shoppers through the summer.,normal
TGT,Target Corporation,20110707,WRAPUP 5-U.S. chains' deals won over shoppers in June , * Penney misses  slashes forecast; shares down  (Recasts first sentence  adds comments by Macy's CEO  updates share prices),normal
TGT,Target Corporation,20110707,US STOCKS-Wall St set for higher open after labor data , * Futures up: Dow 92 pts  S&P 12.6 pts  Nasdaq 22.75 pts,normal
GCI,TEGNA Inc,20110707,Part of U.S. media ownership rule overturned ,WASHINGTON A federal appeals court has overturned part of a 2008 loosening of U.S. media-ownership rules that made it easier to own a newspaper and a broadcast outlet in a single market.,topStory
GCI,TEGNA Inc,20110707,UPDATE 2-Part of U.S. media ownership rule overturned , * Flaw found in newspaper-broadcast cross-ownership rule,normal
TI,Telecom Italia SPA,20110707,Italian Stocks - Factors to watch on July 7 , MILAN  July 7 The following factors could affect Italian markets on Thursday.,topStory
TEF,Telefonica SA,20110707,Telefonica  unions agree 6 500 job-cuts plan ,MADRID Spain's Telefonica  said it has agreed a plan with unions to cut up to 6 500 workers over the next three years  about 20 percent of its domestic workforce.,topStory
TEF,Telefonica SA,20110707,Telefonica  unions agree 6 500 job-cuts plan , MADRID  July 7 Spain's Telefonica said it has agreed a plan with unions to cut up to 6 500 workers over the next three years  about 20 percent of its domestic workforce.,normal
BX,The Blackstone Group LP,20110707,Exclusive: Exeter buys industrial property portfolio ,NEW YORK Exeter Property Group  a real estate private equity firm  has bought a portfolio of 19 industrial buildings  primarily in Indiana and Tennessee  for about $240 million  reflecting investor demand for U.S. warehouse and distribution centers  the deal's broker  Jones Lang LaSalle Inc   said on Wednesday.,topStory
BX,The Blackstone Group LP,20110707,CORRECTED-Blackstone to invest $34 mln in India's FINO , (Corrects investment amount  changes sourcing to company statament),normal
TWX,Time Warner Inc,20110707,Fans  stars  Hollywood say farewell to Harry Potter ,LONDON Thousands of fans braved rain and battled security restrictions in London's Trafalgar Square on Thursday to say farewell to the boy wizard Harry Potter at the world premiere of the final movie in the record-breaking series. | Video ,topStory
TWX,Time Warner Inc,20110707,UPDATE 4-Fans  stars  Hollywood say farewell to Harry Potter , * Record-breaking series has earned billions  (Adds Radcliffe quote  paragraph 20  21),normal
TWX,Time Warner Inc,20110707,Young stars struggle with life after "Harry Potter" ,LONDON The young actors who have worked on the "Harry Potter" movies for half their lives said on Wednesday they were struggling to come to grips with the series ending. | Video ,normal
TWX,Time Warner Inc,20110707,UPDATE 2-TVN owner puts $1.3 bln stake up for sale , * News Corp  Time Warner  Bertelsmann contacted - source,normal
TWX,Time Warner Inc,20110707,Factbox: The Harry Potter phenomenon ,Following are some facts about the Harry Potter films and the novels they are based on  as the eighth film - "Harry Potter and the Deathly Hallows - Part 2" premieres in Britain on Thursday and opens in U.S. theatres on July 15. | Video ,normal
TWX,Time Warner Inc,20110707,Timeline: Harry Potter saga ends with eighth film ,Following are the events in the Harry Potter saga  leading up to the premiere of the eighth and final film in the series on Thursday -- "Harry Potter and the Deathly Hallows - Part 2." | Video ,normal
TWX,Time Warner Inc,20110707,TIMELINE-Harry Potter saga ends with eighth film , July 7 Following are the events in the Harry Potter saga  leading up to the premiere of the eighth and final film in the series on Thursday -- "Harry Potter and the Deathly Hallows - Part 2". ID:nL6E7I61V9],normal
TWX,Time Warner Inc,20110707,Fans  stars and Hollywood mourn end of Harry Potter magic , LONDON  July 7 Film farewells don't get much bigger than Harry Potter  and thousands of fans prepared on Thursday to say goodbye to their beloved boy wizard at the world premiere of the final movie in the record-breaking series.,normal
TOT,Total SA,20110707,French major Total eyes Brazil's subsalt oil wealth , PARIS  July 7 French oil major Total  said it was ready to take part in the development of Brazil's untapped subsalt oil wealth as soon as Brasilia gives the go-ahead to develop its coveted deep-water resources.,topStory
TOT,Total SA,20110707,New Issue-Total Capital prices 600 mln SEK 2016 bond , Notes                   Launched under the issuer's EMTN,normal
TM,Toyota Motor Corp Ltd Ord,20110707,US fuel efficiency in new cars falls for 3rd month , * Fuel efficiency on new US cars sold in June down 1.4 pct,topStory
TRP,TransCanada Corporation,20110707,TransCanada says XL line could end Cushing's woes ,CALGARY  Alberta If allowed to proceed  TransCanada Corp's $7 billion Keystone XL pipeline could bring an end to the crude oil bottleneck in the U.S. Midwest that is now depressing North American oil prices  TransCanada Chief Executive Russ Girling said on Thursday.,topStory
TRP,TransCanada Corporation,20110707,UPDATE 2-Shippers get more time to commit to US oil pipeline , * Double E line would ship 450 000 bpd from OK to Houston,normal
TRP,TransCanada Corporation,20110707,TransCanada says XL line could end Cushing's woes , * Confident of U.S. approvals  (In U.S. dollars unless noted),normal
UBS,UBS AG,20110707,Wells Fargo settles mortgage case for $125 million ,SAN FRANCISCO Wells Fargo & Co  has agreed to pay $125 million to settle a lawsuit over the sale of mortgage pass-through certificates  according to court documents.,topStory
UBS,UBS AG,20110707,Wells Fargo settles mortgage case for $125 mln , SAN FRANCISCO  July 7 Wells Fargo & Co  has agreed to pay $125 million to settle a lawsuit over the sale of mortgage pass-through certificates  according to court documents.,normal
UBS,UBS AG,20110707,Analysis: UBS review adds fuel to restructuring hopes ,LONDON/ZURICH UBS AG's admission that it may not reach profit goals and that new regulation has changed the game in investment banking is likely to fuel further doubts over its ambitions in fixed income  where it still trails rivals.,normal
UBS,UBS AG,20110707,Deutsche Bank accelerates succession talks: sources ,FRANKFURT UBS AG's  bold move to poach Axel Weber from under Deutsche Bank AG's  nose has prompted Germany's largest lender to accelerate succession talks  three people familiar with the matter said.,normal
UBS,UBS AG,20110707,Deutsche Bank accelerates succession talks-sources , FRANKFURT  July 7 UBS AG's bold move to poach Axel Weber from under Deutsche Bank AG's  nose has prompted Germany's largest lender to accelerate succession talks  three people familiar with the matter said.,normal
UBS,UBS AG,20110707,Swiss stocks - Factors to watch on July 7 , ZURICH  July 7 Swiss stocks are set to open higher on Thursday  in line with European markets tracking Wall Street and Asian gains overnight  ahead of an expected rate rise by the European central bank.,normal
UN,Unilever NV,20110707,Dim sum market stirs U.S. borrowers ,BRADENTON/NEW YORK  July 7 (IFR) - One of the U.S. high-grade market's favorites  Caterpillar Financial Services  is becoming quite the regular issuer in the offshore yuan-denominated market  also called the dim sum or CNH bond market.,topStory
UN,Unilever NV,20110707,IFR-US CREDIT-Dim sum market stirs US borrowers , BRADENTON/NEW YORK  July 7 (IFR) - One of the US high-grade market's favorites  Caterpillar Financial Services  is becoming quite the regular issuer in the offshore yuan-denominated market  also called the dim sum or CNH bond market.,normal
VLO,Valero Energy Corporation,20110707,Senate deal would axe $6 billion ethanol tax credit ,WASHINGTON Three senators reached a deal on Thursday to repeal the $6 billion per year ethanol tax credit by the end of July  an agreement that must still be passed by Congress.,topStory
VZ,Verizon Communications Inc,20110707,Internet providers to act against online pirates ,LOS ANGELES Consumers who illegally download copyrighted films  music or television shows might see their Internet speed slowed or access restricted under an industry anti-piracy effort announced on Thursday.,topStory
VZ,Verizon Communications Inc,20110707,US Internet providers to act against online pirates , * Illegal downloading could lead to temporary restrictions,normal
VZ,Verizon Communications Inc,20110707,Varney to step down as top antitrust official ,WASHINGTON Christine Varney  the top antitrust official in the U.S. Justice Department  is stepping down  the department said on Wednesday.,normal
VZ,Verizon Communications Inc,20110707,UPDATE 2-Varney to step down as top U.S. antitrust official , * Experts do not expect sharp change in antitrust policy,normal
VZA,Verizon Communications Inc,20110707,Internet providers to act against online pirates ,LOS ANGELES Consumers who illegally download copyrighted films  music or television shows might see their Internet speed slowed or access restricted under an industry anti-piracy effort announced on Thursday.,topStory
VZA,Verizon Communications Inc,20110707,US Internet providers to act against online pirates , * Illegal downloading could lead to temporary restrictions,normal
VZA,Verizon Communications Inc,20110707,Varney to step down as top antitrust official ,WASHINGTON Christine Varney  the top antitrust official in the U.S. Justice Department  is stepping down  the department said on Wednesday.,normal
VZA,Verizon Communications Inc,20110707,UPDATE 2-Varney to step down as top U.S. antitrust official , * Experts do not expect sharp change in antitrust policy,normal
V,Visa Inc,20110707,EBay buys Zong as mobile payments gain traction ,NEW YORK/SAN FRANCISCO EBay Inc said on Thursday it agreed to buy cellphone payments provider Zong for about $240 million in cash to help its PayPal unit push further into mobile commerce.,topStory
V,Visa Inc,20110707,Swiss police raid cyber attack suspect's home , ZURICH  July 7 Swiss police have searched the home of an Italian citizen suspected of carrying out cyber attacks in Italy  prosecutors said on Thursday.,normal
DIS,Walt Disney Company (The),20110707,ABC soap "All My Children" to live on  online ,LOS ANGELES Canceled soap operas "All My Children" and "One Life to Live " will now live on -- not on the small screen but on the Internet  mobile phones and other online formats  the broadcaster said on Thursday.,topStory
DIS,Walt Disney Company (The),20110707,ABC soap 'All My Children' to live on  online , LOS ANGELES  July 7 Canceled soap operas "All My Children" and "One Life to Live " will now live on -- not on the small screen but on the Internet  mobile phones and other online formats  the broadcaster said on Thursday.,normal
DIS,Walt Disney Company (The),20110707,Hulu owners seeking best sale value  says Disney's Iger , SUN VALLEY  Idaho  July 6 Hulu's current joint owners are seeking the highest possible value in a sale rather than focusing on who a new owner might be  Walt Disney Co  Chief Executive Bob Iger said on Wednesday.,normal
WFT,Weatherford International plc,20110707,Analysis: Underdog Weatherford chases oilfield services pack ,SAN FRANCISCO As the smallest of the world's big four oilfield services players  Weatherford International  always seems to have something to prove.,topStory
WFC,Wells Fargo & Company,20110707,Analysis: JPMorgan close to becoming the top U.S. lender ,NEW YORK JPMorgan Chase & Co is close to vaulting past Bank of America Corp to become the biggest bank in the United States  but it will likely get there in an odd way -- by shrinking less than its rival.,topStory
WFC,Wells Fargo & Company,20110707,Wells Fargo settles mortgage case for $125 million ,SAN FRANCISCO Wells Fargo & Co  has agreed to pay $125 million to settle a lawsuit over the sale of mortgage pass-through certificates  according to court documents.,normal
WFC,Wells Fargo & Company,20110707,Wells Fargo settles mortgage case for $125 mln , SAN FRANCISCO  July 7 Wells Fargo & Co  has agreed to pay $125 million to settle a lawsuit over the sale of mortgage pass-through certificates  according to court documents.,normal
WFC,Wells Fargo & Company,20110707,BofA loses bid to end HAMP mortgage lawsuit ,NEW YORK Bank of America Corp lost its bid to dismiss a lawsuit accusing it of reneging on promises to help borrowers modify their mortgage loans under a much-criticized federal program.,normal
WFC,Wells Fargo & Company,20110707,UPDATE 1-BofA loses bid to end HAMP mortgage lawsuit , * HAMP program criticized as ineffective  (Adds details from ruling  bank comment),normal
WBK,Westpac Banking Corporation,20110707,RPT-NZ eyeing position as regional carbon trading hub , WELLINGTON  July 7 New Zealand  the first nation outside Europe to set up a carbon-trading scheme  hopes to become a trading hub for the region as neighbouring Australia and other countries move toward market-based schemes for cutting carbon emissions.,topStory
WBK,Westpac Banking Corporation,20110707,New Zealand eyeing position as regional carbon trading hub ,WELLINGTON New Zealand  the first nation outside Europe to set up a carbon-trading scheme  hopes to become a trading hub for the region as neighboring Australia and other countries move toward market-based schemes for cutting carbon emissions.,normal
WBK,Westpac Banking Corporation,20110707,NZ eyeing position as regional carbon trading hub , WELLINGTON  July 7 New Zealand  the first nation outside Europe to set up a carbon-trading scheme  hopes to become a trading hub for the region as neighbouring Australia and other countries move toward market-based schemes for cutting carbon emissions.,normal
