FCCY,1st Constitution Bancorp (NJ),20180420,BRIEF-1St Constitution Bancorp Q1 Earnings Per Share $0.34 ,* REPORTS FIRST QUARTER 2018 RESULTS AND DECLARES QUARTERLY DIVIDEND OF $0.06 PER SHARE,topStory
HGT,Hugoton Royalty Trust,20180420,BRIEF-Hugoton Royalty Trust Declares No April Cash Distribution ,* HUGOTON ROYALTY TRUST DECLARES NO APRIL CASH DISTRIBUTION Source text for Eikon: Further company coverage: (Reuters.Briefs@thomsonreuters.com),topStory
VKQ,Invesco Municipal Trust,20180420,BRIEF-Burford Capital Say Informed By Invesco Of Completion Of Sale Of 2.59 Mln Burford's Shares ,* BURFORD CAPITAL LTD - BEEN INFORMED BY INVESCO PERPETUAL THAT IT HAS COMPLETED A BLOCK SALE OF APPROXIMATELY 2.59 MILLION SHARES OF BURFORD'S COMMON STOCK,topStory
IVZ,Invesco Plc,20180420,BRIEF-Great-West Lifeco Subsidiary Irish Life Announces Agreement To Acquire Strategic Holding In Invesco Ltd ,* GREAT-WEST LIFECO SUBSIDIARY IRISH LIFE ANNOUNCES AGREEMENT TO ACQUIRE STRATEGIC HOLDING IN LEADING INDEPENDENT FINANCIAL CONSULTANCY INVESCO LTD (IRELAND),topStory
IO,Ion Geophysical Corporation,20180420,Fidessa scraps Temenos deal and agrees takeover by Ion ,British financial trading systems firm Fidessa has ditched a takeover by Swiss banking software business Temenos in favor of a 1.5 billion-pound ($2.1 billion) deal with rival bidder Ion.,topStory
IO,Ion Geophysical Corporation,20180420,UPDATE 3-Fidessa scraps Temenos deal and agrees takeover by Ion ,* Deal has "compelling strategic rationale" -Fidessa chairman,normal
JPM,J P Morgan Chase & Co,20180420,RPT-JPMorgan  National Bank of Canada  others test debt issuance on blockchain ,NEW YORK  April 20 JPMorgan Chase & Co has tested a new blockchain platform for issuing financial instruments with the National Bank of Canada and other large firms  they said on Friday  seeking to streamline origination  settlement  interest rate payments and other processes.,topStory
JPM,J P Morgan Chase & Co,20180420,U.S. banks push mortgage apps as home lending slows ,NEW YORK  April 20 Big U.S. banks are racing to launch websites and mobile apps to make getting a mortgage faster and easier  investments that may have modest near-term payoffs as home lending activity slows.,normal
JPM,J P Morgan Chase & Co,20180420,Drug container firm Envirotainer up for sale: sources ,HONGKONG/FRANKFURT European private equity investor AAC Capital is launching the sale of Envirotainer  a Swedish company that rents out containers for shipping temperature-sensitive healthcare products  three sources familiar with the matter said.,normal
JPM,J P Morgan Chase & Co,20180420,JPMorgan  National Bank of Canada  others test debt issuance on blockchain ,NEW YORK JPMorgan Chase & Co  has tested a new blockchain platform for issuing financial instruments with the National Bank of Canada and other large firms  they said on Friday  seeking to streamline origination  settlement  interest rate payments and other processes.,normal
JPM,J P Morgan Chase & Co,20180420,JPMorgan  National Bank of Canada  others test debt issuance on blockchain ,NEW YORK  April 20 JPMorgan Chase & Co has tested a new blockchain platform for issuing financial instruments with the National Bank of Canada and other large firms  they said on Friday  seeking to streamline origination  settlement  interest rate payments and other processes.,normal
KSU,Kansas City Southern,20180420,UPDATE 3-Kansas City Southern results hurt by U.S. rail congestion ,April 20 Kansas City Southern  a regional U.S. railroad with extensive operations in Mexico  reported lower-than expected quarterly revenue on Friday despite a 1 percent overall increase in rail volumes.,topStory
KSU,Kansas City Southern,20180420,Strong volumes lift Kansas City Southern quarterly profit ,April 20 Kansas City Southern  a regional U.S. railroad with large operations in Mexico  reported a higher net quarterly profit on Friday  driven by higher volumes of petroleum  consumer goods  cars  and chemicals.,normal
KSU,Kansas City Southern,20180420,BRIEF-Kansas City Southern Reports Q1 Earnings Per Share $1.40 ,* Q1 EARNINGS PER SHARE VIEW $1.33 -- THOMSON REUTERS I/B/E/S,normal
KR,Kroger Company (The),20180420,BRIEF-Kroger Announces $1.2 Billion Accelerated Share Repurchase Program ,* KROGER CO - ANNOUNCES $1.2 BILLION ACCELERATED SHARE REPURCHASE PROGRAM,topStory
LVS,Las Vegas Sands Corp,20180420,BRIEF-Las Vegas Sands Says CEO Sheldon Adelson's FY 2017 Total Compensation Was $26.1 Mln ,* LAS VEGAS SANDS SAYS CEO SHELDON ADELSON'S FY 2017 TOTAL COMPENSATION WAS $26.1 MILLION WHICH INCLUDED $12.5 MILLION IN NON-EQUITY INCENTIVE PLAN COMPENSATION,topStory
LTM,LATAM Airlines Group SA,20180420,LATAM Airlines union to vote on new contract offer amid strike ,SANTIAGO  April 20 A union of flight attendants for LATAM Airlines subsidiary LAN Express said it would vote on Friday on a new contract offer from the Chile-based carrier  amid a 10-day strike that has affected more than 270 000 passengers.,topStory
LYV,Live Nation Entertainment Inc,20180420,BRIEF-Live Nation Entertainment Says CEO Michael Rapino's 2017 Total Compensation Was $70.6 Million ,* LIVE NATION ENTERTAINMENT INC SAYS CEO MICHAEL RAPINO'S 2017 TOTAL COMPENSATION WAS $70.6 MILLION WHICH INCLUDES STOCK AWARDS OF $58.6 MILLION – SEC FILING,topStory
LOW,Lowe&#39;s Companies Inc,20180420,BRIEF-Lowe's Says CEO Robert Niblock's 2017 Total Compensation Was $11.2 Mln Vs $12.7 Mln ,* LOWE'S COMPANIES SAYS CEO ROBERT NIBLOCK'S FY 2017 TOTAL COMPENSATION WAS $11.2 MILLION VERSUS $12.7 MILLION IN 2016 - SEC FILING Source text: (https://bit.ly/2F2IEep) Further company coverage:,topStory
LXU,Lsb Industries Inc,20180420,BRIEF-LSB Industries Says On April 16  Co  Units Entered First Amendment To Third Amended And Restated Loan And Security Agreement - SEC Filing ,* LSB INDUSTRIES-ON APRIL 16  CO  UNITS SIGNATORY THERETO ENTERED FIRST AMENDMENT TO THIRD AMENDED AND RESTATED LOAN AND SECURITY AGREEMENT - SEC FILING,topStory
LXU,Lsb Industries Inc,20180420,BRIEF-LSB Industries Inc. Announces Pricing Of Its $400 Million Private Offering Of Senior Notes ,* LSB INDUSTRIES  INC. ANNOUNCES PRICING OF ITS $400 MILLION PRIVATE OFFERING OF SENIOR NOTES,normal
MAN,ManpowerGroup,20180420,BRIEF-Manpowergroup Reports Q1 Earnings Per Share $1.45 ,* Q1 EARNINGS PER SHARE VIEW $1.64 -- THOMSON REUTERS I/B/E/S,topStory
MRK,Merck & Company Inc,20180420,UPDATE 2-U.S. biotech companies Alnylam  Dicerna settle trade secrets case ,BOSTON  April 20 Alnylam Pharmaceuticals Inc said on Friday that Dicerna Pharmaceuticals Inc will pay it $25 million in cash and stock to resolve a lawsuit claiming it stole trade secrets about gene-silencing technology used to develop drug treatments.,normal
MRK,Merck & Company Inc,20180420,CORRECTED-UPDATE 1-U.S. biotech companies Alnylam  Dicerna settle trade secrets case ,BOSTON  April 20 Dicerna Pharmaceuticals Inc on Friday said that it will pay $15 million plus stock to Alnylam Pharmaceuticals Inc to resolve a lawsuit claiming it stole trade secrets about gene-silencing technology used to develop drug treatments.,normal
MET,MetLife Inc,20180420,BRIEF-Metlife Names Susan Greenwell As Head Of Global Government Relations ,* METLIFE NAMES SUSAN GREENWELL AS HEAD OF GLOBAL GOVERNMENT RELATIONS Source text for Eikon: Further company coverage: (Reuters.Briefs@thomsonreuters.com),topStory
MTX,Minerals Technologies Inc,20180420,BRIEF-Minerals Technologies - Entered Into A Third Amendment To Amend Credit Agreement Dated As Of May 9  2014 ,* MINERALS TECHNOLOGIES INC - ON APRIL 18  2018  ENTERED INTO A THIRD AMENDMENT TO AMEND CREDIT AGREEMENT DATED AS OF MAY 9  2014 - SEC FILING,topStory
MON,Monsanto Company,20180420,Russian nod moves Bayer closer to wrapping up Monsanto deal ,FRANKFURT Russia's antitrust regulator FAS has approved Bayer's  planned takeover of Monsanto   the German drugs and crop chemicals maker said  as it enters the home stretch to closing the $62.5 billion deal.,topStory
MON,Monsanto Company,20180420,UPDATE 1-Russian nod moves Bayer closer to wrapping up Monsanto deal ,* Cash call signals Bayer's confidence in deal going ahead (Adds remedies  previous reviews  background on Russia  cash call),normal
MON,Monsanto Company,20180420,BRIEF-Bayer Details Conditions Of Russian Approval Of Monsanto Deal ,* CONDITION FOR RUSSIAN APPROVAL WAS TRANSFER OF DEFINED TECHNOLOGIES TO RUSSIAN RECIPIENTS IN THE AREA OF SEEDS BREEDING  DIGITAL FARMING FOR 5 YEARS,normal
MON,Monsanto Company,20180420,Bayer says Russia grants antitrust clearance for Monsanto takeover ,FRANKFURT  April 20 Russia's antitrust regulator FAS has approved Bayer's planned $62.5 billion takeover of Monsanto  a Bayer spokesman said on Friday. (Reporting by Ludwig Burger Editing by Maria Sheahan),normal
MON,Monsanto Company,20180420,Russia gives green light to Bayer's takeover of Monsanto: Ifax ,MOSCOW Russia's anti-monopoly regulator FAS has approved Bayer's  takeover of Monsanto   Russian news agency Interfax reported on Friday  citing the regulator.,normal
MON,Monsanto Company,20180420,Russia gives green light to Bayer's takeover of Monsanto - Ifax ,MOSCOW  April 20 Russia's anti-monopoly regulator FAS has approved Bayer's takeover of Monsanto  Russian news agency Interfax reported on Friday  citing the regulator. (Reporting by Maria Kiselyova Editing by Edmund Blair),normal
NSA,National Storage Affiliates Trust,20180420,BRIEF-National Storage Affiliates Trust Says NSA Op & Co Entered Third Amendment And Release Of Parent Guaranty To Agreement  Dated May 6  2016 ,* NATIONAL STORAGE AFFILIATES TRUST -ON APRIL 16  NSA OP & CO ENTERED THIRD AMENDMENT AND RELEASE OF PARENT GUARANTY TO AGREEMENT  DATED MAY 6  2016,topStory
OFG,OFG Bancorp,20180420,BRIEF-OFG Bancorp Reports Q1 Earnings Per Share $0.29 ,* Q1 EARNINGS PER SHARE VIEW $0.20 -- THOMSON REUTERS I/B/E/S,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20180420,Petrobras oil production in Brazil dips in March ,SAO PAULO Petrobras oil production in Brazil in March totaled 2.07 million barrels per day on average  or 0.8 percent less than reported in February  due mainly to maintenance work at its Cidade de Angra dos Reis oil rig located in the Lula field  the company said.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20180420,Deals of the day-Mergers and acquisitions ,April 20 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Friday: ** Japan's Takeda Pharmaceutical nudged up its offer for Shire to 44.3 billion pounds ($62 billion) to try to persuade the rare-disease drugs specialist into talks after it rejected three previous proposals. ** General Electric Co said it was still considering a potential breakup of the 126-year-old industrial conglomerate  but such a move was secondary to running its businesses bett,normal
PBR,Petroleo Brasileiro SA- Petrobras,20180420,Exclusive: China nears first Americas refining capacity as CNPC  Petrobras talks mature - sources ,RIO DE JANEIRO Brazil's state-run oil company is nearing a deal in which China National Petroleum Corp Ltd (CNPC) would invest in an oil refinery in exchange for crude oil  two people with knowledge of the talks told Reuters  potentially giving China its first refining capacity in the Americas.,normal
PFE,Pfizer Inc,20180420,UPDATE 1-P&G's vitamin boost could signal more to come ,* Health and wellness seen as attractive to younger consumers,normal
PFE,Pfizer Inc,20180420,P&G's vitamin boost could signal more to come ,LONDON/CHICAGO  April 20 Procter & Gamble's $4.2 billion deal for Merck's vitamin and supplements business is the latest example of a major consumer company stocking up on health-related products.,normal
PF,Pinnacle Foods Inc,20180420,Activist investor Jana takes 9.1 percent stake in Pinnacle Foods ,Activist investor Jana Partners disclosed a 9.1 percent stake in Pinnacle Foods Inc  on Thursday and said it would seek talks with the company on a range of subjects including a possible sale of the packaged foods maker.,topStory
PF,Pinnacle Foods Inc,20180420,UPDATE 2-Activist investor Jana takes 9.1 percent stake in Pinnacle Foods ,April 19 Activist investor Jana Partners disclosed a 9.1 percent stake in Pinnacle Foods Inc on Thursday and said it would seek talks with the company on a range of subjects including a possible sale of the packaged foods maker.,normal
PNW,Pinnacle West Capital Corporation,20180420,BRIEF-Pinnacle West Capital Corp Files For Potential Mixed Shelf Offering; Size Not Disclosed ,* PINNACLE WEST CAPITAL CORP FILES FOR POTENTIAL MIXED SHELF OFFERING; SIZE NOT DISCLOSED - SEC FILING,topStory
PJC,Piper Jaffray Companies,20180420,UPDATE 1-U.S. drillers add oil rigs for third consecutive week -Baker Hughes , (Adds Permian rigs)     By Scott DiSavino     April 20 U.S. energy companies added oil rigs for a third week in a row as energy firms follow through on plans to spend more on drilling this year with crude prices near three-year highs.     Drillers added five oil rigs in the week to April 20  bringing the total count to 820  the highest level since March 2015  General Electric Co's        Baker Hughes energy services firm said in its closely followed report on Friday. <RIG-OL-USA-,normal
PJC,Piper Jaffray Companies,20180420,U.S. drillers add oil rigs for third consecutive week -Baker Hughes ,    By Scott DiSavino     April 20 U.S. energy companies added oil rigs for a third week in a row as energy firms follow through on plans to spend more on drilling this year with crude prices near three-year highs.     Drillers added five oil rigs in the week to April 20  bringing the total count to 820  the highest level since March 2015  General Electric Co's        Baker Hughes energy services firm said in its closely followed report on Friday.      The U.S. ,normal
PX,Praxair Inc,20180420,BRIEF-Praxair Signs Long-Term Agreement To Supply Samsung Electro-Mechanics In Busan ,* PRAXAIR SIGNS LONG-TERM AGREEMENT TO SUPPLY SAMSUNG ELECTRO-MECHANICS IN BUSAN  SOUTH KOREA,topStory
PG,Procter & Gamble Company (The),20180420,P&G earnings beat as struggling retailers  costs eat into margins ,The world's largest consumer goods maker Procter & Gamble Co  narrowly beat quarterly earnings expectations on Thursday  saying shrinking retailer inventories and higher commodities and transportation costs squeezed margins.,topStory
PG,Procter & Gamble Company (The),20180420,P&G's vitamin boost could signal more to come ,LONDON/CHICAGO Procter & Gamble's $4.2 billion deal for Merck's vitamin and supplements business demonstrates that major consumer companies remain hungry for health-related products.,normal
PG,Procter & Gamble Company (The),20180420,UPDATE 1-P&G's vitamin boost could signal more to come ,* Health and wellness seen as attractive to younger consumers,normal
PG,Procter & Gamble Company (The),20180420,End of Sorrell's reign heralds change for big ad empires ,LONDON Martin Sorrell's departure from the world's biggest advertising company heralds change for his sprawling WPP empire and may accelerate a shake up of the big ad groups that followed his lead.,normal
PG,Procter & Gamble Company (The),20180420,End of Sorrell's reign heralds change for big ad empires ,LONDON  April 20 Martin Sorrell's departure from the world's biggest advertising company heralds change for his sprawling WPP empire and may accelerate a shake up of the big ad groups that followed his lead.,normal
PG,Procter & Gamble Company (The),20180420,P&G's vitamin boost could signal more to come ,LONDON/CHICAGO  April 20 Procter & Gamble's $4.2 billion deal for Merck's vitamin and supplements business is the latest example of a major consumer company stocking up on health-related products.,normal
PRO,PROS Holdings Inc,20180420,Apple offers battery replacement for some MacBooks after flaws reported ,April 20 Apple Inc on Friday said component failure in a limited number of MacBook Pros has caused built-in battery to expand  adding  it will offer worldwide free replacement for such batteries.,topStory
QTS,QTS Realty Trust Inc,20180420,BRIEF-Glass Lewis & Co Recommends QTS Stockholders Vote "For" All 8 QTS Directors At Co's 2018 Annual Meeting ,* LEADING PROXY ADVISORY FIRM GLASS LEWIS & CO. RECOMMENDS THAT QTS STOCKHOLDERS VOTE "FOR" ALL EIGHT QTS DIRECTORS AT THE COMPANY'S 2018 ANNUAL MEETING Source text for Eikon: Further company coverage: (Reuters.Briefs@thomsonreuters.com),topStory
QTS,QTS Realty Trust Inc,20180420,BRIEF-Land & Buildings Says ISS Concluded QTS Realty Trust Shareholders Should Vote Withhold On William Grabe ,April 20 Land & Buildings Investment Management LLC:,normal
RF,Regions Financial Corporation,20180420,BRIEF-Regions Reports Q1 Earnings Per Share $0.35 From Continuing Operations ,* REGIONS REPORTS FIRST QUARTER 2018 EARNINGS FROM CONTINUING OPERATIONS OF $398 MILLION  UP 44 PERCENT OVER THE PRIOR YEAR  AND EARNINGS PER SHARE OF $0.35  UP 52 PERCENT,topStory
RCI,Rogers Communication Inc,20180420,CANADA STOCKS-TSX rises  led by financials and Rogers Communications ,    TORONTO  April 20 Canada's main stock index rose on Friday as higher bond yields boosted financials  while shares of Rogers Communications           jumped after the telecommunications company reported profits that beat estimates.          * The Toronto Stock Exchange's S&P/TSX composite index           closed up 29.9 points  or 0.19 percent  at 15 484.32.     * For the week  the index rose 1.4 percent.     * Financials  which account for more than one-third of the weight of the ,topStory
RCI,Rogers Communication Inc,20180420,CANADA STOCKS-TSX rises  led by financials  Rogers Communications ,TORONTO  April 20 Canada's main stock index rose on Friday as higher bond yields boosted financials  while shares of Rogers Communications jumped after the telecommunications company reported profits that beat estimates.,normal
RCI,Rogers Communication Inc,20180420,CANADA STOCKS-TSX flat as financials  Rogers Communications offset economic data ,April 20 Canada's main stock index was little changed on Friday as gains in financial companies and Rogers Communications offset declines in energy stocks and lower-than-expected domestic inflation data.,normal
RCI,Rogers Communication Inc,20180420,CANADA STOCKS-TSX opens higher as financials  Rogers Communications offset energy ,April 20 Canada's main stock index opened higher on Friday as gains in financial stocks and shares of Rogers Communications offset declines in energy companies.,normal
ROP,Roper Technologies Inc,20180420,BRIEF-Roper Technologies Announces Q1 Adjusted Earnings Per Share $2.61 ,* Q1 EARNINGS PER SHARE VIEW $2.49 -- THOMSON REUTERS I/B/E/S,topStory
RBS,Royal Bank Scotland plc (The),20180420,BRIEF-RBS Declares HY Dividends On 11 Pct And 5.5 Pct Cumulative Preference Shares ,* ROYAL BANK OF SCOTLAND - DECLARED HALF-YEARLY DIVIDENDS ON 11 PER CENT AND 5.5 PER CENT CUMULATIVE PREFERENCE SHARES.,topStory
RBS,Royal Bank Scotland plc (The),20180420,UK Government Investments appoints new head to manage Britain's RBS stake ,LONDON UK Government Investments (UKGI)  the body which manages the government's student loan book and its stake in bailed out bank Royal Bank of Scotland   said on Friday it had appointed Charles Donald as head of its financial institutions group.,normal
RBS,Royal Bank Scotland plc (The),20180420,REFILE-UPDATE 1-UK Government Investments appoints new head to manage Britain's RBS stake ,LONDON  April 20 UK Government Investments (UKGI)  the body which manages the government's student loan book and its stake in bailed out bank Royal Bank of Scotland   said on Friday it had appointed Charles Donald as head of its financial institutions group.,normal
RBS,Royal Bank Scotland plc (The),20180420,UK Government Investments appoints new head to manage Britain's RBS stake ,LONDON  April 20 UK Government Investments  the body which manages the government's student loan book and stake in bailed out bank Royal Bank of Scotland  said on Friday it had appointed Charles Donald as head of its financial institutions group.,normal
CRM,Salesforcecom Inc,20180420,BRIEF-Salesforce.Com Says CEO Marc Benioff's Fiscal Year 2018 Total Compensation Was $4.7 Mln ,* SALESFORCE.COM INC SAYS CEO MARC BENIOFF'S FISCAL YEAR 2018 TOTAL COMPENSATION WAS $4.7 MILLION - SEC FILING Source : https://bit.ly/2HSptqQ Further company coverage: (Reuters.Briefs@thomsonreuters.com),topStory
SD,SandRidge Energy Inc,20180420,BRIEF-Sandridge Energy Says CEO James Bennett's FY 2017 Total Compensation Was $7.3 Million ,* SANDRIDGE ENERGY INC SAYS CEO JAMES BENNETT'S FY 2017 TOTAL COMPENSATION WAS $7.3 MILLION - SEC FILING Source : https://bit.ly/2qOIxhm Further company coverage: (Reuters.Briefs@thomsonreuters.com),topStory
SLB,Schlumberger NV,20180420,Schlumberger seeks to monetize assets at production management unit ,Oilfield services provider Schlumberger NV  said on Friday it was looking to monetize some assets in its production management business and was "fully expecting to engage" with interested parties over the next few quarters.,topStory
SLB,Schlumberger NV,20180420,Schlumberger profit barely tops Street  says oil market balanced ,Schlumberger NV  on Friday reported first-quarter profit that scraped past estimates  but the stock fell 1.3 percent on a drop in oil prices and a jump in costs for the oilfield services provider.,normal
SLB,Schlumberger NV,20180420,UPDATE 3-Schlumberger profit barely tops Street  says oil market balanced ,April 20 Schlumberger NV on Friday reported first-quarter profit that scraped past estimates  but the stock fell 1.3 percent on a drop in oil prices and a jump in costs for the oilfield services provider.,normal
SLB,Schlumberger NV,20180420,Schlumberger seeks to monetize assets at production management unit ,April 20 Oilfield services provider Schlumberger NV said on Friday it was looking to monetize some assets in its production management business and was "fully expecting to engage" with interested parties over the next few quarters.,normal
SLB,Schlumberger NV,20180420,BRIEF-Schlumberger Says Looking At Monetizing SPM Assets - Conf Call ,* SAYS HIGH END PRODUCTS AND SERVICES WILL BECOME ATTRACTIVE IN COMING QUARTERS - CONF CALL,normal
SLB,Schlumberger NV,20180420,BRIEF-Schlumberger Says Global Oil Supply And Demand Are Now In Balance - Conf Call ,* SCHLUMBERGER SAYS ASIA Q1 REVENUE WAS DRIVEN BY THAILAND  INDIA  CHINA,normal
SLB,Schlumberger NV,20180420,Schlumberger quarterly profit surges 88 pct ,April 20 The world's largest oilfield services provider Schlumberger NV reported an 88 percent rise in quarterly profit on Friday as rising crude oil prices encouraged its North American clients to ramp up spending.,normal
SSW,Seaspan Corporation,20180420,BRIEF-Seaspan Announces Senior Management Change ,* SEASPAN - MARK CHU NOTIFIED CO THAT HE PLANS TO STEP DOWN AS GENERAL COUNSEL AND CHIEF OPERATING OFFICER,topStory
SSWN,Seaspan Corporation,20180420,BRIEF-Seaspan Announces Senior Management Change ,* SEASPAN - MARK CHU NOTIFIED CO THAT HE PLANS TO STEP DOWN AS GENERAL COUNSEL AND CHIEF OPERATING OFFICER,topStory
SJW,SJW Group,20180420,Connecticut Water rejects $748 million Eversource bid to disrupt deal with SJW ,Connecticut Water Service Inc  said on Thursday it had rejected a $748 million takeover bid by Eversource Energy   New England's largest power utility  aimed at disrupting its merger with SJW Group  agreed in March.,topStory
SJW,SJW Group,20180420,UPDATE 2-Connecticut Water rejects $748 mln Eversource bid to disrupt deal with SJW ,April 19 Connecticut Water Service Inc said on Thursday it had rejected a $748 million takeover bid by Eversource Energy  New England's largest power utility  aimed at disrupting its merger with SJW Group agreed in March.,normal
SJW,SJW Group,20180420,BRIEF-SJW Group Remains Committed To Merger Of Equals With Connecticut Water ,* SJW GROUP REMAINS COMMITTED TO MERGER OF EQUALS WITH CONNECTICUT WATER AND ITS POTENTIAL TO CREATE SIGNIFICANT LONG-TERM VALUE FOR SHAREHOLDERS,normal
SQM,Sociedad Quimica y Minera SA,20180420,BUZZ-Shares in Chile lithium miner SQM up sharply following auction ,April 20 ** Chile lithium miner SQM shares up sharply after Chile brokerage firm auctions 1.5 million of the company's series-A shares. ** Series-A shares on Santiago stock exchange up 7.4 percent at 32 000 pesos($53.72) as of 10:30 a.m. local time (1330 GMT) ** Brokerage firm Banchile auctions 1.5 million series-A shares in SQM at a sale price of 30 000 pesos ($50.36) per share  raising total of $76 million. {nC0N1MY02F} ($1 = 595.70 Chilean pesos) (Reporting by Felipe Iturrieta),topStory
SQM,Sociedad Quimica y Minera SA,20180420,Banchile auctions 1.5 mln shares in Chile's SQM  raises $76 mln ,SANTIAGO  April 20 Brokerage firm Banchile on Friday auctioned 1.5 million series-A shares in Chile lithium miner SQM at a sale price of 30 000 pesos ($50.36) per share  raising a total of $76 million.,normal
LUV,Southwest Airlines Company,20180420,U.S.  Europe to order emergency inspections of engines after Southwest crash: sources ,WASHINGTON U.S. and European regulators on Friday will announce they are requiring emergency inspections within the next 20 days of fan blades of nearly 700 CFM56-7B engines worldwide after the crash this week of a Southwest Airlines jet that killed one person  two sources said.,topStory
LUV,Southwest Airlines Company,20180420,Southwest giving passengers $5 000 checks on accident flight ,WASHINGTON Southwest Airlines Co confirmed Friday it has sent $5 000 checks to passengers aboard a flight that made an emergency landing this week after an engine failed  killing a passenger.,normal
LUV,Southwest Airlines Company,20180420,U.S.  Europe to order emergency inspections of engines after Southwest crash -sources ,WASHINGTON  April 20 U.S. and European regulators on Friday will announce they are requiring emergency inspections within the next 20 days of fan blades of nearly 700 CFM56-7B engines worldwide after the crash this week of a Southwest Airlines jet that killed one person  two sources said.,normal
LUV,Southwest Airlines Company,20180420,Southwest giving passengers $5 000 checks on accident flight ,WASHINGTON  April 20 Southwest Airlines Co confirmed Friday it has sent $5 000 checks to passengers aboard a flight that made an emergency landing this week after an engine failed  killing a passenger.,normal
SWJ,Stanley Black & Decker Inc,20180420,BRIEF-Stanley Black & Decker Reports Q1 Earnings Per Share $1.39 Excluding Items ,* Q1 EARNINGS PER SHARE VIEW $1.35 -- THOMSON REUTERS I/B/E/S,topStory
SWK,Stanley Black & Decker Inc,20180420,BRIEF-Stanley Black & Decker Reports Q1 Earnings Per Share $1.39 Excluding Items ,* Q1 EARNINGS PER SHARE VIEW $1.35 -- THOMSON REUTERS I/B/E/S,topStory
SWP,Stanley Black & Decker Inc,20180420,BRIEF-Stanley Black & Decker Reports Q1 Earnings Per Share $1.39 Excluding Items ,* Q1 EARNINGS PER SHARE VIEW $1.35 -- THOMSON REUTERS I/B/E/S,topStory
STT,State Street Corporation,20180420,BRIEF-State Street Reports First-Quarter 2018 EPS Of $1.62  Up 41% ,* STATE STREET REPORTS FIRST-QUARTER 2018 EPS OF $1.62  UP 41%  AND ROE OF 12.8%  UP 2.9 PERCENTAGE POINTS  COMPARED TO THE FIRST-QUARTER OF 2017,topStory
STT,State Street Corporation,20180420,Custody bank State Street's profit rises 36 pct ,April 20 Custody bank State Street Corp reported a 36 percent rise in first-quarter profit on Friday  helped by strong asset servicing and management fees.,normal
STO,Statoil ASA,20180420,NORWEGIAN STOCKS-Yara drops on weak Q1  Odfjell Drilling sharply down after share issue ,OSLO  April 20 (Reuters) - * Norwegian shares traded down on Friday after hittinh record on Thursday * Oslo's benchmark index fell -0.08 pct  or -0.67 points  to 850.19 points and was up by 4.47 pct year-to-date * The broader Oslo All Share Index was unchanged for the day * Brent crude futures  a trigger for the oil heavy Oslo Bourse  fell $-0.04 to $73.74 a barrel * Among the biggest firms on the Oslo Bourse  Statoil fell -0.05 pct  Telenor rose 0.03 pct and DNB rose 0.07 pct * Turnover at the ,topStory
STI,SunTrust Banks Inc,20180420,SunTrust says ex-employee may have shared info on 1.5 million clients ,SunTrust Banks Inc  said on Friday it discovered that a former employee may have attempted to download some information on nearly 1.5 million clients and share it with a criminal third-party.,topStory
STI,SunTrust Banks Inc,20180420,CORRECTED-UPDATE 3-SunTrust says ex-employee may have shared info on 1.5 mln clients ,April 20 SunTrust Banks Inc said on Friday a former employee may have attempted to download some information on nearly 1.5 million clients and share it with a criminal third-party.,normal
STI,SunTrust Banks Inc,20180420,BRIEF-Suntrust Banks - Offering Identity Protection For All Current And New Consumer Clients At No Cost On An Ongoing Basis ,* SUNTRUST BANKS - OFFERING IDENTITY PROTECTION FOR ALL CURRENT AND NEW CONSUMER CLIENTS AT NO COST ON AN ONGOING BASIS Source text for Eikon: Further company coverage: (Reuters.Briefs@thomsonreuters.com),normal
STI,SunTrust Banks Inc,20180420,BRIEF-Suntrust CEO Says Late Last Week Learned That There Was Possibility Of External Exposure Of Information ,* SUNTRUST BANKS CEO SAYS BELIEVE UNTIL LATE LAST WEEK THAT INFORMATION ACCESSED BY EX-EMPLOYEE DID NOT LEAVE SUNTRUST- CONF CALL,normal
STI,SunTrust Banks Inc,20180420,SunTrust says ex-employee may have leaked information on 1.5 mln clients ,April 20 SunTrust Banks Inc on Friday said a former employee may have attempted to download information on nearly 1.5 million clients and share the information with a criminal third-party.,normal
STI,SunTrust Banks Inc,20180420,BRIEF-Suntrust's Ex-Employee May Have Attempted To Print Information On About 1.5 Mln Clients ,* SUNTRUST BANKS CFO SAYS EXPECT NET INTEREST MARGIN IN Q2 TO INCREASE BY 1 TO 3 BASIS POINTS   LARGELY AS RESULT OF MARCH RATE HIKE- CONF CALL,normal
STI,SunTrust Banks Inc,20180420,BRIEF-Suntrust Reports Qtrly Net Interest Income Of $1 441 Million Versus $1 366 Million ,* QTRLY NET INCOME AVAILABLE TO COMMON SHAREHOLDERS OF $1.29 PER AVERAGE COMMON DILUTED SHARE,normal
SYF,Synchrony Financial,20180420,GE profit tops estimates as cost-cutting kicks in ,General Electric Co  posted quarterly results that topped expectations on Friday  as earnings from aviation  healthcare and transportation offset weak power and oil-and-gas profits  sending shares sharply higher.,topStory
SYF,Synchrony Financial,20180420,UPDATE 6-GE profit tops estimates as cost-cutting kicks in ,April 20 General Electric Co posted quarterly results that topped expectations on Friday  as earnings from aviation  healthcare and transportation offset weak power and oil-and-gas profits  sending shares sharply higher.,normal
