AGIO,Agios Pharmaceuticals Inc,20170428,BRIEF-Agios announces closing of over-allotment option in public offering ,* Agios announces closing of over-allotment option in public offering,topStory
KKR,KKR & Co LP,20170428,KKR-backed group halts work on Tatts takeover offer ,SYDNEY A group backed by KKR & Co said on Friday it would not undertake further work on a takeover offer for Australia's Tatts Group Ltd after its A$6.15 billion ($4.60 billion) cash bid was rejected by the lottery operator's board.,topStory
KKR,KKR & Co LP,20170428,UPDATE 3-KKR-backed group halts work on Tatts takeover offer ,* Competition tribunal due to rule on Tabcorp bid in mid-June,normal
KKR,KKR & Co LP,20170428,KKR-backed group halts work on Tatts takeover offer ,SYDNEY A group backed by KKR & Co said on Friday it would not undertake further work on a takeover offer for Australia's Tatts Group after its A$6.15 billion ($4.60 billion) cash bid was rejected by the lottery operator's board.,normal
KKR,KKR & Co LP,20170428,KKR-backed group halts work on Tatts takeover offer ,SYDNEY  April 28 A group backed by KKR & Co said on Friday it would not undertake further work on a takeover offer for Australia's Tatts Group after its A$6.15 billion ($4.60 billion) cash bid was rejected by the lottery operator's board.,normal
LLL,L3 Technologies Inc,20170428,U.S. SEC charges ex-executives over accounting at government contractor L3 ,WASHINGTON U.S. regulators on Friday filed civil charges against two former executives at government contractor L3 Technologies over accounting violations that led the company to improperly recognize $17.9 million in revenue from a contract with the U.S. Army.,topStory
LLL,L3 Technologies Inc,20170428,SEC charges ex-executives over accounting at government contractor L3 ,WASHINGTON U.S. regulators on Friday filed civil charges against two former executives at government contractor L3 Technologies over accounting violations that led the company to improperly recognize $17.9 million in revenue from a contract with the U.S. Army.,normal
LLL,L3 Technologies Inc,20170428,UPDATE 2-U.S. SEC charges ex-executives over accounting at government contractor L3 ,WASHINGTON  April 28 U.S. regulators on Friday filed civil charges against two former executives at government contractor L3 Technologies over accounting violations that led the company to improperly recognize $17.9 million in revenue from a contract with the U.S. Army.,normal
LLL,L3 Technologies Inc,20170428,U.S. SEC charges ex-executives over accounting at government contractor L3 ,WASHINGTON  April 28 U.S. regulators on Friday filed civil charges against two former executives at government contractor L3 Technologies over accounting violations that led the company to improperly recognize $17.9 million in revenue from a contract with the U.S. Army.,normal
LPL,LG Display Co Ltd,20170428,RPT-Investors  South Korean tech suppliers brush off N.Korea threat ,* Tensions grow between U.S. and N.Korea over missile program,normal
LYG,Lloyds Banking Group Plc,20170428,British government cuts stake in Lloyds bank to below 1 percent ,LONDON  April 28 The British government has reduced its holding in Lloyds Banking Group PLC to less than 1 percent  putting the lender on track to be in full private ownership within weeks.,topStory
LMT,Lockheed Martin Corporation,20170428,Lockheed wins $1.38 billion F-35 jet contract: Pentagon ,WASHINGTON Lockheed Martin Corp  is being awarded a $1.38 billion defense contract for 130 F-35 Lightning II aircraft  the Pentagon said on Friday.,topStory
LMT,Lockheed Martin Corporation,20170428,Lockheed wins $1.38 bln F-35 jet contract -Pentagon ,WASHINGTON  April 28 Lockheed Martin Corp is being awarded a $1.38 billion defense contract for 130 F-35 Lightning II aircraft  the Pentagon said on Friday.,normal
WLH,Lyon William Homes,20170428,BRIEF-William Lyon Homes announces registered exchange offer for senior notes ,* William Lyon Homes announces registered exchange offer for 5.875% senior notes due 2025,topStory
LYB,LyondellBasell Industries NV,20170428,BRIEF-LyondellBasell Q1 profit $2.00/shr from continuing operations ,* Q1 earnings per share view $2.36 -- Thomson Reuters I/B/E/S,topStory
MGA,Magna International Inc,20170428,BRIEF-Magna International enters into JV with Chinese seating supplier ,* Says magna enters joint venture with chinese seating supplier,topStory
MFC,Manulife Financial Corp,20170428,BRIEF-Manulife reports intention to redeem subordinated debentures ,* Manulife announces intention to redeem 4.165 pct fixed/floating subordinated debentures,topStory
MRO,Marathon Oil Corporation,20170428,BRIEF-U. S. Steel issues update on status of Midwest plant ,* United States Steel Corp - "ongoing water sampling at outfall shows that facility has continued to be in compliance.",topStory
MA,Mastercard Incorporated,20170428,BRIEF-Mastercard CEO Ajay Banga's 2016 total compensation $16.9 mln ,* Mastercard Inc CEO Ajay Banga's 2016 total compensation $16.9 million versus $15.5 million in 2015 - SEC filing,topStory
MA,Mastercard Incorporated,20170428,BRIEF-Mastercard names Ed Mclaughlin president of operations & technology ,* Mastercard names ed mclaughlin president of operations and technology,normal
MTRN,Materion Corporation,20170428,BRIEF-Materion Corp sees 2017 capex about $25 mln - $30 mln - SEC filing ,* Sees 2017 capex approximately $25 million - $30 million - SEC filing Source text: (http://bit.ly/2qnlmJt) Further company coverage: (Bengaluru Newsroom: +91 806 749 1136),topStory
MTRN,Materion Corporation,20170428,BRIEF-Materion Corp posts Q1 EPS of $0.15 ,* Materion corporation reports first quarter 2017 financial results and confirms outlook for 2017,normal
MLP,Maui Land & Pineapple Company Inc,20170428,BRIEF-MAUI LAND & PINEAPPLE Q1 EARNINGS PER SHARE $0.31 ,* Q1 REVENUE $9.7 MILLION Source text for Eikon: Further company coverage:,topStory
MDP,Meredith Corporation,20170428,UPDATE 4-Time Inc and Meredith Corp end talks over merger deal ,April 28 Time Inc said it was "definitely" not up for sale on Friday  sending its shares and those of U.S. broadcasting and publishing group Meredith Corp   its most prominent suitor  sharply lower.,topStory
MDP,Meredith Corporation,20170428,Time Inc says to pursue own strategic plan  shares plunge ,April 28 Time Inc said on Friday its board had evaluated a number of expressions of interest but decided to pursue its own strategic plan  sending its shares down 19 percent in premarket trading.,normal
MON,Monsanto Company,20170428,BRIEF-Bayer still sees competition after Monsanto takeover ,* Says assumes that there will still be considerable competition even after Monsanto deal is completed Further company coverage:,topStory
MON,Monsanto Company,20170428,BRIEF-Monsanto deal hasn't affected Bayer business - Bayer CEO ,* Says Monsanto takeover has so far not had any visible effect on the development of our business Further company coverage:,normal
MON,Monsanto Company,20170428,Bayer CEO says Monsanto's reputation is a 'major challenge' ,BONN Bayer's chief executive acknowledged on Friday that he will face an uphill battle to improve Monsanto's reputation once Bayer completes the takeover of the U.S. seeds and agrochemicals company.,normal
MON,Monsanto Company,20170428,Governance advisor Hermes EOS backs review of German takeover rules ,LONDON A leading advisor to pension schemes and other investors on Friday called for a review of Germany's rules around takeovers  in light of a planned takeover of U.S. agrochemicals company Monsanto by Bayer.,normal
MON,Monsanto Company,20170428,Governance advisor Hermes EOS backs review of German takeover rules ,LONDON  April 28 A leading advisor to pension schemes and other investors on Friday called for a review of Germany's rules around takeovers  in light of a planned takeover of U.S. agrochemicals company Monsanto by Bayer .,normal
MON,Monsanto Company,20170428,Bayer CEO says Monsanto's reputation is a "major challenge" ,BONN  April 28 Bayer's chief executive acknowledged on Friday that he will face an uphill battle to improve Monsanto's reputation once Bayer completes the takeover of the U.S. seeds and agrochemicals company.,normal
MSI,Motorola Solutions Inc,20170428,BRIEF-Motorola Solutions announces investigation of Hytera Communications by U.S. International Trade Commission ,* Motorola Solutions announces investigation of Hytera Communications by U.S. International Trade Commission,topStory
NM,Navios Maritime Holdings Inc,20170428,BRIEF-Navios Maritime signs exclusivity deal for investment in First Ship Lease Trust ,* Navios maritime holdings inc. Enters into exclusivity agreement for investment in first ship lease trust,topStory
NEE,NextEra Energy Inc,20170428,BRIEF-NextEra Energy says unit sold $1.25 bln of 3.55% Debentures  Series due May 1  2027 ,* Co's unit sold $1.25 billion principal amount of its 3.55% Debentures  Series due May 1  2027 - SEC filing,topStory
NVS,Novartis AG,20170428,U.S. FDA approves Novartis' leukemia treatment ,The U.S. Food and Drug Administration approved Novartis AG's Rydapt as an initial treatment for acute myeloid leukemia (AML) as well as certain other blood disorders  the agency said on Friday.,topStory
NVS,Novartis AG,20170428,U.S. FDA approves Novartis' leukemia treatment ,The U.S. Food and Drug Administration approved Novartis AG's Rydapt as an initial treatment for acute myeloid leukemia (AML) as well as certain other blood disorders  the agency said on Friday.,normal
NVS,Novartis AG,20170428,UPDATE 2-U.S. FDA approves Novartis' leukemia treatment ,April 28 The U.S. Food and Drug Administration approved Novartis AG's Rydapt as an initial treatment for acute myeloid leukemia (AML) as well as certain other blood disorders  the agency said on Friday.,normal
NVS,Novartis AG,20170428,U.S. FDA approves Novartis' leukemia treatment ,April 28 The U.S. Food and Drug Administration on Friday approved Novartis AG's Rydapt as an initial treatment for acute myeloid leukemia (AML).,normal
NRG,NRG Energy Inc,20170428,BRIEF-NRG Energy says all 13 directors nominated by co elected at annual meeting ,* NRG Energy Inc says all 13 directors nominated by company were elected and each received affirmative vote of majority of votes cast at Annual Meeting Source text (http://bit.ly/2qfpqyW) Further company coverage:,topStory
DCM,NTT DOCOMO Inc,20170428,India court approves $1.18 bln settlement of Tata-DoCoMo dispute: TV ,NEW DELHI The Delhi High Court has approved a settlement of the $1.18 billion dispute between Tata Sons and NTT DoCoMo  allowing the Indian firm to buy out the Japanese firm's stake in the telecoms joint venture  TV news channels reported on Friday.,topStory
DCM,NTT DOCOMO Inc,20170428,UPDATE 1-India court approves $1.18 bln settlement of Tata-DoCoMo dispute - TV ,NEW DELHI  April 28 The Delhi High Court has approved a settlement of the $1.18 billion dispute between Tata Sons and NTT DoCoMo  allowing the Indian firm to buy out the Japanese firm's stake in the telecoms joint venture  TV news channels reported on Friday.,normal
DCM,NTT DOCOMO Inc,20170428,India court approves $1.18 bln settlement of Tata-DoCoMo dispute - TV ,NEW DELHI  April 28 The Delhi High Court has approved a settlement of the $1.18 billion dispute between Tata Sons and NTT DoCoMo  allowing the Indian firm to buy out the Japanese firm's stake in the telecoms joint venture  TV news channels reported on Friday.,normal
OCN,Ocwen Financial Corporation,20170428,Massachusetts sues Ocwen over mortgage servicing practices ,BOSTON The Massachusetts attorney general sued a unit of Ocwen Financial Corp on Friday  accusing the mortgage servicing company of engaging in abusive practices that harmed thousands of homeowners in the state.,topStory
OCN,Ocwen Financial Corporation,20170428,Massachusetts sues Ocwen over mortgage servicing practices ,BOSTON  April 28 The Massachusetts attorney general sued a unit of Ocwen Financial Corp on Friday  accusing the mortgage servicing company of engaging in abusive practices that harmed thousands of homeowners in the state.,normal
OPY,Oppenheimer Holdings Inc,20170428,BRIEF-Oppenheimer Holdings Q1 adjusted earnings per share $0.99 ,* Oppenheimer holdings inc. Reports first quarter 2017 earnings and announces quarterly dividend,topStory
ORC,Orchid Island Capital Inc,20170428,BRIEF-Orchid Island Capital files for mixed shelf offering of up to $500 mln ,* Orchid Island Capital Inc files for mixed shelf offering of up to $500 million - sec filing,topStory
PNR,Pentair plc,20170428,BRIEF-Emerson completes Pentair Valves & Controls acquisition ,* Emerson completes Pentair Valves & Controls acquisition Source text for Eikon: Further company coverage:,topStory
PEP,Pepsico Inc,20170428,Fitch Rates PepsiCo's $3B Notes Issuance 'A'; Outlook Stable ,(The following statement was released by the rating agency) CHICAGO  April 28 (Fitch) Fitch Ratings has assigned an 'A' rating to PepsiCo  Inc.'s (PepsiCo) $3 billion multi-tranche offering. The Rating Outlook is Stable. Proceeds will be used for general corporate purposes including the repayment of commercial paper. PepsiCo had approximately $4.5 billion of commercial paper at the end of the first quarter 2017. The notes will be issued by PepsiCo under the indenture dated May 21  2007 and will ,topStory
PEP,Pepsico Inc,20170428,RPT-Manufacturers in Egypt turn to local sourcing as prices soar ,CAIRO  April 27 In green fields near Egypt's Mediterranean coast  PepsiCo is harvesting its first crop of potatoes produced from local seeds to make a leading brand of chips.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20170428,Petrobras says Brazil strike had no significant impact on output ,BRASILIA  April 28 Brazil's state-controlled oil company Petróleo Brasileiro SA said on Friday that a nationwide general strike had no significant impact on its oil output.,topStory
PHH,PHH Corp,20170428,BRIEF-PHH Corp's CEO 2016 total compensation $7.8 mln vs $3.6 mln in 2015 ,* PHH Corp - CEO Glen A. Messina's 2016 total compensation $7.8 million versus $3.6 million in 2015 Source text:(http://bit.ly/2punsdg) Further company coverage:,topStory
PHH,PHH Corp,20170428,BRIEF-PHH Corp announces agreement with EJF Capital ,* PHH Corp says  to nominate James Neuhauser and Kevin Stein for election as directors at 2017 annual meeting,normal
PM,Philip Morris International Inc,20170428,BRIEF-Czech Philip Morris AGM approves CZK 1 000/share dividend -CTK ,* began trading ex-dividend April 20 Further company coverage:,topStory
PSX,Phillips 66,20170428,Phillips 66's profit jumps 39 percent on $423 million gain ,U.S. independent oil refiner Phillips 66  reported a 39 percent rise in quarterly profit  helped by a $423 million one-time gain from the consolidation of a petroleum coking venture.,topStory
PSX,Phillips 66,20170428,BRIEF-Phillips 66 sees Q2 refining crude utilization at mid-90 pct ,* Sees Q2 global olefins & polyolefins utilization at mid-90 pct,normal
PSX,Phillips 66,20170428,BRIEF-Phillips 66 sees Q2 pre-tax refining turnaround expenses $130 mln-$160 mln ,* Sees Q2 pre-tax refining turnaround expenses $130 million to $160 million - presentation slides Source text: (http://bit.ly/2pGBY2s) Further company coverage: (Bengaluru Newsroom: +91 806 749 1136),normal
PSX,Phillips 66,20170428,Phillips 66 expects OPEC to extend production cuts at May meeting ,HOUSTON Phillips 66  expects the Organization of Petroleum Exporting Countries to agree to extend crude oil production cuts at the organization's May 25 meeting  Chief Executive Greg Garland said in a Friday morning conference call.,normal
PSX,Phillips 66,20170428,UPDATE 1-Phillips 66's profit jumps 39 percent on $423 mln gain ,April 28 U.S. independent oil refiner Phillips 66 reported a 39 percent rise in quarterly profit  helped by a $423 million one-time gain from the consolidation of a petroleum coking venture.,normal
PSX,Phillips 66,20170428,BRIEF-Phillips 66 Q1 earnings per share $1.02 ,* Phillips 66 reports first-quarter earnings of $535 million or $1.02 per share,normal
PSX,Phillips 66,20170428,Phillips 66's profit jumps 39 percent on $423 mln gain ,April 28 U.S. independent oil refiner Phillips 66 reported a 39 percent rise in quarterly profit  helped by a $423 million one-time gain from the consolidation of a petroleum coking venture.,normal
PSXP,Phillips 66 Partners LP,20170428,BRIEF-Phillips 66 Partners Q1 earnings per share $0.60 ,* Phillips 66 Partners Lp- increased quarterly distribution by 5 percent to $0.586 per common unit,topStory
PNM,PNM Resources Inc (Holding Co),20170428,BRIEF-PNM Resources qtrly GAAP diluted EPS $0.29 ,* PNM Resources reports first quarter results  affirms 2017 earnings guidance,topStory
POR,Portland General Electric Company,20170428,BRIEF-Portland General Electric says Q1 earnings per share $0.82 ,* Portland General Electric announces first quarter 2017 results,topStory
PPG,PPG Industries Inc,20170428,Akzo Nobel investor USS backs call for PPG talks over revised bid ,LONDON One of Britain's biggest pension scheme investors has called on Dutch paintmaker Akzo Nobel  to engage with U.S. suitor PPG Industries  over a revised bid and criticized the board's handling of the issue.,topStory
PPG,PPG Industries Inc,20170428,CORRECTED-Akzo Nobel investor USS backs call for PPG talks over revised bid ,LONDON  April 28 One of Britain's biggest pension scheme investors has called on Dutch paintmaker Akzo Nobel to engage with U.S. suitor PPG Industries over a revised bid and criticised the board's handling of the issue.,normal
PPG,PPG Industries Inc,20170428,Deals of the day-Mergers and acquisitions ,April 28 The following bids  mergers  acquisitions and disposals were reported by 1000 GMT on Friday:,normal
PX,Praxair Inc,20170428,Linde CFO says Praxair negotiations delayed but on track ,FRANKFURT  April 28 German industrial gases group Linde's $65 billion merger negotiations with U.S. peer Praxair are "on track" although slightly delayed  Linde's finance chief said on Friday.,topStory
PFS,Provident Financial Services Inc,20170428,BRIEF-Provident Financial Services Q1 earnings per share $0.37 ,* Provident financial services  inc. Announces first quarter earnings and declares quarterly cash dividend,topStory
RY,Royal Bank Of Canada,20170428,BRIEF-Royal Bank of Canada to redeem subordinated debentures ,* Royal Bank of Canada - intention to redeem all outstanding 2.86 per cent subordinated debentures due june 26  2037,topStory
RBS,Royal Bank Scotland plc (The),20170428,RBS posts first quarterly profit since third quarter of 2015 ,LONDON Royal Bank of Scotland swung to a better than expected first quarter profit of 259 million pounds ($334.24 million)  it reported on Friday  its first quarterly profit since September 2015.,topStory
RBS,Royal Bank Scotland plc (The),20170428,UPDATE 2-RBS posts first quarterly profit since September 2015 ,LONDON  April 28 Royal Bank of Scotland swung to a far better than expected first-quarter profit of 259 million pounds ($334.24 million)  sending its shares up as much as 4 percent as the lender showed signs of progress in a decade-long turnaround.,normal
RBS,Royal Bank Scotland plc (The),20170428,BRIEF-RBS net interest margin rises to 2.24 pct ,* Net interest margin (nim) of 2.24% for q1 2017 was 9 basis points higher than q1 2016,normal
RBS,Royal Bank Scotland plc (The),20170428,RBS posts first quarterly profit since Q3 2015 ,LONDON  April 28 Royal Bank of Scotland swung to a better than expected first quarter profit of 259 million pounds ($334.24 million)  it reported on Friday  after making a loss of nearly a billion pounds in the same period a year ago.,normal
RCL,Royal Caribbean Cruises Ltd,20170428,BRIEF-Royal Caribbean Cruises Q1 adjusted earnings $0.99/shr ,* Royal caribbean reports first quarter earnings of $0.99  increases full year guidance and announces share repurchase program,topStory
SNY,Sanofi,20170428,UPDATE 2-Sanofi beats profit forecasts  upbeat on prospects for eczema drug ,PARIS  April 28 French drugmaker Sanofi's profit beat forecasts in the first quarter and confirmed its earnings outlook for the year  lifting its shares on Friday.,topStory
SNY,Sanofi,20170428,BRIEF-Regeneron and Sanofi announce Kevzara license application resubmission for review by FDA ,* Regeneron and Sanofi announce Kevzara® (sarilumab) Biologics License Application resubmission accepted for review by U.S. FDA,normal
SCG,Scana Corporation,20170428,BRIEF-SCANA  Santee Cooper amend interim agreement with Westinghouse Electric Company ,* SCANA Corporation and Santee Cooper amend interim agreement,topStory
SDRL,Seadrill Limited,20170428,BRIEF-Seadrill Partners defers Q1 dividend decision ,* Says it would defer its first quarter dividend decision until an agreement is reached with its lending banks to insulate itself from potential events of default by Seadrill Limited should Seadrill Limited require the use of in court processes  such as schemes of arrangement or chapter 11 proceedings  to implement its restructuring,topStory
SDLP,Seadrill Partners LLC,20170428,BRIEF-Seadrill Partners defers Q1 dividend decision ,* Says it would defer its first quarter dividend decision until an agreement is reached with its lending banks to insulate itself from potential events of default by Seadrill Limited should Seadrill Limited require the use of in court processes  such as schemes of arrangement or chapter 11 proceedings  to implement its restructuring,topStory
SJR,Shaw Communications Inc,20170428,Shaw Communications explores selling ViaWest: sources ,Shaw Communications  is looking for a buyer for ViaWest  the U.S. data center company it bought three years ago  according to people familiar with the matter  as the Canadian cable company continues to shed assets it considers non-core.,topStory
SJR,Shaw Communications Inc,20170428,Shaw Communications explores selling ViaWest-sources ,April 28 Shaw Communications is looking for a buyer for ViaWest  the U.S. data center company it bought three years ago  according to people familiar with the matter  as the Canadian cable company continues to shed assets it considers non-core.,normal
SNE,Sony Corp Ord,20170428,Sony sees surge in chip demand pushing profit nearing 20-year record ,TOKYO Sony Corp on Friday said it expects annual profit to surge 73 percent  closing in on a two decade-old record  as its cash-cow image sensor business recovers from quake damage just as smartphone makers start loading handsets with more sensors.,topStory
SNE,Sony Corp Ord,20170428,UPDATE 2-Sony sees surge in chip demand pushing profit nearing 20-year record ,* PlayStation 4 has entered harvest period -CFO (Adds CFO comments),normal
SNE,Sony Corp Ord,20170428,Sony expects 73.2 pct annual profit jump as it recovers from quake damage ,TOKYO  April 28 Sony Corp said on Friday it expects operating profit to rise 73.2 percent in the financial year through March 2018 as its cash-cow image sensor business recovers from earthquake damage that had suspended a key plant in southern Japan.,normal
SPB           ,Spectrum Brands Holdings Inc,20170428,BRIEF-SPECTRUM BRANDS HOLDINGS ANNOUNCES DEFINITIVE AGREEMENT TO ACQUIRE PETMATRIX ,* SPECTRUM BRANDS HOLDINGS ANNOUNCES DEFINITIVE AGREEMENT TO ACQUIRE PETMATRIX  LEADING AND FAST GROWING RAWHIDE-FREE DOG CHEWS COMPANY,topStory
STT,State Street Corporation,20170428,Fitch: Higher Markets Help Boost State Street's 1Q17 Earnings ,(The following statement was released by the rating agency) CHICAGO  April 28 (Fitch) State Street Corporation's (STT) first quarter 2017 (1Q17) net income was $502 million down 15.3% from the sequential quarter which included a $248 million tax benefit  but up 36.4% from the year-ago quarter  according to Fitch Ratings.  The year-over-year increase was due to higher management fees as a result of the July 2016 closing of the acquisition of GE's Asset Management (GEAM) business as well as market,topStory
SGY,Stone Energy Corporation,20170428,BRIEF-Stone Energy Corp says CEO David Welch to retire ,* David Welch to retire  Jim Trimble elected interim chief executive officer and president of stone energy corporation,topStory
SYK,Stryker Corporation,20170428,Judge upholds Pennsylvania strict liability claim over Stryker implant ,Strict liability claims for manufacturing defects in "unavoidably unsafe" products like medical devices and drugs are not barred by Pennsylvania law  a federal judge has ruled.,topStory
INN,Summit Hotel Properties Inc,20170428,BRIEF-Summit Hotel Properties increases common dividend by 5 pct ,* Summit Hotel Properties increases common dividend by 5% and declares first quarter 2017 dividends,topStory
TTM,Tata Motors Ltd,20170428,Fitch Upgrades Tata Motors to 'BB+'; Outlook Stable ,(The following statement was released by the rating agency) SINGAPORE/MUMBAI  April 28 (Fitch) Fitch Ratings has upgraded India-based Tata Motors Limited's (TML) Long-Term Issuer Default Rating (IDR) to 'BB+' from 'BB'. The Outlook is Stable. The upgrade reflects the sustained improvement in TML's Indian automotive business over the last two years  supported by growing commercial vehicle volumes  successful new product launches in the passenger vehicle segment  as well as the management's renewe,topStory
TCP,TC PipeLines LP,20170428,BRIEF-TC Pipelines says Great Lakes Gas Transmission enters into term sheet with Transcanada Pipelines ,* TC Pipelines LP - on April 24 Great Lakes Gas Transmission Ltd partnership entered into a term sheet with Transcanada Pipelines Limited - SEC filing,topStory
TEN,Tenneco Inc,20170428,BRIEF-Tenneco receives notification from European Commission it closed global antitrust inquiry ,* Received notification from European Commission it closed global antitrust inquiry regarding production  assembly  supply of complete exhaust systems,topStory
TSU,TIM Participacoes SA,20170428,Brazil's TIM posts 3 pct rise in quarterly profit ,SAO PAULO  April 28 TIM Participaçoes SA   Brazil's second-largest wireless phone company  posted first-quarter net income of 132 million reais ($41.46 million)  up 3.3 percent from a year earlier  according to a securities filing on Friday.,topStory
TIME,Time Inc,20170428,UPDATE 4-Time Inc and Meredith Corp end talks over merger deal ,April 28 Time Inc said it was "definitely" not up for sale on Friday  sending its shares and those of U.S. broadcasting and publishing group Meredith Corp   its most prominent suitor  sharply lower.,topStory
TIME,Time Inc,20170428,BRIEF-Time Inc board comments on interest in co; to pursue co's own strategic plan ,* Time inc. Board comments on interest in company; determines to pursue the company's own strategic plan,normal
TWX,Time Warner Inc,20170428,BRIEF-Time Warner CEO Jeffrey Bewkes's 2016 total compensation $32.6 mln ,* Time Warner Inc CEO Jeffrey L. Bewkes's 2016 total compensation $32.6 million versus $31.5 million in 2015 - SEC filing,topStory
TWX,Time Warner Inc,20170428,Time Inc says to pursue own strategic plan  shares plunge ,April 28 Time Inc said on Friday its board had evaluated a number of expressions of interest but decided to pursue its own strategic plan  sending its shares down 19 percent in premarket trading.,normal
TRCO,Tribune Media Company,20170428,BRIEF-Tribune Media board compensation committee approve amendments to CFO employment agreements ,* Tribune Media Co - on April 24  compensation committee of board of directors of co approved amendments to employment agreements of CFO Chandler Bigelow,topStory
TSE,Trinseo SA,20170428,BRIEF-Trinseo's CEO Christopher Pappas 2016 total compensation $8.9 mln ,* Trinseo SA - CEO Christopher D. Pappas 2016 total compensation $8.9 million versus $10.2 million in 2015 - sec filing Source text: (http://bit.ly/2oQW7he) Further company coverage:,topStory
TSN,Tyson Foods Inc,20170428,BRIEF-AdvancePierre to pay $100 mln in termination fee to Tyson Foods ,* Tyson Foods - in connection with termination of deal with AdvancePierre foods under specified circumstances AdvancePierre to pay co termination fee of $100 million Source text: (http://bit.ly/2oUpnEw) Further company coverage:,topStory
X,United States Steel Corporation,20170428,BRIEF-U. S. Steel issues update on status of Midwest plant ,* United States Steel Corp - "ongoing water sampling at outfall shows that facility has continued to be in compliance.",topStory
X,United States Steel Corporation,20170428,In first 100 days  a reversal of fortune for Trump favorites on Wall Street ,SAN FRANCISCO A funny thing happened on Wall Street in Donald Trump's first 100 days in the White House: Shares of companies that got closest to the president lagged the market's march higher.,normal
VRX,Valeant Pharmaceuticals International Inc,20170428,Valeant prices psoriasis treatment at $3 500 per month (April 21) , (In April 21 story  corrects paragraph 5 to say Taltz's list price is $4 469 per month. Removes reference of pricing from analyst),topStory
VRX,Valeant Pharmaceuticals International Inc,20170428,CORRECTED-UPDATE 2-Valeant prices psoriasis treatment at $3 500 per month (April 21) ,April 21 Canadian drugmaker Valeant Pharmaceuticals International Inc  said it had priced its recently approved plaque psoriasis treatment at $3 500 per month  ahead of an expected U.S. launch in the second half of 2017.,normal
VLP,Valero Energy Partners LP,20170428,BRIEF-Valero Energy Partners LP posts Q1 net income $0.72/unit ,* Valero Energy Partners LP reports 2017 first quarter results,topStory
VTR,Ventas Inc,20170428,BRIEF-Ventas Inc says units entered into a second amended and restated credit and guaranty agreement - sec filing ,* Ventas Inc - on April 25 units entered into a second amended and restated credit and guaranty agreement - SEC filing,topStory
VTR,Ventas Inc,20170428,BRIEF-Ventas Inc Q1 EPS $0.44 from continuing operations ,* Ventas Inc says 2017 guidance consistent with previously announced company expectations,normal
VER,VEREIT Inc,20170428,American Realty ex-CFO loses bid to dismiss fraud indictment ,NEW YORK A federal judge on Friday refused to dismiss an indictment accusing a former chief financial officer of American Realty Capital Properties Inc of fraudulently inflating financial data for the big real estate investment trust.,topStory
VER,VEREIT Inc,20170428,American Realty ex-CFO loses bid to dismiss fraud indictment ,NEW YORK  April 28 A federal judge on Friday refused to dismiss an indictment accusing a former chief financial officer of American Realty Capital Properties Inc of fraudulently inflating financial data for the big real estate investment trust.,normal
VET,Vermilion Energy Inc,20170428,BRIEF-Vermilion Energy Inc Q1 FFO per share C$1.21 ,* Vermilion Energy Inc announces results for the three months ended March 31  2017,topStory
VNCE,Vince Holding Corp,20170428,BRIEF-Vince Holding Q4 loss per share $3.28 including items ,* Vince holding corp. Reports fourth quarter and fiscal year 2016 results,topStory
VG,Vonage Holdings Corp,20170428,BRIEF-Vonage Holdings says CEO Alan Masarek's FY 2016 total compensation was $6.8 mln versus $5.4 mln in FY 2015 - SEC Filing ,* Says CEO Alan Masarek's FY 2016 total compensation was $6.8 million versus $5.4 million in fy 2015 - SEC Filing Source text: [http://bit.ly/2pt7hwL] Further company coverage:,topStory
WFT,Weatherford International plc,20170428,BRIEF-Weatherford International	Q1 loss per share $0.45 ,* Q1 earnings per share view $-0.31  revenue view $1.36 billion -- Thomson Reuters I/B/E/S Source text for Eikon: Further company coverage:,topStory
WMK,Weis Markets Inc,20170428,BRIEF-Weis markets' plan to invest $90 million in its growth in 2017 ,* Company's plans to invest $90 million in its growth in 2017,topStory
WFC,Wells Fargo & Company,20170428,UPDATE 2-BlackRock's Fink a 'big believer' in Wells Fargo CEO ,CHICAGO  April 28 BlackRock Inc Chief Executive Officer Larry Fink said on Friday he is a "big believer" in Wells Fargo & Co Chief Executive Tim Sloan and that the scandal-hit bank is now on a good path.,topStory
WFC,Wells Fargo & Company,20170428,CORRECTED-Wells Fargo overhauls lawmaking and policy arm ,April 27 Wells Fargo & Co is making several changes to its government relations and public policy unit in what its new leader said was a response to its steady growth since the financial crisis.,normal
WAIR,Wesco Aircraft Holdings Inc,20170428,BRIEF-Wesco Aircraft names Todd Renehan CEO ,* Wesco Aircraft names Todd Renehan CEO and Alex Murray president and COO; David J. Castagnola retires,topStory
WNRL,Western Refining Logistics LP,20170428,BRIEF-Western Refining Logistics board declares quarterly cash distribution ,* Board of co's general partner declared a quarterly cash distribution for Q1 2017 of $0.4525 per unit,topStory
WBK,Westpac Banking Corporation,20170428,Fitch Affirms Westpac's Mortgage Covered Bonds at 'AAA' After Pool Top-Up ,(The following statement was released by the rating agency) SYDNEY  April 28 (Fitch) Fitch Ratings has affirmed Westpac Banking Corporation's (WBC  AA-/Stable/F1+) AUD22.6 billion of outstanding mortgage covered bonds at 'AAA'. The Outlook is Stable. The affirmation follows the top-up of the cover pool by AUD14.3 billion of mortgages  which takes the total balance of the pool to AUD32.6 billion. KEY RATING DRIVERS The rating is based on WBC's Long-Term Issuer Default Rating (IDR) of 'AA-'  an ID,topStory
