FLWS,1-800 FLOWERSCOM Inc,20110803,UPDATE 4-Sears hires former FreshDirect exec as CMO-memo , * Names Monica Woo as VP and chief marketing officer: memo,topStory
HGH,Hartford Financial Services Group Inc (The),20110803,Prudential profit rises on growth  acquisitions ,NEW YORK Prudential Financial Inc   the No. 2 U.S. life insurer  reported a larger profit for the second quarter on Wednesday as its business grew and the company started to benefit from acquisitions in Japan.,topStory
HGH,Hartford Financial Services Group Inc (The),20110803,UPDATE 2-Prudential profit rises on growth  acquisitions , * Shares rise slightly after earnings report  (Adds shares  link to The Hartford),normal
HGH,Hartford Financial Services Group Inc (The),20110803,UPDATE 2-Hartford profit off on disaster  asbestos charges , * Shares up 2.1 pct after-hours  (Adds CEO interview  details on results  shares),normal
HIG,Hartford Financial Services Group Inc (The),20110803,Prudential profit rises on growth  acquisitions ,NEW YORK Prudential Financial Inc   the No. 2 U.S. life insurer  reported a larger profit for the second quarter on Wednesday as its business grew and the company started to benefit from acquisitions in Japan.,topStory
HIG,Hartford Financial Services Group Inc (The),20110803,UPDATE 2-Prudential profit rises on growth  acquisitions , * Shares rise slightly after earnings report  (Adds shares  link to The Hartford),normal
HIG,Hartford Financial Services Group Inc (The),20110803,UPDATE 2-Hartford profit off on disaster  asbestos charges , * Shares up 2.1 pct after-hours  (Adds CEO interview  details on results  shares),normal
HCA,HCA Healthcare Inc,20110803,KKR earnings fall  miss estimates; shares slump ,NEW YORK Private equity firm KKR & Co  reported lower-than-expected second-quarter earnings as investment income declined and gains in the value of its investments slowed  sending its shares down 7 percent.,topStory
HCA,HCA Healthcare Inc,20110803,UPDATE 5-KKR earnings fall  miss estimates; shares slump , * Says valuations for PE deals relatively attractive  (Adds analyst comment  details about fundraising  rivals  updates shares),normal
HES,Hess Corporation,20110803,Hovensa St Croix refinery ops unaffected by Emily ,  HOUSTON  Aug 3 Production at Hovensa LLC's 350 000 barrel per day (bpd) St. Croix  U.S. Virgin Islands  refinery was unaffected by the passage of Tropical Storm Emily far to the south  a company spokesman said on Wednesday.,topStory
HMC,Honda Motor Company Ltd,20110803,UAW says in talks with foreign automakers in U.S. ,TRAVERSE CITY  Michigan The United Auto Workers union is in talks with most of the foreign automakers in the United States to represent the hourly workers at their U.S. assembly plants  the union chief said on Wednesday.,topStory
HMC,Honda Motor Company Ltd,20110803,UPDATE 2-Canada July auto sales drop  outlook uncertain , * Truck sales down on higher gas prices  economic outlook,normal
HMC,Honda Motor Company Ltd,20110803,UPDATE 3-UAW says in talks with foreign automakers in U.S. , * UAW says in 'confidential' talks with foreign carmakers,normal
HMC,Honda Motor Company Ltd,20110803,Truck sales still sluggish in Canada  car sales up , VANCOUVER  Aug 3 Truck sales at Ford Canada  and Chrysler Canada remained tepid in July as consumers once again opted for smaller cars as gas prices stayed high.,normal
HMC,Honda Motor Company Ltd,20110803,"New era" of higher income car buyers: Ford executive ,TRAVERSE CITY  Michigan U.S. new car buyers are richer and more demanding because they have more choice among brands that are closer in quality than ever before  Ford Motor Co's  sales and marketing chief said on Tuesday.,normal
HMC,Honda Motor Company Ltd,20110803,"New era" of higher income car buyers-Ford exec , TRAVERSE CITY  Mich.  Aug 2 U.S. new car buyers are richer and more demanding because they have more choice among brands that are closer in quality than ever before  Ford Motor Co's  sales and marketing chief said on Tuesday.,normal
HPQ,HP Inc,20110803,Analysis: Enterprise flash storage market ripe for tie-ups ,SAN FRANCISCO Competition is brewing in the small but booming market for flash memory used in corporate data centers  and analysts foresee a wave of consolidation as larger players move in.,topStory
HPQ,HP Inc,20110803,Time Inc to make all titles available on tablets ,NEW YORK Time Inc plans to make all 21 of its magazines  including Real Simple and Entertainment Weekly  available on leading tablet computers by the end of the year  the publishing arm of Time Warner said on Wednesday.,normal
HPQ,HP Inc,20110803,Time Inc to make all titles available on tablets , NEW YORK  Aug 3 Time Inc plans to make all 21 of its magazines  including Real Simple and Entertainment Weekly  available on leading tablet computers by the end of the year  the publishing arm of Time Warner  said on Wednesday.,normal
HPQ,HP Inc,20110803,Google+  Apple's iCloud keep developers keen ,TORONTO Mobile developers more than ever want to devote their energies to writing apps for Apple's iOS and Google's Android platforms at the expense of their less popular rivals  a study released on Wednesday showed.,normal
HPQ,HP Inc,20110803,Google+  Apple's iCloud keep developers interested , TORONTO  Aug 3 Mobile developers more than ever want to devote their energies to writing apps for Apple's iOS and Google's Android platforms at the expense of their less popular rivals  a study released on Wednesday showed.,normal
HSBC,HSBC Holdings plc,20110803,RBS to shed thousands of investment bank jobs-FT , LONDON  Aug 3 Royal Bank of Scotland  plans to shed as many as 2 000 jobs from its investment banking unit  the Financial Times reported on Thursday.,topStory
HSBC,HSBC Holdings plc,20110803,StanChart makes record profit  weathers India slump ,HONG KONG/LONDON Asia-focused bank Standard Chartered  reported a record-beating 17 percent rise in first-half profits on Wednesday as a booming Hong Kong market and increased restraint on costs outweighed a slump in India. | Video ,normal
HSBC,HSBC Holdings plc,20110803,Analysis: HSBC's China gold futures foray harbinger of change ,SHANGHAI China giving HSBC Holdings Plc   entry to its gold futures market  a first for a foreign bank  is likely a harbinger of a further opening to local and overseas institutions to trade the precious metal.,normal
HSBC,HSBC Holdings plc,20110803,UPDATE 3-StanChart makes record profit  weathers India slump , * Record H1 pretax profit $3.64 bln  beats forecast $3.45 bln,normal
HSEA,HSBC Holdings plc,20110803,RBS to shed thousands of investment bank jobs-FT , LONDON  Aug 3 Royal Bank of Scotland  plans to shed as many as 2 000 jobs from its investment banking unit  the Financial Times reported on Thursday.,topStory
HSEA,HSBC Holdings plc,20110803,StanChart makes record profit  weathers India slump ,HONG KONG/LONDON Asia-focused bank Standard Chartered  reported a record-beating 17 percent rise in first-half profits on Wednesday as a booming Hong Kong market and increased restraint on costs outweighed a slump in India. | Video ,normal
HSEA,HSBC Holdings plc,20110803,Analysis: HSBC's China gold futures foray harbinger of change ,SHANGHAI China giving HSBC Holdings Plc   entry to its gold futures market  a first for a foreign bank  is likely a harbinger of a further opening to local and overseas institutions to trade the precious metal.,normal
HSEA,HSBC Holdings plc,20110803,UPDATE 3-StanChart makes record profit  weathers India slump , * Record H1 pretax profit $3.64 bln  beats forecast $3.45 bln,normal
HSEB,HSBC Holdings plc,20110803,RBS to shed thousands of investment bank jobs-FT , LONDON  Aug 3 Royal Bank of Scotland  plans to shed as many as 2 000 jobs from its investment banking unit  the Financial Times reported on Thursday.,topStory
HSEB,HSBC Holdings plc,20110803,StanChart makes record profit  weathers India slump ,HONG KONG/LONDON Asia-focused bank Standard Chartered  reported a record-beating 17 percent rise in first-half profits on Wednesday as a booming Hong Kong market and increased restraint on costs outweighed a slump in India. | Video ,normal
HSEB,HSBC Holdings plc,20110803,Analysis: HSBC's China gold futures foray harbinger of change ,SHANGHAI China giving HSBC Holdings Plc   entry to its gold futures market  a first for a foreign bank  is likely a harbinger of a further opening to local and overseas institutions to trade the precious metal.,normal
HSEB,HSBC Holdings plc,20110803,UPDATE 3-StanChart makes record profit  weathers India slump , * Record H1 pretax profit $3.64 bln  beats forecast $3.45 bln,normal
IAG,Iamgold Corporation,20110803,UPDATE 1-Operations resume at Iamgold's Rosebel mine , TORONTO  Aug 3 Iamgold Corp  said on Wednesday that operations have resumed at its Rosebel gold mine in Suriname after an agreement was reached on shift scheduling  ending a 36-hour work stoppage at the mill.,topStory
ICE,Intercontinental Exchange Inc,20110803,UPDATE 4-ICE profit jumps as another exchange beats Street , * Robust Brent  Gasoil trading helps 19 pct earnings rise,topStory
ICE,Intercontinental Exchange Inc,20110803,UPDATE 1-WTI no longer reflects global oil price--ICE CEO , * ICE's Brent contract shot to record highs this year  (Adds background  quotes  byline),normal
ICE,Intercontinental Exchange Inc,20110803,WTI no longer reflects global oil price--ICE CEO , NEW YORK  Aug 3 The head of futures exchange IntercontinentalExchange Inc  said Wednesday the WTI crude contract no longer reflected global oil prices  adding that the price divergence from the Brent contract "may continue for some time.",normal
IBM,International Business Machines Corporation,20110803,Google blasts Apple  Microsoft for patent gang-up ,LOS ANGELES/SAN FRANCISCO Google Inc  fresh off losing a bid to buy thousands of valuable patents from bankrupt Nortel  accused its biggest rivals on Wednesday of banding together to block the Internet giant in the red-hot smartphone arena.,topStory
IBM,International Business Machines Corporation,20110803,Google blasts Apple  Microsoft for patent gang-up , * Android-based handsets under pressure from patent suits,normal
IBM,International Business Machines Corporation,20110803,IFR-Coca Cola claims 2011 low coupon record on 5s and 10s , NEW YORK  Aug 3 (IFR) -  Coca Cola Company  set 2011 records today for the lowest coupons on five- and 10-year debt  claiming 1.804% on $1 billion of fives and 3.30% on $1 billion of 10s.,normal
IBM,International Business Machines Corporation,20110803,Analysis: Enterprise flash storage market ripe for tie-ups ,SAN FRANCISCO Competition is brewing in the small but booming market for flash memory used in corporate data centers  and analysts foresee a wave of consolidation as larger players move in.,normal
IBM,International Business Machines Corporation,20110803,Three firms drop EU antitrust complaints against IBM ,BRUSSELS Three small rivals have dropped their antitrust complaints against International Business Machines Corp that had triggered one of two investigations by EU regulators into IBM's business practices.,normal
IBM,International Business Machines Corporation,20110803,UPDATE 1-3 firms drop EU antitrust complaints against IBM , * EU Commission has two ongoing antitrust probes into IBM,normal
IBM,International Business Machines Corporation,20110803,Three firms drop EU antitrust complaints against IBM , BRUSSELS  Aug 3 T3 Technologies and Neon Enterprise Software have withdrawn their EU antitrust complaints against International Business Machines Corp   an IBM regulatory filing shows  while TurboHercules said on Wednesday it had dropped its complaint. Emulator software vendor T3 has withdrawn its complaint to the European Commission while Texas-based company Neon has agreed to scrap its claim.,normal
IPI,Intrepid Potash Inc,20110803,UPDATE 1-Intrepid Potash Q2 profit beats estimates , Aug 3 Fertilizer maker Intrepid Potash Inc  posted a second-quarter profit that beat market estimates  helped by strong demand for potash.,topStory
ITUB,Itau Unibanco Banco Holding SA,20110803,UPDATE 2-Itau Unibanco to fine-tune lending to small firms , * Bank says boosted credit to small firms too much in 2010,topStory
ITUB,Itau Unibanco Banco Holding SA,20110803,Itau Unibanco sees provisions in line with loans , SAO PAULO  Aug 3 Itau Unibanco   Brazil's largest non-government lender  expects to set aside money for provisions for bad loans at a pace similar to expansion in the bank's loan book  Investor Relations Director Alfredo Egydio Setubal said on Wednesday.  (Reporting by Guillermo Parra-Bernal  editing by Gerald E. McCormick),normal
ITUB,Itau Unibanco Banco Holding SA,20110803,Itau Unibanco sees slight rise in Brazil defaults , SAO PAULO  Aug 3 Itau Unibanco   Brazil's largest non-government lender  expects loan delinquencies to post a slight increase through year-end  Investor Relations Director Alfredo Egydio Setubal said on Wednesday.  (Reporting by Guillermo Parra-Bernal  editing by Gerald E. McCormick),normal
JPM,J P Morgan Chase & Co,20110803,Web.com pays $560 million for Network Solutions ,NEW YORK Web.com  an online provider of Internet services for small and medium-sized businesses  has agreed to pay about $560 million for privately held marketing and domain company Network Solutions.,topStory
JPM,J P Morgan Chase & Co,20110803,Web.com pays $560 million for Network Solutions , NEW YORK  Aug 3 Web.com  an online provider of Internet services for small and medium-sized businesses  has agreed to pay about $560 million for privately held marketing and domain company Network Solutions.,normal
JPM,J P Morgan Chase & Co,20110803,CORRECTED - BofA hires JPMorgan exec for global banking post , (Corrects paragraph two to show that Wolff and Van Dusen will oversee BofA's global corporate banking operations worldwide),normal
JPM,J P Morgan Chase & Co,20110803,MOVES-Citi  Barclays Capital  Macquarie  BofA Merril Lynch , Aug 3 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
JPM,J P Morgan Chase & Co,20110803,Moody's sets negative outlook on BNY  JPMorgan ,BOSTON Moody's Investors Service said it may cut its ratings on Bank of New York Mellon Corp  and JPMorgan Chase & Co  over the next 18 months  saying the banks might get less U.S. government support in the future.,normal
JPM,J P Morgan Chase & Co,20110803,UPDATE 1-Moody's sets negative outlook on BNY  JPMorgan , * Outlook negative on dimmer chances for federal support  (Adds details on ratings  other banks),normal
JPM,J P Morgan Chase & Co,20110803,Moody's sets negative outlook on BNY  JPMorgan , * Outlook negative on dimmer chances for federal support,normal
JPM,J P Morgan Chase & Co,20110803,RPT-Money fund managers breathe easier on US debt deal , BOSTON  Aug 2 Pressures on money-market mutual funds have ebbed now that a deal to raise the federal debt ceiling has been reached in Washington  fund industry executives said on Tuesday.,normal
JPM,J P Morgan Chase & Co,20110803,Citi appoints Steve Yang head of Greater China credit sales , HONG KONG  Aug 3 Citi said on Wednesday it had appointed Steve Yang as head of Greater China credit sales  joining from JP Morgan   where he was co-head of structured credit syndication.,normal
KB,KB Financial Group Inc,20110803,UPDATE 1-Shinhan Fin Q2 net profit more than doubles , * Q2 net profit 965 billion won  consensus f'cast 953 bln,topStory
KBR,KBR Inc,20110803,UPDATE 1-US judge: KBR Iraq false claim lawsuit can proceed , * Unjust enrichment  payment-by-mistake claims dismissed,topStory
KBR,KBR Inc,20110803,U.S. judge: KBR Iraq false claim lawsuit can proceed , * Unjust enrichment  payment-by-mistake claims dismissed,normal
K,Kellogg Company,20110803,RPT-DEALTALK-Cashed-up miners could turn more hostile on deals , * Miners need to deploy cash piled up during commodity boom,topStory
K,Kellogg Company,20110803,Dealtalk: Cashed-up miners could turn more hostile on deals ,KALGOORLIE  Australia Expect more hostile deals in resources as cashed-up miners turn desperate to snare targets  deal advisers say  following Peabody Energy  and ArcelorMittal's  change of tack this week on their $5.3 billion bid for Macarthur Coal .,normal
K,Kellogg Company,20110803,DEALTALK-Cashed-up miners could turn more hostile on deals , * Miners need to deploy cash piled up during commodity boom,normal
KKR,KKR & Co LP,20110803,Web.com pays $560 million for Network Solutions ,NEW YORK Web.com  an online provider of Internet services for small and medium-sized businesses  has agreed to pay about $560 million for privately held marketing and domain company Network Solutions.,topStory
KKR,KKR & Co LP,20110803,Web.com pays $560 million for Network Solutions , NEW YORK  Aug 3 Web.com  an online provider of Internet services for small and medium-sized businesses  has agreed to pay about $560 million for privately held marketing and domain company Network Solutions.,normal
KKR,KKR & Co LP,20110803,KKR earnings fall  miss estimates; shares slump ,NEW YORK Private equity firm KKR & Co  reported lower-than-expected second-quarter earnings as investment income declined and gains in the value of its investments slowed  sending its shares down 7 percent.,normal
KKR,KKR & Co LP,20110803,UPDATE 5-KKR earnings fall  miss estimates; shares slump , * Says valuations for PE deals relatively attractive  (Adds analyst comment  details about fundraising  rivals  updates shares),normal
KKR,KKR & Co LP,20110803,CORRECTED - UPDATE 3-KKR earnings down 27 percent  miss estimates , (Corrects year-earlier investment income in 5th paragraph),normal
KKR,KKR & Co LP,20110803,UPDATE 1-ProSieben to pay off debt with asset sale proceeds , FRANKFURT  Aug 3 German commercial broadcaster ProSiebenSat.1 Media AG  said it will use proceeds from a major asset sale to pay down debt  reducing its outstanding loans to 2.4 billion euros ($3.42 billion).,normal
PHG,Koninklijke Philips NV,20110803,Dealtalk: Insurers covet units ING wants to float ,LONDON ING  could get a far bigger pay-out if it ditched a plan to spin-off its Asian and European insurance units as a single stock market-listed business and instead chose buyers from a long list of interested parties.,topStory
KEP,Korea Electric Power Corporation,20110803,S.Korea to sell 15 pct Incheon Airport stake to low-income earners - report , SEOUL  Aug 3 South Korea's government has decided to offer a 15 percent stake in Incheon International Airport Corp to low-income earners this year at a steep discount  according to a local media report.,topStory
LAZ,Lazard Ltd,20110803,MOVES-Citi  Barclays Capital  Macquarie  BofA Merril Lynch , Aug 3 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
LYG,Lloyds Banking Group Plc,20110803,Recovery plan in focus as Lloyds counts cost of PPI , LONDON  Aug 4 The 3.2 billion pound ($5.2 billion) cost of compensating people who were mis-sold insurance will have pushed Lloyds Banking Group deep into the red in the first half  undermining its path to recovery.,topStory
LMT,Lockheed Martin Corporation,20110803,"State actor" behind slew of cyber attacks ,BOSTON Security experts have discovered an unprecedented series of cyber attacks on the networks of 72 organizations globally  including the United Nations  governments and corporations  over a five-year period. | Video ,topStory
LMT,Lockheed Martin Corporation,20110803,UPDATE 5-'State actor' behind slew of cyber attacks , * 'Operation Shady RAT' took data from at least 72 victims,normal
LMT,Lockheed Martin Corporation,20110803,US suspends F-35 ground  air tests after device failure , WASHINGTON  Aug 3 The U.S. Defense Department suspended fleetwide ground and flight test operations on Wednesday of Lockheed Martin Corp's  F-35 Joint Strike Fighter aircraft  its costliest arms purchase and largest international cooperative program. .,normal
LMT,Lockheed Martin Corporation,20110803,Panetta warns against sweeping defense budget cuts ,WASHINGTON Defense Secretary Leon Panetta warned on Wednesday that any across-the-board cuts to defense spending as part of the next stage of deficit reduction efforts could do "real damage" to national security.,normal
LMT,Lockheed Martin Corporation,20110803,UPDATE 3-Panetta warns against sweeping defense budget cuts , * Senior official says thousands could be furloughed  (Recasts  updates with Defense Department briefing),normal
LMT,Lockheed Martin Corporation,20110803,UPDATE 1-Biggest-ever series of cyber attacks uncovered  UN hit , * Security firm McAfee discloses unprecedented attacks,normal
LMT,Lockheed Martin Corporation,20110803,Biggest-ever series of cyber attacks uncovered  UN hit , * 'Operation Shady RAT' took data from at least 72 victims,normal
L,Loews Corporation,20110803,Ivanhoe sees Oyu Tolgoi on track to produce copper in 2013 , KALGOORLIE  Australia  Aug 3 Ivanhoe Mines  says its Oyu Tolgoi mine is on track to start producing in 2013  Chief Executive Robert Friedland said on Wednesday.,topStory
LYB,LyondellBasell Industries NV,20110803,UPDATE 1-Lyondell Basell doubles quarterly dividend , NEW YORK  Aug 3 Chemical maker LyondellBasell Industries NV  doubled its quarterly dividend to 20 cents.,topStory
MMP,Magellan Midstream Partners LP,20110803,UPDATE 1-Magellan latest in Cushing-to-Gulf oil pipeline race , NEW YORK  Aug 3 Magellan Midstream Partners LP  said it was exploring a project to cobble existing pipelines from Cushing  Oklahoma  to refineries along the U.S. Gulf Coast  in the latest bid to send rising crude flows from the Midwest to the world's largest refining center.,topStory
MMP,Magellan Midstream Partners LP,20110803,UPDATE 1-Magellan seeks new solutions for Eagle Ford , * Magellan said in third party discussions for Eagle Ford,normal
MMP,Magellan Midstream Partners LP,20110803,Magellan says evaluating Cushing to Gulf pipeline , NEW YORK  Aug 3 Magellan Midstream Partners LP  said it was exploring a project to use a combination of idled lines that it owns in Oklahoma and existing pipelines in Texas to provide a crude oil route from Cushing to the Gulf.,normal
MMP,Magellan Midstream Partners LP,20110803,Magellan looking for third party solution for Eagle Ford , NEW YORK  Aug 3 Magellan Midstream Partners LP  said on Wednesday it was in discussion with third parties for transportation opportunities with the Eagle Ford shale production to Corpus Christi  Texas.,normal
MFC,Manulife Financial Corp,20110803,WRAPUP 1-Insurers Sun Life  Great-West top estimates , * Great-West EPS C$0.55 vs est C$0.49  (Wraps Sun Life  Great-West results),topStory
MFC,Manulife Financial Corp,20110803,UPDATE 1-Sun Life Financial profit up sharply , TORONTO  Aug 3 Sun Life Financial  said on Wednesday its second-quarter profit rose sharply  due to stronger insurance sales and investment performance.,normal
MRO,Marathon Oil Corporation,20110803,UPDATE 2-Syncrude output climbs  but outages lift price , * Output falls at Shell operations due to unplanned work,topStory
MPC,Marathon Petroleum Corporation,20110803,FACTBOX - Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 3 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,topStory
MMI,Marcus & Millichap Inc,20110803,Google blasts Apple  Microsoft for patent gang-up ,LOS ANGELES/SAN FRANCISCO Google Inc  fresh off losing a bid to buy thousands of valuable patents from bankrupt Nortel  accused its biggest rivals on Wednesday of banding together to block the Internet giant in the red-hot smartphone arena.,topStory
MMI,Marcus & Millichap Inc,20110803,Google blasts Apple  Microsoft for patent gang-up , * Android-based handsets under pressure from patent suits,normal
MMC,Marsh & McLennan Companies Inc,20110803,UPDATE 4--Marsh & McLennan eyes consulting segment growth , BANGALORE/NEW YORK  Aug 3 Insurance broker Marsh & McLennan Cos Inc posted a higher-than-expected quarterly profit and said the current economic uncertainty could provide it with opportunities to look at low-risk acquisitions in its consulting segment.,topStory
MTZ,MasTec Inc,20110803,UPDATE 1-MasTec Q2 results beat  sees Q3 rev above market view , * Shares up 10 pct in extended trade   (Follows alerts),topStory
MA,Mastercard Incorporated,20110803,S&P ends string of losses on tech rebound ,NEW YORK The S&P 500 index rose on Wednesday  snapping a seven-day losing streak  but worries about the economy kept investors jittery and trading volatile. | Video ,topStory
MA,Mastercard Incorporated,20110803,US STOCKS-S&P ends string of losses on tech rebound , * Stocks up: Dow 0.3 pct  S&P 0.5 pct  Nasdaq 0.9 pct,normal
MA,Mastercard Incorporated,20110803,MasterCard profit jumps 33 percent ,CHARLOTTE  North Carolina MasterCard Inc said second-quarter profit jumped 33 percent  as inflation in the United States lifted spending volume and more international consumers used debit and credit cards.,normal
MA,Mastercard Incorporated,20110803,UPDATE 5-MasterCard profit jumps 33 pct  beats Street , * Shares rise 10 pct  (Adds details on U.S. inflation; updates share price),normal
MA,Mastercard Incorporated,20110803,US STOCKS-Stocks fall on data  S&P hits new low for year , * Indexes off: Dow 1.3 pct  S&P 1.5 pct  Nasdaq 1.7 pct,normal
MA,Mastercard Incorporated,20110803,US STOCKS-Stocks set to bounce after selloff  ADP , * Futures up: Dow 41 pts  S&P 5.9 pts  Nasdaq 9 pts,normal
MA,Mastercard Incorporated,20110803,US STOCKS-Futures rise after selloff  S&P support eyed , * Futures up: Dow 22 pts  S&P 3.4 pts  Nasdaq 5.75 pts,normal
MA,Mastercard Incorporated,20110803,US STOCKS-Futures point to gains after selloff , * Futures up: Dow 54 pts  S&P 6 pts  Nasdaq 10.75 pts,normal
MCD,McDonald&#39;s Corporation,20110803,Reinvention helps L.A.'s foodie status soar ,LOS ANGELES  - Los Angeles' restless and ever-changing food scene is hard to define  but it has forced U.S. diners to rethink their concept of what a restaurant is.,topStory
MCD,McDonald&#39;s Corporation,20110803,Reinvention helps L.A.'s foodie status soar , LOS ANGELES  Aug 3  - Los Angeles' restless and ever-changing food scene is hard to define  but it has forced U.S. diners to rethink their concept of what a restaurant is.,normal
MCD,McDonald&#39;s Corporation,20110803,Dunkin' Donuts  Baskin-Robbins eye price increases ,LOS ANGELES Dunkin' Brands Group Inc  said on Wednesday its franchisees are raising prices at Dunkin' Donuts and Baskin-Robbins stores to help cover the higher costs of key ingredients such as coffee and milk.,normal
MCD,McDonald&#39;s Corporation,20110803,UPDATE 3-Dunkin' Donuts  Baskin-Robbins eye price increases , * Shares down 4 percent in midday trading  (Rewrites throughout; adds company comment; changes dateline to LOS Angeles; updates share activity),normal
MRK,Merck & Company Inc,20110803,Pfizer interested in over-the-counter Lipitor: report ,NEW YORK Pfizer Inc is interested in selling a non-prescription version of its Lipitor cholesterol drug after it loses U.S. patent protection  but would likely face a battle with regulators because of safety concerns  the Wall Street Journal reported on Wednesday.,topStory
MRK,Merck & Company Inc,20110803,Pfizer interested in over-the-counter Lipitor -WSJ , NEW YORK  Aug 3 Pfizer Inc  is interested in selling a non-prescription version of its Lipitor cholesterol drug after it loses U.S. patent protection  but would likely face a battle with regulators because of safety concerns  the Wall Street Journal reported on Wednesday.,normal
MRK,Merck & Company Inc,20110803,ALK Abello says allergy drug effective in Phase III , * Company says looking forward to registration process,normal
MS,Morgan Stanley,20110803,UPDATE 2-Lehman secures plan support from Asian affiliates , * Lehman settles claims with Lehman Hong Kong liquidators,topStory
MS,Morgan Stanley,20110803,Morgan Stanley names Mak international wealth boss , * Fleming says moves show commitment to non-U.S. business,normal
MS,Morgan Stanley,20110803,Five trading giants back EuroCCP in clearing battle , LONDON  Aug 3 Five of the world's largest investment banks have pledged to use clearing house EuroCCP for trading on two alternative platforms  in a sign that the largest trading houses are backing competition among Europe's top clearing firms.,normal
MOS,Mosaic Company (The),20110803,UPDATE 2-Canpotex settles contract with India potash buyers ,   * Potash marketing consortium inks 6-month supply contract,topStory
MOS,Mosaic Company (The),20110803,UPDATE 1-Canpotex settles contract with Indian potash buyers , TORONTO  Aug 3 Canpotex  the international marketing arm of Canadian potash producers  has settled a long-awaited contract with Indian potash buyers  Agrium's Chief Executive Mike Wilson said on Wednesday.,normal
MOS,Mosaic Company (The),20110803,UPDATE 3-Agrium profit tops expectations; shares rise , * Shares up 3 pct  (Adds dateline  details on results  analyst comment; Figures in U.S dollars  unless noted),normal
SID,National Steel Company,20110803,Brazil steelmaker CSN weighs Usiminas choices-CFO , SAO PAULO  Aug 3 Brazilian steelmaker CSN  is weighing alternatives for its investment in rival Usiminas   including additional stock purchases  CSN Chief Finance Officer Alberto Monteiro said on Wednesday.  (Reporting by Alberto Alerigi Jr.; Writing by Luciana Lopez; Editing by Gerald E. McCormick),topStory
SID,National Steel Company,20110803,UPDATE 1-Brazil CSN net up on asset sale  beats estimates , * Net topped analysts' avg forecast of 958.4 mln reais  (Adds details  EBITDA),normal
SID,National Steel Company,20110803,Brazil steelmaker CSN posts record H1 revenue , SAO PAULO  Aug 2 Brazilian steelmaker CSN  posted a record net revenue of 8.1 billion reais (US$5.16 billion) in the first half of 2011  up 15 percent from the same period of 2010  the company said in a filing on Tuesday.,normal
NWL,Newell Brands Inc,20110803,RPT-Back-to-school U.S. shoppers want a D-E-A-L , * Longer supply lists  smaller budgets squeeze US shoppers,topStory
NEM,Newmont Mining Corporation,20110803,Newmont's Indonesia unit assesses protest impact , JAKARTA  Aug 3 Newmont Nusa Tenggara (NNT)  an unit of U.S. miner Newmont Mining Corp   is assessing any impact on production at its Indonesian copper and gold mine after a demonstration entered into its second day  a spokesman said on Wednesday.,topStory
NEM,Newmont Mining Corporation,20110803,Peru government to ration energy in north , LIMA  Aug 2 Peru will ration energy in the northern part of the country  the mines and energy ministry said on Tuesday  due to a lack of transmission capacity and hydroelectric power in an area where important mines operate.,normal
NLSN,Nielsen NV,20110803,KKR earnings fall  miss estimates; shares slump ,NEW YORK Private equity firm KKR & Co  reported lower-than-expected second-quarter earnings as investment income declined and gains in the value of its investments slowed  sending its shares down 7 percent.,topStory
NLSN,Nielsen NV,20110803,UPDATE 5-KKR earnings fall  miss estimates; shares slump , * Says valuations for PE deals relatively attractive  (Adds analyst comment  details about fundraising  rivals  updates shares),normal
NOC,Northrop Grumman Corporation,20110803,US suspends F-35 ground  air tests after device failure , WASHINGTON  Aug 3 The U.S. Defense Department suspended fleetwide ground and flight test operations on Wednesday of Lockheed Martin Corp's  F-35 Joint Strike Fighter aircraft  its costliest arms purchase and largest international cooperative program. .,topStory
NWN,Northwest Natural Gas Company,20110803,A ,A	  ,topStory
OC,Owens Corning Inc,20110803,UPDATE 1-Owens Corning Q2 beats Wall Street view , * Sees FY11 adj earnings growth of 40 pct   (Follows alerts),topStory
PCG,Pacific Gas & Electric Co,20110803,Fukushima disaster not "unforeseen"-NRC commissioner , * Fukushima not designed to withstand historical tsunamis,topStory
BTU,Peabody Energy Corporation,20110803,RPT-DEALTALK-Cashed-up miners could turn more hostile on deals , * Miners need to deploy cash piled up during commodity boom,topStory
BTU,Peabody Energy Corporation,20110803,Dealtalk: Cashed-up miners could turn more hostile on deals ,KALGOORLIE  Australia Expect more hostile deals in resources as cashed-up miners turn desperate to snare targets  deal advisers say  following Peabody Energy  and ArcelorMittal's  change of tack this week on their $5.3 billion bid for Macarthur Coal .,normal
BTU,Peabody Energy Corporation,20110803,DEALTALK-Cashed-up miners could turn more hostile on deals , * Miners need to deploy cash piled up during commodity boom,normal
PBA,Pembina Pipeline Corp,20110803,UPDATE 3-Pembina starts two new pipelines; profit up 27 pct , * Second-quarter EPS C$0.29 vs. C$0.23  (Adds second-quarter results),topStory
PTR,PetroChina Company Limited,20110803,Petrochina's Lanzhou to raise Aug runs by 75 pct vs July-source , BEIJING  Aug 3 Petrochina's   Lanzhou refinery will raise August crude oil runs by 75 percent from July after regular maintenance  an industry source said on Wednesday.,topStory
