ATSG,Air Transport Services Group Inc,20110722,CORRECTED-BRIEF-ATSG expects reduction in role as provider for DB Schenker , JULY 22 -     July 22 Air Transport Services Group Inc :  * Expect reduction in role as provider of main-deck freighter lift for DB Schenker in North America  * If all dc-8 727 aircraft for DB Schenker removed from service sees annual fall in maintenance costs of $10-$15 million  * ATSG statement concerning DB Schenker announcement  * ATSG - sees each of 8 dc-8 and 8 727 aircraft dedicated to DB Schenker generating about $0.01 per share in earnings after tax annually,topStory
HSBC,HSBC Holdings plc,20110722,Europe's banks  insurers jump on Greece rescue deal ,LONDON Europe's banks and insurers rose on Friday after Greece's private sector creditors agreed to take a 21 percent loss on their debt holdings as part of a rescue plan.,normal
HSBC,HSBC Holdings plc,20110722,Morning News Call - EMEA  July 22 , If you would like to receive Morning News Call-EMEA by email direct to your smartphone before the market opens  please register at: http://r.reuters.com/zaj49r,normal
HSBC,HSBC Holdings plc,20110722,U.S. indicts three Credit Suisse bankers ,FAIRFIELD  Connecticut U.S. authorities indicted three Credit Suisse AG private bankers  one a senior executive  on Thursday  toughening their stance against the bank for allegedly helping wealthy Americans to evade taxes.,normal
HSBC,HSBC Holdings plc,20110722,Greece private creditors take 21 percent loss in rescue ,BRUSSELS/LONDON Greece's private sector creditors have agreed to take a 21 percent loss on their bond holdings as part of a 37 billion euro contribution to Greece's rescue plan agreed on Thursday. | Video ,normal
HSEA,HSBC Holdings plc,20110722,RPT-UPDATE 2-Europe banks  insurers take Greek hit in stride , * Private sector agrees to take 21 pct loss on Greek debt,topStory
HSEA,HSBC Holdings plc,20110722,Europe's banks  insurers jump on Greece rescue deal ,LONDON Europe's banks and insurers rose on Friday after Greece's private sector creditors agreed to take a 21 percent loss on their debt holdings as part of a rescue plan.,normal
HSEA,HSBC Holdings plc,20110722,Morning News Call - EMEA  July 22 , If you would like to receive Morning News Call-EMEA by email direct to your smartphone before the market opens  please register at: http://r.reuters.com/zaj49r,normal
HSEA,HSBC Holdings plc,20110722,U.S. indicts three Credit Suisse bankers ,FAIRFIELD  Connecticut U.S. authorities indicted three Credit Suisse AG private bankers  one a senior executive  on Thursday  toughening their stance against the bank for allegedly helping wealthy Americans to evade taxes.,normal
HSEA,HSBC Holdings plc,20110722,Greece private creditors take 21 percent loss in rescue ,BRUSSELS/LONDON Greece's private sector creditors have agreed to take a 21 percent loss on their bond holdings as part of a 37 billion euro contribution to Greece's rescue plan agreed on Thursday. | Video ,normal
HSEB,HSBC Holdings plc,20110722,RPT-UPDATE 2-Europe banks  insurers take Greek hit in stride , * Private sector agrees to take 21 pct loss on Greek debt,topStory
HSEB,HSBC Holdings plc,20110722,Europe's banks  insurers jump on Greece rescue deal ,LONDON Europe's banks and insurers rose on Friday after Greece's private sector creditors agreed to take a 21 percent loss on their debt holdings as part of a rescue plan.,normal
HSEB,HSBC Holdings plc,20110722,Morning News Call - EMEA  July 22 , If you would like to receive Morning News Call-EMEA by email direct to your smartphone before the market opens  please register at: http://r.reuters.com/zaj49r,normal
HSEB,HSBC Holdings plc,20110722,U.S. indicts three Credit Suisse bankers ,FAIRFIELD  Connecticut U.S. authorities indicted three Credit Suisse AG private bankers  one a senior executive  on Thursday  toughening their stance against the bank for allegedly helping wealthy Americans to evade taxes.,normal
HSEB,HSBC Holdings plc,20110722,Greece private creditors take 21 percent loss in rescue ,BRUSSELS/LONDON Greece's private sector creditors have agreed to take a 21 percent loss on their bond holdings as part of a 37 billion euro contribution to Greece's rescue plan agreed on Thursday. | Video ,normal
IR,Ingersoll-Rand plc (Ireland),20110722,Analysis: Automakers wary as economy stuck in slow gear ,DETROIT Each month  a dozen executives of General Motors Co  gather on the 39th floor of their Detroit headquarters to survey the auto industry  the U.S. economy and how they will meet demand from customers.,topStory
IR,Ingersoll-Rand plc (Ireland),20110722,UPDATE 2-GE tops Wall Street estimates on overseas demand , BOSTON  July 22 General Electric Co  reported a 21.6 percent rise in profit  topping estimates  boosted by strong demand outside the United States for its heavy equipment including jet engines and electric turbines.,normal
IBM,International Business Machines Corporation,20110722,UPDATE 4-Celestica profits triples  shares jump , * Company sees demand influenced by economic uncertainty,topStory
IBM,International Business Machines Corporation,20110722,Swiss convict three for planning attack on IBM site , * Swiss court finds three people guilty of planning attack,normal
IBM,International Business Machines Corporation,20110722,UPDATE 2-Celestica profits triples  shares jump , * Company sees demand influenced by economic uncertainty,normal
IBM,International Business Machines Corporation,20110722,UPDATE 1-Celestica Q2 net profit up  sees continued volatility in demand , July 22 Contract electronics maker Celestica Inc   reported a more than threefold jump in quarterly net profit  but said it expects the current global environment to drive continued volatility in customer demand.,normal
ITUB,Itau Unibanco Banco Holding SA,20110722,Los Grobo suspends Brazil IPO plans -source ,   * Los Grobo halts IPO as market conditions worsen -source,topStory
ITUB,Itau Unibanco Banco Holding SA,20110722,Abril Educacao prices Brazil IPO below projected tag , SAO PAULO  July 22 Brazil's Abril Educacao  a company that provides college entrance exam preparation courses  and its shareholders raised 371 million reais ($239 million) in an initial public offering that was priced below the company's expectations.,normal
JPM,J P Morgan Chase & Co,20110722,Dodgers ordered to take league loan to stay afloat ,WILMINGTON  Delaware A judge directed the Los Angeles Dodgers to negotiate a $150 million loan from Major League Baseball to finance their bankruptcy  dealing a blow to embattled team owner Frank McCourt on Friday.,topStory
JPM,J P Morgan Chase & Co,20110722,UPDATE 2-Dodgers ordered to take league loan to stay afloat , * Says league loan will be independent of MLB team control,normal
JPM,J P Morgan Chase & Co,20110722,Dealtalk: Spain's Bankia float defies odds in market storm ,LONDON/MADRID Bankia  knew it had to address the Greek issue head on as it tried to convince investors to buy billions of euros worth of shares in the midst of Europe's sovereign debt storm.,normal
JPM,J P Morgan Chase & Co,20110722,DEALTALK-Spain's Bankia float defies odds in market storm , * Spanish savings bank defied tough markets to raise $4.5 bln,normal
JPM,J P Morgan Chase & Co,20110722,DEALTALK-BoCom's planned brokerage buy could trigger wave of deals , ,normal
JPM,J P Morgan Chase & Co,20110722,UPDATE 1-AIG picks BofA  Citi  JPM for ILFC IPO -source , * IPO could value air leasing unit at $8 bln to $10 bln,normal
JPM,J P Morgan Chase & Co,20110722,Australia's CHAMP seeks buyers for Energy Services , MELBOURNE  July 22 Australia's CHAMP Private Equity is seeking buyers for its International Energy Services (IES) business for a price up to A$375 million ($405 million)  and has had interest from domestic and Asian logistics companies  a source told Reuters on Friday.,normal
JPM,J P Morgan Chase & Co,20110722,AIG picks BofA  Citi  JPM for ILFC IPO -source , * IPO could value air leasing unit at $8 bln to $10 bln,normal
JNJ,Johnson & Johnson,20110722,EU medicines agency backs new drugs from J&J  others , LONDON  July 22 European Medicines Agency statement following monthly meeting of  Committee for Medicinal Products for Human Use (CHMP).,topStory
KEG,Key Energy Services Inc,20110722,UPDATE 1-Basic Energy to make small acquisitions , * Shares down 8 pct   (Adds conference call and analyst comments; updates shares),topStory
KEP,Korea Electric Power Corporation,20110722,UPDATE 2-Japan complains to Mongolia over Tavan Tolgoi bidding , * Japan says 'extremely regrettable' if Japanese firms excluded,topStory
KEP,Korea Electric Power Corporation,20110722,Japan complains to Mongolia over Tavan Tolgoi bidding , TOKYO  July 22 Japan has filed a complaint with Mongolia over the bidding process for its massive Tavan Tolgoi coal development project  charging that its decision about the winners is confusing  government officials told Reuters.,normal
LPL,LG Display Co Ltd,20110722,RPT-LG Display cuts LCD TV market outlook , SEOUL  July 22 (Repeats with no changes)	 Global sales of LCD televisions this year will be well below earlier market estimates of 220 million units  flat-screen maker LG Display's chief executive said  due to economic uncertainty.,topStory
LPL,LG Display Co Ltd,20110722,LG Display cuts LCD TV market outlook , SEOUL  July 22 Global sales of LCD televisions this year will be well below earlier market estimates of 220 million units  flat-screen maker LG Display's chief executive said  due to economic uncertainty.,normal
LNC,Lincoln National Corporation,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,topStory
LYG,Lloyds Banking Group Plc,20110722,REFILE-UK's FSA planning report into HBOS failings , LONDON  July 22 Britain's Financial Services Authority (FSA) is to investigate the failings at UK bank HBOS during the credit crisis  the FSA's chairman Adair Turner said in a letter released this week.,topStory
LYG,Lloyds Banking Group Plc,20110722,PRESS DIGEST - Financial Times - July 22 , Euro zone leaders agreed to a further bail-out for Greece worth 109 billion euros ($156 billion)  a third of which will come in the form of debt swaps or roll overs by private sector bond holders. http://www.ft.com/cms/s/0/952e0326-b3af-11e0-855b-00144feabdc0.html#axzz1SOqBzMST,normal
LYG,Lloyds Banking Group Plc,20110722,PRESS DIGEST - British business - July 22 , Scottish and Southern Energy has become the third big supplier in quick succession to raise prices significantly  and analysts predict that those yet to do so will quickly follow suit.,normal
MTW,Manitowoc Company Inc (The),20110722,Caterpillar profit misses ,NEW YORK Heavy machinery maker Caterpillar Inc disappointed Wall Street with a second-quarter earnings miss on Friday  hurt by higher costs  and its shares fell nearly 6 percent  dragging down the U.S. stock market.,topStory
MTW,Manitowoc Company Inc (The),20110722,UPDATE 6-Caterpillar profit misses  hit by costs; stock off , * Shares down nearly 6 pct  (Updates shares  adds Reuters Insider link),normal
MTW,Manitowoc Company Inc (The),20110722,CORRECTED - UPDATE 5-Caterpillar profit misses  hit by costs; stock off , (Corrects 20th paragraph to show company's initial forecast for 2012 earnings was $8 to $10 per share  not $8 to $12),normal
MAN,ManpowerGroup,20110722,STOCKS NEWS EUROPE-Petroplus rises after Barclays upgrade ,Shares in Petroplus  jump 7.1 percent  outperforming a 0.9 percent rise in the European sector index   after Barclays upgrades the oil refiner's shares to "overweight" from "underweight.",topStory
MAN,ManpowerGroup,20110722,STOCKS NEWS EUROPE-Adecco gains as Manpower beats forecasts ,Shares in the world's largest staffing company Adecco  rise 2.7 percent after U.S. rival Manpower  posts much higher than expected second-quarter results.,normal
MAN,ManpowerGroup,20110722,UPDATE 2-USG People expects govt cuts to continue to bite , * Government spending cuts weigh on sales  profit growth,normal
MMI,Marcus & Millichap Inc,20110722,Icahn: Motorola could split patents and handsets ,NEW YORK Activist investor Carl Icahn urged Motorola to consider splitting off its patent portfolio to cash in on surging interest in wireless technology from companies like Google Inc and Apple Inc.,topStory
MMI,Marcus & Millichap Inc,20110722,UPDATE 5-Icahn: Motorola could split patents and handsets , * Icahn urges Motorola to explore alternatives for patents,normal
MCD,McDonald&#39;s Corporation,20110722,Earnings  hope for debt deal brighten Wall Street ,NEW YORK Investors poured into tech shares on Friday as promising chipmaker earnings and optimism that a solution was on the horizon for the U.S. debt stalemate triggered a move into growth-oriented shares. | Video ,topStory
MCD,McDonald&#39;s Corporation,20110722,US STOCKS-Earnings  hope for US debt deal brighten Wall St , * Dow off 0.3 pct  S&P up 0.09 pct  Nasdaq up 0.9 pct,normal
MCD,McDonald&#39;s Corporation,20110722,US STOCKS-Chipmakers lift tech shares; Caterpillar hits Dow , * Dow off 0.2 pct  S&P up 0.1 pct  Nasdaq up 0.8 pct,normal
MCD,McDonald&#39;s Corporation,20110722,Low prices help McDonald's beat profit expectations ,LOS ANGELES McDonald's Corp  reported a higher-than-expected quarterly profit on Friday as low prices brought in strong sales in Europe and the United States. The company's share price rose 3.1 percent.,normal
MCD,McDonald&#39;s Corporation,20110722,US STOCKS-Dow drops as Caterpillar profit misses view , * Dow off 0.4 pct  S&P off 0.2 pct  Nasdaq up 0.2 pct,normal
MCD,McDonald&#39;s Corporation,20110722,US STOCKS-Markets flat on mixed earnings  Caterpillar slumps , * Dow down 0.1 pct  S&P up 0.1 pct  Nasdaq up 0.4 pct,normal
MCD,McDonald&#39;s Corporation,20110722,US STOCKS-Caterpillar  Microsoft seen leading market lower , * Futures down: Dow 34 pts  S&P 1.4 pt  Nasdaq 10.5 pts,normal
MCD,McDonald&#39;s Corporation,20110722,UPDATE 1-McDonald's profit up on Europe  US sales , LOS ANGELES  July 22 McDonald's Corp  reported quarterly profit that topped analysts' expectations on strength in the Europe and the United States  and shares rose more than 2 percent.,normal
MCD,McDonald&#39;s Corporation,20110722,McDonald's profit up on growth in Europe  US , LOS ANGELES  July 22 McDonald's Corp  reported a higher second-quarter profit on Friday after sales at established restaurants rose 5.9 percent in Europe and 4.5 percent in the United States  its two largest markets.,normal
MTL,Mechel PAO,20110722,Hong Kong IPO Pipeline - July 22 , HONG KONG  July 22 The following are some of the major companies planning initial public offerings on the Hong Kong stock exchange.,topStory
MTG,MGIC Investment Corporation,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,topStory
MS,Morgan Stanley,20110722,E*Trade retains Morgan Stanley to review options ,NEW YORK E*Trade Financial Corp  said on Friday it is hiring Morgan Stanley to review strategic options  two days after Citadel LLC  its largest shareholder  pressed the online brokerage and bank to get a new investment bank and consider a sale.,topStory
MS,Morgan Stanley,20110722,UPDATE 2-E*Trade retains Morgan Stanley to review options , * JPMorgan previously said sale not best option  (Adds no comment from Citadel),normal
MS,Morgan Stanley,20110722,UPDATE 1-E*Trade retains Morgan Stanley to review options , NEW YORK  July 22 E*Trade Financial Corp  on Friday said it is hiring Morgan Stanley to review  strategic options  two days after Citadel LLC  its largest shareholder  pressed the online brokerage and bank to hire a new investment bank and consider a sale.,normal
MS,Morgan Stanley,20110722,Schwab shops modestly but sees E*Trade's potential ,TORONTO Charles Schwab Corp  is limiting itself to looking at modest acquisitions at the moment but does see the consolidation opportunity that would arise if discount broker E*Trade  were to put itself up for sale  Chief Executive Walt Bettinger said on Friday.,normal
MS,Morgan Stanley,20110722,UPDATE 1-Schwab shops modestly but sees E*Trade's potential , * Firm currently eyeing only "modest" acquisition targets,normal
MS,Morgan Stanley,20110722,FACTBOX - Top liquidity providers on Nasdaq , NEW YORK  July 22 Below are the top 10 liquidity providers in Nasdaq and in New York Stock Exchange securities for June 2011  according to Nasdaq OMX Group .,normal
MS,Morgan Stanley,20110722,New Issue-Morgan Stanley sells $2 bln in 2 parts ,  July 22 Morgan Stanley  on Thursday sold $2 billion of senior unsecured notes in two parts  said IFR  a Thomson Reuters service.,normal
MS,Morgan Stanley,20110722,Wealth management expenses weigh on Morgan Stanley ,NEW YORK Senior executives at Morgan Stanley  expressed impatience with the profitability of the company's retail brokerage business on Thursday  despite reporting progress in the unit's joint venture with Citigroup's  Smith Barney.,normal
MS,Morgan Stanley,20110722,CORRECTED - UPDATE 2-Wealth management expenses weigh on Morgan Stanley , (In paragraph 12 corrects comparison periods for decline in broker ranks),normal
MS,Morgan Stanley,20110722,US STOCKS-Futures up on Greece rescue deal  GE rises early , * Futures up: Dow 36 pts  S&P 2.9 pts  Nasdaq 0.5 pt,normal
NEM,Newmont Mining Corporation,20110722,FACTBOX- Labor unrest in copper mines over the past year ,  July 22 Workers at the world's largest copper mine  Chile's Escondida  pressed ahead with a 24-hour strike on Friday in the latest wave of labor unrest to hit copper mines. [ID:nN1E76L0EP],topStory
NMR,Nomura Holdings Inc ADR,20110722,Nomura adds to European FIG DCM with Barclays hire , LONDON  July 22 (IFR) - Nomura has hired Claire Bussiere from Barclays Capital to work in its financial institutions group debt capital markets (DCM) business.,topStory
BTU,Peabody Energy Corporation,20110722,UPDATE 2-Japan complains to Mongolia over Tavan Tolgoi bidding , * Japan says 'extremely regrettable' if Japanese firms excluded,topStory
BTU,Peabody Energy Corporation,20110722,Japan complains to Mongolia over Tavan Tolgoi bidding , TOKYO  July 22 Japan has filed a complaint with Mongolia over the bidding process for its massive Tavan Tolgoi coal development project  charging that its decision about the winners is confusing  government officials told Reuters.,normal
PFE,Pfizer Inc,20110722,Amazon's next billion-dollar business eyed ,SAN FRANCISCO Amazon.com Inc's cloud computing unit may be its next billion-dollar business and analysts will be watching for clues on how fast this secretive unit is growing when the Internet retailer reports results next week.,topStory
PFE,Pfizer Inc,20110722,Amazon's next billion-dollar business eyed ,SAN FRANCISCO Amazon.com  Inc's cloud computing unit may be its next billion-dollar business and analysts will be watching for clues on how fast this secretive unit is growing when the Internet retailer reports results next week.,normal
PFE,Pfizer Inc,20110722,CORRECTED - RPT-PREVIEW-Amazon's next billion-dollar business eyed , (In July 21 story  deletes word "extra" when referring to computing power in paragraphs 2 and 7),normal
PFE,Pfizer Inc,20110722,CORRECTED - PREVIEW-Amazon's next billion-dollar business eyed , (In July 21 story  deletes word "extra" when referring to computing power in paragraphs 2 and 7),normal
PFE,Pfizer Inc,20110722,EU medicines agency backs new drugs from J&J  others , LONDON  July 22 European Medicines Agency statement following monthly meeting of  Committee for Medicinal Products for Human Use (CHMP).,normal
PFE,Pfizer Inc,20110722,Amazon's next billion-dollar business eyed ,SAN FRANCISCO Amazon.com  Inc's cloud computing unit may be its next billion-dollar business and analysts will be watching for clues on how fast this secretive unit is growing when the Internet retailer reports results next week.,normal
PNC,PNC Financial Services Group Inc (The),20110722,IFR-PNC paves way for up to $10 bln of perpetual preferreds , NEW YORK  July 22 (IFR) - PNC Financial Services Group has paved the way for what could be as much as $10bn of perpetual preferred Tier 1 capital issuance in the months ahead  with its $1bn offering at an aggressive 6.75% yield.,topStory
PKX,POSCO,20110722,UPDATE 2-Japan complains to Mongolia over Tavan Tolgoi bidding , * Japan says 'extremely regrettable' if Japanese firms excluded,topStory
PKX,POSCO,20110722,UPDATE 3-POSCO warns of slow steel demand  high costs in H2 , * Q2 operating profit 1.5 trln won vs. 1.46 trln won forecast,normal
PKX,POSCO,20110722,POSCO says not interested in Daewoo Shipbuilding , SEOUL  July 22 POSCO   the world's third-biggest steelmaker  said on Friday that it was not interested in buying Daewoo Shipbuilding & Marine Engineering  .,normal
PKX,POSCO,20110722,POSCO Q2 profit down 17 pct; meets forecast , SEOUL  July 22 POSCO   the world's No.3 steelmaker  reported a 17  percent annual fall in quarterly operating profit  hurt by high raw material costs and cheaper products from Japanese rivals after the March 11 earthquake.,normal
PKX,POSCO,20110722,Japan complains to Mongolia over Tavan Tolgoi bidding , TOKYO  July 22 Japan has filed a complaint with Mongolia over the bidding process for its massive Tavan Tolgoi coal development project  charging that its decision about the winners is confusing  government officials told Reuters.,normal
PDS,Precision Drilling Corporation,20110722,CANADA STOCKS-TSX hits near 7-week high on commodity price jump , * Mining  energy drive gains as resource prices rally  (Adds further details),topStory
PDS,Precision Drilling Corporation,20110722,UPDATE 4-Unconventional oil rush lifts Precision profit , * Shares rise 7 percent to near 3-year high  (Adds CEO comments),normal
PLD,Prologis Inc,20110722,S'pore says no action taken against GLP for not disclosing ProLogis accord , SINGAPORE  July 22 Singapore's regulator said on Friday it would not take action against Global Logistic Properties (GLP)   which owns warehouses in Japan and China  for not disclosing information about a non-competition arrangement with ProLogis .,topStory
PJH,Prudential Financial Inc,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,topStory
PRH,Prudential Financial Inc,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,topStory
PRU,Prudential Financial Inc,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,topStory
RJF,Raymond James Financial Inc,20110722,Blackstone  Stifel  others eye Morgan Keegan ,NEW YORK Blackstone Group LP   Carlyle Group and Stifel Financial Corp  are among the firms expected to submit initial bids on Monday for Morgan Keegan  the brokerage unit of Regions Financial Corp   sources familiar with the situation said.,topStory
RJF,Raymond James Financial Inc,20110722,UPDATE 4-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds analyst comment  Regions declining to comment),normal
RJF,Raymond James Financial Inc,20110722,UPDATE 2-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds details about auction  Raymond James declining comment),normal
RF,Regions Financial Corporation,20110722,Blackstone  Stifel  others eye Morgan Keegan ,NEW YORK Blackstone Group LP   Carlyle Group and Stifel Financial Corp  are among the firms expected to submit initial bids on Monday for Morgan Keegan  the brokerage unit of Regions Financial Corp   sources familiar with the situation said.,topStory
RF,Regions Financial Corporation,20110722,UPDATE 4-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds analyst comment  Regions declining to comment),normal
RF,Regions Financial Corporation,20110722,UPDATE 2-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds details about auction  Raymond James declining comment),normal
RIO,Rio Tinto Plc,20110722,UPDATE 1-Namibia plans 17 pct mining tax hike to boost revenue , * Excludes diamond mining companies from hike   (Adds details),topStory
COL,Rockwell Collins Inc,20110722,Feeling the heat on debt  earnings ,NEW YORK New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,topStory
COL,Rockwell Collins Inc,20110722,Wall St Week Ahead-Feeling the heat on U.S. debt  earnings , NEW YORK  July 22 New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the U.S. debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,normal
COL,Rockwell Collins Inc,20110722,Aerospace execs say mergers key to growth: survey ,ATLANTA Many aerospace and defense companies plan to use the cash on their balance sheets to acquire companies and expand into new markets as U.S. defense spending comes under pressure  a survey of executives by audit and advisory firm KPMG found.,normal
COL,Rockwell Collins Inc,20110722,Aerospace execs say mergers key to growth - survey , ATLANTA  July 22 Many aerospace and defense companies plan to use the cash on their balance sheets to acquire companies and expand into new markets as U.S. defense spending comes under pressure  a survey of executives by audit and advisory firm KPMG found.,normal
COL,Rockwell Collins Inc,20110722,UPDATE 3-Rockwell Collins profit misses; sales view is cut , ATLANTA  July 22 Aircraft supplier Rockwell Collins Inc  missed quarterly profit estimates on Friday and cut its full-year sales outlook due to delays in funding tied to U.S. government work  sending its shares down more than 4 percent.,normal
COL,Rockwell Collins Inc,20110722,CORRECTED - UPDATE1-Rockwell Collins profit rises  sales view cut , ATLANTA  July 22 Aircraft supplier Rockwell Collins Inc  reported a higher quarterly profit on strength in its commercial business  but cut its full-year sales outlook due to delays in funding tied to U.S. government work.,normal
RY,Royal Bank Of Canada,20110722,Dealtalk: Maple-TMX talks could lower regulatory hurdles ,TORONTO Talks between Toronto Stock Exchange operator TMX Group  and a consortium of Canadian financial heavyweights could result in the former adversaries reaching a friendly deal that would help overcome key competition hurdles.,topStory
RY,Royal Bank Of Canada,20110722,DEALTALK-Maple-TMX talks could lower regulatory hurdles , TORONTO  July 22 Talks between Toronto Stock Exchange operator TMX Group  and a consortium of Canadian financial heavyweights could result in the former adversaries reaching a friendly deal that would help overcome key competition hurdles.,normal
RBS,Royal Bank Scotland plc (The),20110722,REFILE-UK's FSA planning report into HBOS failings , LONDON  July 22 Britain's Financial Services Authority (FSA) is to investigate the failings at UK bank HBOS during the credit crisis  the FSA's chairman Adair Turner said in a letter released this week.,topStory
SSL,Sasol Ltd,20110722,S.Africa's main fuel union cuts demands to end strike , JOHANNESBURG  July 22 South Africa's main petroleum sector union lowered its pay increase demand to 9.5 percent from 13 percent in a bid to end a two-week strike which disturbed supplies of fuel in Africa's biggest economy  it said on Friday.,topStory
SCG,Scana Corporation,20110722,Santee Cooper finds 3rd partner for new nuclear plant , HOUSTON  July 22 South Carolina's state-owned electric utility on Friday said it signed a letter of intent with a third potential partner that wants to buy power from two new nuclear reactors to be built later this decade.,topStory
SLB,Schlumberger NV,20110722,Schlumberger quarterly results jump  shares rise ,NEW YORK/SAN FRANCISCO Schlumberger Ltd  beat estimates with a 64 percent jump in profit on strong U.S. demand and deepwater drilling  while international activity showed clear signs of improvement after a long wait.,topStory
SLB,Schlumberger NV,20110722,UPDATE 4-Schlumberger quarterly results jump  shares rise , * Sees deepwater pricing power  international improvement,normal
SNE,Sony Corp Ord,20110722,Stan Lee reveals details of new comic "Seekers" ,SAN DIEGO Comic book legend Stan Lee on Friday revealed details of his new web-based  digital series "The Seekers " saying it is set in modern times on an Earth in danger of imminent destruction.,topStory
SNE,Sony Corp Ord,20110722,Stan Lee reveals details of new comic "Seekers" , SAN DIEGO  July 22 Comic book legend Stan Lee on Friday revealed details of his new web-based  digital series "The Seekers " saying it is set in modern times on an Earth in danger of imminent destruction.,normal
SNE,Sony Corp Ord,20110722,Sony insurer sues to deny data breach coverage ,NEW YORK/TOKYO One of Sony Corp's insurers has asked a court to declare that it does not have to pay to defend the media and electronics conglomerate from mounting legal claims related to a massive data breach earlier this year.,normal
SNE,Sony Corp Ord,20110722,UPDATE 2-Sony insurer sues to deny data breach coverage , (Changes dateline; adds Sony comment in paragraphs 5  12),normal
SNE,Sony Corp Ord,20110722,Japanese tech giants aim to bounce back from quake ,TOKYO Japan's major consumer electronics makers are expected to show April-June earnings collapsed due to the March earthquake  but focus is turning to whether they can meet their forecasts for a swift recovery  given a fragile global economy.,normal
SNE,Sony Corp Ord,20110722,TABLE-Japan electronics firms earnings preview , TOKYO  July 22     Japan's top electronics makers report their earnings for April-June  the period following the devastating earthquake and tsunami  next week.,normal
SF,Stifel Financial Corporation,20110722,Blackstone  Stifel  others eye Morgan Keegan ,NEW YORK Blackstone Group LP   Carlyle Group and Stifel Financial Corp  are among the firms expected to submit initial bids on Monday for Morgan Keegan  the brokerage unit of Regions Financial Corp   sources familiar with the situation said.,topStory
SF,Stifel Financial Corporation,20110722,UPDATE 4-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds analyst comment  Regions declining to comment),normal
SF,Stifel Financial Corporation,20110722,UPDATE 2-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds details about auction  Raymond James declining comment),normal
STI,SunTrust Banks Inc,20110722,SunTrust posts profit; expense cuts loom ,CHARLOTTE  North Carolina SunTrust Banks Inc  posted its fourth straight quarterly profit as loan losses fell  but Chief Executive Bill Rogers pledged to cut expenses amid a dim outlook for revenue growth industrywide.,topStory
STI,SunTrust Banks Inc,20110722,UPDATE 4-SunTrust posts profit; expense cuts loom , * Shares rise in afternoon trading  (Adds details on revenues  analyst comment; updates share price),normal
STI,SunTrust Banks Inc,20110722,SunTrust posts profit on better credit ,CHARLOTTE  North Carolina SunTrust Banks Inc  reported a second-quarter profit  setting aside less for loan losses and earning more in interest from loans.,normal
SPN,Superior Energy Services Inc,20110722,UPDATE 1-Basic Energy to make small acquisitions , * Shares down 8 pct   (Adds conference call and analyst comments; updates shares),topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110722,ADR Report-Tech shares help lift ADRs after robost earnings , NEW YORK  July 22 Tech shares helped lead gains in U.S.-listed shares of overseas companies on Friday as robust results from U.S. chipmakers including SanDisk  and Advanced Micro Devices  lifted the outlook for the sector.,topStory
TEX,Terex Corporation,20110722,Caterpillar profit misses ,NEW YORK Heavy machinery maker Caterpillar Inc disappointed Wall Street with a second-quarter earnings miss on Friday  hurt by higher costs  and its shares fell nearly 6 percent  dragging down the U.S. stock market.,topStory
TEX,Terex Corporation,20110722,UPDATE 6-Caterpillar profit misses  hit by costs; stock off , * Shares down nearly 6 pct  (Updates shares  adds Reuters Insider link),normal
TEX,Terex Corporation,20110722,CORRECTED - UPDATE 5-Caterpillar profit misses  hit by costs; stock off , (Corrects 20th paragraph to show company's initial forecast for 2012 earnings was $8 to $10 per share  not $8 to $12),normal
TEX,Terex Corporation,20110722,Caterpillar 2nd-quarter profit rises 44 percent , NEW YORK  July 22 Heavy machinery maker Caterpillar Inc  reported a 44 percent earnings increase on Friday  raised its full-year sales and profit forecasts to reflect its acquisition of Bucyrus  and said demand was improving around the world.,normal
