AVAV,AeroVironment Inc,20110907,UPDATE 1-AeroVironment Q1 beats Wall Street view , Sept 7 - AeroVironment Inc posted a first-quarter profit as revenue rose 62 percent on higher sales of its drones.,topStory
GE,General Electric Company,20110907,NBC reporter Andrea Mitchell has breast cancer , WASHINGTON  Sept 7 Andrea Mitchell  NBC's chief foreign affairs correspondent and wife of former Federal Reserve Chairman Alan Greenspan  said on her TV program on Wednesday that she has breast cancer.,normal
GE,General Electric Company,20110907,GE to "vigorously contest" mortgage lawsuit ,BOSTON General Electric Co  said it would "vigorously contest" a lawsuit by the Federal Housing Finance Agency  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
GE,General Electric Company,20110907,UPDATE 1-GE to 'vigorously contest' U.S. mortgage lawsuit , BOSTON  Sept 7 General Electric Co  said it would "vigorously contest" a lawsuit by a U.S. regulator  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
GE,General Electric Company,20110907,Boeing engine too small  says Pratt ,WASHINGTON Pratt & Whitney warned Boeing on Tuesday it may have to rethink its strategy for competing with Airbus in a $2 trillion segment of the jet market because the engine it has chosen from rival GE  is too small.,normal
GE,General Electric Company,20110907,RPT-FEATURE-Education trap threatens Panama's economic boom , * Fast-growing economy has some of world's worst schooling,normal
GM,General Motors Company,20110907,Exclusive: GM  UAW chiefs meet  talks heat up ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,topStory
GM,General Motors Company,20110907,GM aims to move "pension risk" off table ,DETROIT General Motors Co  recognizes that its pension deficit represents a risk to the company that management is hoping to take "off the table" for investors  Vice Chairman Steve Girsky said on Wednesday.,normal
GM,General Motors Company,20110907,GM CEO  UAW chief meet; contract talks intensify: sources ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
GM,General Motors Company,20110907,UPDATE 1-GM CEO  UAW chief meet;contract talks intensify-sources , * Ford talks moving slower-sources  (Adds GM vice chairman comment  additional detail from sources),normal
GM,General Motors Company,20110907,GM CEO  UAW chief meet as contract talks intensify-sources , DETROIT  Sept 7 Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
GM,General Motors Company,20110907,UPDATE 1-GM aims to move "pension risk" off table ,* Analyst: Pension deficit may be largest call on GM's cash,normal
GM,General Motors Company,20110907,Saab seeks breathing space of bankruptcy protection ,AMSTERDAM/STOCKHOLM Sweden's Saab sought court protection from creditors on Wednesday to avoid being pushed into bankruptcy in a worsening of a crisis which it hopes will be solved by Chinese investment.,normal
GM,General Motors Company,20110907,Newsmaker: Saab CEO  eternal optimist  seeks a savior ,AMSTERDAM Victor Muller  the man who came to Saab's rescue the last time it was on the brink of collapse  is famous for his unbounded optimism  but even fans of the marque wonder if the 51-year-old car enthusiast may have to admit defeat.,normal
GM,General Motors Company,20110907,UPDATE 5-Saab seeks breathing space of bankruptcy protection , * China's Youngman investment will not be approved -paper,normal
GM,General Motors Company,20110907,NEWSMAKER-Saab CEO  eternal optimist  seeks a saviour , AMSTERDAM  Sept 7 Victor Muller  the man who came to Saab's rescue the last time it was on the brink of collapse  is famous for his unbounded optimism  but even fans of the marque wonder if the 51-year-old car enthusiast may have to admit defeat.,normal
GNW,Genworth Financial Inc,20110907,UPDATE 2-MGIC writes more insurance  delinquencies fall , * Number of delinquent loans drop   (Adds details on cures),topStory
GG,Goldcorp Inc,20110907,CANADA STOCKS-TSX rebounds as concern over EU debt crisis eases , TORONTO  Sept 7 Toronto's main stock market index rose on Wednesday after three days of losses  on hopes the European debt crisis might ease after Germany's top court smoothed the way for Berlin's participation in bailout packages.,topStory
GS,Goldman Sachs Group Inc (The),20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the government has largely left alone.,topStory
GS,Goldman Sachs Group Inc (The),20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the U.S. government has largely left alone.,normal
GS,Goldman Sachs Group Inc (The),20110907,MOVES-BofA  Towers Watson  Mirae Asset  Newedge , Sept 7 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
GS,Goldman Sachs Group Inc (The),20110907,Wal-Mart international CEO sees Japan acquisitions ,CHICAGO Wal-Mart Stores Inc  could use some acquisitions to help increase its business in Japan  Doug McMillon  president and chief executive of Walmart International  said on Wednesday.,normal
GS,Goldman Sachs Group Inc (The),20110907,UPDATE 1-Wal-Mart international CEO sees Japan acquisitions , CHICAGO  Sept 7 Wal-Mart Stores Inc  could use some acquisitions to help increase its business in Japan  Doug McMillon  president and chief executive of Walmart International  said on Wednesday.,normal
GS,Goldman Sachs Group Inc (The),20110907,UPDATE 1-Goldman  Pirelli may share any Prysmian fine by EU , * Goldman and Pirelli have owned Prysmian in probe period,normal
GS,Goldman Sachs Group Inc (The),20110907,Prysmian may share any EU fine with Goldman  Pirelli , * Former owners Goldman Sachs  Pirelli get EU charge sheet,normal
GS,Goldman Sachs Group Inc (The),20110907,REFILE-UPDATE 1-Buyout fund PEP eyes sale of NZ Griffin's Foods - sources , * The deal could value Griffin's at up to $750 million-source,normal
GS,Goldman Sachs Group Inc (The),20110907,RPT-Buyout fund PEP eyes sale of NZ Griffin's Foods -sources , HONG KONG/SYDNEY  Sept 7 Private equity group Pacific Equity Partners (PEP) has appointed investment banks to advise on the potential sale of New Zealand snack food business Griffin's Foods  sources familiar with the  matter told Reuters ,normal
GS,Goldman Sachs Group Inc (The),20110907,Buyout fund PEP eyes sale of NZ Griffin's Foods -sources , HONG KONG/SYDNEY  Sept 7 Private equity group Pacific Equity Partners (PEP) has appointed investment banks to advise on the potential sale of New Zealand snack food business Griffin's Foods  sources familiar with the  matter told Reuters ,normal
TV,Grupo Televisa SA,20110907,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST      PREV ------------------------------------------------------------------- SEP09 0800/1300  inflation  (headline)     Aug     0.23   0.48 pct SEP12 0800/1300  gross fixed invest  m/m   Jun         ,topStory
HAL,Halliburton Company,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
HAL,Halliburton Company,20110907,UPDATE 1-Baker Hughes targets emerging Chinese oil players ,   * Smaller China oil players best chance for oil svc firms,normal
HCA,HCA Healthcare Inc,20110907,Tech IPOs could lead the way post-Labor Day ,NEW YORK It's been a rough summer for U.S. initial public offerings after the stock market nosedived  but tech issues could see strong demand after bankers and fund managers return from vacation in September.,topStory
HES,Hess Corporation,20110907,Iraq OKs six more companies for 4th energy bid , BAGHDAD  Sept 7 Iraq has approved six more energy companies to participate in its 4th energy auction  raising the number of pre-qualified bidders to 46  a senior oil ministry official said on Wednesday.,topStory
HES,Hess Corporation,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),normal
HES,Hess Corporation,20110907,UPDATE 2-CONSOL  Hess  to form Utica shale partnership , * JV terms may affect pending deals-analyst  (Dateline previously NEW YORK  adds background  analyst comment),normal
HES,Hess Corporation,20110907,UPDATE 1-PDC Energy enters Ohio's Utica shale  shares rise , * May raise total Utica leasehold to 80 000-100 000 net acres by 2012-end,normal
HFC,HollyFrontier Corporation,20110907,FACTBOX-U.S. refineries' autumn maintenance schedule , Sept 7 Autumn turnarounds will be especially heavy in the U.S. Midwest region where refiners have been running near full-tilt this summer to take advantage of unprecedented margins as the discount of the U.S. benchmark crude  West Texas Intermediate  against London's Brent deepened.,topStory
HMC,Honda Motor Company Ltd,20110907,Exclusive: GM  UAW chiefs meet  talks heat up ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,topStory
HMC,Honda Motor Company Ltd,20110907,GM CEO  UAW chief meet; contract talks intensify: sources ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
HMC,Honda Motor Company Ltd,20110907,UPDATE 1-GM CEO  UAW chief meet;contract talks intensify-sources , * Ford talks moving slower-sources  (Adds GM vice chairman comment  additional detail from sources),normal
HMC,Honda Motor Company Ltd,20110907,GM CEO  UAW chief meet as contract talks intensify-sources , DETROIT  Sept 7 Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
HMC,Honda Motor Company Ltd,20110907,Guangzhou Auto says Japan JV sales return to normal , XIAMEN  China  Sept 7 Guangzhou Automobile Group Co Ltd (GAC) said on Wednesday that car sales at its Japanese joint ventures have  returned to normal  recovering from supply chain disruptions caused by Japan's massive earthquake and tsunami in March.,normal
HMC,Honda Motor Company Ltd,20110907,WRAPUP 1-India car demand slides  majors mull price hikes , * Rising cost of raw materials forcing automakers to review prices,normal
HPQ,HP Inc,20110907,Analysis: Exits show how few women make it to CEO in U.S. ,BOSTON For advocates of gender equality  this week's ouster of two of Corporate America's most powerful women served as a reminder of how little progress U.S. companies have made in promoting women to executive positions.,topStory
HSBC,HSBC Holdings plc,20110907,U.S. judge rejects an HSBC settlement in Madoff case ,NEW YORK A Manhattan federal judge rejected HSBC Holdings Plc's proposed $62.5 million settlement with investors in an Irish fund that lost money in Bernard Madoff's Ponzi scheme.,topStory
HSBC,HSBC Holdings plc,20110907,US judge rejects an HSBC settlement in Madoff case , * Judge: $62.5 mln accord not fair  reasonable or adequate,normal
HSBC,HSBC Holdings plc,20110907,UK banks face costly rewrite of "death plans" , LONDON  Sept 7 Britain's plans to shield taxpayers from the risk of possible future failures by high street banks will trigger a costly and fundamental rewriting of lenders' so-called "living wills.",normal
HSBC,HSBC Holdings plc,20110907,European shares bounce back , * FTSEurofirst 300 rises 2 percent  bouncing from two-year closing low,normal
HSBC,HSBC Holdings plc,20110907,TEXT-Fitch rates Royal London Cash Plus Fund 'AAA'/'V1' , (The following statement was released by the rating agency),normal
HSBC,HSBC Holdings plc,20110907,HSBC to cut 3 000 jobs in Hong Kong ,HONG KONG/LONDON HSBC    Europe's biggest bank  is to cut 3 000 jobs in Hong Kong over the next three years as it targets its first wave of an aggressive cost-cutting plan on five countries.,normal
HSBC,HSBC Holdings plc,20110907,UPDATE 2-HSBC to cut 3 000 jobs in Hong Kong , * U.S.  Mexico  Brazil  Canada also in first wave of revamp   (Adds comments from Asia CEO  details),normal
HSBC,HSBC Holdings plc,20110907,HSBC to cut 3 000 jobs in Hong Kong in 3 yrs - HK radio , HONG KONG  Sept 7 HSBC Holdings Plc     Europe's biggest bank  plans to cut 3 000 jobs in Hong Kong over the next three years  Radio Television Hong Kong reported on Wednesday.,normal
HSEA,HSBC Holdings plc,20110907,U.S. judge rejects an HSBC settlement in Madoff case ,NEW YORK A Manhattan federal judge rejected HSBC Holdings Plc's proposed $62.5 million settlement with investors in an Irish fund that lost money in Bernard Madoff's Ponzi scheme.,topStory
HSEA,HSBC Holdings plc,20110907,US judge rejects an HSBC settlement in Madoff case , * Judge: $62.5 mln accord not fair  reasonable or adequate,normal
HSEA,HSBC Holdings plc,20110907,UK banks face costly rewrite of "death plans" , LONDON  Sept 7 Britain's plans to shield taxpayers from the risk of possible future failures by high street banks will trigger a costly and fundamental rewriting of lenders' so-called "living wills.",normal
HSEA,HSBC Holdings plc,20110907,European shares bounce back , * FTSEurofirst 300 rises 2 percent  bouncing from two-year closing low,normal
HSEA,HSBC Holdings plc,20110907,TEXT-Fitch rates Royal London Cash Plus Fund 'AAA'/'V1' , (The following statement was released by the rating agency),normal
HSEA,HSBC Holdings plc,20110907,HSBC to cut 3 000 jobs in Hong Kong ,HONG KONG/LONDON HSBC    Europe's biggest bank  is to cut 3 000 jobs in Hong Kong over the next three years as it targets its first wave of an aggressive cost-cutting plan on five countries.,normal
HSEA,HSBC Holdings plc,20110907,UPDATE 2-HSBC to cut 3 000 jobs in Hong Kong , * U.S.  Mexico  Brazil  Canada also in first wave of revamp   (Adds comments from Asia CEO  details),normal
HSEA,HSBC Holdings plc,20110907,HSBC to cut 3 000 jobs in Hong Kong in 3 yrs - HK radio , HONG KONG  Sept 7 HSBC Holdings Plc     Europe's biggest bank  plans to cut 3 000 jobs in Hong Kong over the next three years  Radio Television Hong Kong reported on Wednesday.,normal
HSEB,HSBC Holdings plc,20110907,U.S. judge rejects an HSBC settlement in Madoff case ,NEW YORK A Manhattan federal judge rejected HSBC Holdings Plc's proposed $62.5 million settlement with investors in an Irish fund that lost money in Bernard Madoff's Ponzi scheme.,topStory
HSEB,HSBC Holdings plc,20110907,US judge rejects an HSBC settlement in Madoff case , * Judge: $62.5 mln accord not fair  reasonable or adequate,normal
HSEB,HSBC Holdings plc,20110907,UK banks face costly rewrite of "death plans" , LONDON  Sept 7 Britain's plans to shield taxpayers from the risk of possible future failures by high street banks will trigger a costly and fundamental rewriting of lenders' so-called "living wills.",normal
HSEB,HSBC Holdings plc,20110907,European shares bounce back , * FTSEurofirst 300 rises 2 percent  bouncing from two-year closing low,normal
HSEB,HSBC Holdings plc,20110907,TEXT-Fitch rates Royal London Cash Plus Fund 'AAA'/'V1' , (The following statement was released by the rating agency),normal
HSEB,HSBC Holdings plc,20110907,HSBC to cut 3 000 jobs in Hong Kong ,HONG KONG/LONDON HSBC    Europe's biggest bank  is to cut 3 000 jobs in Hong Kong over the next three years as it targets its first wave of an aggressive cost-cutting plan on five countries.,normal
HSEB,HSBC Holdings plc,20110907,UPDATE 2-HSBC to cut 3 000 jobs in Hong Kong , * U.S.  Mexico  Brazil  Canada also in first wave of revamp   (Adds comments from Asia CEO  details),normal
HSEB,HSBC Holdings plc,20110907,HSBC to cut 3 000 jobs in Hong Kong in 3 yrs - HK radio , HONG KONG  Sept 7 HSBC Holdings Plc     Europe's biggest bank  plans to cut 3 000 jobs in Hong Kong over the next three years  Radio Television Hong Kong reported on Wednesday.,normal
IBM,International Business Machines Corporation,20110907,UPDATE 1-IBM  3M to develop new adhesives to package chips , * Says 100 separate chips can be layered together to make a microprocessor,topStory
IP,International Paper Company,20110907,Text-S&P:International Paper unchanged by acquisition ,(The following statement was released by the rating agency.),topStory
IP,International Paper Company,20110907,PRESS DIGEST - Wall Street Journal - Sept 7 , Sept 7 The following were the top stories in The Wall Street Journal on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
IVZ,Invesco Plc,20110907,BlackRock names Wiedman to head iShares ETF unit , BOSTON  Sept 7 BlackRock Inc   the world's largest asset manager  named Mark Wiedman to head its $632 billion iShares exchange-traded fund unit.,topStory
JPM,J P Morgan Chase & Co,20110907,Cerberus-owned NewPage files for Chapter 11 ,WILMINGTON  Del./NEW YORK NewPage Corp   the biggest maker of magazine paper in North America  filed for bankruptcy on Wednesday  succumbing to falling demand as advertisers and readers move online.,topStory
JPM,J P Morgan Chase & Co,20110907,UPDATE 6-Cerberus-owned NewPage files for Chapter 11 , * Largest non-financial U.S. bankruptcy in two years  (Adds names of lenders),normal
JPM,J P Morgan Chase & Co,20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the government has largely left alone.,normal
JPM,J P Morgan Chase & Co,20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the U.S. government has largely left alone.,normal
JPM,J P Morgan Chase & Co,20110907,Appeals court rejects mortgage database suit ,SAN FRANCISCO A lawsuit accusing several mortgage lenders of fraud over home loans maintained within the industry's private electronic database cannot proceed  according to a U.S. appeals court ruling.,normal
JPM,J P Morgan Chase & Co,20110907,UPDATE 2-U.S. appeals court rejects mortgage database suit , * Several lenders targeted  including BofA and JPMorgan,normal
JPM,J P Morgan Chase & Co,20110907,U.S. appeals court rejects mortgage database suit ,SAN FRANCISCO A U.S. appeals court dismissed a lawsuit against several mortgage lenders over home loans maintained within the industry's private electronic database  according to a ruling.,normal
JPM,J P Morgan Chase & Co,20110907,GE to "vigorously contest" mortgage lawsuit ,BOSTON General Electric Co  said it would "vigorously contest" a lawsuit by the Federal Housing Finance Agency  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
JPM,J P Morgan Chase & Co,20110907,UPDATE 1-GE to 'vigorously contest' U.S. mortgage lawsuit , BOSTON  Sept 7 General Electric Co  said it would "vigorously contest" a lawsuit by a U.S. regulator  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
JPM,J P Morgan Chase & Co,20110907,J.P. Morgan appoints Southeast Asia treasury team , KUALA LUMPUR  Sept 7 Global financial services provider J.P. Morgan is strengthening its Southeast Asia treasury services by appointing three new regional heads.,normal
JCP,JC Penney Company Inc Holding Company,20110907,Starbucks CEO campaigns to end Washington gridlock ,LOS ANGELES Starbucks Corp Chief Executive Howard Schultz called on Americans on Tuesday to deluge U.S. lawmakers with demands to end the partisan gridlock that he said is paralyzing Washington.,topStory
SJM,JM Smucker Company (The),20110907,Restructuring questions loom for P&G executives ,CHICAGO Top Procter & Gamble Co  executives can expect to be peppered with questions about an impending restructuring when they speak with investors at a major industry conference on Thursday.,topStory
SJM,JM Smucker Company (The),20110907,Restructuring questions loom for P&G executives , CHICAGO  Sept 7 Top Procter & Gamble Co  executives can expect to be peppered with questions about an impending restructuring when they speak with investors at a major industry conference on Thursday.,normal
JNJ,Johnson & Johnson,20110907,U.S. FDA advisory meetings through Nov. 16 , THIS DIARY IS FILED AS THE FOOD AND DRUG ADMINISTRATION UPDATES ITS SCHEDULE. ALL ITEMS EDT/GMT UNTIL NOV. 6.,topStory
JNJ,Johnson & Johnson,20110907,Will bargain Bayer attract a buyer after setback? ,FRANKFURT One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,normal
JNJ,Johnson & Johnson,20110907,Will bargain Bayer attract a buyer after setback? , FRANKFURT  Sept 7 One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,normal
JNJ,Johnson & Johnson,20110907,J&J's prostate cancer drug approved in EU ,LONDON Johnson & Johnson's prostate cancer drug Zytiga has been approved in the European Union  paving the way for the launch of a new treatment for men whose disease has progressed after chemotherapy  the company said on Wednesday.,normal
JNJ,Johnson & Johnson,20110907,India's Aurobindo Pharma inks JV with Russia's Diod for generic  OTC products , * JV to make  sell generic  OTC products in Russia  Belarus  Kazakhstan,normal
KMI,Kinder Morgan Inc,20110907,Tech IPOs could lead the way post-Labor Day ,NEW YORK It's been a rough summer for U.S. initial public offerings after the stock market nosedived  but tech issues could see strong demand after bankers and fund managers return from vacation in September.,topStory
KKR,KKR & Co LP,20110907,KKR-backed Seven West mulls $2.1 bln debt refinance - Basis Point , SYDNEY  Sept 7 Australian media company Seven West Media   part-owned by global buyout fund KKR    is going through bank proposals to refinance up to A$2 billion ($2.1 billion) of maturing debt  Basis Point reported on Wednesday  citing a source familiar with the matter.,topStory
KKR,KKR & Co LP,20110907,CORRECTED-UPDATE 1-CVC weighs $3.7 bln debt refinancing at Nine-sources , (Corrects Seven West symbol in para 19  share price drop in para 21),normal
KOS,Kosmos Energy Ltd,20110907,Kosmos to list in Ghana by end of year-regulator , * Regulator says commodity exchange seen operational by Sept 2012,topStory
KR,Kroger Company (The),20110907,Grocer Supervalu selling 107 fuel centers , LOS ANGELES  Sept 7 Grocer Supervalu Inc  on Wednesday said it has struck four separate deals to sell a total of 107 U.S. fuel centers  moves aimed at generating cash.,topStory
KT,KT Corporation,20110907,BRIEF-Moody's: Korean telecoms competition to rise with 1.8GHz auction , * Moody's: Korean telecoms competition to rise with 1.8GHz auction,topStory
LLL,L3 Technologies Inc,20110907,RPT-U.S. safer 10 years after 9/11  but at what cost? , NEW YORK  Sept 7 Tourists flock to Times Square for the bright lights and Broadway shows. There they find another spectacle: helmeted police with machine guns patrolling the subway station on the lookout for would-be bombers and gunmen.,topStory
LM,Legg Mason Inc,20110907,S&P met with bond investors before U.S. debt downgrade: report ,Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,topStory
LM,Legg Mason Inc,20110907,S&P met with bond investors before US debt downgrade - WSJ , Sept 7 Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,normal
LMHA,Legg Mason Inc,20110907,S&P met with bond investors before U.S. debt downgrade: report ,Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,topStory
LMHA,Legg Mason Inc,20110907,S&P met with bond investors before US debt downgrade - WSJ , Sept 7 Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,normal
LMHB,Legg Mason Inc,20110907,S&P met with bond investors before U.S. debt downgrade: report ,Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,topStory
LMHB,Legg Mason Inc,20110907,S&P met with bond investors before US debt downgrade - WSJ , Sept 7 Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,normal
LYG,Lloyds Banking Group Plc,20110907,National Australia Bank UK exit not imminent-report , SYDNEY  Sept 8 National Australia Bank's  potential exit from Britain  through the sale of its UK operations is not imminent  The Australian Financial Review reported on Thursday citing sources close to the bank.,topStory
LYG,Lloyds Banking Group Plc,20110907,UK banks face costly rewrite of "death plans" , LONDON  Sept 7 Britain's plans to shield taxpayers from the risk of possible future failures by high street banks will trigger a costly and fundamental rewriting of lenders' so-called "living wills.",normal
LMT,Lockheed Martin Corporation,20110907,Boeing boosts overseas defense sale target ,WASHINGTON Boeing Co > expects up to 30 percent of its security-related sales to come from abroad by 2013  a greater share than previously projected  the head of the company's defense unit said on Wednesday.,topStory
LMT,Lockheed Martin Corporation,20110907,U.S. defense firms face relentless cyberattacks ,WASHINGTON U.S. defense industries are facing relentless  sophisticated foreign attacks on their computer networks  a threat company leaders say poses a risk of significant damage and may require the government to take greater protective action.,normal
LMT,Lockheed Martin Corporation,20110907,NASA spacecraft to probe the inside of the moon ,CAPE CANAVERAL  Florida More than 100 spacecraft have been to the moon  including six with U.S. astronauts  but one key piece of information about Earth's natural satellite is still missing -- what's inside. | Video ,normal
LMT,Lockheed Martin Corporation,20110907,NASA spacecraft to probe the inside of the moon , CAPE CANAVERAL  Fla.  Sept 7 More than 100 spacecraft have been to the moon  including six with U.S. astronauts  but one key piece of information about Earth's natural satellite is still missing -- what's inside.,normal
LMT,Lockheed Martin Corporation,20110907,BAE sees no bold deals near term: U.S. CEO ,WASHINGTON BAE Systems Plc  is looking at acquisitions but is being very cautious at a time when the industry grapples with the prospect of sharp cuts in military spending  the head of the company's U.S. operations said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20110907,More cuts would hurt defense sector: Pentagon ,WASHINGTON The defense industry would face devastating consequences if Congress fails to find a solution for reducing U.S. budget deficits by the end of the year  the Pentagon's industrial policy chief said.,normal
LMT,Lockheed Martin Corporation,20110907,China repeats opposition to U.S. arms sales to Taiwan ,BEIJING China repeated its opposition to U.S. arms sales to Taiwan on Wednesday  saying they put the peaceful Sino-U.S. relationship at risk  as the Obama administration's decision on a weapons deal for the self-ruled island draws near.,normal
LMT,Lockheed Martin Corporation,20110907,TEXT-Fitch rates Lockheed Martin's new notes 'A-' , (The following statement was released by the rating agency),normal
LMT,Lockheed Martin Corporation,20110907,UPDATE 1-China repeats opposition to U.S. arms sales to Taiwan , BEIJING  Sept 7 China repeated its opposition to U.S. arms sales to Taiwan on Wednesday  saying they put the peaceful Sino-U.S. relationship at risk  as the Obama administration's decision on a weapons deal for the self-ruled island draws near.,normal
LMT,Lockheed Martin Corporation,20110907,Lockheed CEO eyes new F-16s for Taiwan ,WASHINGTON Granting Taiwan's politically sensitive request for new F-16 fighter aircraft would merely maintain the island's air power capabilities  not boost them  the chief executive of Lockheed Martin Corp   the plane's manufacturer  said on Tuesday.,normal
MRO,Marathon Oil Corporation,20110907,FACTBOX-TS Nate forms as US Gulf energy restarts post-Lee , Sept 7 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico were restoring production on Wednesday in the wake of Tropical Storm Lee as Tropical Storm Nate formed over the Bay of Campeche.,topStory
MRO,Marathon Oil Corporation,20110907,Polish PGNiG hits gas on its shale licence , * Talks to Chevron  Marathon on potential license stake deals,normal
MRO,Marathon Oil Corporation,20110907,FACTBOX-US Gulf offshore energy restart continues , Sept 6 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico restaffed platforms on Tuesday after high winds and rough seas in the aftermath of Tropical Storm Lee died down and helicopters could ferry workers back to the offshore oil patch.,normal
MMI,Marcus & Millichap Inc,20110907,Verizon sets launch for delayed Motorola Bionic ,NEW YORK Verizon Wireless said it will start selling the high-speed Bionic phone from Motorola Mobility  on Sept 8  months after the device had been expected to launch.,topStory
MMI,Marcus & Millichap Inc,20110907,UPDATE 1-Verizon sets launch for delayed Motorola Bionic , NEW YORK  Sept 7 Verizon Wireless  the biggest U.S. mobile provider  said it will start selling the high-speed Bionic phone from Motorola Mobility  on Sept 8  months after the device had been expected to launch.,normal
MCD,McDonald&#39;s Corporation,20110907,UPDATE 3-McDonald's to spend $1 bln to update Canada stores , * Sees double-digit sales growth as a result of overhaul,topStory
MRK,Merck & Company Inc,20110907,U.S. FDA advisory meetings through Nov. 16 , THIS DIARY IS FILED AS THE FOOD AND DRUG ADMINISTRATION UPDATES ITS SCHEDULE. ALL ITEMS EDT/GMT UNTIL NOV. 6.,topStory
MTG,MGIC Investment Corporation,20110907,UPDATE 2-MGIC writes more insurance  delinquencies fall , * Number of delinquent loans drop   (Adds details on cures),topStory
