ACIW,ACI Worldwide Inc,20110916,UPDATE 1-S1 terminates Fundtech merger agreement , * Fundtech agrees to be bought by PE firm GTCR for $390 mln,topStory
PXD,Pioneer Natural Resources Company,20110916,Analysis: For oil explorers  it pays to buy  not rent ,U.S. oil and natural gas producers are buying onshore drilling rigs and related equipment to keep their costs in check  rather than rent from oilfield services providers who have bumped up prices amid strong demand for work in shale fields.,topStory
PPL,PPL Corporation,20110916,Three Kentucky coal plants to retire due to EPA rules ,NEW YORK Kentucky power companies Louisville Gas and Electric (LG&E) and Kentucky Utilities (KU) said new  stricter  federal environmental regulations will force them to retire three older  coal-fired power plants.,topStory
PPL,PPL Corporation,20110916,FACTBOX-U.S. coal units to retire as EPA tightens rules , Sept 16 Kentucky power companies Louisville Gas and Electric (LG&E) and Kentucky Utilities (KU) said that new  stricter federal environmental regulations will force them to retire three older coal-fired power plants. [ID:nS1E78F0M2],normal
PPL,PPL Corporation,20110916,UPDATE 1-Three Kentucky coal plants to retire due to EPA rules , * Kentucky utilities get over 90 pct of power from coal,normal
PPL,PPL Corporation,20110916,Three Kentucky coal plants to retire due to EPA rules , * Kentucky utilities get over 90 pct of power from coal,normal
PG,Procter & Gamble Company (The),20110916,HOW TO PLAY IT-Stocks that inspire consumer confidence , THE ISSUE: The Thomson Reuters/U of Michigan's Consumer Confidence index rose slightly more than expected but remained at nearly the lowest level in years at 57.8. In a healthy economy  it would be over 70 percent.,topStory
PUK,Prudential Public Limited Company,20110916,Europe and U.S. face 10 years of slow growth: UK's Brown ,DALIAN  China Europe and the United States could face 10 years of slow growth and high unemployment if a global solution for the euro zone debt crisis is not implemented soon  former British Prime Minister Gordon Brown said on Friday.,topStory
PUK,Prudential Public Limited Company,20110916,Europe  US face 10 years of slow growth-UK's Brown , DALIAN  China  Sept 16 Europe and the United States could face 10 years of slow growth and high unemployment if a global solution for the euro zone debt crisis is not implemented soon  former British Prime Minister Gordon Brown said on Friday.,normal
RRC,Range Resources Corporation,20110916,Analysis: For oil explorers  it pays to buy  not rent ,U.S. oil and natural gas producers are buying onshore drilling rigs and related equipment to keep their costs in check  rather than rent from oilfield services providers who have bumped up prices amid strong demand for work in shale fields.,topStory
RHT,Red Hat Inc,20110916,Bernanke  Europe hold key to aiding rally ,NEW YORK Wall Street hopes for more Fed action and clear signs European leaders will follow through on their new urgency to tackle the euro zone debt crisis if U.S. stocks are to build on their best week since early July.,topStory
RHT,Red Hat Inc,20110916,Wall St Week Ahead: Bernanke  Europe hold key to aiding rally , NEW YORK  Sept 16 Wall Street hopes for more Fed action and clear signs European leaders will follow through on their new urgency to tackle the euro zone debt crisis if U.S. stocks are to build on their best week since early July.,normal
RIO,Rio Tinto Plc,20110916,Bidder selected for Anglesey aluminium smelter , LONDON  Sept 16 The board of Anglesey Aluminium Metals  jointly owned by Rio Tinto and Kaiser Aluminium    has selected a bidder for the plant  which was put up for sale after the smelter was mothballed in 2009  an official at the group said.,topStory
RIO,Rio Tinto Plc,20110916,UPDATE 1-Guinea's CBG bauxite loading to resume Friday-Alcoa , CONAKRY  Sept 16 Guinea's CBG is expected to resume loading bauxite onto ships for export later on Friday  once a damaged conveyer belt is repaired  Alcoa said.,normal
RIO,Rio Tinto Plc,20110916,Guinea's CBG bauxite loading to resume Friday-Alcoa , CONAKRY  Sept 16 Guinea's CBG is expected to resume loading bauxite onto ships for export later on Friday  once a damaged conveyer belt is repaired  Alcoa said.,normal
ROK,Rockwell Automation Inc,20110916,Mitsubishi Electric eyes overseas shift to fight yen rise ,TOKYO Mitsubishi Electric Corp will need to shift a great deal more production and procurement overseas if the yen continues to rise  the industrial conglomerate's president said on Friday.,topStory
COL,Rockwell Collins Inc,20110916,Exclusive: United Tech seeks $10-20 billion for deal ,United Technologies Corp  is lining up $10 billion to $20 billion in financing for a U.S. acquisition that could shape up as its biggest takeover in a decade  said people with direct knowledge of the matter.,topStory
COL,Rockwell Collins Inc,20110916,UPDATE 6-United Tech seeks $10-20 bln for deal-source , * Lining up financing in double-digit billions of dollars,normal
RY,Royal Bank Of Canada,20110916,CANADA STOCKS-RIM plunge drives TSX lower; gold gains offset , * Nine of 10 index sectors weaker; golds rise  (Recasts. Adds further analyst comment),topStory
RY,Royal Bank Of Canada,20110916,CANADA STOCKS-TSX extends losses on RIM plunge  euro zone woes , * Eight of 10 index sectors weaker; golds rise  (Recasts. Adds further analyst comment),normal
RY,Royal Bank Of Canada,20110916,CANADA STOCKS-RIM's plunge pulls TSX lower , *Five of 10 index sectors stronger as banks  golds rise,normal
RES,RPC Inc,20110916,Analysis: For oil explorers  it pays to buy  not rent ,U.S. oil and natural gas producers are buying onshore drilling rigs and related equipment to keep their costs in check  rather than rent from oilfield services providers who have bumped up prices amid strong demand for work in shale fields.,topStory
SNY,Sanofi,20110916,Shire CEO sees diabetes surge buoying Dermagraft ,NEW YORK Shire Plc  sees a strong market for its recently acquired Dermagraft skin substitute due to surging rates of diabetes that can cause foot ulcers in a significant number of patients  according to its chief executive.,topStory
SLB,Schlumberger NV,20110916,U.S. seeks path back to South Sudan oil market , * U.S. cautions on corruption  transparency in oil sector,topStory
SEE,Sealed Air Corporation,20110916,New Issue-Sealed Air Corp. sells $1.5 bln notes in 2 parts ,  Sept 16 Sealed Air Corporation  on Friday sold $1.5 billion of two-part senior unsecured notes in the 144a private placement market  said IFR  a Thomson Reuters service.,topStory
SHG,Shinhan Financial Group Co Ltd,20110916,ADR REPORT-Receding euro zone concern helps ADRs ,   (Updates with closing levels  adds Moody's comments on Italy after U.S. market close),topStory
SHG,Shinhan Financial Group Co Ltd,20110916,ADR REPORT-Receding euro zone concern helps banks , NEW YORK  Sept 16 U.S.-listed shares of overseas companies were little changed on Friday  with banks mostly higher as investors were increasingly optimistic that leaders are working to contain the euro zone debt crisis.,normal
SNE,Sony Corp Ord,20110916,Analysis: Music industry banks on free in effort to get paid ,NEW YORK The future of the music business is social  free -- and hopefully profitable.,topStory
SCCO,Southern Copper Corporation,20110916,UPDATE 1-Peru miners wait for royalty reform small print , * Industry leaders say law should respect negotiations   (Adds fresh quotes from mining minister  industry group),topStory
SCCO,Southern Copper Corporation,20110916,Peru miners wait for royalty reform small print , AREQUIPA  Peru  Sept 16 A drive by Peru's leftist president to raise mining royalties should not derail multibillion-dollar investments  industry executives said  but they added that the final law must reflect the spirit of negotiations with companies.,normal
JOE,St Joe Company (The),20110916,US SMALL/MIDCAPS-Relative performance points to trading range , NEW YORK  Sept 16 Relative performance of small- and mid-cap stocks to their larger peers came under pressure on Friday in an indication that equity markets had not reached the upward inflection point that investors are looking for.,topStory
JOE,St Joe Company (The),20110916,UPDATE 1-Fairholme's Berkowitz can buy half of St. Joe , Sept 16 Florida real estate developer St Joe Co  said on Friday it reached an agreement allowing its largest shareholder  Bruce Berkowitz's Fairholme Capital  to buy up to 50 percent of its shares.,normal
STO,Statoil ASA,20110916,UPDATE 1-Hurricane Maria nears Newfoundland  oil unaffected , Sept 16 Operations at oil rigs off Canada's Atlantic Coast are unlikely to be hurt by Hurricane Maria  which may tear down trees and cut power in the southeastern tip of Newfoundland later on Friday  officials said.,topStory
STO,Statoil ASA,20110916,Canada's Hibernia oil field in path of Hurricane Maria , Sept 16 The Hibernia oil field off Canada's Atlantic Coast is in the path of Hurricane Maria  officials said on Friday  but said the six-meter waves were not likely to have a major impact on Hibernia's operations.,normal
STO,Statoil ASA,20110916,UPDATE 1-Norway Kollsnes plant power demand cut in Sept , OSLO  Sept 16 Power use at Norwegian gas plant Kollsnes will be cut to varying degrees during the planned outage at the Troll gas field  North Sea gas infrastructure operator Gassco said on Friday  giving some indication as to how much gas it will be able to export.,normal
STO,Statoil ASA,20110916,Around $1bln invested in Statoil's Stjerne field -Norway , OSLO  Sept 16 Norway's Statoil and partners will invest some 5.3 billion Norwegian crowns ($948 million) in the development of a small oil and gas field in the North Sea  the Norwegian oil and energy ministry said on Friday.,normal
SMFG,Sumitomo Mitsui Financial Group Inc,20110916,Carlyle to buy Japan medical services firm for $149 mln , TOKYO  Sept 16 Global private equity firm Carlyle said it would buy Japan's N.I.C. Corp   which provides medical administrative and staffing services  for 11.5 billion yen ($149 million) as it targets mid-sized Japanese firms.,topStory
SU,Suncor Energy  Inc,20110916,UPDATE 1-Hurricane Maria nears Newfoundland  oil unaffected , Sept 16 Operations at oil rigs off Canada's Atlantic Coast are unlikely to be hurt by Hurricane Maria  which may tear down trees and cut power in the southeastern tip of Newfoundland later on Friday  officials said.,topStory
SU,Suncor Energy  Inc,20110916,Canada's Hibernia oil field in path of Hurricane Maria , Sept 16 The Hibernia oil field off Canada's Atlantic Coast is in the path of Hurricane Maria  officials said on Friday  but said the six-meter waves were not likely to have a major impact on Hibernia's operations.,normal
SVU,SuperValu Inc,20110916,SoCal grocers  union down to wire as strike looms ,LOS ANGELES Southern California unions and supermarket operators will negotiate through the weekend in a last-ditch bid to end an escalating Southern California supermarket labor dispute that could usher in the region's first grocery strike since 2003.,topStory
SVU,SuperValu Inc,20110916,SoCal grocers  union down to wire as strike looms , * Canceled contract does not automatically spark strike,normal
SVU,SuperValu Inc,20110916,Southern California union takes major step toward strike ,LOS ANGELES The union representing many of the 62 000 workers at Ralphs  Vons and Albertsons supermarkets in southern California issued a required 72-hour notice of its plan to cancel its extended contract  a move that could pave the way for a strike.,normal
SVU,SuperValu Inc,20110916,UPDATE 2-S. California union takes major step toward strike ,   * Union issues 72-hour notice canceling contract extension,normal
TGT,Target Corporation,20110916,Analysis: Wary retailers play safe with holiday hiring ,NEW YORK People looking for a temporary retail job this holiday season will have better luck at dollar stores and discounters than at department stores and middle market apparel chains  as the anemic U.S. economy keeps other retailers cautious.,topStory
TGT,Target Corporation,20110916,HOW TO PLAY IT-Stocks that inspire consumer confidence , THE ISSUE: The Thomson Reuters/U of Michigan's Consumer Confidence index rose slightly more than expected but remained at nearly the lowest level in years at 57.8. In a healthy economy  it would be over 70 percent.,normal
TEVA,Teva Pharmaceutical Industries Limited,20110916,Analysis: Biogen investors place bets ahead of MS drug trial ,BOSTON Over the past year  Biogen Idec Inc has given investors little to complain about. The biotechnology company  operating under new management  has restructured its operations  reported promising clinical trial data and seen its shares rise 72 percent.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110916,Cephalon sues Sandoz over Fentora cancer drug , Sept 16 Cephalon Inc  on Friday sued Novartis AG's  Sandoz drug unit  accusing it of trying to infringe two patents related to its Fentora drug that treats pain in adults who have cancer.,normal
TXT,Textron Inc,20110916,Exclusive: United Tech seeks $10-20 billion for deal ,United Technologies Corp  is lining up $10 billion to $20 billion in financing for a U.S. acquisition that could shape up as its biggest takeover in a decade  said people with direct knowledge of the matter.,topStory
TXT,Textron Inc,20110916,UPDATE 6-United Tech seeks $10-20 bln for deal-source , * Lining up financing in double-digit billions of dollars,normal
BX,The Blackstone Group LP,20110916,Carlyle investors should prepare for rocky ride ,NEW YORK Carlyle is facing a tough market and if recent history is any guide  once it goes public  its shares will be volatile.,topStory
BX,The Blackstone Group LP,20110916,IPO VIEW-Carlyle investors should prepare for rocky ride , NEW YORK  Sept 16 Carlyle is facing a tough market and if recent history is any guide  once it goes public  its shares will be volatile.,normal
BX,The Blackstone Group LP,20110916,Blackstone buys Europe Mint hotels for $950 million ,LONDON U.S. private equity group Blackstone  has bought European hotel chain Mint for a reported 600 million pounds ($948.4 million) in one of the biggest deals for the region's hotel industry  with rivals also planning expansion.,normal
BX,The Blackstone Group LP,20110916,Blackstone buys Europe Mint hotels for $950 mln , LONDON  Sept 16 U.S. private equity group Blackstone has bought European hotel chain Mint for a reported 600 million pounds ($948.4 million) in one of the biggest deals for the region's hotel industry  with rivals also planning expansion.,normal
BX,The Blackstone Group LP,20110916,Blackstone to sell student homes for $786 million: source ,LONDON Private equity company Blackstone  is in talks with less than five parties for a potential 500 million pounds ($786 million) sale of its Nido student accommodation portfolio  a source familiar with the matter told Reuters.,normal
BX,The Blackstone Group LP,20110916,Blackstone to sell student homes for $786 mln-source , * Five potential 'mostly non-European' bidders in frame -source,normal
SCHW,The Charles Schwab Corporation,20110916,UPDATE 2-Ricketts retires from TD Ameritrade board , * Ricketts' son Todd to fill seat vacated by his father,topStory
THG,The Hanover Insurance Group Inc,20110916,Five or Six Lloyd's insurers for sale  says tycoon Byrne ,LONDON Five or six businesses in the Lloyd's of London insurance market are up for sale  and two need to find a buyer  said Mark Byrne  the U.S. insurance tycoon seeking to buy a stake in Lloyd's insurer Omega .,topStory
THGA,The Hanover Insurance Group Inc,20110916,Five or Six Lloyd's insurers for sale  says tycoon Byrne ,LONDON Five or six businesses in the Lloyd's of London insurance market are up for sale  and two need to find a buyer  said Mark Byrne  the U.S. insurance tycoon seeking to buy a stake in Lloyd's insurer Omega .,topStory
TWX,Time Warner Inc,20110916,TEXT-Fitch = 2 , The report includes the rating rationale  key rating drivers  portfolio summary  corporate governance overview  pension screener  revenue segment and geographic pie charts  organizational debt diagram  covenant analysis and financial summary for each of the following companies in Fitch's Media and Entertainment portfolio:,topStory
TD,Toronto Dominion Bank (The),20110916,CANADA STOCKS-RIM plunge drives TSX lower; gold gains offset , * Nine of 10 index sectors weaker; golds rise  (Recasts. Adds further analyst comment),topStory
TD,Toronto Dominion Bank (The),20110916,CANADA STOCKS-TSX extends losses on RIM plunge  euro zone woes , * Eight of 10 index sectors weaker; golds rise  (Recasts. Adds further analyst comment),normal
TD,Toronto Dominion Bank (The),20110916,UPDATE 2-Ricketts retires from TD Ameritrade board , * Ricketts' son Todd to fill seat vacated by his father,normal
TOT,Total SA,20110916,UPDATE 1-Norway Kollsnes plant power demand cut in Sept , OSLO  Sept 16 Power use at Norwegian gas plant Kollsnes will be cut to varying degrees during the planned outage at the Troll gas field  North Sea gas infrastructure operator Gassco said on Friday  giving some indication as to how much gas it will be able to export.,topStory
TOT,Total SA,20110916,Around $1bln invested in Statoil's Stjerne field -Norway , OSLO  Sept 16 Norway's Statoil and partners will invest some 5.3 billion Norwegian crowns ($948 million) in the development of a small oil and gas field in the North Sea  the Norwegian oil and energy ministry said on Friday.,normal
TM,Toyota Motor Corp Ltd Ord,20110916,GM  UAW close in on labor deal ,DETROIT General Motors Co  and the United Auto Workers union were nearing a new contract for 49 000 production workers in talks in Detroit on Friday  people with direct knowledge of the negotiations said.,topStory
TM,Toyota Motor Corp Ltd Ord,20110916,UPDATE 4-GM  UAW close in on labor deal , * Tenn. officials met GM in bid to revive Saturn plant  (Adds detail on proposal regarding healthcare costs),normal
TM,Toyota Motor Corp Ltd Ord,20110916,UPDATE 2-Volkswagen steps up investment in world no.1 bid , * Capex to total 49.8 bln euros  mainly in automotive ops,normal
TM,Toyota Motor Corp Ltd Ord,20110916,UPDATE 1-European car sales rose 7.8 pct in August , * VW brand +19.5 pct  Audi +17 pct  BMW +31 pct  Mercedes +17 pct,normal
TM,Toyota Motor Corp Ltd Ord,20110916,UPDATE 1-Indonesia's Aug car sales rise 13.2 pct y/y , JAKARTA  Sept 16 Indonesia's domestic car sales  an indicator of consumer demand in Southeast Asia's biggest economy  rose 13.2 percent in August from a year earlier  showing growth in the auto sector has slowed from last year's explosive pace.,normal
TM,Toyota Motor Corp Ltd Ord,20110916,European car market grows 7.8 pct in August -VDA , FRANKFURT  Sept 16 European new car registrations increased 7.8 percent in August to 787 500 vehicles as all major markets found themselves growing at the same time for the first month in over a year  data showed on Friday.,normal
TM,Toyota Motor Corp Ltd Ord,20110916,UPDATE 1-Indonesia-Market Factors to watch - Sept 16 , JAKARTA  Sept 16 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
UBS,UBS AG,20110916,ADR REPORT-Receding euro zone concern helps ADRs ,   (Updates with closing levels  adds Moody's comments on Italy after U.S. market close),topStory
UBS,UBS AG,20110916,UBS trader charged with $2 billion fraud ,LONDON/ZURICH UBS trader Kweku Adoboli wept in a London court on Friday as he was charged with fraud and false accounting dating back to 2008  a day after the Swiss bank was plunged into crisis by revealing a $2 billion trading loss. | Video ,normal
UBS,UBS AG,20110916,Don't judge my son yet  father of UBS trader says ,TEMA  Ghana The father of a trader accused of losing Swiss banking giant UBS about $2 billion in unauthorized deals said on Friday his son 'acted with good intentions' and asked the world not to judge him before trial.,normal
UBS,UBS AG,20110916,ADR REPORT-Receding euro zone concern helps banks , NEW YORK  Sept 16 U.S.-listed shares of overseas companies were little changed on Friday  with banks mostly higher as investors were increasingly optimistic that leaders are working to contain the euro zone debt crisis.,normal
UBS,UBS AG,20110916,Suspicious trades probed on Wall Street: regulator ,NEW YORK A Wall Street regulator said industry complaints about market manipulation and trade reporting have spiked this year  raising questions about the adequacy of banks' internal controls over their traders.,normal
UBS,UBS AG,20110916,Suspicious trades probed on Wall Street -regulator , * FINRA says trading complains have 'spiked up' this year,normal
UBS,UBS AG,20110916,FSA  FINMA to probe UBS $2 bln trading loss , LONDON  Sept 16 Britain's Financial Services Authority (FSA) is launching a probe into the $2 billion trading loss at Swiss bank UBS   together with Switzerland's Financial Market Supervisory Authority (FINMA).,normal
UBS,UBS AG,20110916,Court orders UBS trader to be held until next week ,LONDON A tearful Kweku Adoboli appeared in a London court on Friday charged with fraud after Swiss bank UBS said it had lost about $2 billion in unauthorized trades. The court ordered him to be detained until a further hearing next week.,normal
UBS,UBS AG,20110916,UBS investment bank crisis could be rivals' big break ,LONDON UBS' $2 billion trading loss may prove a boon for rival investment banks hoping to see rivals drop out of a bitter fight for a share of a shrinking fee pool.,normal
UBS,UBS AG,20110916,London Police charge man over $2 billion UBS fraud ,LONDON London police probing a $2 billion loss at Swiss bank UBS charged trader Kweku Adoboli with fraud on Friday.,normal
UAL,United Continental Holdings Inc,20110916,Air France-KLM orders Airbus  Boeing jets worth $12 billion ,PARIS Air France-KLM  has split a $12 billion order for long-range jets following a year-long competition  announcing plans to buy 25 Boeing  787 Dreamliners and 25 Airbus  A350s.,topStory
UAL,United Continental Holdings Inc,20110916,Air France-KLM orders Airbus  Boeing jets worth $12 bln ,PARIS Air France-KLM  has split a $12 billion order for long-range jets following a year-long competition  announcing plans to buy 25 Boeing  787 Dreamliners and 25 Airbus  A350s.,normal
UAL,United Continental Holdings Inc,20110916,UPDATE 2-Air France-KLM orders Airbus  Boeing jets worth $12 bln , * Deal to include 50 firm orders and 60 options   (Adds share detail  background),normal
UTX,United Technologies Corporation,20110916,Exclusive: United Tech seeks $10-20 billion for deal ,United Technologies Corp  is lining up $10 billion to $20 billion in financing for a U.S. acquisition that could shape up as its biggest takeover in a decade  said people with direct knowledge of the matter.,topStory
UTX,United Technologies Corporation,20110916,UPDATE 6-United Tech seeks $10-20 bln for deal-source , * Lining up financing in double-digit billions of dollars,normal
UTX,United Technologies Corporation,20110916,US STOCKS-Europe propels Wall Street higher for week , * Investors reassured major euro zone disruption unlikely,normal
UTX,United Technologies Corporation,20110916,Factbox: Facts about United Tech's Louis Chenevert ,United Technologies Corp  named Louis Chenevert chairman on January 1  2010  concluding a four-year transition of power at the diversified U.S. manufacturer from prior boss George David.,normal
UTX,United Technologies Corporation,20110916,US STOCKS-Europe propels Wall Street to end week up , * Investors reassured major euro zone disruption unlikely,normal
UTX,United Technologies Corporation,20110916,FACTBOX-Facts about United Tech's Louis Chenevert , Sept 16 United Technologies Corp  named Louis Chenevert chairman on Jan. 1  2010  concluding a four-year transition of power at the diversified U.S. manufacturer from prior boss George David.,normal
UTX,United Technologies Corporation,20110916,US STOCKS-Market up for 5th day  but Europe issues linger , * Geithner urges unity tackling euro zone's debt crisis,normal
UTX,United Technologies Corporation,20110916,UPDATE 3-GE makes Russian push with energy  health ventures , * Part of push to boost GE's presence outside U.S.  (Adds interview with GE executive  details),normal
UTX,United Technologies Corporation,20110916,United Tech's Otis unit to open plant ,United Technologies Corp's  Otis Elevator unit will open a new manufacturing plant in Florence  South Carolina  to produce new energy-efficient elevators  creating 360 jobs  Otis said on Friday.,normal
UTX,United Technologies Corporation,20110916,UPDATE 1-United Tech's Otis unit to open plant , Sept 16 United Technologies Corp's  Otis Elevator unit will open a new manufacturing plant in Florence  South Carolina  to produce new energy-efficient elevators  creating 360 jobs  Otis said on Friday.,normal
VRX,Valeant Pharmaceuticals International Inc,20110916,UPDATE 1-Sanoma's Latvian news buy shows Baltic demand , HELSINKI  SEPT 16 - Finnish media group Sanoma Oyj  bought Latvian news portal Apollo on Friday  the latest in a wave of deals as foreign investors buy assets in the Baltic states after the region's crisis.,topStory
VR,Validus Holdings Ltd,20110916,Allied World  Transatlantic call off deal ,Reinsurers Allied World Assurance Co Holdings Ltd and Transatlantic Holdings Inc called off their merger on Friday in the face of overwhelming opposition  and Transatlantic indicated it might remain independent despite two higher offers on the table.,topStory
VR,Validus Holdings Ltd,20110916,UPDATE 6-Allied World  Transatlantic call off deal , * Q3 earnings below Wall Street's worst-case figures  (Adds bid source  background; updates share prices),normal
VR,Validus Holdings Ltd,20110916,Timeline: Three-way race for Transatlantic ,Allied World Assurance Co Holdings and Transatlantic call off their merger in the face of overwhelming shareholder opposition. Transatlantic says both National Indemnity and Validus offers are inadequate  but is open to negotiations.,normal
VR,Validus Holdings Ltd,20110916,TIMELINE-Three-way race for Transatlantic , Sept 16 Allied World Assurance Co Holdings  and Transatlantic call off their merger in the face of overwhelming shareholder opposition. Transatlantic says both National Indemnity and Validus offers are inadequate  but is open to negotiations.,normal
WDR,Waddell & Reed Financial Inc,20110916,UPDATE 3-Citic Securities to sell up to $1.94 bln of shares in HK offer , * Citic to offer 995.3 million shares at HK$12.84 to HK$15.2 each,topStory
WMT,Wal-Mart Stores Inc,20110916,No class action for now in Costco gender bias case ,Costco Wholesale Corp won a court decision that blocks women who accused the company of gender bias from suing as a group  but the court left open the possibility that the case could regain class-action status.,topStory
WMT,Wal-Mart Stores Inc,20110916,UPDATE 3-No class action for now in Costco gender bias case , * Women plaintiffs  Costco each claim victory  (Adds more background  more details from decision),normal
WMT,Wal-Mart Stores Inc,20110916,Southern California union takes major step toward strike ,LOS ANGELES The union representing many of the 62 000 workers at Ralphs  Vons and Albertsons supermarkets in southern California issued a required 72-hour notice of its plan to cancel its extended contract  a move that could pave the way for a strike.,normal
WMT,Wal-Mart Stores Inc,20110916,UPDATE 2-S. California union takes major step toward strike ,   * Union issues 72-hour notice canceling contract extension,normal
DIS,Walt Disney Company (The),20110916,TEXT-Fitch = 2 , The report includes the rating rationale  key rating drivers  portfolio summary  corporate governance overview  pension screener  revenue segment and geographic pie charts  organizational debt diagram  covenant analysis and financial summary for each of the following companies in Fitch's Media and Entertainment portfolio:,topStory
DIS,Walt Disney Company (The),20110916,Hollywood rolls out red carpet for Cowell's "X Factor" ,LOS ANGELES There aren't many reality TV shows that stage their own world premiere. | Video ,normal
WFC,Wells Fargo & Company,20110916,Citi introducing fees on low-balance bank accounts ,Citigroup Inc said it will start charging a monthly fee on accounts with low balances  joining a growing list of banks seeking to recoup revenue lost under new regulations.,topStory
WFC,Wells Fargo & Company,20110916,UPDATE 3-Citi introducing fees on low-balance bank accounts , * Debit card use  online billpay are free  (Adds comment from consumer advocate),normal
WFC,Wells Fargo & Company,20110916,RPT-INSIGHT-BofA cuts foretell a downturn in branch banking , * BofA's acquisition spree creates layoff opportunities,normal
SVM,Silvercorp Metals Inc,20110916,PRESS DIGEST - Canada - Sept 16 , Sept 16 The following are the top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
