AKAM,Akamai Technologies Inc,20110824,UPDATE 1-Brightcove files for $50 mln public offering , NEW YORK  Aug 24 Digital media company Brightcove Inc filed with regulators for a public offering of up to $50 million as it seeks to expand its offering of online video and app services for business clients.,topStory
GEK,General Electric Capital Corporation,20110824,Obama talks to CEOs of GE  Amex about jobs proposal ,VINEYARD HAVEN  Massachusetts President Barack Obama had a conference call with the chief executives of General Electric  and American Express  to discuss a jobs package he will propose next month  a White House spokesman said on Wednesday.,normal
GEK,General Electric Capital Corporation,20110824,Obama talks to CEOs of GE  Amex about jobs proposal , VINEYARD HAVEN  Mass.  Aug 24 U.S. President Barack Obama had a conference call with the chief executives of General Electric  and American Express  to discuss a jobs package he will propose next month  a White House spokesman said on Wednesday.,normal
GEK,General Electric Capital Corporation,20110824,Hertz to offer BYD electric cars for rental in China ,SHANGHAI Hertz Global Holdings Inc  will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
GEK,General Electric Capital Corporation,20110824,Hertz to offer BYD electric cars for rental in China ,SHANGHAI Hertz Global Holdings Inc will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
GEK,General Electric Capital Corporation,20110824,Hertz to offer BYD electric cars for rental in China , SHANGHAI  Aug 24 Hertz Global Holdings Inc  will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
GE,General Electric Company,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,topStory
GE,General Electric Company,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,normal
GE,General Electric Company,20110824,INSIGHT-Facebook  LinkedIn threaten to slay Monster.com , * Monster shares keep sinking  company worth below $1 bln,normal
GE,General Electric Company,20110824,Obama talks to CEOs of GE  Amex about jobs proposal ,VINEYARD HAVEN  Massachusetts President Barack Obama had a conference call with the chief executives of General Electric  and American Express  to discuss a jobs package he will propose next month  a White House spokesman said on Wednesday.,normal
GE,General Electric Company,20110824,Obama talks to CEOs of GE  Amex about jobs proposal , VINEYARD HAVEN  Mass.  Aug 24 U.S. President Barack Obama had a conference call with the chief executives of General Electric  and American Express  to discuss a jobs package he will propose next month  a White House spokesman said on Wednesday.,normal
GE,General Electric Company,20110824,Hertz to offer BYD electric cars for rental in China ,SHANGHAI Hertz Global Holdings Inc  will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
GE,General Electric Company,20110824,Hertz to offer BYD electric cars for rental in China ,SHANGHAI Hertz Global Holdings Inc will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
GE,General Electric Company,20110824,Hertz to offer BYD electric cars for rental in China , SHANGHAI  Aug 24 Hertz Global Holdings Inc  will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
GM,General Motors Company,20110824,S.Korea-Market Factors to watch Aug 25 , SEOUL  Aug 25 Following is a list of events in South Korea as well as news stories and press reports which may influence financial markets. (Reuters News welcomes your feedback and for any queries  please contact the Seoul newsroom at +822 3704 5640 or via email at kr.rtrs@gmail.com)     	 WHAT IS HAPPENING IN KOREA (Times local  GMT +9 hrs) 	 >South Korea's chief nuclear envoy Wi Sung-lac travels to China amid a flurry of diplomatic efforts to revive long-stalled multilateral nu,topStory
G,Genpact Limited,20110824,EXLService in talks with 6-8 parties for possible deals ,NEW DELHI India-based business process outsourcing firm ExlService Holdings Inc  is in talks with six to eight industry players for acquisitions that could total $130 million  its chief executive said on Wednesday.,topStory
GSK,GlaxoSmithKline PLC,20110824,Analysis: Why Goldman's Blankfein tapped big-time lawyer ,NEW YORK If you need to hire Reid Weingarten  your career has probably hit a rough patch.,topStory
GSK,GlaxoSmithKline PLC,20110824,Analysis: Why Goldman's Blankfein tapped a big-time lawyer ,NEW YORK If you need to hire Reid Weingarten  your career has probably hit a rough patch.,normal
GSK,GlaxoSmithKline PLC,20110824,Analysis: Why Goldman's Blankfein tapped a big-time lawyer ,NEW YORK If you need to hire Reid Weingarten  your career has probably hit a rough patch.,normal
GSK,GlaxoSmithKline PLC,20110824,FDA approves Botox for loss of bladder control ,WASHINGTON/NEW YORK U.S. drug regulators approved Allergan's Botox for treating a specific kind of overactive bladder on Wednesday  setting the stage for wider use of the popular wrinkle treatment in those with bladder problems.,normal
GSK,GlaxoSmithKline PLC,20110824,UPDATE 3-US FDA approves Botox for loss of bladder control , * $40 million annual sales by 2017 for this label-analyst,normal
GPN,Global Payments Inc,20110824,UPDATE 1-Regions elects former MaterCard exec to board , CHARLOTTE  N.C.  Aug 24 Regions Financial Corp  appointed former MasterCard Inc  executive Ruth Ann Marshall as a director for the Southeastern regional bank  the company said on Wednesday.,topStory
GG,Goldcorp Inc,20110824,CANADA STOCKS-TSX ekes out gain despite gold selloff , * Banks up 1.5 percent  gold miners off 3 percent  (Updates to close  adds details  quotes),topStory
GG,Goldcorp Inc,20110824,CANADA STOCKS-Sliding golds drag TSX lower , * Gold miners plunge nearly 4 percent  banks up 0.6 percent  (Updates to afternoon),normal
GG,Goldcorp Inc,20110824,CANADA STOCKS-TSX flat as weak golds outweigh stronger banks , * Seven of the 10 main sectors firmer  golds weigh  (Updates with details  commentary),normal
GS,Goldman Sachs Group Inc (The),20110824,FACTBOX-Goldman faces myriad legal challenges , WASHINGTON  Aug 23 Conventional wisdom in legal circles has long held that Goldman Sachs  might escape further large fines or criminal charges for its role in the 2007-2009 financial crisis after reaching a $550 million settlement with securities regulators in July 2010.,topStory
GS,Goldman Sachs Group Inc (The),20110824,Analysis: Why Goldman's Blankfein tapped big-time lawyer ,NEW YORK If you need to hire Reid Weingarten  your career has probably hit a rough patch.,normal
GS,Goldman Sachs Group Inc (The),20110824,Analysis: Why Goldman's Blankfein tapped a big-time lawyer ,NEW YORK If you need to hire Reid Weingarten  your career has probably hit a rough patch.,normal
GS,Goldman Sachs Group Inc (The),20110824,Analysis: Why Goldman's Blankfein tapped a big-time lawyer ,NEW YORK If you need to hire Reid Weingarten  your career has probably hit a rough patch.,normal
GS,Goldman Sachs Group Inc (The),20110824,Bank bets on a quiet holiday deepened August rout , LONDON  Aug 24 Forget short-selling. The villain of the piece in this summer's market slide is called a variance swap -- effectively a bet on a quiet holiday period.,normal
GS,Goldman Sachs Group Inc (The),20110824,UPDATE 1-Goldman  Citi sign up Moody's to rate $1.5 bln CMBS - report , Aug 23 Goldman Sachs Group Inc and Citigroup have engaged Moody's Investors Service to rate their $1.5 billion commercial mortgage-backed securities  a Dow Jones Newswires report said  citing people close to the deal.,normal
TV,Grupo Televisa SA,20110824,DIARY - Mexico and Central America - to Sept 21 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG24 0800/1300  1st half monthly inflat  Aug +0.19pct +0.32pct AUG24 0800/1300  Annual infation          Aug          3.58 pct AUG24,topStory
GES,Guess? Inc,20110824,Guess outlook disappoints; shares slide ,NEW YORK U.S. clothing maker Guess Inc  gave a disappointing outlook for the rest of the year  citing a difficult economy and competitive environment.,topStory
GES,Guess? Inc,20110824,UPDATE 3-Guess outlook disappoints; shares slide , * Q3  full-year profit forecasts below Street estimates,normal
HRB,H&R Block Inc,20110824,BRIEF-Moody's  says that Block's ratings and outlook are not immediately affected by RSM sale announcement , Aug 24 H&R Block  Inc.'s   RSM McGladrey,topStory
HK,Halcon Resources Corporation,20110824,BHP warns on rising costs as profits break records ,MELBOURNE/LONDON BHP Billiton Ltd/Plc   delivered a record second-half profit on Wednesday  driven by soaring prices for iron ore  allowing it to award a dividend hike on top of its hefty expansion plans.,topStory
HK,Halcon Resources Corporation,20110824,UPDATE 4-BHP warns on rising costs as profits break records , * Shares up 1.9 percent vs 2.3 percent sector rise   (Updates with quotes  details  shares),normal
HK,Halcon Resources Corporation,20110824,BHP warns on costs as H2 profits break records ,MELBOURNE/LONDON BHP Billiton   delivered a record second-half profit on Wednesday  driven by soaring prices for iron ore  allowing it to award a dividend hike on top of its hefty expansion plans.,normal
HK,Halcon Resources Corporation,20110824,BHP H2 profit misses forecasts  dividend appeases ,MELBOURNE BHP Billiton  reported a record second-half profit driven largely by iron ore  but just missed market forecasts and sounded a warning over costs and longer-term demand.,normal
HK,Halcon Resources Corporation,20110824,UPDATE 1-BHP H2 profit misses forecasts  dividend appeases , MELBOURNE  Aug 24 BHP Billiton    reported a record second-half profit driven largely by iron ore  but just missed market forecasts and sounded a warning over costs and longer-term demand.,normal
HK,Halcon Resources Corporation,20110824,BHP Billiton H2 profit soars 62%  misses forecasts , MELBOURNE  Aug 24 Global miner BHP Billiton  reported a 62 percent jump in second-half profit on Wednesday  below market forecasts but soothed investors with a bigger-than-expected  dividend .,normal
HMY,Harmony Gold Mining Company Limited,20110824,UPDATE 2-Harmony Gold sees higher FY 2012 gold output , * Wafi-Golpu pre-feasibility study to be completed early 2012,topStory
HMY,Harmony Gold Mining Company Limited,20110824,Harmony Gold sees higher FY 2012 gold ,JOHANNESBURG South Africa's Harmony Gold   the world's fifth-largest gold producer  said on Wednesday that output for its 2012 financial year should rise to between 1.45 million ounces and 1.55 million ounces from around 1.3 million in 2011.,normal
HMY,Harmony Gold Mining Company Limited,20110824,Harmony Gold sees FY 2012 gold output at 1.45-1.55 mln oz , JOHANNESBURG  Aug 24 South Africa's Harmony Gold    the world's fifth-largest gold producer  said on Wednesday that output for its 2012 financial year should rise to between 1.45 million ounces and 1.55 million ounces from around 1.3 million in 2011.,normal
HRS,Harris Corporation,20110824,RPT-US quake bolsters calls for public safety wireless network , * Quake rattles East Coast  disrupts cell phone service,topStory
HRS,Harris Corporation,20110824,Quake bolsters calls for public safety wireless network ,WASHINGTON Disruption of cell phone service by a rare East Coast earthquake on Tuesday prompted renewed calls for Congress and regulators to provide a dedicated wireless network for emergency workers.,normal
HDB,HDFC Bank Limited,20110824,TEXT-Fitch affirms HDFC Bank's ratings , (The following statement was released by the ratings agency),topStory
HEI,Heico Corporation,20110824,CORRECTED-UPDATE 1-HEICO Q3 beats Street  raises 2011 outlook , Aug 24 Aircraft parts maker HEICO Corp   posted a better-than-expected quarterly profit helped by strong results at its flight support group  and raised its full-year forecast.,topStory
HTZ,Hertz Global Holdings Inc,20110824,Hertz to offer BYD electric cars for rental in China ,SHANGHAI Hertz Global Holdings Inc  will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,topStory
HTZ,Hertz Global Holdings Inc,20110824,Hertz to offer BYD electric cars for rental in China ,SHANGHAI Hertz Global Holdings Inc will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
HTZ,Hertz Global Holdings Inc,20110824,Hertz to offer BYD electric cars for rental in China , SHANGHAI  Aug 24 Hertz Global Holdings Inc  will begin renting electric cars to consumers in three Chinese cities in the foreseeable future  its China chief said on Wednesday.,normal
HTZ,Hertz Global Holdings Inc,20110824,PRESS DIGEST - New York Times business news - Aug 24 , Aug 24 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
HES,Hess Corporation,20110824,FACTBOX - U.S. East Coast energy sites brace for Irene , Aug 24 Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday.,topStory
HES,Hess Corporation,20110824,Analysis: Rails  not pipes  may tame twisted oil market ,NEW YORK U.S. crude oil shipments by railroad could help to end gaping price distortions in world oil markets faster than most traders have been expecting.,normal
HON,Honeywell International Inc,20110824,CORRECTED-UPDATE 1-HEICO Q3 beats Street  raises 2011 outlook , Aug 24 Aircraft parts maker HEICO Corp   posted a better-than-expected quarterly profit helped by strong results at its flight support group  and raised its full-year forecast.,topStory
HPQ,HP Inc,20110824,Analysis: Outlook for tech spending getting darker ,BOSTON Hopes are rapidly dwindling that there will be even modest growth in technology spending during the second half of 2011. And 2012 may be no better.,topStory
HPQ,HP Inc,20110824,Acer sees more losses as revamp charges hurt Q2 ,TAIPEI Taiwanese PC maker Acer Inc reported a worse-than-expected quarterly loss  the first in company history  as it took charges to reorganize in a troubled first half  and said it would be impossible to break even for the full year.,normal
HPQ,HP Inc,20110824,UPDATE 2-Acer sees more losses as revamp charges hurt Q2 , * Chairman sees tablet PC 'fever' receding  notebooks regaining interest,normal
HPQ,HP Inc,20110824,HP sues AU Optronics over alleged LCD panel price ,Hewlett-Packard Co has filed a case in a U.S. court against AU Optronics  saying the Taiwanese company conspired to fix the prices of thin film liquid crystal display (LCD) panels  court documents showed.,normal
HPQ,HP Inc,20110824,UPDATE 1-HP sues AU Optronics over alleged LCD panel price fixing , Aug 24 Hewlett-Packard Co has filed a case in a U.S. court against AU Optronics   saying the Taiwanese company conspired to fix the prices of thin film liquid crystal display (LCD) panels  court documents showed.,normal
HPQ,HP Inc,20110824,HP sues AU Optronics over alleged LCD panel price fixing , Aug 24 U.S. tech giant Hewlett-Packard Co  has filed a case against AU Optronics   saying the Taiwanese company conspired to fix the prices of thin film liquid crystal display (LCD) panels  court documents showed.,normal
HSBC,HSBC Holdings plc,20110824,UK bank insurance mis-selling complaints jump in H1 , LONDON  Aug 24 Complaints against controversial loan insurance by customers at two of Britain's top banks rose by 25-30 percent in the first half of this year from the previous six months and may rise further in the current period.,topStory
HSBC,HSBC Holdings plc,20110824,Prudential Financial approved for China life insurance JV ,SHANGHAI U.S. financial group Prudential Financial  has received regulatory approval to set up a life insurance venture in China with a unit of Chinese conglomerate Fosun Group  accessing the country's 1 trillion yuan ($156 billion) life insurance market.,normal
HSBC,HSBC Holdings plc,20110824,UPDATE 1-Prudential Financial gets approval to set up China life insurance JV , * Predential and Fosun partnered on private equity in January,normal
HSBC,HSBC Holdings plc,20110824,Markets eye ECB dollar sale for bank funding clues , LONDON  Aug 24 The cost to insure bank debt remained near record highs and shares were anaemic as markets awaited the outcome of a European Central Bank dollar tender that could provide clues about lenders' ability to fund themselves.,normal
HSBC,HSBC Holdings plc,20110824,China Life shares dive 12 percent on earnings miss ,HONG KONG Shares of China Life Insurance Co Ltd  tumbled 12 percent to a 2- year low on Wednesday after the world's largest life insurer by market value posted disappointing earnings  piling pressure on it to speed up a planned diversification.,normal
HSBC,HSBC Holdings plc,20110824,UPDATE 2-China Life shares dive 12 pct on earnings miss , * China Life says current mkt not conducive for share issue,normal
HSEA,HSBC Holdings plc,20110824,UK bank insurance mis-selling complaints jump in H1 , LONDON  Aug 24 Complaints against controversial loan insurance by customers at two of Britain's top banks rose by 25-30 percent in the first half of this year from the previous six months and may rise further in the current period.,topStory
HSEA,HSBC Holdings plc,20110824,Prudential Financial approved for China life insurance JV ,SHANGHAI U.S. financial group Prudential Financial  has received regulatory approval to set up a life insurance venture in China with a unit of Chinese conglomerate Fosun Group  accessing the country's 1 trillion yuan ($156 billion) life insurance market.,normal
HSEA,HSBC Holdings plc,20110824,UPDATE 1-Prudential Financial gets approval to set up China life insurance JV , * Predential and Fosun partnered on private equity in January,normal
HSEA,HSBC Holdings plc,20110824,Markets eye ECB dollar sale for bank funding clues , LONDON  Aug 24 The cost to insure bank debt remained near record highs and shares were anaemic as markets awaited the outcome of a European Central Bank dollar tender that could provide clues about lenders' ability to fund themselves.,normal
HSEA,HSBC Holdings plc,20110824,China Life shares dive 12 percent on earnings miss ,HONG KONG Shares of China Life Insurance Co Ltd  tumbled 12 percent to a 2- year low on Wednesday after the world's largest life insurer by market value posted disappointing earnings  piling pressure on it to speed up a planned diversification.,normal
HSEA,HSBC Holdings plc,20110824,UPDATE 2-China Life shares dive 12 pct on earnings miss , * China Life says current mkt not conducive for share issue,normal
HSEB,HSBC Holdings plc,20110824,UK bank insurance mis-selling complaints jump in H1 , LONDON  Aug 24 Complaints against controversial loan insurance by customers at two of Britain's top banks rose by 25-30 percent in the first half of this year from the previous six months and may rise further in the current period.,topStory
HSEB,HSBC Holdings plc,20110824,Prudential Financial approved for China life insurance JV ,SHANGHAI U.S. financial group Prudential Financial  has received regulatory approval to set up a life insurance venture in China with a unit of Chinese conglomerate Fosun Group  accessing the country's 1 trillion yuan ($156 billion) life insurance market.,normal
HSEB,HSBC Holdings plc,20110824,UPDATE 1-Prudential Financial gets approval to set up China life insurance JV , * Predential and Fosun partnered on private equity in January,normal
HSEB,HSBC Holdings plc,20110824,Markets eye ECB dollar sale for bank funding clues , LONDON  Aug 24 The cost to insure bank debt remained near record highs and shares were anaemic as markets awaited the outcome of a European Central Bank dollar tender that could provide clues about lenders' ability to fund themselves.,normal
HSEB,HSBC Holdings plc,20110824,China Life shares dive 12 percent on earnings miss ,HONG KONG Shares of China Life Insurance Co Ltd  tumbled 12 percent to a 2- year low on Wednesday after the world's largest life insurer by market value posted disappointing earnings  piling pressure on it to speed up a planned diversification.,normal
HSEB,HSBC Holdings plc,20110824,UPDATE 2-China Life shares dive 12 pct on earnings miss , * China Life says current mkt not conducive for share issue,normal
ITW,Illinois Tool Works Inc,20110824,CORRECTED - New Issue-Illinois Tool Works sells $1 bln notes , Aug 24 Illinois Tool Works Inc  on Wednesday sold $1 billion of two-part notes in the 144a private placement market  said IFR  a Thomson Reuters service.,topStory
ICE,Intercontinental Exchange Inc,20110824,Nasdaq  NYSE in for quiet profit rise amid selloff ,NEW YORK U.S. stock exchanges could quietly log record per-share earnings this quarter thanks to a surge in trading volume  and analysts are urging investors to step in to take advantage of the broader market selloff.,topStory
ICE,Intercontinental Exchange Inc,20110824,Nasdaq  NYSE in for quiet profit rise amid selloff ,   * Exchanges reap big revenues when panic grips marketplace,normal
IHG,Intercontinental Hotels Group,20110824,Accor reassures on bookings amid macro gloom ,PARIS Accor   Europe's largest hotel group  said it remained "watchful" but reassured investors it had not seen any impact of global recession fears on September bookings  lifting its shares as much as 4 percent.,topStory
IHG,Intercontinental Hotels Group,20110824,UPDATE 3-Accor reassures on bookings amid macro gloom , PARIS  Aug 24 Accor   Europe's largest hotel group  said it remained "watchful" but reassured investors it had not seen any impact of global recession fears on September bookings  lifting its shares as much as 4 percent.,normal
IHG,Intercontinental Hotels Group,20110824,UPDATE 1-Accor optimistic on H2 after earnings in line ,  PARIS  Aug 24 Accor   Europe's largest hotel group  said on Wednesday it had yet to see an impact on global demand for hotel rooms from recession fears and that second half trends remained supported by a good summer season.,normal
IBM,International Business Machines Corporation,20110824,Analysis: Outlook for tech spending getting darker ,BOSTON Hopes are rapidly dwindling that there will be even modest growth in technology spending during the second half of 2011. And 2012 may be no better.,topStory
ITUB,Itau Unibanco Banco Holding SA,20110824,UPDATE 3-Brazil defaults hit 17-month high; loan growth slows , * Commercial banks grappling with eroding asset quality  (Adds analysts' comments  context on trend throughout),topStory
JPM,J P Morgan Chase & Co,20110824,Wall Street rises as investors flee gold; Apple falls late ,NEW YORK U.S. stocks posted strong gains for a second day on Wednesday as investors jumped back into beaten-down financial shares and backed away from safer assets like gold in volatile trading. | Video ,topStory
JPM,J P Morgan Chase & Co,20110824,US STOCKS-Wall St rises as investors flee gold;Apple falls late , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple's stock falling following late news that co-founder Steve Jobs resigns as CEO and adjusts stock indexes' settlement figures),normal
JPM,J P Morgan Chase & Co,20110824,US STOCKS-Wall St up as investors flee gold;Apple CEO quits , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple shares halted after bell  co-founder Steve Jobs resigns as CEO),normal
JPM,J P Morgan Chase & Co,20110824,US STOCKS-Wall St up as investors flee gold;Apple CEO quits , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple shares halted after bell  co-founder Steve Jobs resigns as CEO),normal
JPM,J P Morgan Chase & Co,20110824,WaMu judge weighs closing arguments ,WILMINGTON  Delaware Shareholders of Washington Mutual Inc made their final pitch against the company's $7 billion reorganization plan on Wednesday  repeating accusations the bankruptcy was tainted by insider trading.,normal
JPM,J P Morgan Chase & Co,20110824,WaMu judge weighs closing arguments , WILMINGTON  Del.  Aug 24 Shareholders of Washington Mutual Inc made their final pitch against the company's $7 billion reorganization plan on Wednesday  repeating accusations the bankruptcy was tainted by insider trading.,normal
JPM,J P Morgan Chase & Co,20110824,BofA shares rise as capital debate continues ,CHARLOTTE  North Carolina Bank of America Corp  shares rebounded on Wednesday with their second-largest price increase this month after analysts said the bank's capital needs were not as dire as some had feared. | Video ,normal
JPM,J P Morgan Chase & Co,20110824,UPDATE 3-BofA shares rise as capital debate continues , * Shares close at $6.99  (Updates with closing share price and volume  adds story link  background details),normal
JPM,J P Morgan Chase & Co,20110824,Analysis: Mortgage probe split puts banks in tactical bind ,WASHINGTON Large U.S. banks defending themselves against a mass of state and federal mortgage probes face a difficult tactical decision following New York state's exit from settlement talks on Tuesday.,normal
JPM,J P Morgan Chase & Co,20110824,US STOCKS-Wall Street gains at gold's expense , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
JLL,Jones Lang LaSalle Incorporated,20110824,Great Portland to buy ITN television HQ -sources , * Rivals include Accrue Capital  Malaysian pension fund,topStory
JNPR,Juniper Networks Inc,20110824,Starbucks CEO:100+ leaders to stop political gifts ,CHICAGO Starbucks Corp  Chief Executive Howard Schultz on Wednesday said that more than 100 U.S. business leaders have signed on to his call to withhold political contributions from lawmakers until they strike a bipartisan debt deal.,topStory
JNPR,Juniper Networks Inc,20110824,Starbucks CEO:100+ leaders to stop political gifts , CHICAGO  Aug 24 Starbucks Corp  Chief Executive Howard Schultz on Wednesday said that more than 100 U.S. business leaders have signed on to his call to withhold political contributions from lawmakers until they strike a bipartisan debt deal.,normal
KBH,KB Home,20110824,Toll Bros orders weak; wealthy homebuyers hesitant ,NEW YORK Luxury homebuilder Toll Brothers Inc reported tepid quarterly order growth and a rise in cancellations and warned that stock market volatility and economic uncertainty continue to weigh on homebuyer confidence.,topStory
KBH,KB Home,20110824,UPDATE 4-Toll Bros orders weak; wealthy homebuyers hesitant , * New orders up 2 pct  below Street; cancellations rise  (Recasts; adds analyst comment  share rise  byline),normal
KBH,KB Home,20110824,CORRECTED-UPDATE 1-Toll Brothers profit rises; narrows FY order outlook , (Corrects paragraphs 6 and 7 to say revenue and deleveries fell  not rose),normal
KYO,Kyocera Corporation,20110824,Canadian wireless startup takes maverick approach ,TORONTO When the Canadian government auctioned off wireless airwaves in 2008  most carriers had no interest in bidding for the so-called G band - "orphan" frequencies used nowhere else in the world.,topStory
KYO,Kyocera Corporation,20110824,Canadian wireless startup takes maverick approach , * Cheap airwaves enable low-cost wireless service model,normal
LPI,Laredo Petroleum Inc,20110824,UPDATE 1-Laredo Petroleum files for IPO of up to $450 mln , * Underwiters are JP Morgan  Goldman Sachs  BoFA Merill Lynch and Wells Fargo Securities   (Follows alerts),topStory
LZB,La-Z-Boy Incorporated,20110824,La-Z-Boy Q1 profit misses Street ,Furniture maker and retailer La-Z-Boy Inc  posted a quarterly profit that missed estimates.,topStory
LZB,La-Z-Boy Incorporated,20110824,CORRECTED-UPDATE 1-La-Z-Boy Q1 profit misses Street , (Corrects headline and paragraph 1 to say the company missed estimates  not beat; Corrects Q1 adj EPS in first bullet point  paragraph 3),normal
LYG,Lloyds Banking Group Plc,20110824,UK bank insurance mis-selling complaints jump in H1 , LONDON  Aug 24 Complaints against controversial loan insurance by customers at two of Britain's top banks rose by 25-30 percent in the first half of this year from the previous six months and may rise further in the current period.,topStory
LMT,Lockheed Martin Corporation,20110824,UAE said to trim planned US missile-defense purchase ,WASHINGTON The United Arab Emirates has trimmed what had been billed as a possible $7 billion purchase of an advanced U.S. missile defense system but there are no major obstacles to its completion  Lockheed Martin Corp's lead executive on the deal said Wednesday.,topStory
LMT,Lockheed Martin Corporation,20110824,UAE said to trim planned US missile-defense purchase , WASHINGTON  Aug 24 The United Arab Emirates has trimmed what had been billed as a possible $7 billion purchase of an advanced U.S. missile defense system but there are no major obstacles to its completion  Lockheed Martin Corp's  lead executive on the deal said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20110824,No US decision yet on new Taiwan arms sales , WASHINGTON  Aug 24 The U.S. government has not yet made a decision on any new arms sales to Taiwan  a Pentagon official said on Wednesday  asked about the potential sale of new F-16 fighter jets to the country.,normal
MAN,ManpowerGroup,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,topStory
MAN,ManpowerGroup,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,normal
MAN,ManpowerGroup,20110824,INSIGHT-Facebook  LinkedIn threaten to slay Monster.com , * Monster shares keep sinking  company worth below $1 bln,normal
MFC,Manulife Financial Corp,20110824,Manulife launches 15 new mutual funds ,   * Mutual fund unit sold C$864 mln in mutual funds in Q2,topStory
MPC,Marathon Petroleum Corporation,20110824,US Cash Products-Midwest gasoline markets pare gains , HOUSTON  Aug 24 Midwest gasoline differentials slipped on  Wednesday  paring recent gains  as the September RBOB gasoline futures contract on the New York Mercantile Exchange (NYMEX) lost some of its premium against the October contract  traders said.,topStory
MPC,Marathon Petroleum Corporation,20110824,US Cash Products-Midwest gasoline markets pare gains , HOUSTON  Aug 24 Midwest gasoline differentials slipped Wednesday  paring recent gains  as the September RBOB gasoline futures contract on the New York Mercantile Exchange lost some of its premium against the October contract  traders said.,normal
MMI,Marcus & Millichap Inc,20110824,TiVo results beat estimates  patents in focus ,NEW YORK TiVo Inc  a maker of digital video recorders  reported second-quarter results on Wednesday that beat expectations and said it is looking at ways to boost the value of its patents.,topStory
MMI,Marcus & Millichap Inc,20110824,UPDATE 2-TiVo results beat estimates  patents in focus ,* Shares rise 9 pct after hours  (Adds outlook  byline  EPS estimate  details on Grande deal  byline),normal
MMI,Marcus & Millichap Inc,20110824,COLUMN-2011: A Samsung litigation odyssey: Alison Frankel , -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,normal
MMI,Marcus & Millichap Inc,20110824,Deals of the day -- mergers and acquisitions , Aug 24 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 1330 GMT on Wednesday:,normal
MMI,Marcus & Millichap Inc,20110824,China says Google has not sought approval on Motorola ,BEIJING China's Commerce Ministry said it had not received an application for regulatory approval from Google Inc on its planned $12.5 billion purchase of Motorola Mobility Holdings.,normal
MMI,Marcus & Millichap Inc,20110824,UPDATE 1-China says Google has not sought approval on Motorola bid , * MofCom says hasn't received Google application to buy Motorola Mobility,normal
MMI,Marcus & Millichap Inc,20110824,China says Google has not sought approval on Motorola bid , BEIJING  Aug 24 China's Commerce Ministry said it had not received an application for regulatory approval from Google Inc on its planned $12.5 billion purchase of Motorola Mobility Holdings .,normal
MA,Mastercard Incorporated,20110824,UPDATE 1-Regions elects former MaterCard exec to board , CHARLOTTE  N.C.  Aug 24 Regions Financial Corp  appointed former MasterCard Inc  executive Ruth Ann Marshall as a director for the Southeastern regional bank  the company said on Wednesday.,topStory
MCD,McDonald&#39;s Corporation,20110824,Russia's Miratorg secures 1.9 bln rbls in VTB loans ,   MOSCOW  Aug 24 Privately owned Russian meat producer Miratorg has secured 1.86 billion roubles ($65.6 million) in four credit lines from VTB   the state-owned lender said in a statement on Wednesday.,topStory
