SHLM,A Schulman Inc,20110825,UPDATE 2-A. Schulman cuts profit target  to close plant , * Stock drops 3.5 percent  (Adds CEO comments  stock drop),topStory
GE,General Electric Company,20110825,CORRECTED - FACTBOX-Biggest changes in NYSE short interest ,(Corrects to remove Hartford Financial  from largest increases list  as increase in short interest was not in common shares but in company warrants),normal
GE,General Electric Company,20110825,Warren Buffett to invest $5 billion in Bank of America ,NEW YORK/CHARLOTTE  North Carolina Warren Buffett will invest $5 billion in Bank of America Corp  stepping in to shore up the largest U.S. bank in the same way he helped prop up Goldman Sachs and General Electric during the financial crisis. | Video ,normal
GE,General Electric Company,20110825,Investors who follow Buffett in BofA may be sorry ,BOSTON Following Warren Buffett is usually an easy way to make money  but in the case of the oracle's investment in Bank of America Corp investors may find it a lot tougher.,normal
GE,General Electric Company,20110825,Investors who follow Buffett in BofA may be sorry , BOSTON  Aug 25 Following Warren Buffett is usually an easy way to make money  but in the case of the oracle's investment in Bank of America Corp  investors may find it a lot tougher.,normal
GE,General Electric Company,20110825,Boeing's novel Dreamliner set to gain US safety OK , * Boeing reworked fuselage  received six safety exemptions,normal
GE,General Electric Company,20110825,REFILE-UPDATE 6-Warren Buffett to invest $5 bln in BofA , * BofA shares rise but then give up most of their gains  (Adds details on BofA trading  capital position),normal
GE,General Electric Company,20110825,FACTBOX-Warren Buffett's preferred stock deals , NEW YORK  Aug 25 Billionaire investor Warren Buffett struck a deal to invest $5 billion in Bank of America Corp  on Thursday  a vote of confidence as the bank battles losses in its mortgage division. [ID:nN1E77O0PL],normal
GE,General Electric Company,20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,normal
GE,General Electric Company,20110825,Buffett's BofA stake stirs memories for GE holders ,BOSTON News that Warren Buffett is riding to Bank of America Corp's  rescue with a $5 billion investment likely stirred memories for shareholders of General Electric Co .,normal
GM,General Motors Company,20110825,S.Korea-Market Factors to watch Aug 26 , SEOUL  Aug 26 Following is a list of events in South Korea as well as news stories and press reports which may influence financial markets. (Reuters News welcomes your feedback and for any queries  please contact the Seoul newsroom at +822 3704 5640 or via email at kr.rtrs@gmail.com)     	 WHAT IS HAPPENING IN KOREA (Times local  GMT +9 hrs) 	 >Hyundai Motor union set to vote on a tentative wage deal  with results likely to be released early Saturday	 >Q2 consolidated fiscal b,topStory
GM,General Motors Company,20110825,GM  LG to jointly develop electric cars ,DETROIT General Motors Co and LG Corp have struck a deal to develop electric cars together  a first-of-its-kind alliance between the top U.S. automaker and a leading Korean conglomerate that represents a major bet on battery technology.,normal
GM,General Motors Company,20110825,UPDATE 2-GM  LG to jointly develop electric cars ,   * Deal expands existing battery supply contract for Volt,normal
GM,General Motors Company,20110825,UPDATE 2-Clean Energy gets more investment  shares rise , * Springleaf  Lionfish  Greenwich Asset to invest $150 mln,normal
GM,General Motors Company,20110825,Saab August wages delayed  carmaker seeks cash , STOCKHOLM  Aug 25 August's wages for Saab's blue-collar workers have been delayed  the carmaker's Dutch owner Swedish Automobile said on Thursday  and there is a risk white-collar employees will not receive salaries as planned on Friday.,normal
GSK,GlaxoSmithKline PLC,20110825,Analysis: Why Goldman's Blankfein tapped big-time lawyer ,NEW YORK If you need to hire Reid Weingarten  your career has probably hit a rough patch.,topStory
GFI,Gold Fields Limited,20110825,FACTBOX-Peru mining firms' profits and royalty payments , LIMA  Aug 25 Peru has reached an agreement with mining companies to increase their contributions toward the state to 3 billion soles (about $1 billion) a year  fulfilling a key campaign promise by leftist President Ollanta Humala. [ID:nN1E77O0WQ],topStory
GG,Goldcorp Inc,20110825,CANADA STOCKS-Uncertainty drags TSX lower  golds cushion slide ,   * TSX ends down 59.50 points  or 0.48 pct  at 12 284.31,topStory
GS,Goldman Sachs Group Inc (The),20110825,RPT-DEALTALK-Bank of America's CCB stake faces tough sell , (Repeats story first filed Thursday with no change to text),topStory
GS,Goldman Sachs Group Inc (The),20110825,Warren Buffett to invest $5 billion in Bank of America ,NEW YORK/CHARLOTTE  North Carolina Warren Buffett will invest $5 billion in Bank of America Corp  stepping in to shore up the largest U.S. bank in the same way he helped prop up Goldman Sachs and General Electric during the financial crisis. | Video ,normal
GS,Goldman Sachs Group Inc (The),20110825,Bank of America gives Buffett a $3 billion gift ,NEW YORK When Bank of America Corp agreed to sell $5 billion of preferred shares to Warren Buffett  it gave the Oracle of Omaha a $3 billion gift with the deal.,normal
GS,Goldman Sachs Group Inc (The),20110825,Investors who follow Buffett in BofA may be sorry ,BOSTON Following Warren Buffett is usually an easy way to make money  but in the case of the oracle's investment in Bank of America Corp investors may find it a lot tougher.,normal
GS,Goldman Sachs Group Inc (The),20110825,UPDATE 1-Bank of America gives Buffett a $3 billion gift , * Warrants show how keen bank was for investment -analysts  (Recasts first sentence  adds analyst comment  background on deal),normal
GS,Goldman Sachs Group Inc (The),20110825,Investors who follow Buffett in BofA may be sorry , BOSTON  Aug 25 Following Warren Buffett is usually an easy way to make money  but in the case of the oracle's investment in Bank of America Corp  investors may find it a lot tougher.,normal
GS,Goldman Sachs Group Inc (The),20110825,REFILE-UPDATE 6-Warren Buffett to invest $5 bln in BofA , * BofA shares rise but then give up most of their gains  (Adds details on BofA trading  capital position),normal
GS,Goldman Sachs Group Inc (The),20110825,FACTBOX-Warren Buffett's preferred stock deals , NEW YORK  Aug 25 Billionaire investor Warren Buffett struck a deal to invest $5 billion in Bank of America Corp  on Thursday  a vote of confidence as the bank battles losses in its mortgage division. [ID:nN1E77O0PL],normal
GS,Goldman Sachs Group Inc (The),20110825,Goldman Sachs to cut some London salaries: source ,LONDON Goldman Sachs  is set to cut salaries for some of its London investment bankers as an agreed two-year pay rise deal comes to an end  a source familiar with the matter said.,normal
GS,Goldman Sachs Group Inc (The),20110825,Buffett's Bank of America warrants soar in value , * Buffett's paper profits on Bank of America warrants jump,normal
TV,Grupo Televisa SA,20110825,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG24 0800/1300  1st half monthly inflat  Aug +0.19pct +0.32pct AUG24 0800/1300  Annual infation          Aug          3.58 pct AUG24,topStory
HK,Halcon Resources Corporation,20110825,BHP Billiton Petroleum sees annual volume growth of 10 pct , SYDNEY  Aug 26 Global miner BHP Billiton's   petroleum business is on track to deliver compound annual growth in production volumes of 10 percent for the rest of the decade  the company said Friday.,topStory
HMY,Harmony Gold Mining Company Limited,20110825,Harmony Gold CEO says undervalued  not vulnerable ,JOHANNESBURG Harmony Gold  may be undervalued but the world's fifth largest gold producer was not vulnerable to a take-over bid  Chief Executive Officer Graham Briggs said on Wednesday.,topStory
HGH,Hartford Financial Services Group Inc (The),20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,topStory
HIG,Hartford Financial Services Group Inc (The),20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,topStory
HES,Hess Corporation,20110825,FACTBOX-U.S. East Coast energy sites brace for Irene , Aug 25 Oil terminals  refineries and nuclear plants from the Bahamas to Rhode Island were bracing for Hurricane Irene on Wednesday.,topStory
HFC,HollyFrontier Corporation,20110825,UPDATE 1-HollyFrontier raises quarterly cash dividend , * Increases quarterly dividend to $0.175/share from $0.15/share,topStory
HMC,Honda Motor Company Ltd,20110825,ADR Report-Foreign shares slide on German jitters , NEW YORK  Aug 25 U.S.-traded shares of overseas companies fell across the board on Thursday as talk of an imminent ban on short-selling in Germany  later denied  rattled equity investors.,topStory
HRL,Hormel Foods Corporation,20110825,Hormel expects turkey margin hit; shares tumble ,CHICAGO Hormel Foods Corp  expects profit margins in its Jennie-O turkey business to be hurt in coming months as the price of corn used in turkey feed rises.,topStory
HRL,Hormel Foods Corporation,20110825,UPDATE 4-Hormel expects turkey margin hit; shares tumble , * Shares down nearly 6 percent  (Adds company comment  share move  byline),normal
HRL,Hormel Foods Corporation,20110825,US STOCKS-Futures point to flat open  Apple falls , * Futures: Dow up 11 pts  S&P off 0.4 pt  Nasdaq off 6.75,normal
HRL,Hormel Foods Corporation,20110825,US STOCKS-Futures flat ahead of jobless claims  Apple down , * Futures: Dow up 22 pts  S&P up 2.6 pts  Nasdaq off 6 pts,normal
HPQ,HP Inc,20110825,Investors sanguine as Apple's Jobs steps aside ,SAN FRANCISCO/NEW YORK Apple Inc's first day without Steve Jobs as chief executive looked awfully similar to most other days: its share price beat the broader stock market. | Video ,topStory
HPQ,HP Inc,20110825,WRAPUP 5-Investors sanguine as Apple's Jobs steps aside , * At least 13 brokerages maintain ratings on stock  (Adds link to package of Reuters stories),normal
HPQ,HP Inc,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),normal
HPQ,HP Inc,20110825,Buffett move may rescue August for some hedge funds ,BOSTON August was shaping up as one of the worst months ever for some top hedge fund managers like John Paulson  but Warren Buffett may have changed that.,normal
HPQ,HP Inc,20110825,Buffett move may rescue August for some hedge funds , BOSTON  Aug 25 August was shaping up as one of the worst months ever for some top hedge fund managers like John Paulson  but Warren Buffett may have changed that.,normal
HPQ,HP Inc,20110825,U.S. seeks 6-7-year prison term for former trader ,NEW YORK Federal prosecutors are seeking a prison sentence of roughly six to seven-plus years for a former trader who pleaded guilty in April in connection to a sweeping government probe into insider trading.,normal
HPQ,HP Inc,20110825,US seeks 6-7-year prison term for former trader , NEW YORK  Aug 25 Federal prosecutors are seeking a prison sentence of roughly six to seven-plus years for a former trader who pleaded guilty in April in connection to a sweeping government probe into insider trading.,normal
HPQ,HP Inc,20110825,Samsung says not interested in HP's PC business ,SEOUL Samsung Electronics Co reiterated on Thursday it is not interested in buying Hewlett-Packard Co's PC business  shooting down persistent market talk the South Korean firm may snap up the unit to become the world's top PC maker.,normal
HPQ,HP Inc,20110825,UPDATE 1-Samsung says not interested in HP's PC business , * Makes rare and strong denial of market talk as customers fret   (Adds details),normal
HPQ,HP Inc,20110825,Samsung says not intersted in HP's PC business , SEOUL  Aug 25 Samsung Electronics Co  reiterated on Thursday it is not interested in buying Hewlett-Packard Co's PC business as market speculation failed to dissipate.,normal
HSBC,HSBC Holdings plc,20110825,Schwab sues 11 major banks for manipulating Libor , NEW YORK  Aug 25 Charles Schwab Corp   the discount brokerage and money manager  has filed two lawsuits accusing 11 major banks of conspiring to manipulate Libor  which is used to set interest rates on hundreds of trillions of dollars of securities.,topStory
HSBC,HSBC Holdings plc,20110825,Companies rush to enter China's fund distribution business , SHANGHAI  Aug 25 China's planned deregulation in October of its fund distribution business has drawn interest from both independent advisers and locally-incorporated foreign banks  as they eye a slice of the market dominated by Chinese banks.,normal
HSBC,HSBC Holdings plc,20110825,UPDATE 1-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
HSBC,HSBC Holdings plc,20110825,NEW ISSUE-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
HSEA,HSBC Holdings plc,20110825,Schwab sues 11 major banks for manipulating Libor , NEW YORK  Aug 25 Charles Schwab Corp   the discount brokerage and money manager  has filed two lawsuits accusing 11 major banks of conspiring to manipulate Libor  which is used to set interest rates on hundreds of trillions of dollars of securities.,topStory
HSEA,HSBC Holdings plc,20110825,Companies rush to enter China's fund distribution business , SHANGHAI  Aug 25 China's planned deregulation in October of its fund distribution business has drawn interest from both independent advisers and locally-incorporated foreign banks  as they eye a slice of the market dominated by Chinese banks.,normal
HSEA,HSBC Holdings plc,20110825,UPDATE 1-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
HSEA,HSBC Holdings plc,20110825,NEW ISSUE-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
HSEB,HSBC Holdings plc,20110825,Schwab sues 11 major banks for manipulating Libor , NEW YORK  Aug 25 Charles Schwab Corp   the discount brokerage and money manager  has filed two lawsuits accusing 11 major banks of conspiring to manipulate Libor  which is used to set interest rates on hundreds of trillions of dollars of securities.,topStory
HSEB,HSBC Holdings plc,20110825,Companies rush to enter China's fund distribution business , SHANGHAI  Aug 25 China's planned deregulation in October of its fund distribution business has drawn interest from both independent advisers and locally-incorporated foreign banks  as they eye a slice of the market dominated by Chinese banks.,normal
HSEB,HSBC Holdings plc,20110825,UPDATE 1-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
HSEB,HSBC Holdings plc,20110825,NEW ISSUE-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
HUM,Humana Inc,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),topStory
HUM,Humana Inc,20110825,UPDATE 1-Humana to buy Arcadian Management Services , * Says deal expected to close in late 2011   (Follows alerts),normal
IBM,International Business Machines Corporation,20110825,Analysis: Little relief seen as U.S. finalizes patent reform ,WASHINGTON Congress is tantalizingly close to passing patent reform that President Barack Obama has hailed as an economic booster  but the legislation is expected to do little to divert money away from patent litigation and toward innovation.,topStory
ICL,Israel Chemicals Shs,20110825,Israel Corp Q2 profit down on weak shipping unit , JERUSALEM  Aug 25 Israel Corp   one of Israel's largest holding companies  reported a 34 percent drop in quarterly earnings  hurt by its shipping unit which posted a large loss.,topStory
JPM,J P Morgan Chase & Co,20110825,CORRECTED - FACTBOX-Biggest changes in NYSE short interest ,(Corrects to remove Hartford Financial  from largest increases list  as increase in short interest was not in common shares but in company warrants),topStory
JPM,J P Morgan Chase & Co,20110825,UPDATE 2-JPMorgan to pay $88.3 mln in foreign funds cases , * Bank says it will improve compliance programs (Adds details  background),normal
JPM,J P Morgan Chase & Co,20110825,Schwab sues 11 major banks for manipulating Libor , NEW YORK  Aug 25 Charles Schwab Corp   the discount brokerage and money manager  has filed two lawsuits accusing 11 major banks of conspiring to manipulate Libor  which is used to set interest rates on hundreds of trillions of dollars of securities.,normal
JPM,J P Morgan Chase & Co,20110825,JPMorgan to pay $88.3 mln in sanctions settlement , WASHINGTON  Aug 25 JPMorgan Chase  will pay $88.3 million to settle allegations of apparent sanctions violations  a Treasury Department official said on Thursday.,normal
JPM,J P Morgan Chase & Co,20110825,Under fire  N.Y. AG wins plaudits in mortgage probe ,NEW YORK The New York attorney general's booting from a panel of state officials negotiating a settlement of mortgage abuses may shore up his political base and enforcement agenda.,normal
JPM,J P Morgan Chase & Co,20110825,Under fire  N.Y. AG wins plaudits in mortgage probe , NEW YORK  Aug 25 The New York attorney general's booting from a panel of state officials negotiating a settlement of mortgage abuses may shore up his political base and enforcement agenda.,normal
JPM,J P Morgan Chase & Co,20110825,Buffett news boosts new issue possibilities ,NEW YORK  Aug 25 (IFR) - Warren Buffett's investment in Bank of America today has boosted hopes that not only will the new issue calendar come to life again before next week's Labor Day  but that U.S. banks might also start issuing again in early September.,normal
JPM,J P Morgan Chase & Co,20110825,Buffett move may rescue August for some hedge funds ,BOSTON August was shaping up as one of the worst months ever for some top hedge fund managers like John Paulson  but Warren Buffett may have changed that.,normal
JPM,J P Morgan Chase & Co,20110825,Buffett move may rescue August for some hedge funds , BOSTON  Aug 25 August was shaping up as one of the worst months ever for some top hedge fund managers like John Paulson  but Warren Buffett may have changed that.,normal
JPM,J P Morgan Chase & Co,20110825,Dealtalk: Barclays M&A team rises from Lehman's ashes ,NEW YORK Skip McGee's most fulfilling moment as an investment banker came in 2002  when his team at Lehman Brothers helped Williams Cos  avert bankruptcy.,normal
SJM,JM Smucker Company (The),20110825,Hormel expects turkey margin hit; shares tumble ,CHICAGO Hormel Foods Corp  expects profit margins in its Jennie-O turkey business to be hurt in coming months as the price of corn used in turkey feed rises.,topStory
SJM,JM Smucker Company (The),20110825,UPDATE 4-Hormel expects turkey margin hit; shares tumble , * Shares down nearly 6 percent  (Adds company comment  share move  byline),normal
JNPR,Juniper Networks Inc,20110825,Analysis: Network gear makers stumble  but growth still there ,As sales of smartphones soar and companies shift data to cloud computing  the outlook for the makers of the switches  routers and other gear to manage networks may not be as gloomy as recent share market performance suggests.,topStory
JE,Just Energy Group Inc,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),topStory
JE,Just Energy Group Inc,20110825,UPDATE 1-Just Energy unit to buy US private co for $79.4 mln , * Says it expects deal to add to results on adj basis in 2012,normal
KMB,Kimberly-Clark Corporation,20110825,Analysis: Where does Jobs stand among America's iconic CEOs? ,NEW YORK The question is not whether Steve Jobs is an iconic CEO  but where Apple Inc's  co-founder ranks in the pantheon of business leaders who have carved out a place in history.,topStory
KND,Kindred Healthcare Inc,20110825,BUY OR SELL-Skilled nursing: out of the sick-bay? , BANGALORE  Aug 25 Shares of U.S. skilled nursing service providers look undervalued given the long-term demand and a retiring baby-boom generation  but some investors are steering clear  fearing further cuts in government reimbursement rates.,topStory
KEP,Korea Electric Power Corporation,20110825,UPDATE 1-LG Chem signs $4 bln Kazakh petrochem deal , * LG Chem JV to produce ethylene  polyethylene from 2016,topStory
LMT,Lockheed Martin Corporation,20110825,Newsmaker: Steve Jobs has a different operating system ,SAN FRANCISCO Hard to understand  difficult to work with and deemed irreplaceable by many Apple fans and investors  Steve Jobs has made a life defying conventions and expectations.,topStory
MFC,Manulife Financial Corp,20110825,Canada clients less happy with investment advisers ,TORONTO Canadian full-service investment firms have a lot of room for improvement when it comes to communicating with their clients  who are  on average  less satisfied with their firms than they were a year ago  according to a study released on Thursday.,topStory
MFC,Manulife Financial Corp,20110825,Canada clients less happy with investment advisers , * 65 pct of clients had no contact with firms in past year,normal
MPC,Marathon Petroleum Corporation,20110825,US Cash Products-Harbor gasoline up as Irene approaches , HOUSTON  Aug 25 - New York Harbor gasoline markets jumped by nearly a penny per gallon or more on Thursday on higher prompt and forward buying interest as Hurricane Irene approached the U.S. East Coast.,topStory
MPC,Marathon Petroleum Corporation,20110825,UPDATE 1-Three Texas City refineries hit by power blip , (Wraps together earlier stories on power interruption  adds company comments  details  background),normal
MPC,Marathon Petroleum Corporation,20110825,US Cash Products-Harbor gasoline up as Irene approaches , HOUSTON  Aug 25 New York Harbor F4 RBOB differentials for second-half September and later delivery climbed a penny per gallon on Thursday as Hurricane Irene approached the U.S. East Coast.,normal
MPC,Marathon Petroleum Corporation,20110825,Marathon says Texas City refinery hit by power blip ,   HOUSTON  Aug 25 Marathon Petroleum Corp's  76 000 barrel per day (bpd) Texas City  Texas  refinery was hit by a "minor power blip" on Thursday morning  a company spokesman said.,normal
MMI,Marcus & Millichap Inc,20110825,Analysis: Where does Jobs stand among America's iconic CEOs? ,NEW YORK The question is not whether Steve Jobs is an iconic CEO  but where Apple Inc's  co-founder ranks in the pantheon of business leaders who have carved out a place in history.,topStory
MMI,Marcus & Millichap Inc,20110825,Analysis: Little relief seen as U.S. finalizes patent reform ,WASHINGTON Congress is tantalizingly close to passing patent reform that President Barack Obama has hailed as an economic booster  but the legislation is expected to do little to divert money away from patent litigation and toward innovation.,normal
MMI,Marcus & Millichap Inc,20110825,Nokia unveils two cheap phones for emerging markets ,NAIROBI Ailing Nokia Oyj unveiled two cheap cellphone models inspired by consumer needs in Africa  aiming to strengthen its position against low-cost Asian rivals.,normal
MMI,Marcus & Millichap Inc,20110825,UPDATE 3-Nokia unveils two cheap phones for emerging mkts , * Has lost share in low-end due lack of dual-SIM models   (Adds quotes),normal
MGM,MGM Resorts International,20110825,CORRECTED - FACTBOX-Biggest changes in NYSE short interest ,(Corrects to remove Hartford Financial  from largest increases list  as increase in short interest was not in common shares but in company warrants),topStory
MGM,MGM Resorts International,20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,normal
MS,Morgan Stanley,20110825,Wealth managers lost 14 000 advisers in 2010: report ,NEW YORK The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,topStory
MS,Morgan Stanley,20110825,REFILE-Wealth managers lost 14 000 advisers in 2010-report , NEW YORK  Aug 25 The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,normal
MS,Morgan Stanley,20110825,UBS hires Barclays' Pierce to run U.S. MLP banking , NEW YORK  Aug 25 UBS AG   said it hired banker Robert Pierce away from Barclays Plc's  Barclays Capital to run its midstream energy and master limited partnership investment banking business in the Americas.,normal
MS,Morgan Stanley,20110825,Dealtalk: Barclays M&A team rises from Lehman's ashes ,NEW YORK Skip McGee's most fulfilling moment as an investment banker came in 2002  when his team at Lehman Brothers helped Williams Cos  avert bankruptcy.,normal
MS,Morgan Stanley,20110825,DEALTALK-Barclays M&A team rises from Lehman's ashes , * Challenge now to tap bank's ties with firms to M&A roles,normal
NEM,Newmont Mining Corporation,20110825,FACTBOX-Peru mining firms' profits and royalty payments , LIMA  Aug 25 Peru has reached an agreement with mining companies to increase their contributions toward the state to 3 billion soles (about $1 billion) a year  fulfilling a key campaign promise by leftist President Ollanta Humala. [ID:nN1E77O0WQ],topStory
NOAH,Noah Holdings Ltd,20110825,Companies rush to enter China's fund distribution business , SHANGHAI  Aug 25 China's planned deregulation in October of its fund distribution business has drawn interest from both independent advisers and locally-incorporated foreign banks  as they eye a slice of the market dominated by Chinese banks.,topStory
NOK,Nokia Corporation,20110825,Nokia unveils two cheap phones for emerging markets ,NAIROBI Ailing Nokia Oyj unveiled two cheap cellphone models inspired by consumer needs in Africa  aiming to strengthen its position against low-cost Asian rivals.,topStory
NOK,Nokia Corporation,20110825,UPDATE 3-Nokia unveils two cheap phones for emerging mkts , * Has lost share in low-end due lack of dual-SIM models   (Adds quotes),normal
NOK,Nokia Corporation,20110825,UPDATE 1-Nokia unveils 2 cheap cellphone models , * Has lost share in low-end due lack of dual-SIM models	   (Adds details  background),normal
NMR,Nomura Holdings Inc ADR,20110825,UPDATE 1-RTL interested in Poland's TVN - source , * Process at early stage  no due diligence yet - source,topStory
NSC,Norfolk Souther Corporation,20110825,FACTBOX-U.S. East Coast energy sites brace for Irene , Aug 25 Oil terminals  refineries and nuclear plants from the Bahamas to Rhode Island were bracing for Hurricane Irene on Wednesday.,topStory
NVO,Novo Nordisk A/S,20110825,NORDIC STOCKS - Factors to watch on Aug 25 , HELSINKI  Aug 25 The following stocks may be affected by newspaper reports and other factors on Thursday:,topStory
PCG,Pacific Gas & Electric Co,20110825,Regulators weigh more rules for natural gas pipelines ,WASHINGTON U.S. regulators sought public input on Wednesday about the need for increased oversight of the country's natural gas pipelines  as part of a push to strengthen safety after several deadly accidents.,topStory
P,Pandora Media Inc,20110825,Pandora Media revenue beats on strong ad sales ,NEW YORK Online radio service Pandora Media Inc reported results that beat expectations on strong advertising sales in its fiscal second quarter.,topStory
P,Pandora Media Inc,20110825,UPDATE 3-Pandora Media revenue beats on strong ad sales , * Adj EPS 2 cents vs loss of 3 cents per share St. view,normal
PTR,PetroChina Company Limited,20110825,UPDATE 2-PetroChina post flat H1 net profit  sees better H2 , * Higher gains held back by govt fuel price caps   (Adds quotes  details),topStory
PTR,PetroChina Company Limited,20110825,TABLE-PetroChina's operational results in H1 2011 , BEIJING  Aug 25 PetroChina   Asia's top oil and gas producer reported 5 percent growth in crude production in the first half of the year from a year earlier  the fastest expansion in recent years  thanks in part to rising output in Iraq.,normal
PTR,PetroChina Company Limited,20110825,PetroChina says H1 net profit roughly flat Y/Y ,BEIJING/HONG KONG PetroChina   the world's second-most valuable oil and gas producer after Exxon Mobil   posted a first-half net profit roughly level with last year's figure  as higher oil prices and strong production offset refining losses and costly natural gas imports.,normal
PTR,PetroChina Company Limited,20110825,UPDATE 1-PetroChina says H1 net profit roughly flat Y/Y , BEIJING/HONG KONG  Aug 25 PetroChina   the world's second-most valuable oil and gas producer after Exxon Mobil   posted a first-half net profit roughly level with last year's figure  as higher oil prices and strong production offset refining losses and costly natural gas imports.,normal
PTR,PetroChina Company Limited,20110825,PetroChina says to step up strategic exploration venture in Africa , HONG KONG  Aug 25 PetroChina Co Ltd   the world's second-most valuable oil and gas producer after Exxon Mobil Corp   said on Thursday that it will step up strategic venture exploration efforts in Chad and Niger.,normal
PTR,PetroChina Company Limited,20110825,PetroChina in Dushanzi refinery overhaul - sources , BEIJING  Aug 25 PetroChina   has started maintaining its 200 000 barrel-per-day (bpd) Dushanzi refinery from Aug. 9  scrapping a plan to further postpone the turnaround by two to three weeks to late August  two company officials said.,normal
PTR,PetroChina Company Limited,20110825,PetroChina posts 1 pct gain in H1 net profit , HONGKONG/BEIJING  Aug 25 PetroChina Co Ltd    the world's second-most valuable oil and gas producer after Exxon Mobil Corp   posted a marginal rise in first-half net profit as higher oil prices and strong production offset losses in its refining sector and costly natural gas imports.,normal
PTR,PetroChina Company Limited,20110825,Chinese state firms to double investment in restless Xinjiang , BEIJING  Aug 25 China's main state-owned companies will double their investments in the restless far western region of Xinjiang over the next five years to 991.6 billion yuan ($155 billion)  a major Chinese newspaper reported on Thursday.,normal
PTR,PetroChina Company Limited,20110825,China gas-to-chemical firms shackled by supply  costs -paper , BEIJING  Aug 25 Chemical firms using natural gas as feedstock in southwestern Chinese provinces were facing mounting risks to scale down and even close operations due to gas shortages and rising gas prices  an industry newspaper reported on Thursday.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110825,Potassio do Brasil eyes Amazon potash mine rights , RIO DE JANEIRO  Aug 25 Mining company Potassio do Brasil is seeking to renew negotiations with Brazil's government over rights to a potash reserve in the Amazon currently held by state oil company Petrobras .,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110825,ICBC  AgBank post record H1  dismiss local government ,HONG KONG/BEIJING Industrial and Commercial Bank of China  and Agricultural Bank of China Ltd   the country's top and No.3 lenders  respectively  on Thursday reported record first-half profits on better pricing power for loans and dismissed rising concerns over loans to local governments.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110825,WRAPUP 2-ICBC  AgBank post record H1  dismiss local govt concerns , * AgBank first-half net 66.7 bln yuan vs 67 bln expected,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110825,Brazil's QGEP buys Shell stake in offshore block , RIO DE JANEIRO  Aug 24 Brazilian oil and gas company QGEP  said on Wednesday it bought a 30 percent stake in the offshore BS-4 block from Royal Dutch Shell   advancing its efforts to expand in the country's fast-growing oil industry.,normal
PFE,Pfizer Inc,20110825,CORRECTED - FACTBOX-Biggest changes in NYSE short interest ,(Corrects to remove Hartford Financial  from largest increases list  as increase in short interest was not in common shares but in company warrants),topStory
PFE,Pfizer Inc,20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,normal
