ATVI,Activision Blizzard Inc,20110921,EA wants Facebook's users  $3 billion in digital sales ,NEW YORK Electronic Arts Inc may never recover its Silicon Valley swagger. But maybe it doesn't have to  its top executive says.,topStory
NSC,Norfolk Souther Corporation,20110921,US STOCKS-Wall St sinks after Fed statement cites 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
NOC,Northrop Grumman Corporation,20110921,China warns against U.S. F-16 upgrade for Taiwan ,WASHINGTON/BEIJING The Obama administration told the U.S. Congress on Wednesday that it planned a $5.3 billion upgrade of Taiwan's F-16 fighter fleet  angering Beijing but disappointing new arms-sales advocates.,topStory
NOC,Northrop Grumman Corporation,20110921,UPDATE 3-China warns against U.S. F-16 upgrade for Taiwan , * U.S. moves to retrofit Taiwan's aging F-16 fighters,normal
NOC,Northrop Grumman Corporation,20110921,China condemns U.S. arms sales offer to Taiwan ,WASHINGTON/TAIPEI The Obama administration informed Congress on Wednesday that it plans to upgrade Taiwan's aging F-16 fighter jets  drawing strong condemnation from China which called it a "grave interference" in its internal affairs.,normal
NOC,Northrop Grumman Corporation,20110921,US moves to retrofit Taiwan's F-16 fighter fleet , * Taiwan says F-16 upgrade to contribute to regional peace,normal
NOC,Northrop Grumman Corporation,20110921,U.S. moves to upgrade Taiwan's F-16 fighter fleet ,WASHINGTON The Obama administration formally notified Congress on Wednesday of a potential $5.3 billion upgrade of Taiwan's existing fleet of U.S.-built F-16 fighter jets despite China's opposition to such arms deals.,normal
OPY,Oppenheimer Holdings Inc,20110921,ICICI Sec  Oppenheimer to tie up for broking  wealth services , MUMBAI  Sept 21 Indian investment bank ICICI Securities has signed an agreement to form a strategic alliance with U.S.-based Oppenheimer & Co Inc for business opportunities in the United States and India  it said on Wednesday.,topStory
BTU,Peabody Energy Corporation,20110921,Coal shares fall as Alpha  Walter cut outlooks ,U.S. coal miner Alpha Natural Resources Inc  cut its 2011 shipment forecast  citing reduced demand from the key Asian steel market among other things  and its shares fell 17 percent.,topStory
BTU,Peabody Energy Corporation,20110921,Coal shares fall as Alpha  Walter cut outlooks ,Coal miner Alpha Natural Resources Inc  cut its 2011 shipment forecast  citing reduced demand from the key Asian steel market among other things  sending its shares down 10 percent and dragging down the whole sector.,normal
PSO,Pearson Plc,20110921,French papers team up to break Apple stranglehold ,PARIS Apple's tight control over media content on its iPad is about to fall foul of some of France's most powerful newspapers and magazines  which hope that by teaming up they can stop the technology giant from dictating the terms of their distribution.,topStory
PSO,Pearson Plc,20110921,French papers team up to break Apple stranglehold , * Growing dismay among publishers on Apple's iPad terms,normal
PTR,PetroChina Company Limited,20110921,ADR REPORT-ADRs end 3 pct lower; energy  miners tumble , NEW YORK  Sept 21 U.S.-listed shares of overseas companies dropped 3 percent on Wednesday as the Federal Reserve's policy statement underscored worries about the global economic outlook  driving down energy and other economically sensitive shares.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110921,Petrobras August oil output slips from July , SAO PAULO  Sept 21 Brazilian state oil company Petrobras  said on Wednesday its domestic oil output in August slipped 0.3 percent to 1.96 million barrels per day on average from 1.97 million bpd in July.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110921,ADR REPORT-ADRs end 3 pct lower; energy  miners tumble , NEW YORK  Sept 21 U.S.-listed shares of overseas companies dropped 3 percent on Wednesday as the Federal Reserve's policy statement underscored worries about the global economic outlook  driving down energy and other economically sensitive shares.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110921,Petros adds Brazil consumer stocks  CIO Costa says , FLORIANOPOLIS  Brazil  Sept 21 Petros  the pension fund for employees of Brazilian oil giant Petrobras  is snapping up shares of companies focused on the retail and consumer sectors after a steep decline this year  a senior executive told Reuters on Wednesday.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110921,Japan's Nansei resumes berth ops after typhoon passes , TOKYO  Sept 21 Japanese refiner Nansei Sekiyu KK  wholly owned by Brazil's Petrobras   said on Wednesday that it restarted all marine berthing operations at its Okinawa-based 100 000 barrels per day Nishihara refinery at 9 a.m. (0000 GMT)  after the passing of a powerful typhoon.,normal
PM,Philip Morris International Inc,20110921,UPDATE 2-Imperial Tobacco hurt by Spanish price war , * Shares up 1.9 percent in early trade   (Adds details  shares),topStory
PM,Philip Morris International Inc,20110921,UPDATE 1-Imperial sees Spain cut sales growth to 2 pct , LONDON  Sept 21 Imperial Tobacco Plc   the world's fourth largest cigarette group  said it expects just a 2 percent rise in annual sales after being hurt by a savage price war in Spain  while it added recent price rise may ease the pain there.,normal
PHI,PLDT Inc,20110921,Philippines - Market factors to watch - Sept 21 , MANILA  Sept 21 Here are news stories and press reports which may influence local financial markets on Wednesday:,topStory
PJH,Prudential Financial Inc,20110921,Wall Street sinks 3 percent after Fed cites economic "risks" ,NEW YORK Stocks suffered their worst drop in a month after the Federal Reserve said there were "significant downside risks" to the economy even as it took another stab at boosting growth. | Video ,topStory
PJH,Prudential Financial Inc,20110921,US STOCKS-Wall St sinks 3 pct after Fed cites economic 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Adds graph on banks  quote  updates bullets  volume),normal
PJH,Prudential Financial Inc,20110921,INSIGHT-Fed's new rate policy twists insurers into a knot , * Insurers stuck with fixed payouts on policies  annuities,normal
PRH,Prudential Financial Inc,20110921,Wall Street sinks 3 percent after Fed cites economic "risks" ,NEW YORK Stocks suffered their worst drop in a month after the Federal Reserve said there were "significant downside risks" to the economy even as it took another stab at boosting growth. | Video ,topStory
PRH,Prudential Financial Inc,20110921,US STOCKS-Wall St sinks 3 pct after Fed cites economic 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Adds graph on banks  quote  updates bullets  volume),normal
PRH,Prudential Financial Inc,20110921,INSIGHT-Fed's new rate policy twists insurers into a knot , * Insurers stuck with fixed payouts on policies  annuities,normal
PRU,Prudential Financial Inc,20110921,Wall Street sinks 3 percent after Fed cites economic "risks" ,NEW YORK Stocks suffered their worst drop in a month after the Federal Reserve said there were "significant downside risks" to the economy even as it took another stab at boosting growth. | Video ,topStory
PRU,Prudential Financial Inc,20110921,US STOCKS-Wall St sinks 3 pct after Fed cites economic 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Adds graph on banks  quote  updates bullets  volume),normal
PRU,Prudential Financial Inc,20110921,INSIGHT-Fed's new rate policy twists insurers into a knot , * Insurers stuck with fixed payouts on policies  annuities,normal
PHM,PulteGroup Inc,20110921,"Buying frenzy" lawsuit vs homebuilders revived ,A federal appeals court revived a lawsuit by homeowners who accused eight major homebuilders of causing them to overpay for their homes by marketing nearby houses to high-risk borrowers who later went into foreclosure.,topStory
PHM,PulteGroup Inc,20110921,UPDATE 3-"Buying frenzy" lawsuit vs U.S. homebuilders revived , * DR Horton  Lennar  PulteGroup  5 other homebuilders sued,normal
RDN,Radian Group Inc,20110921,UPDATE 1-Radian fires COO  cuts 7 pct workforce , Sept 21 Mortgage insurer Radian Group Inc  said in a regulatory filing on Wednesday that it has fired its Chief Operating Officer Robert Griffith and reduced its mortgage insurance and corporate workforce by about 7 percent.,topStory
RRC,Range Resources Corporation,20110921,Range Resources shares jump again on M&A chatter ,Range Resources Corp  shares jumped on Wednesday on speculation about a takeover of the U.S. exploration and production company  even if there are doubts among analysts about the likelihood of such a deal.,topStory
RRC,Range Resources Corporation,20110921,UPDATE 1-Range Resources shares jump again on M&A chatter , * Shares up 6 pct; up 91 pct in past year  (Adds analyst comment  no comment from Range),normal
RRC,Range Resources Corporation,20110921,Range Resources shares jump again on M&A chatter , Sept 21 Shares of Range Resources Corp  jumped on Wednesday on persistent takeover speculation surrounding the U.S. exploration and production company.,normal
RTN,Raytheon Company,20110921,China warns against U.S. F-16 upgrade for Taiwan ,WASHINGTON/BEIJING The Obama administration told the U.S. Congress on Wednesday that it planned a $5.3 billion upgrade of Taiwan's F-16 fighter fleet  angering Beijing but disappointing new arms-sales advocates.,topStory
RTN,Raytheon Company,20110921,UPDATE 3-China warns against U.S. F-16 upgrade for Taiwan , * U.S. moves to retrofit Taiwan's aging F-16 fighters,normal
RTN,Raytheon Company,20110921,China condemns U.S. arms sales offer to Taiwan ,WASHINGTON/TAIPEI The Obama administration informed Congress on Wednesday that it plans to upgrade Taiwan's aging F-16 fighter jets  drawing strong condemnation from China which called it a "grave interference" in its internal affairs.,normal
RTN,Raytheon Company,20110921,UPDATE 1-China curbs military ties after U.S. arms sale to Taiwan , BEIJING  Sept 22 China on Thursday condemned the United States for its latest arms sales offer to Taiwan  calling the decision "grave interference" in Chinese internal affairs and warning it will damage U.S. military and security ties with Beijing.,normal
RTN,Raytheon Company,20110921,US moves to retrofit Taiwan's F-16 fighter fleet , * Taiwan says F-16 upgrade to contribute to regional peace,normal
RTN,Raytheon Company,20110921,U.S. moves to upgrade Taiwan's F-16 fighter fleet ,WASHINGTON The Obama administration formally notified Congress on Wednesday of a potential $5.3 billion upgrade of Taiwan's existing fleet of U.S.-built F-16 fighter jets despite China's opposition to such arms deals.,normal
RTN,Raytheon Company,20110921,RPT-UPDATE 1-U.S. govt concerned at hacking of Japan arms firms , * U.S. pressuring Japan to shore up cyber defenses -source,normal
RTN,Raytheon Company,20110921,U.S. government concerned at hacking of Japan arms firms ,TOKYO The United States on Wednesday expressed concern about recent cyber attacks on defense contractors in Japan  which build U.S.-designed missiles  warships and military aircraft  calling for the attacks to be taken seriously.,normal
RTN,Raytheon Company,20110921,RPT-U.S. govt concerned at hacking of Japan arms firms , TOKYO  Sept 21 The U.S. government is concerned about cyber attacks on Japanese defence contractors including Mitsubishi Heavy Industries   which builds F-15 fighter jets  Patriot missiles and other U.S. designed weapons for Japan's military  urging such attacks be taken seriously  the U.S. embassy in Tokyo said.,normal
RTN,Raytheon Company,20110921,U.S. govt concerned at hacking of Japan arms firms , TOKYO  Sept 21 The U.S. government is concerned about cyber attacks on Japanese defence contractors including Mitsubishi Heavy Industries   which builds F-15 fighter jets  Patriot missiles and other U.S. designed weapons for Japan's military  urging such attacks be taken seriously  the U.S. embassy in Tokyo said.,normal
RIO,Rio Tinto Plc,20110921,US SMALL/MIDCAPS-Coal companies cut outlook; economy fears weigh , NEW YORK  Sept 21 Coal mining stocks slumped on Wednesday after two prominent coal miners cut their forecasts for the end of the year in another troubling sign for the global demand outlook as world economies weaken.,topStory
RIO,Rio Tinto Plc,20110921,UPDATE 1-Namibia mine union readies for strike at Rossing , * Rossing seeks to prevent strike via court   (Adds Rossing comment),normal
RIO,Rio Tinto Plc,20110921,Rio Tinto's Rossing seeks to prevent strike via courts , WINDHOEK  Sept 21 Management at Rio Tinto's Rossing uranium mine in Namibia said on Wednesday they had approached a labour court to prevent a strike the Minworkers Union of Namibia (MUN) said would start on Friday.,normal
RIO,Rio Tinto Plc,20110921,Namibia mine union readies for strike at Rossing , WINDHOEK  Sept 21 Namibia's Mineworkers Union of Namibia (MUN) on Wednesday served Rio Tinto's   Rossing uranium mine with a strike notice after failing to reach a deal in talks over output incentives  with a stoppage expected to start on Friday.,normal
RIO,Rio Tinto Plc,20110921,PRESS DIGEST - Financial Times - Sept 21 , Singapore-based sovereign wealth fund GIC  the biggest shareholder in UBS   broke its silence about the $2.3 billion rogue trading scandal that has engulfed the Swiss group  criticising "lapses" in the bank's controls ahead of a pivotal UBS board meeting in Singapore.,normal
RCI,Rogers Communication Inc,20110921,UPDATE 2-Canada regulator tightens mobile  Internet rules , * Unclear if rules will apply to Netflix  (Adds quote from CRTC  Telus  Rogers; background),topStory
RCI,Rogers Communication Inc,20110921,REFILE-UPDATE 1-Canada regulator tightens mobile  Internet rule , Sept 21 Canada's broadcast and telecom regulator tightened rules on Wednesday on how companies that own both television content and the means to distribute programming can sell rights to rivals.,normal
RY,Royal Bank Of Canada,20110921,CANADA STOCKS-TSX rattled by Fed  hits one-month low ,   * TSX ends down 254.87 points  or 2.09 pct  at 11 955.01,topStory
RY,Royal Bank Of Canada,20110921,CANADA STOCKS-Rattled by Fed  TSX falls to one-month low ,   * TSX down 254.87 points  or 2.09 percent  at 11 955.01,normal
RY,Royal Bank Of Canada,20110921,CANADA STOCKS-TSX extends losses after Fed statement , * Nine of 10 sectors lower; energy drags  (Adds details  analyst comment),normal
RY,Royal Bank Of Canada,20110921,CANADA STOCKS-TSX drifts lower ahead of U.S. Fed statement , * All 10 main sectors lower  base-metal miners weigh  (Adds details  analyst comment),normal
RBS,Royal Bank Scotland plc (The),20110921,Banks share over $60 mln in SAB/Foster's deal fees , LONDON  Sept 21 Global brewer SABMiller  raised its bid to buy Foster's Group for A$9.9 billion ($10.2 billion) on Wednesday  netting the target's advisers several million dollars in extra fees.,topStory
SNY,Sanofi,20110921,U.S. health officials push flu shots for all , CHICAGO  Sept 21 U.S. health officials are looking to capitalize on significant gains in flu vaccination rates with a new campaign emphasizing the need for all Americans over six months of age to get a flu shot.,topStory
SAP,SAP SE,20110921,HP may oust CEO  hire eBay veteran: source ,Hewlett-Packard Co's board convened on Wednesday to consider ousting Chief Executive Officer Leo Apotheker after less than a year on the job and replacing him temporarily with former eBay CEO Meg Whitman  a source familiar with the matter said.,topStory
SAP,SAP SE,20110921,UPDATE 4-HP's board may oust CEO  hire eBay vet -source , * Wall Street roars approval  shares close 6.6 pct higher,normal
SAP,SAP SE,20110921,HP's board considers ousting CEO -Bloomberg , Sept 21 Hewlett-Packard Co's  board is considering ousting Chief Executive Officer Leo Apotheker after less than a year on the job and replacing him temporarily with former eBay  CEO Meg Whitman  Bloomberg cited two sources familiar with the matter as saying.,normal
SAP,SAP SE,20110921,German stocks - Factors to watch on September 21 , FRANKFURT  Sept 21  The DAX top-30 index  looked set to open 0.4 percent lower on Wednesday  according to premarket data from brokerage Lang & Schwarz at 0615 GMT.,normal
SAP,SAP SE,20110921,Oracle expects strong Q2  firms up tech outlook ,Oracle Corp forecast earnings for the current quarter that are higher than expected  as well as robust software sales  offering some reassurance to investors hoping that global technology spending is holding up.,normal
SAP,SAP SE,20110921,UPDATE 4-Oracle expects strong Q2  firms up tech outlook , * Q1 EPS ex-items 48 cts  vs 46 cts expected by Wall St,normal
SJR,Shaw Communications Inc,20110921,UPDATE 2-Canada regulator tightens mobile  Internet rules , * Unclear if rules will apply to Netflix  (Adds quote from CRTC  Telus  Rogers; background),topStory
SJR,Shaw Communications Inc,20110921,REFILE-UPDATE 1-Canada regulator tightens mobile  Internet rule , Sept 21 Canada's broadcast and telecom regulator tightened rules on Wednesday on how companies that own both television content and the means to distribute programming can sell rights to rivals.,normal
SQM,Sociedad Quimica y Minera SA,20110921,STXNEWS LATAM-Chile stocks end down on Fed statement  LAN , Chile stocks closed down on Wednesday  tracking losses in U.S. stocks after the Federal Reserve launched a new $400 billion program to aid the U.S. economy  but said the economic outlook remains grim.,topStory
SNE,Sony Corp Ord,20110921,Nikon unveils its first mirrorless cameras ,TOKYO Nikon unveiled its first mirrorless cameras on Wednesday  beating its arch rival Canon to the nascent market for small  interchangeable-lens cameras  where other manufacturers have met with mixed success.,topStory
SNE,Sony Corp Ord,20110921,UPDATE 1-Nikon unveils its first mirrorless cameras , * High-priced models may not succeed  $500-800 best bet -analyst,normal
SNE,Sony Corp Ord,20110921,Nikon to sell its first mirrorless cameras in Oct , TOKYO  Sept 21Nikon unveiled its first lightweight mirrorless interchangeable lens cameras on Wednesday  saying the two new models would go on sale in October and that it expects them to be priced around 70 000 yen ($915)and 105 000 yen.,normal
S,Sprint Corporation,20110921,Judge sets February 13 date for AT&T antitrust trial ,WASHINGTON A U.S. judge set a February 13 start for a trial over whether AT&T Inc can buy rival T-Mobile USA  a compromise between the companies' desire for a quick resolution and the Justice Department's request for more time to prepare its case.,topStory
S,Sprint Corporation,20110921,UPDATE 2-US judge sets Feb. 13 date for AT&T antitrust trial , * AT&T says deal will expand high-speed wireless coverage,normal
S,Sprint Corporation,20110921,Sprint CEO: 2011 targets exclude any iPhone launch ,NEW YORK Sprint Nextel Corp would need to change its full year guidance for 2011 if the company started selling the Apple Inc iPhone  Chief Executive Dan Hesse said on Wednesday at a conference.,normal
S,Sprint Corporation,20110921,UPDATE 2-Sprint CEO: 2011 targets exclude any iPhone launch , * Says DoJ may not insist on 4 national U.S. operators  (Adds AT&T comment  share price update),normal
S,Sprint Corporation,20110921,U.S. judge sets February 13 for AT&T antitrust trial ,WASHINGTON A U.S. judge set a February 13 start for a trial over whether AT&T Inc  can buy rival T-Mobile USA despite competitive concerns raised in a lawsuit by the Obama administration's Justice Department.,normal
S,Sprint Corporation,20110921,Sprint CEO: 2011 targets exclude any iPhone launch , NEW YORK  Sept 21 Sprint Nextel  would need to change its full year guidance for 2011 if the company started selling the Apple Inc  iPhone  Chief Executive Dan Hesse said on Wednesday.,normal
STO,Statoil ASA,20110921,UPDATE 3-Angola offers new Pazflor crude via tender-traders , LONDON  Sept 21 Angola's state-run oil firm Sonangol is offering the new Pazflor crude via a tender  traders said on Wednesday.,topStory
STO,Statoil ASA,20110921,UPDATE 2-Angola offers new Pazflor crude via tender-traders , LONDON  Sept 21 Angola's state run oil firm Sonangol is offering the new Pazflor crude via a tender  traders said on Wednesday.,normal
STO,Statoil ASA,20110921,UPDATE 2-Inpex  Statoil among winners of 9 Indonesia oil  gas blocks , JAKARTA  Sept 21 Japan's Inpex Corp won the Babar Selaru oil and gas block in Indonesia's first bidding round this year  in which eight other blocks were awarded to investors who committed to spend a total of $106 million in the first three years of exploration.,normal
SCS,Steelcase Inc,20110921,Steelcase forecasts Q3 profit below Street ,Office furniture maker Steelcase Inc  posted a lower-than-expected second-quarter profit  partly hurt by higher commodity costs  and forecast third-quarter earnings below market expectations.,topStory
SCS,Steelcase Inc,20110921,UPDATE 1-Steelcase forecasts Q3 profit below Street , Sept 21 Office furniture maker Steelcase Inc  posted a lower-than-expected second-quarter profit  partly hurt by higher commodity costs  and forecast third-quarter earnings below market expectations.,normal
TGT,Target Corporation,20110921,Holiday retail sales expected to be tepid ,U.S. retailers may see more moderate sales gains this holiday season as persistently high unemployment and steeper gasoline and grocery prices prompt shoppers to think twice about spending  according to early forecasts.,topStory
TGT,Target Corporation,20110921,UPDATE 4-U.S. holiday retail sales expected to be tepid , * ShopperTrak forecasts U.S. holiday retail sales up 3 pct,normal
TI,Telecom Italia SPA,20110921,UPDATE 2-Greece  Telecom writedowns hit Mediobanca profit , * Telco stake writedown 120 mln eur  Greek bonds 109 mln eur,topStory
TU,TELUS Corporation,20110921,UPDATE 2-Canada regulator tightens mobile  Internet rules , * Unclear if rules will apply to Netflix  (Adds quote from CRTC  Telus  Rogers; background),topStory
TU,TELUS Corporation,20110921,REFILE-UPDATE 1-Canada regulator tightens mobile  Internet rule , Sept 21 Canada's broadcast and telecom regulator tightened rules on Wednesday on how companies that own both television content and the means to distribute programming can sell rights to rivals.,normal
TEX,Terex Corporation,20110921,US architecture billings index rebounds in August , NEW YORK  Sept 21 A leading indicator of U.S. nonresidential construction activity surprisingly rebounded last month after four months of declines  an architects' trade group said on Wednesday.,topStory
BX,The Blackstone Group LP,20110921,UPDATE 1-Fortis Healthcare ends Acibadem talks - source , * Acibadem getting interest from other PE - banking source   (Adds detail  background),topStory
BX,The Blackstone Group LP,20110921,Deals of the day - mergers and acquisitions , Sept 21 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 0900 GMT on Wednesday:,normal
BX,The Blackstone Group LP,20110921,RPT-UPDATE 2-Blackstone hires Carlyle China dealmaker--sources , HONG KONG  Sept 20 Blackstone Group LP  has hired Yi Luo from rival Carlyle Group as a senior dealmaker for China as the giant private equity firm builds a new team in the region under Asia head Michael Chae  two sources familiar with the matter told Reuters on Tuesday.,normal
SCHW,The Charles Schwab Corporation,20110921,Money funds look for yield boost from Fed action ,The Federal Reserve's efforts to rebalance its bond portfolio could restore at least some revenue for money market mutual funds that have suffered from low interest rates on their short-term securities  industry specialists said.,topStory
SCHW,The Charles Schwab Corporation,20110921,Money funds look for yield boost from Fed action , Sept 21 The Federal Reserve's efforts to rebalance its bond portfolio could restore at least some revenue for money market mutual funds that have suffered from low interest rates on their short-term securities  industry specialists said.,normal
SCHW,The Charles Schwab Corporation,20110921,TD Bank expresses little appetite for E*Trade deal , TORONTO  Sept 21 The lack of clarity around the assets held in E*Trade's  mortgage portfolio and the high price that the U.S. online broker might fetch make it unlikely that Toronto-Dominion Bank  would take part in any deal to buy the firm.,normal
TRV,The Travelers Companies Inc,20110921,INSIGHT-Fed's new rate policy twists insurers into a knot , * Insurers stuck with fixed payouts on policies  annuities,topStory
TIF,Tiffany & Co,20110921,Designer-hungry China in sight at London fashion ,LONDON Presenting luxurious cocktail dresses  white tuxedo jackets and Asian prints at his fashion show  British designer Julien Macdonald says he has a certain market in sight -- China. | Video ,topStory
TIF,Tiffany & Co,20110921,Designer-hungry China in sight at London fashion , LONDON  Sept 21 Presenting luxurious cocktail dresses  white tuxedo jackets and Asian prints at his fashion show  British designer Julien Macdonald says he has a certain market in sight -- China.,normal
TWX,Time Warner Inc,20110921,Sheen draws record viewers for "Men" and TV roast ,LOS ANGELES Dead or alive  Charlie Sheen ruled the TV airwaves on Monday  pulling in record audiences for his Comedy Central roast and more than 28 million Americans to his "Two and A Half Men" TV funeral. | Video ,topStory
TD,Toronto Dominion Bank (The),20110921,TD Bank expresses little appetite for E*Trade deal , TORONTO  Sept 21 The lack of clarity around the assets held in E*Trade's  mortgage portfolio and the high price that the U.S. online broker might fetch make it unlikely that Toronto-Dominion Bank  would take part in any deal to buy the firm.,topStory
TOT,Total SA,20110921,UPDATE 3-Angola offers new Pazflor crude via tender-traders , LONDON  Sept 21 Angola's state-run oil firm Sonangol is offering the new Pazflor crude via a tender  traders said on Wednesday.,topStory
TOT,Total SA,20110921,Europe Distillates-Diesel diffs firm  volumes low , LONDON  Sept 21 Diesel differentials in northwest Europe firmed slightly on Wednesday  with loading disruption reported in Antwerp and trading volumes low across the distillates barge markets.,normal
TOT,Total SA,20110921,UPDATE 1-Total launches work at Pt Arthur refinery-sources , * Units affected include cracker  coker and crude  (Updates with detail  effort to get company comment),normal
TOT,Total SA,20110921,Total launches work at Port Arthur  Texas refinery , Sept 21 Total  launched a 45-day plantwide turnaround at its 232 000-barrels-per-day refinery in Port Arthur  Texas late last week  sources familiar with refinery operations said.,normal
TOT,Total SA,20110921,UPDATE 1-EU to ban new investment in Syrian oil , BRUSSELS  Sept 21 European Union governments decided on Wednesday to ban European firms from making new investments in Syria's oil industry and added several entities and two individuals to a sanctions list.,normal
TOT,Total SA,20110921,Staff action delays loading at Antwerp refinery , PARIS  Sept 21 Staff disruption at Total's  360 000 barrel-a-day oil refinery in Antwerp has caused delays in the loading of ships  an official at the French oil and gas group said on Wednesday.,normal
TOT,Total SA,20110921,UPDATE 2-Angola offers new Pazflor crude via tender-traders , LONDON  Sept 21 Angola's state run oil firm Sonangol is offering the new Pazflor crude via a tender  traders said on Wednesday.,normal
TOT,Total SA,20110921,EU bans new investment in Syrian oil , BRUSSELS  Sept 21 European Union governments banned European firms from making new investments in Syria's oil industry and added several new entities and two individuals to a sanctions list on Wednesday.,normal
TOT,Total SA,20110921,UPDATE 1-Total to partner with Anadarko  Cove in Kenya , * Oil major Total to acquire 40 pct stake in blocks offshore Kenya,normal
TM,Toyota Motor Corp Ltd Ord,20110921,UPDATE 2-Chrysler Michigan plant closed by parts shortage ,   * Chrysler Mich.  plant returns to regular schedule Monday,topStory
TM,Toyota Motor Corp Ltd Ord,20110921,UPDATE 2-Typhoon pounds Japan and crippled nuclear plant , TOKYO  Sept 21 A powerful typhoon struck Japan on Wednesday  killing six people  disrupting public transportation and pummeling Tokyo and northeastern Japan including the tsunami-crippled Fukushima nuclear plant with heavy rain  officials and media said.,normal
TM,Toyota Motor Corp Ltd Ord,20110921,Typhoon nears Tokyo  Toyota to close plants ,TOKYO At least four people died and two were missing in Japan as typhoon Roke bore down on Tokyo on Wednesday  bringing heavy rain and strong winds and disturbing transport systems  public broadcaster NHK said. | Video ,normal
TM,Toyota Motor Corp Ltd Ord,20110921,Typhoon pounds Japan  heads for crippled nuclear plant ,TOKYO A powerful typhoon struck Japan on Wednesday  pummelling the Tokyo area with heavy rain  disrupting public transportation and leaving four people dead  and it was headed towards the tsunami-crippled Fukushima nuclear plant.,normal
TM,Toyota Motor Corp Ltd Ord,20110921,Typhoon nears Tokyo  Toyota to close plants , TOKYO  Sept 21 At least four people died and two were missing in Japan as typhoon Roke bore down on Tokyo on Wednesday  bringing heavy rain and strong winds and disturbing transport systems  public broadcaster NHK said.,normal
TM,Toyota Motor Corp Ltd Ord,20110921,Toyota: to close 11 Japan plants early ahead of typhoon ,TOKYO Toyota Motor Corp  said it would close 11 factories in central Japan early on Wednesday  eliminating their evening shifts as a typhoon bears down on the Japanese coastline.,normal
TM,Toyota Motor Corp Ltd Ord,20110921,Toyota: to close 11 Japan plants early ahead of typhoon , TOKYO  Sept 21 Toyota Motor Corp said it would close 11 factories in central Japan early on Wednesday  eliminating their evening shifts as a typhoon bears down on the Japanese coastline.,normal
RIG,Transocean Ltd,20110921,BP oil spill poses long-term threat - US study , MOBILE  Ala.  Sept 20 Oil mats submerged in the seabed more than a year after the biggest oil spill in U.S. history pose a long-term threat to coastal ecosystems across the northern Gulf of Mexico  according to Auburn University researchers.,topStory
UBS,UBS AG,20110921,Bank prop trading is dead  long live Delta One ,LONDON Investment banks continue to gamble their own money on financial markets  hiding behind clients  in a widespread practice that risks the wrath of regulators  particularly after Swiss bank UBS lost $2.3 billion in rogue-trading.,topStory
UBS,UBS AG,20110921,Regulators split on hedging under Volcker rule ,WASHINGTON/NEW YORK Regulators hashing out the details of a new ban on proprietary trading are wrestling with internal disagreements over how much leeway to give banks when it comes to their ability to hedge risk  according to people familiar with the negotiations.,normal
UBS,UBS AG,20110921,UBS CEO Gruebel says has board's backing ,SINGAPORE UBS chief executive Oswald Gruebel said he had the support of the Swiss bank's board ahead of its first meeting since announcing rogue trading had cost it $2.3 billion  news that promoted calls for tougher regulation of investment banks. | Video ,normal
UBS,UBS AG,20110921,UBS chief confident of board support despite trading loss ,SINGAPORE UBS  chief executive Oswald Gruebel said he has the support of his board despite the rogue trading scandal that cost the Swiss bank $2.3 billion and prompted calls for tougher regulation of risky investment bank practices. | Video ,normal
UBS,UBS AG,20110921,UBS loss exposes European trading loophole ,LONDON UBS's $2.3 billion loss has uncovered a gap in the oversight of widely-used investment products which allow traders to hide their dealings and will take regulators years to close. | Video ,normal
UBS,UBS AG,20110921,UBS Chairman Villiger says not under investor pressure ,SINGAPORE UBS Chairman Kaspar Villiger said on Wednesday that the bank is not under major pressure from investors  after unauthorized trading caused a $2.3 billion loss. | Video ,normal
UAL,United Continental Holdings Inc,20110921,UPDATE 2-United Continental expects Q3 unit revenue gain , * Shares up 2.8 percent  (Adds update on loyalty program integration  background  shares),topStory
UTX,United Technologies Corporation,20110921,China warns against U.S. F-16 upgrade for Taiwan ,WASHINGTON/BEIJING The Obama administration told the U.S. Congress on Wednesday that it planned a $5.3 billion upgrade of Taiwan's F-16 fighter fleet  angering Beijing but disappointing new arms-sales advocates.,topStory
UTX,United Technologies Corporation,20110921,UPDATE 3-China warns against U.S. F-16 upgrade for Taiwan , * U.S. moves to retrofit Taiwan's aging F-16 fighters,normal
UTX,United Technologies Corporation,20110921,China condemns U.S. arms sales offer to Taiwan ,WASHINGTON/TAIPEI The Obama administration informed Congress on Wednesday that it plans to upgrade Taiwan's aging F-16 fighter jets  drawing strong condemnation from China which called it a "grave interference" in its internal affairs.,normal
