ACIW,ACI Worldwide Inc,20110726,UPDATE 3-ACI Worldwide offers to buy S1 Corp; Fundtech deal in doubt , * Says offer gives more value than S1's Fundtech merger plan,topStory
IX,Orix Corp Ads,20110726,Orix -1qtr group results(SEC) ,            Jun 30  2011    Jun 30  2010    Mar 31  2012,topStory
BTU,Peabody Energy Corporation,20110726,UPDATE 4-Patriot Coal's focus on met coal proves costly; shares down , * Shares down 12 pct   (Adds pricing outlook in para 7 8 9  updates shares),topStory
PNR,Pentair plc,20110726,UPDATE 2-Pentair forecasts weak Q3  shares fall , * Shares down 6 pct   (Adds analyst's comments  share movement),topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110726,RPT-Petrobras defends output mix as analysts blast plan , * CEO Gabrielli defends integrated E&P  refining model,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110726,Petrobras defends output mix as analysts blast plan , * CEO Gabrielli defends integrated E&P  refining model,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110726,COLUMN-Petrobras hopes Brazil can slow oil demand - Campbell , -- Robert Campbell is a Reuters market analyst. The views expressed are his own. --,normal
PFE,Pfizer Inc,20110726,KKR buy of Pfizer's Capsugel unit cleared in EU , BRUSSELS  July 26 Private equity firm KKR & Co  won EU approval on Tuesday to purchase drugmaker Pfizer's  Capsugel unit for close to $2.38 billion.,topStory
PNC,PNC Financial Services Group Inc (The),20110726,UPDATE 1-PNC to acquire 27 branches from Flagstar , * To assume about $240 million of deposits from Flagstar   (Follows alerts),topStory
PKX,POSCO,20110726,ArcelorMittal set for Q3 slowdown after Q2 boom , * Q2 core profit seen up 26 pct qtr/qtr at $3.25 billion,topStory
PKX,POSCO,20110726,Steelmakers warn of weak outlooks ,NEW YORK Many of the world's leading steelmakers warn that profits in the second half of this year will be hurt because of the slow economic recovery  along with lower steel prices and higher raw material costs.,normal
PG,Procter & Gamble Company (The),20110726,Walmart Express hits Chicago ,CHICAGO Wal-Mart Stores Inc  is opening its first small store in Chicago this week in the first true test of a store format the world's largest retailer hopes will let it penetrate urban markets that it so far has had trouble cracking.,topStory
PG,Procter & Gamble Company (The),20110726,Walmart Express debuting in Chicago on Wednesday , CHICAGO  July 26 Wal-Mart Stores Inc  is opening its first small store in Chicago on Wednesday as it tests a format it hopes will allow it to penetrate urban markets that have resisted its huge stores.,normal
PEG,Public Service Enterprise Group Incorporated,20110726,REFILE-Judge to rule this week on Dynegy restructuring , * PSEG seeks to block Dynegy's plan on debt restructure,topStory
PEG,Public Service Enterprise Group Incorporated,20110726,Judge to rule this week on Dynegy restructuring ,WILMINGTON  Delaware A Delaware court is likely to rule by Friday on whether Dynegy Inc's  proposed debt restructuring should be put hold  according to a Dynegy spokesman.,normal
RF,Regions Financial Corporation,20110726,UPDATE 4-Regions profit beats Street; credit rebounds , * Shares rise 2.25 percent  (Adds share rise  executive comments  details on loan investigation and debit card fees),topStory
RF,Regions Financial Corporation,20110726,Regions profit beats Street; credit rebounds ,CHARLOTTE  North Carolina Regions Financial Corp's  second-quarter profit topped expectations as the bank set aside less money for real estate-related loan problems.,normal
RSG,Republic Services Inc,20110726,CORRECTED - COLUMN-LNG poised to become a transportation fuel , (Corrects cost of LNG tractors to $48 000 to $90 000 more than diesel units  instead of $250 000 to $300 000 more),topStory
RIO,Rio Tinto Plc,20110726,Namibia's mining body says new tax will curb investment , * Body says tax may reverse viability of existing projects,topStory
RIO,Rio Tinto Plc,20110726,UPDATE 3-Xstrata sees copper output climb and coal recover , * Q2 volume up for thermal coal  copper  platinum  nickel  zinc,normal
RIO,Rio Tinto Plc,20110726,UPDATE 1-Copper concentrate supply to China seen up on Oyu Tolgoi , * Concentrate supply to China seen up as early as late 2012,normal
RIO,Rio Tinto Plc,20110726,REFILE-Copper concentrate supply to China seen up in Q4 2012 on Oyu Tolgoi , (Refiles to fix typo to way  not was  in first paragraph.),normal
RCI,Rogers Communication Inc,20110726,CANADA STOCKS-TSX slips as earnings  U.S. debt worries weigh , *CNR top decliner after earnings report  (Updates with details  comments),topStory
RCI,Rogers Communication Inc,20110726,UPDATE 4-Cable helps Rogers offset wireless pressure , * Revenue up 3 pct at C$3.1 billion  in line with Street,normal
RY,Royal Bank Of Canada,20110726,CANADA STOCKS-TSX falls 1 pct on U.S. debt  earnings ,   * TSX falls 135.39 points  or 1.01 percent  to 13 300.56,topStory
RY,Royal Bank Of Canada,20110726,CANADA STOCKS-TSX falls 1 pct on U.S. debt  earnings ,   * TSX falls 135.39 points  or 1.01 percent  to 13 300.56,normal
RY,Royal Bank Of Canada,20110726,Royal Bank of Canada sells C$350 mln notes , NEW YORK  July 26 Royal Bank of Canada   on Tuesday sold C$350 million ($372 million) notes  according to a term sheet seen by Reuters.,normal
RY,Royal Bank Of Canada,20110726,New Issue-RBC adds 75 mln SFR to 2021 bond , Borrower                Royal Bank of Canada (RBC),normal
RY,Royal Bank Of Canada,20110726,CANADA STOCKS-TSX may rise at open  weak dollar may lift miners , Jul 26 Toronto's main stock index looked set to open higher on Tuesday  led by mining shares that could benefit as a falling U.S currency made dollar-denominated commodities cheaper to buy.,normal
RY,Royal Bank Of Canada,20110726,RBC eyes asset managers outside Canada -report , July 26 Royal Bank of Canada may spend up to C$1 billion ($1.06 billion) to buy asset managers outside Canada as it aims to triple wealth management profit over four years  Bloomberg reported  citing a company executive.,normal
RY,Royal Bank Of Canada,20110726,Australia's Macquarie may face big-bank capital charge: Moody's , (This article was first published on Thomson Reuters Accelus  a leading provider of connected risk and compliance information and online solutions to the global financial services community. http://accelus.thomsonreuters.com),normal
SAP,SAP SE,20110726,COMPANY VIEW-Executives on U.S. debt ceiling talks , NEW YORK  July 26 The impasse over the U.S. debt limit left President Barack Obama's Democrats and their Republican rivals further apart than ever on Tuesday  as Wall Street braced for a looming U.S. default and credit downgrade.,topStory
SAP,SAP SE,20110726,ADR Report-Indian shares fall after interest rate hike , NEW YORK  July 26  Shares of Indian companies traded in New York fell on Tuesday after India's central bank increased interest rates more than expected  raising fears that growth in Asia's third largest economy will slow.,normal
SAP,SAP SE,20110726,SAP raises outlook in defiance of weak Europe fears ,FRANKFURT/LONDON Germany's SAP AG  expects to reach the high end of its 2011 forecasts after a strong second quarter  confounding fears of a slowdown in economically fragile Europe and lifting its shares.,normal
SAP,SAP SE,20110726,RPT-UPDATE 2-SAP raises outlook in defiance of weak Europe fears , * Sees 2011 profit  software and related sales at high end,normal
SAP,SAP SE,20110726,SAP tweaks outlook upwards after strong Q2 ,FRANKFURT German business software company SAP AG  said on Tuesday it expected to reach the high end of its 2011 outlook for software and related services sales and operating profit after a strong second quarter.,normal
SSL,Sasol Ltd,20110726,UPDATE 3-South African strikes to spread to gold sector , * Anglo's S.Africa coal mine says output totally shut   (Recasts with new material  analyst  CEO comment),topStory
SSL,Sasol Ltd,20110726,South African strikes to spread to gold sector , JOHANNESBURG  July 26 South African gold miners will be the latest to join nationwide industrial action this week when they join thousands of workers already on strike and threaten supply of the precious metal at a time when gold is at record highs.,normal
SPG,Simon Property Group Inc,20110726,COMPANY VIEW-Executives on U.S. debt ceiling talks , NEW YORK  July 26 The impasse over the U.S. debt limit left President Barack Obama's Democrats and their Republican rivals further apart than ever on Tuesday  as Wall Street braced for a looming U.S. default and credit downgrade.,topStory
SPG,Simon Property Group Inc,20110726,Simon Property beats on profit  raises forecast ,NEW YORK Simon Property Group Inc  quarterly earnings rose nearly 20 percent  boosted by higher occupancy  rent and sales at its malls and outlet centers  and the company raised its forecast for the year.,normal
SPG,Simon Property Group Inc,20110726,UPDATE 4-Simon Property beats on profit  raises forecast , * Shares up 1.7 percent  (Adds CEO and COO comment  dividend  renovation details  updates stock activity),normal
SHI,SINOPEC Shangai Petrochemical Company Ltd,20110726,UPDATE 2-Canadian Oil Sands profit up despite upgrader woes , * Sales volumes down 13 percent due to upgrader problems,topStory
SLG,SL Green Realty Corporation,20110726,UPDATE 1-SL Green Realty posts higher Q2 FFO , July 26 SL Green Realty Corp   one of the largest owners of Manhattan office buildings  posted higher second-quarter funds from operations  helped by higher rental revenue.,topStory
SAH,Sonic Automotive Inc,20110726,Auto dealers beat Street despite Japan supply ,U.S. auto dealer groups Group 1 Automotive Inc  and Asbury Automotive Group Inc  posted market-beating quarterly profit as tighter supply of Japanese cars led to higher prices and more used car sales.,topStory
SNE,Sony Corp Ord,20110726,Activists come of age at "Oscars" for hackers ,BOSTON The computer hacking community is gearing up for its own version of the annual Oscars  with two notorious "hacktivist" groups and industry heavyweight WikiLeaks among those vying for the top award.,topStory
SNE,Sony Corp Ord,20110726,Sony considering dropping LCD JV with Samsung: report ,SEOUL Sony Corp is considering pulling out of its LCD joint venture with South Korea's Samsung Electronics  a media report said on Wednesday.,normal
SNE,Sony Corp Ord,20110726,Sony considering dropping LCD JV with Samsung Elec -report , SEOUL  July 27 Japan's Sony Corp is considering pulling out of its LCD joint venture with South Korea's Samsung Electronics   a media report said on Wednesday.,normal
SNE,Sony Corp Ord,20110726,Activists come of age at 'Oscars' for hackers , BOSTON  July 26 The computer hacking community is gearing up for its own version of the annual Oscars  with two notorious "hacktivist" groups and industry heavyweight WikiLeaks among those vying for the top award.,normal
SNE,Sony Corp Ord,20110726,Walmart puts Vudu on its main site to drive use ,CHICAGO Wal-Mart Stores Inc is moving its Vudu video streaming and rental service to a place where it can get attract more eyeballs -- the Walmart.com web site -- as the growing service competes for attention with a variety of video services.,normal
SNE,Sony Corp Ord,20110726,Walmart puts Vudu on its main site to drive use , * Vudu prices movie rentals from $1-$6.99; no contracts,normal
S,Sprint Corporation,20110726,Senator Al Franken urges rejection of AT&T T-Mobile deal ,WASHINGTON Senator Al Franken called on federal regulators on Tuesday to reject AT&T Inc's proposed buy of rival T-Mobile  saying it would mean pricier wireless and could cost thousands of jobs.,topStory
S,Sprint Corporation,20110726,UPDATE 2-U.S. Senator urges rejection of AT&T T-Mobile deal , * Key antitrust senator Kohl recently also criticized deal  (Adds statement from T-Mobile),normal
S,Sprint Corporation,20110726,RadioShack shuns T-Mobile for Verizon ,NEW YORK RadioShack Corp disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
S,Sprint Corporation,20110726,UPDATE 7-RadioShack shuns T-Mobile for Verizon  shares soar , NEW YORK  July 26 RadioShack Corp  disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
S,Sprint Corporation,20110726,CORRECTED - UPDATE 5-RadioShack shuns T-Mobile for Verizon; shares soar , (Corrects adjusted earnings per share to 31 cents from 24 cents in second bulletpoint),normal
S,Sprint Corporation,20110726,UPDATE 1-RBC upgrades Sprint Nextel to outperform , * RBC sees co's postpaid business improving in H2 of 2011,normal
STT,State Street Corporation,20110726,State Street rolls out London-listed ETFs , LONDON  July 26 State Street Global Advisors (SSgA) has launched its first range of exchange traded funds for the London Stock Exchange to tap UK investor demand and expand its European presence in the fast-growing industry.,topStory
STO,Statoil ASA,20110726,Idemitsu drills dry well in North Sea , OSLO  July 26 Japan's Idemitsu Petroleum has drilled a dry well in the North Sea about seven kilometres west of the Vega field in production license 377 S  the Norwegian Petroleum Directorate said on Tuesday.,topStory
SMFG,Sumitomo Mitsui Financial Group Inc,20110726,UPDATE 1-Japan nuclear compensation bill passes key hurdle , * Bill to compensate Fukushima victims passes lower house committee,topStory
SMFG,Sumitomo Mitsui Financial Group Inc,20110726,UPDATE 1-Vietnam Eximbank says H1 net profit up 79 pct y/y , HANOI  July 26 Eximbank of Vietnam said on Tuesday its net profit in the first half rose 78.9 percent from a year earlier to 1.27 trillion dong ($61.8 million).,normal
SU,Suncor Energy  Inc,20110726,UPDATE 2-Canadian Oil Sands profit up despite upgrader woes , * Sales volumes down 13 percent due to upgrader problems,topStory
STI,SunTrust Banks Inc,20110726,UPDATE 1-FINRA fines SunTrust units $5 mln , July 26 The Financial Industry Regulatory Authority (FINRA) fined two units of SunTrust Banks Inc   SunTrust Robinson Humphrey  and SunTrust Investment Services  $5 million for violations relating to the sale of auction-rate securities (ARS).,topStory
SVU,SuperValu Inc,20110726,Supervalu profit tops Street view  shares jump ,CHICAGO Supervalu Inc's  quarterly profit topped Wall Streets expectations despite sagging sales as the third-biggest U.S. supermarket chain trimmed expenses in a drive to catch up to rivals.,topStory
SVU,SuperValu Inc,20110726,UPDATE 4-Supervalu profit tops Street view  shares jump , * Shares rise 9.2 pct to $9.30  (Adds comments from CEO and analyst  updates stock rise),normal
TGT,Target Corporation,20110726,Amazon revenue surges  stock jumps ,SAN FRANCISCO Amazon.com Inc reported a surge in quarterly revenue on sales of its kindle electronic reader and other electronics and forecast far better-than-expected revenue for the current quarter  sending its shares up more than 6 percent.,topStory
TGT,Target Corporation,20110726,UPDATE 4-Amazon revenue surges  stock jumps , * Shares up 6.3 percent in after-hours trading  (Adds analyst comment  business background),normal
TTM,Tata Motors Ltd,20110726,ADR Report-Indian shares fall after interest rate hike , NEW YORK  July 26  Shares of Indian companies traded in New York fell on Tuesday after India's central bank increased interest rates more than expected  raising fears that growth in Asia's third largest economy will slow.,topStory
TTM,Tata Motors Ltd,20110726,UPDATE 3-Maruti Q1 beats forecast  rate hike clouds outlook , * Interest rate hikes  higher raw material prices cloud outlook,normal
GCI,TEGNA Inc,20110726,Taking aim at Groupon  Gannett expands DealChicken ,NEW YORK Gannett Co is expanding its DealChicken daily deals service  which will be in more than 50 cities by the end of year  as the top U.S. newspaper chain tries to capitalize on the online coupon craze.,topStory
GCI,TEGNA Inc,20110726,Taking aim at Groupon  Gannett expands DealChicken , * Daily deals to be in more than 50 markets by end of year,normal
TEF,Telefonica SA,20110726,Spanish stocks - Factors to watch on Tuesday , MADRID  July 26 The following Spanish stocks may be affected by newspaper reports and other factors on Tuesday.,topStory
TU,TELUS Corporation,20110726,UPDATE 4-Cable helps Rogers offset wireless pressure , * Revenue up 3 pct at C$3.1 billion  in line with Street,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110726,UPDATE 2-Valeant makes approach for drugmaker Meda-WSJ , * Deal for Meda could be more than $4 billion-WSJ  (Adds background in paragraphs 5-6),topStory
TEVA,Teva Pharmaceutical Industries Limited,20110726,Valeant makes approach for drugmaker Meda: report ,NEW YORK Canadian drugmaker Valeant Pharmaceuticals International Inc  has made a takeover approach for Swedish specialty drug maker Meda AB   the Wall Street Journal reported on Tuesday.,normal
TEVA,Teva Pharmaceutical Industries Limited,20110726,CORRECTED - Valeant makes approach for drugmaker Meda -WSJ , NEW YORK  July 26 Canadian drugmaker Valeant Pharmaceuticals International Inc  has made a takeover approach for Swedish specialty drug maker Meda AB   the Wall Street Journal reported on Tuesday.,normal
BX,The Blackstone Group LP,20110726,UPDATE 2-Dundee REIT in $150 mln equity offering , * Dundee to sell 4.63 mln Series A units at $32.40 each,topStory
BX,The Blackstone Group LP,20110726,UPDATE 1-Dundee REIT in $150 mln equity offering , TORONTO  July 26 Dundee Real Estate Investment Trust  said on Tuesday it arranged $150 million in equity financing to help pay for recent acquisitions  including a C$831.8 million office property deal struck last week.,normal
BX,The Blackstone Group LP,20110726,Analysis: Bulging cash balances set up funds for deals ,SINGAPORE/DUBAI Global sovereign wealth funds are set to hasten investing the billions of dollars of cash holdings they have built up in a rebound from the 2008 financial crisis that has lifted their combined assets to a record.,normal
SCHW,The Charles Schwab Corporation,20110726,Exclusive: Fed president hints at broad money-market fix ,BOSTON A senior Federal Reserve official is prescribing sweeping medicine to stabilize the $2.5 trillion money market mutual fund industry  which would be rattled by potential downgrades of the government securities that are among its key holdings.,topStory
TD,Toronto Dominion Bank (The),20110726,CANADA STOCKS-TSX falls 1 pct on U.S. debt  earnings ,   * TSX falls 135.39 points  or 1.01 percent  to 13 300.56,topStory
TD,Toronto Dominion Bank (The),20110726,UPDATE 2-Dundee REIT in $150 mln equity offering , * Dundee to sell 4.63 mln Series A units at $32.40 each,normal
TD,Toronto Dominion Bank (The),20110726,CANADA STOCKS-TSX falls 1 pct on U.S. debt  earnings ,   * TSX falls 135.39 points  or 1.01 percent  to 13 300.56,normal
TD,Toronto Dominion Bank (The),20110726,UPDATE 1-Dundee REIT in $150 mln equity offering , TORONTO  July 26 Dundee Real Estate Investment Trust  said on Tuesday it arranged $150 million in equity financing to help pay for recent acquisitions  including a C$831.8 million office property deal struck last week.,normal
TOT,Total SA,20110726,UPDATE 3-South African strikes to spread to gold sector , * Anglo's S.Africa coal mine says output totally shut   (Recasts with new material  analyst  CEO comment),topStory
TOT,Total SA,20110726,UPDATE 1-Total Antwerp refinery to restart gasoline unit-trade , LONDON  July 26 Total plans to restart a gasoline-making fluid catalytic cracking unit at its Antwerp refinery in early August  trade sources said on Tuesday.,normal
TOT,Total SA,20110726,Total Antwerp refinery to restart gasoline making unit-trade , LONDON  July 26 Total plans to restart a gasoline-making fluid catalytic cracking unit at its Antwerp refinery in early August  trade sources said on Tuesday.,normal
TOT,Total SA,20110726,South African strikes to spread to gold sector , JOHANNESBURG  July 26 South African gold miners will be the latest to join nationwide industrial action this week when they join thousands of workers already on strike and threaten supply of the precious metal at a time when gold is at record highs.,normal
TM,Toyota Motor Corp Ltd Ord,20110726,BMW names new head for North American operations , DETROIT  July 26 BMW  has named Ludwig Willisch head of its North American operations  replacing current president of BMW North America Jim O'Donnell  effective Oct. 1  the German automaker said on Tuesday.,topStory
TM,Toyota Motor Corp Ltd Ord,20110726,Automakers weigh new fuel economy proposal: source ,DETROIT Automakers are weighing in on a new plan by the Obama administration to slightly loosen the U.S. government's proposed fuel economy standards for the years 2017 through 2025  a person familiar with the situation said.,normal
TM,Toyota Motor Corp Ltd Ord,20110726,Automakers weigh new fuel economy proposal -source , DETROIT  July 26 Automakers are weighing in on a new plan by the Obama administration to slightly loosen the U.S. government's proposed fuel economy standards for the years 2017 through 2025  a person familiar with the situation said.,normal
TM,Toyota Motor Corp Ltd Ord,20110726,Chrysler Q2 net loss widens after debt repayment ,DETROIT Chrysler Group LLC  which reported a wider second-quarter net loss on Tuesday  will announce a single management team for the U.S. automaker and its majority owner Fiat SpA  in the next few days.,normal
TM,Toyota Motor Corp Ltd Ord,20110726,UPDATE 3-Chrysler Q2 net loss widens after debt repayment , * Worldwide vehicle sales up 19 percent  (Adds comments on management team structure  outlook for Chrysler and auto industry  byline),normal
TM,Toyota Motor Corp Ltd Ord,20110726,UPDATE 4-Nissan to invest $7.8 bln in China by 2015 , * Car maker to launch about 30 new products in China by 2015,normal
TM,Toyota Motor Corp Ltd Ord,20110726,UPDATE 2-Asbury quarterly profit beats Street estimate , * Sees Q3 EPS reduced by 5-10 cents by Japan problems  (Adds earnings details),normal
TRP,TransCanada Corporation,20110726,House passes bill to speed up oil sands pipe review ,WASHINGTON The House of Representatives on Tuesday approved legislation that would set a firm deadline for the Obama administration to decide the fate of a proposed $7 billion pipeline that would transport Canadian oil sands crude to the U.S. Gulf Coast.,topStory
TRP,TransCanada Corporation,20110726,UPDATE 1-US House passes bill to speed up oil sands pipe review , * State has said will make decision on project by Dec 31,normal
TRP,TransCanada Corporation,20110726,US House to vote on faster oil sands pipeline review , * State has said will make decision on project by Dec 31,normal
TRN,Trinity Industries Inc,20110726,UPDATE 1-Trinity Industries Q2 results lag market estimates , * Shares down 7 pct in extended trade   (Follows alerts),topStory
UBS,UBS AG,20110726,UBS says profitable U.S. brokerage unit not for sale ,TORONTO The North American brokerage arm of UBS AG   said on Tuesday that its second-quarter earnings benefited from higher fee and interest income  and that  contrary to ongoing chatter  the unit is not for sale.,topStory
UBS,UBS AG,20110726,UPDATE 1-UBS says profitable US brokerage unit not for sale , * US wealth unit Q2 profit $165 mln vs yr/ago loss $61 mln,normal
UBS,UBS AG,20110726,CORRECTED - UBS says profitable US brokerage unit not for sale , (Corrects assets per adviser figure in last paragraph to $113 million from $774 million),normal
UBS,UBS AG,20110726,UBS to cut costs and rethink fixed income unit ,ZURICH Switzerland's UBS   will slash jobs and review the future of its fixed income business after the underperforming unit hit second-quarter profits and forced it to push back targets.,normal
UBS,UBS AG,20110726,UBS says profitable U.S. brokerage unit not for sale ,TORONTO The North American brokerage arm of UBS AG   said on Tuesday that its second-quarter earnings benefited from higher fee and interest income  and that contrary to ongoing chatter  the unit is not for sale.,normal
UBS,UBS AG,20110726,UBS says profitable US brokerage unit not for sale , * US wealth unit Q2 profit $165 mln vs yr/ago loss $61 mln,normal
UBS,UBS AG,20110726,UBS talking to regulators about CoCo alternatives ,ZURICH Swiss bank UBS   is talking to regulators about issuing alternatives to contingent convertibles  or CoCos  given their concerns that these relatively untested instruments can dilute equity.,normal
UBS,UBS AG,20110726,UPDATE 5-UBS to cut costs and rethink fixed income unit , * Q2 net profit 1.0 bln Sfr vs consensus for 1.23 bln Sfr,normal
UBS,UBS AG,20110726,Deutsche Bank seals succession as trading wilts ,FRANKFURT Deutsche Bank AG  warned of weakness to come in its core investment banking division  laying bare the challenge facing its two new CEOs named only hours earlier.,normal
UBS,UBS AG,20110726,RPT-UPDATE 4-Deutsche Bank seals succession as trading wilts , * Warns may miss 2011 goal in investment banking,normal
UA,Under Armour Inc,20110726,UPDATE 2-Under Armour Q2 beats Wall Street  raises FY view , * Shares rise 5 pct before the bell   (Adds details in paragraphs 3-6  shares movement),topStory
UAL,United Continental Holdings Inc,20110726,JetBlue profit falls as fuel costs rise ,CHICAGO JetBlue Airways  reported a 19 percent drop in second-quarter profit despite rising revenue as fuel prices battered the low-cost carrier and its rivals in the United States.,topStory
UAL,United Continental Holdings Inc,20110726,JetBlue profit falls as fuel costs rise ,CHICAGO JetBlue Airways  reported a 19 percent drop in second-quarter profit despite rising revenue as fuel prices battered the low-cost carrier and its rivals in the United States.,normal
UAL,United Continental Holdings Inc,20110726,UPDATE 2-JetBlue profit falls as fuel costs rise , * Fuel costs up 57.6 pct to $439 million  (Rewrites; adds CEO comment  shares  background),normal
UAL,United Continental Holdings Inc,20110726,TET-Fitch on recovery analysis for U.S. airlines , (The following statement was released by the rating agency),normal
UPS,United Parcel Service Inc,20110726,WRAPUP 8-Hopes for deal rise as US debt fears infect markets , * U.S. likely to lose top credit rating -economists poll,topStory
UPS,United Parcel Service Inc,20110726,SNAPSHOT-Developments in U.S. debt talks , WASHINGTON  July 26 Here is the situation on Tuesday as lawmakers try to close in on a deal for Congress to raise the U.S. government's $14.3 trillion borrowing limit by an Aug. 2 deadline and avoid a debt default:,normal
UPS,United Parcel Service Inc,20110726,UPDATE 1-U.S. looks to "Village Post Offices" to save money , * Efforts could save $200 mln annually-Postmaster General  (Adds DC locations in study  annual savings),normal
UPS,United Parcel Service Inc,20110726,COMPANY VIEW-Executives on U.S. debt ceiling talks , NEW YORK  July 26 The impasse over the U.S. debt limit left President Barack Obama's Democrats and their Republican rivals further apart than ever on Tuesday  as Wall Street braced for a looming U.S. default and credit downgrade.,normal
UPS,United Parcel Service Inc,20110726,U.S. looks to "Village Post Offices" to save money ,WASHINGTON Grocers  gas stations and general stores could become "Village Post Offices" as the U.S. Postal Service looks to shutter thousands of traditional post offices to save money.,normal
UPS,United Parcel Service Inc,20110726,UPS view cautious citing debt talks  shares drop ,NEW YORK United Parcel Service Inc   the world's largest package delivery company  gave a cautious economic outlook and cited stalled U.S. debt ceiling talks  pushing its shares down nearly 4 percent on Tuesday.,normal
UPS,United Parcel Service Inc,20110726,U.S. looks to "Village Post Offices" to save money , WASHINGTON  July 26 Grocers  gas stations and general stores could become "Village Post Offices" as the U.S. Postal Service looks to shutter thousands of traditional post offices to save money.,normal
UPS,United Parcel Service Inc,20110726,CORRECTED - COLUMN-LNG poised to become a transportation fuel , (Corrects cost of LNG tractors to $48 000 to $90 000 more than diesel units  instead of $250 000 to $300 000 more),normal
UPS,United Parcel Service Inc,20110726,Developments in U.S. debt talks ,WASHINGTON Here is the situation on  Tuesday as lawmakers try to close in on a deal to raise the $14.3 trillion U.S. debt limit by August 2 and avoid a federal credit default:,normal
UPS,United Parcel Service Inc,20110726,UPS profit rises in Q2  maintains 2011 outlook , NEW YORK  July 26 United Parcel Service Inc   the world's largest package delivery company  said second-quarter profit rose  slightly beating Wall Street forecasts.,normal
X,United States Steel Corporation,20110726,Steelmakers warn of weak outlooks ,NEW YORK Many of the world's leading steelmakers warn that profits in the second half of this year will be hurt because of the slow economic recovery  along with lower steel prices and higher raw material costs.,topStory
X,United States Steel Corporation,20110726,UPDATE 3-AK Steel misses Q2 estimates  warns on Q3 , * Warns Q3 prices to be lower  raw material costs higher,normal
X,United States Steel Corporation,20110726,WRAPUP 1-Wall St. hammers U.S. steelmakers on weak outlooks , NEW YORK  July 26 Shares of U.S. steelmakers fell sharply on Tuesday after the companies warned of lower third-quarter profits due to slow economic recovery  a drop in steel prices due to over-capacity  and higher raw material costs.,normal
X,United States Steel Corporation,20110726,RPT-UPDATE 3-U.S. Steel profit  revenue miss Street , * CEO expects operating profit to slip in Q3  (Adds analyst comments  updates share price),normal
UTX,United Technologies Corporation,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,topStory
UTX,United Technologies Corporation,20110726,WRAPUP 2-Consumer markets hurt some industrial earnings , * Engine maker Cummins stock rises on profit beat  (Adds analyst comment  UPS CEO comment  details on other companies' earnings; updates share prices),normal
UTX,United Technologies Corporation,20110726,Cummins profit beats expectations  raises outlook ,NEW YORK Diesel engine maker Cummins Inc  raised its 2011 outlook after a strong second-quarter profit that beat Wall Street expectations and sent its shares higher.,normal
UTX,United Technologies Corporation,20110726,UPDATE 4-Cummins profit beats expectations  raises outlook , * Shares up 4.3 pct  (Adds China comments from conference call  analyst comment),normal
UTX,United Technologies Corporation,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
UTX,United Technologies Corporation,20110726,Cummins quarterly profit beats  raises outlook ,NEW YORK Cummins Inc  reported a higher-than-expected quarterly profit on Tuesday on strong growth across all its segments and international markets  and the diesel engine maker raised its 2011 outlook.,normal
UTX,United Technologies Corporation,20110726,UPDATE 3-3M profit meets forecasts; Japan hurts margins , * Shares down 3.3 percent  (Rewrites first paragraph; adds analyst comment  byline),normal
VRX,Valeant Pharmaceuticals International Inc,20110726,UPDATE 2-Valeant makes approach for drugmaker Meda-WSJ , * Deal for Meda could be more than $4 billion-WSJ  (Adds background in paragraphs 5-6),topStory
VRX,Valeant Pharmaceuticals International Inc,20110726,Valeant makes approach for drugmaker Meda: report ,NEW YORK Canadian drugmaker Valeant Pharmaceuticals International Inc  has made a takeover approach for Swedish specialty drug maker Meda AB   the Wall Street Journal reported on Tuesday.,normal
VRX,Valeant Pharmaceuticals International Inc,20110726,CORRECTED - Valeant makes approach for drugmaker Meda -WSJ , NEW YORK  July 26 Canadian drugmaker Valeant Pharmaceuticals International Inc  has made a takeover approach for Swedish specialty drug maker Meda AB   the Wall Street Journal reported on Tuesday.,normal
VLO,Valero Energy Corporation,20110726,UPDATE 1-Mars platform work cuts output in Gulf - Valero , (Adds Shell declines comment ahead of earnings  U.S. production data for Mars),topStory
VLO,Valero Energy Corporation,20110726,Mars platform work cuts output in Gulf - Valero , HOUSTON  July 26 Maintenance on the Mars oil platform has cut medium sour crude output in the Gulf of Mexico  a Valero Energy Corp  executive said Tuesday.,normal
VLO,Valero Energy Corporation,20110726,UPDATE 3-Valero profit misses expectations due to downtime , * Eagle Ford crude runs headed higher  (Adds details from conference call  byline),normal
VLO,Valero Energy Corporation,20110726,UPDATE 1-Valero: Gulf refineries running more Arab crude , * Refined product exports to Latin America  Europe robust,normal
