AEIS,Advanced Energy Industries Inc,20110804,Analysis: SMA Solar faces profit margin struggle ,FRANKFURT Europe's biggest solar company is unlikely to meet profit margin forecasts this year  analysts say  as demand in its largest markets collapses and global competitors start to force down prices.,topStory
NKE,Nike Inc,20110804,Fitness fiends in China  U.S. drive Adidas sales ,FRANKFURT Adidas  raised its year forecasts again on Thursday after demand for its three-stripe branded sportswear from Chinese and U.S. customers led to a 5 percent rise in second quarter sales.,normal
NKE,Nike Inc,20110804,UPDATE 3-Fitness fiends in China  U.S. drive Adidas sales , * Q2 operating profit 219 mln euros vs forecast 222 mln,normal
JWN,Nordstrom Inc,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
JWN,Nordstrom Inc,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
NVO,Novo Nordisk A/S,20110804,UPDATE 3-Novo Nordisk modern insulins growth slowing , * Raises outlook on back of Victoza  modern insulin sales,topStory
NVO,Novo Nordisk A/S,20110804,TABLE-Novo Nordisk H1 EBIT rises 13 pct yr/yr , Aug 4 Danish drugmaker Novo Nordisk   six-month results to end-June (millions of Danish crowns):,normal
NRG,NRG Energy Inc,20110804,INSIGHT-Heatwave pushes Texas power grid into red zone , * Demand seen near record level for fourth day Thursday,topStory
NRG,NRG Energy Inc,20110804,Heat waves pushes Texas power grid into red zone ,HOUSTON The Texas power grid operator has scrambled this week to meet soaring electricity demand in the face of a brutal heat wave  and residents of the second most populous U.S. state are one power plant shut-down away from rolling blackouts.,normal
NRG,NRG Energy Inc,20110804,Heat waves pushes Texas power grid into red zone , * Demand seen near record level for fourth day Thursday,normal
NRG,NRG Energy Inc,20110804,UPDATE 1-NRG Energy posts higher profit; CFO resigns , * Alliant Q2 rev $819.5 mln vs est $768.1 mln   (Follows alerts),normal
PCG,Pacific Gas & Electric Co,20110804,Sempra to expand Copper Mountain solar plant ,NEW YORK Sempra Energy said on Thursday that it plans to expand its Copper Mountain Solar power plant  the largest in the United States  and would sell the electricity to Pacific Gas and Electric Co.,topStory
PCG,Pacific Gas & Electric Co,20110804,UPDATE 1-Sempra to expand Copper Mountain solar plant , NEW YORK  Aug 4 Sempra Energy  said on Thursday that it plans to expand its Copper Mountain Solar power plant  the largest in the United States  and would sell the electricity to Pacific Gas and Electric Co .,normal
BTU,Peabody Energy Corporation,20110804,UPDATE 5-Coal miner Alpha's profit misses; stock drops , * Stock down 15 percent; all coal shares drop  (Adds other coal stocks fall  analyst comment on costs),topStory
BTU,Peabody Energy Corporation,20110804,Peabody pushes on with Macarthur bid ,SYDNEY Peabody Energy  and ArcelorMittal  have taken a $5 billion bid for Macarthur Coal  directly to the target's shareholders  arguing the Australian miner's shares have underperformed.,normal
BTU,Peabody Energy Corporation,20110804,UPDATE 1-Peabody pushes on with Macarthur bid  shareholders advised to take no action , SYDNEY  Aug 4 Peabody Energy and ArcelorMittal have taken a $5 billion bid for Macarthur Coal directly to the target's shareholders  arguing the Australian miner's shares have underperformed.,normal
BTU,Peabody Energy Corporation,20110804,Macarthur Coal asks shareholders take no action on Peabody  Arcelor Mittal bid , SYDNEY  Aug 4 The board of Australian miner Macarthur Coal has not decided on a A$4.7 billion ($5 01 billion) takeover offer received from Peabody Energy  and ArcelorMittal and continued to ask shareholders to take no action on the bid.,normal
PKI,PerkinElmer Inc,20110804,UPDATE 2-PerkinElmer 2nd quarter tops forecasts , * Sees adjusted 2011 EPS $1.64 to $1.68  (Adds analyst's comment  sales details),topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110804,Japan's Nansei shuts refining ops due to typhoon , TOKYO  Aug 5 Japanese refiner Nansei Sekiyu KK  wholly owned by Brazil's state-run Petrobras   said on Friday it suspended all processing operations at its 100 000 barrels per day Nishihara refinery in Okinawa  southwestern Japan  from 6 p.m. (0900 GMT) on Thursday as a powerful typhoon approached.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110804,UPDATE 1-Petrobras CEO rules out selling Bolivia assets , * Petrobras expects to sell $13.6 bln in assets in 2 years,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110804,Petrobras not planning to sell Bolivia assets-CEO , BOGOTA  Aug 4 Brazil's state-run oil company Petrobras is not planning to sell its assets in Bolivia  the company's chief executive Jose Sergio Gabrielli said on Thursday.  (Reporting by Jack Kimball; Writing by Eduardo Garcia),normal
PBR,Petroleo Brasileiro SA- Petrobras,20110804,UPDATE 1-Shanghai  nearby ports brace for powerful typhoon , (Adds details on disaster relief operations  railway inspections),normal
PBR,Petroleo Brasileiro SA- Petrobras,20110804,Shanghai  nearby ports brace for powerful typhoon ,SHANGHAI Shanghai and the neighboring Chinese province of Zhejiang are bracing for a strong typhoon that is expected to hit this weekend  with authorities making contingency plans to shut ports if necessary.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110804,Shanghai  nearby ports brace for powerful typhoon , SHANGHAI  Aug 4 Shanghai and the neighbouring Chinese province of Zhejiang are bracing for a strong typhoon that is expected to hit this weekend  with authorities making contingency plans to shut ports if necessary.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110804,Japan refiner Nansei halts marine ops due to typhoon , TOKYO  Aug 4 Japanese refiner Nansei Sekiyu KK  wholly owned by Brazil's state-run Petrobras   said it suspended marine operations at its 100 000 barrels per day Nishihara refinery in Okinawa  southwestern Japan  from late Wednesday as a powerful typhoon approaches.,normal
PQ,Petroquest Energy Inc,20110804,WRAPUP 1-Mid-cap U.S. oil cos loosen purse string to pump up output , BANGALORE  Aug 4 A number of small and medium-sized U.S. oil and natural gas companies have increased their annual spending budget as they look to produce more of oil and natural gas liquids from their properties.,topStory
PFE,Pfizer Inc,20110804,Covance sees more big-ticket drug R&D alliances ,LONDON Joe Herring  the chief executive of U.S. contract research group Covance Inc  finds a lot of drug companies are knocking on his door these days offering deals.,topStory
PFE,Pfizer Inc,20110804,RPT-UPDATE 1-Bayer rival Boehringer gets EU nod for Pradaxa pill , * EU Approval cements Boehringer lead in promising drug class,normal
PFE,Pfizer Inc,20110804,UPDATE 1-Bayer rival Boehringer gets EU nod for Pradaxa pill , * EU Approval cements Boehringer lead in promising drug class,normal
PAA,Plains All American Pipeline LP,20110804,WRAPUP 1-US firms plan rail expansion to profit from oil spread , * Musket plans see 7-fold rise from Bakken to 70 000 bpd,topStory
PAA,Plains All American Pipeline LP,20110804,UPDATE 1-Plains All American to double rail capacity ,  * Patoka and St. James to hold more Bakken  Cushing oil  (Adds details),normal
PAA,Plains All American Pipeline LP,20110804,Plains to double rail capacity at 2 terminals ,  NEW YORK  Aug 4 Plains All American Pipeline LP  said it plans to double the rail capacity at its Patoka  Illinois and St. James  Louisiana terminals.,normal
PAA,Plains All American Pipeline LP,20110804,UPDATE 1-Plains sees Rainbow pipeline back end Q3 , NEW YORK  Aug 4 Plains All American Pipeline LP  expects its 187 000 barrel per day Rainbow Pipeline to return to full capacity by the end of the third quarter  the company said on Thursday during its second-quarter conference call.,normal
PAA,Plains All American Pipeline LP,20110804,Plains sees Rainbow pipeline at full rates end Q3 ,  NEW YORK  Aug 4 Plains All American Pipeline LP  expects its 187 000 barrel per day Rainbow Pipeline to return to full capacity by the end of the third quarter  the company said on Thursday during its second-quarter conference call.,normal
PBH,Prestige Brand Holdings Inc,20110804,UPDATE 1-Prestige Brands Q1 profit narrowly tops market view , * Q1 revenue $95.3 mln vs est $95.4 mln   (Follows alerts),topStory
PG,Procter & Gamble Company (The),20110804,Ex-Goldman director Gupta  SEC to drop litigation ,NEW YORK Former Goldman Sachs Group Inc  director Rajat Gupta and the U.S. Securities and Exchange Commission are dropping litigation against each other stemming from the sprawling federal insider trading probe.,topStory
PG,Procter & Gamble Company (The),20110804,UPDATE 2-Ex-Goldman director Gupta  SEC to drop litigation , * SEC may still bring case in federal court  (Adds details  case citation  byline),normal
PG,Procter & Gamble Company (The),20110804,Price hikes drive Unilever's growth ,LONDON Consumer goods giant Unilever Plc/NV   raised its prices sharply in the second quarter to offset higher commodity costs  helping it beat forecasts with a 7.1 percent increase in quarterly sales growth.,normal
PG,Procter & Gamble Company (The),20110804,UPDATE 2-Price hikes drive Unilever's Q2 growth , * Priorities remain profitable volume growth and margin improvement,normal
RF,Regions Financial Corporation,20110804,UPDATE 1-Regions says legal losses may cost $300 mln more , CHARLOTTE  N.C.  Aug 4 Regions Financial Corp's  legal losses may cost $300 million more than what it has already set aside to cover pending litigation  the Southeastern bank said in a securities filing.,topStory
RF,Regions Financial Corporation,20110804,Analysis: Warburg Pincus bets big on small investors ,NEW YORK Warburg Pincus is placing bets on mom-and-pop investors neglected by big Wall Street firms intent on courting the elite.,normal
RMD,ResMed Inc,20110804,UPDATE 1-ResMed quarterly profit rises 10 pct ,LOS ANGELES  Aug 4 Respiratory equipment maker ResMed Inc  said quarterly net income rose 10 percent on higher sales driven by studies showing the importance of treating sleep disorders to prevent health risks including stroke in certain patient populations.,topStory
RIO,Rio Tinto Plc,20110804,RPT-UPDATE 4-Miner Rio Tinto misses forecasts as costs bite , (Repeats item first published Aug 4 with no change to text),topStory
RIO,Rio Tinto Plc,20110804,Escondida strikers to vote on whether to negotiate-union , ANTOFAGASTA  Chile  Aug 4 The main union at the world's top copper deposit  Chile's Escondida  said on Thursday workers will vote on whether to negotiate on the basis of a company offer aimed at ending a two-week strike  a union leader said.,normal
RIO,Rio Tinto Plc,20110804,PRESS DIGEST-Australian Business News - Aug 5 , Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,normal
RIO,Rio Tinto Plc,20110804,Escondida strikers should vote on offer Thurs/Fri-union , ANTOFAGASTA  Chile  Aug 4 The main union at the world's top copper deposit  Chile's Escondida  said workers should vote on a company offer to end a two-week strike on Thursday or Friday at the latest.,normal
RIO,Rio Tinto Plc,20110804,Rio warns of commodity price volatility , * Sees credit tightening  sovereign debt problems as key risks,normal
RIO,Rio Tinto Plc,20110804,UPDATE 4-Miner Rio Tinto misses forecasts as costs bite , * London shares down over 3 pct in falling market   (Updates after analyst call  adds details),normal
RIO,Rio Tinto Plc,20110804,Coal exports to boost mining share of Mozambique's GDP , MAPUTO  Aug 4 Mozambique's coal exports will more than double the contribution of mineral resources to the southern African country's GDP within three years  a senior government official said on Thursday.,normal
RIO,Rio Tinto Plc,20110804,Miner Rio Tinto misses forecasts as costs bite ,SYDNEY/LONDON Global miner Rio Tinto  missed forecasts on Thursday despite a record first-half profit  as escalating costs and currency movements blunted the effect of robust metals prices.,normal
RIO,Rio Tinto Plc,20110804,Miner Rio Tinto's profit jumps 35 percent  expands buyback ,SYDNEY Global miner Rio Tinto  reported a 35 percent jump in first-half profit on Thursday  but it missed market expectations and sweetened the result with a $2 billion expansion of its existing share buyback program.,normal
RIO,Rio Tinto Plc,20110804,Rio Tinto sees tight mining input prices , SYDNEY  Aug 4 Global miner Rio Tinto is seeing surprising resilient strength in iron ore prices but mining input prices are also very tight  Chief Financial Officer Guy Elliott told a conference call on Thursday.,normal
RCI,Rogers Communication Inc,20110804,UPDATE 4-BCE pays high price for smartphone growth , * Bell Canada parent pays more for new wireless customers,topStory
RCI,Rogers Communication Inc,20110804,CORRECTED - UPDATE 1-BCE Q2 profit slips on CTV costs , (Corrects revenue percentage increase; also corrects revenue figure in bulletpoint),normal
RY,Royal Bank Of Canada,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Adds analyst comment  details),topStory
RY,Royal Bank Of Canada,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Updates to close  adds analyst comment  details),normal
RY,Royal Bank Of Canada,20110804,MOVES-Jefferies  KPMG  Permira  UBS Wealth Management , Aug 4 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
RY,Royal Bank Of Canada,20110804,CANADA STOCKS-TSX sinks 3 pct on growth fears  weakest since Oct , * All sectors drop on economic woes  materials lead  (Updates prices  adds further details),normal
RY,Royal Bank Of Canada,20110804,CANADA STOCKS-TSX off 3.5 pct  weakest since Oct on growth fears , * U.S. stocks also drop about 3 pct  (Recasts  adds analyst comment  further details),normal
RY,Royal Bank Of Canada,20110804,CANADA STOCKS-TSX drops more than 3 pct as global markets tumble ,   * TSX down down 391.74 points  or 3.06 pct  at 12 424.29,normal
RBS,Royal Bank Scotland plc (The),20110804,RBS may post Q2 loss  cut more jobs , LONDON  Aug 5 Royal Bank of Scotland may post a second consecutive quarterly loss on Friday  as analysts look for updates on the part-nationalised group's restructuring plans and possible new job cuts.,topStory
RBS,Royal Bank Scotland plc (The),20110804,Bank retail operations face harsh ringfencing -FT , LONDON  Aug 4 The ringfence to be placed around Britain's retail banking operations  the core recommendation of the government-appointed Vickers commission  will be much tougher than anticipated  The Financial Times reported on Friday.,normal
RBS,Royal Bank Scotland plc (The),20110804,UPDATE 2-Knight Capital to cut jobs  close Hong Kong office , BANGALORE  Aug 4 Electronic trader Knight Capital Group Inc will layoff about 6 percent of its global workforce and close its Hong Kong office  to cut costs and improve profitability  the latest move in a wave of job cuts at financial institutions on Wall Street.,normal
RBS,Royal Bank Scotland plc (The),20110804,RBS to take 840 mln stg Greek hit -Sky News blog , LONDON  Aug 4 Royal Bank of Scotland  will report an 840 million pound  ($1.37 billion) hit on its Greek sovereign debt exposure  Sky News reporter Mark Kleinman wrote in his blog on Thursday.,normal
RBS,Royal Bank Scotland plc (The),20110804,UPDATE 1-Lloyds sells 1.8 bln stg of troubled-loan property , LONDON  Aug 4 Lloyds sold 1.8 billion pounds ($2.9 billion) of real estate backed by troubled loans in the first half of 2011  and said "significant sales" would follow as a recovery in UK property values slows.,normal
RBS,Royal Bank Scotland plc (The),20110804,BRIEF-Moody's asgns Aa3/P-1 rtgs to RBS plc's Connecticut branch , (The following statement was released by the ratings agency),normal
SBH,Sally Beauty Holdings Inc,20110804,UPDATE 2-Strong demand touches up Sally Beauty Q3 profit , * Q3 rev $836.6 mln vs est of $827.4 mln   (Rewrites throughout),topStory
SD,SandRidge Energy Inc,20110804,UPDATE 1-SandRidge Energy Q2 profit rises , * Ups FY production view to 24.1 mmboe   (Follows alerts),topStory
SD,SandRidge Energy Inc,20110804,UPDATE 1-SandRidge inks $500 mln JV with Koreas' Atinum , * To sell 13.2 pct non-oper working interest in 860 000 acres,normal
SNY,Sanofi,20110804,Covance sees more big-ticket drug R&D alliances ,LONDON Joe Herring  the chief executive of U.S. contract research group Covance Inc  finds a lot of drug companies are knocking on his door these days offering deals.,topStory
SNY,Sanofi,20110804,UPDATE 3-Novo Nordisk modern insulins growth slowing , * Raises outlook on back of Victoza  modern insulin sales,normal
SLB,Schlumberger NV,20110804,UPDATE 2-Calfrac's Q2 soars on drilling boom  sees strong year ahead , Aug 4 Calfrac Well Services Ltd posted a surprise quarterly profit  helped by surging oil prices that boosted drilling activity in North America despite a seasonal slowdown in Canada  and the oilfield services company forecast a strong year ahead.,topStory
SRE,Sempra Energy,20110804,Sempra to expand Copper Mountain solar plant ,NEW YORK Sempra Energy said on Thursday that it plans to expand its Copper Mountain Solar power plant  the largest in the United States  and would sell the electricity to Pacific Gas and Electric Co.,topStory
SRE,Sempra Energy,20110804,UPDATE 1-Sempra to expand Copper Mountain solar plant , NEW YORK  Aug 4 Sempra Energy  said on Thursday that it plans to expand its Copper Mountain Solar power plant  the largest in the United States  and would sell the electricity to Pacific Gas and Electric Co .,normal
SKM,SK Telecom Co Ltd,20110804,SK Tel says Hynix buy wouldn't affect shareholder returns , SEOUL  Aug 4 SK Telecom   South Korea's top mobile carrier  said on Thursday that its potential $2.3 billion purchase of Hynix Semiconductor would not undermine shareholder returns.,topStory
SKM,SK Telecom Co Ltd,20110804,TABLE-SK Tel Q2 operating profit up from a year ago , SEOUL  Aug 4 Three months to end-June  2011.,normal
SNE,Sony Corp Ord,20110804,UPDATE 2-Sony rules out quitting TV business; to keep Vita price , * Seeks to pull together plans to overhaul TV division   (Adds details  background),topStory
SNE,Sony Corp Ord,20110804,RPT-UPDATE 4-'State actor' behind slew of cyber attacks , * 'Operation Shady RAT' took data from at least 72 victims,normal
SNE,Sony Corp Ord,20110804,Sony rules out exiting TV business or LCD panel venture ,TOKYO Sony ruled out dumping its television business or dissolving a TV panel partnership with Samsung Electronics Co even as it looks to overhaul its lossmaking TV unit.,normal
SNE,Sony Corp Ord,20110804,Sony rules out exiting TV business or LCD panel venture , TOKYO  Aug 4 Sony on Thursday ruled out dumping its television business or dissolving a TV panel partnership with Samsung Electronics Co in an overhaul of its lossmaking TV unit that will take shape this month.,normal
LUV,Southwest Airlines Company,20110804,Congress reaches deal to end FAA shutdown ,WASHINGTON Congressional leaders struck a deal on Thursday to resolve a partisan dispute and end a partial shutdown of the Federal Aviation Administration that has halted airport projects and threatened thousands of jobs.,topStory
LUV,Southwest Airlines Company,20110804,UPDATE 3-Congress reaches deal to end FAA shutdown , * Nearly two-week shutdown halted airport projects  (Adds airlines  details of agreement),normal
LUV,Southwest Airlines Company,20110804,Exclusive: Southwest overture stirs Airbus order hopes ,PARIS/CHICAGO A top-level exchange between Southwest Airlines Co and Airbus on the commercial success of a new aircraft has raised hopes at the European plane-maker that it might someday break Boeing Co's monopoly at the low-cost U.S. carrier  sources close to the matter said.,normal
LUV,Southwest Airlines Company,20110804,Southwest profit trails estimates; growth plans cut ,CHICAGO Southwest Airlines Co  posted a smaller-than-expected quarterly profit on Thursday  battered by soaring fuel costs  sending its shares down nearly 8 percent.,normal
LUV,Southwest Airlines Company,20110804,UPDATE 3-Southwest profit trails estimates; growth plans cut , * Shares down nearly 8 percent  (Rewrites first paragraph; adds share fall  analyst comment  details on capacity outlook  background),normal
LUV,Southwest Airlines Company,20110804,Southwest overture stirs Airbus jet order hopes ,PARIS/CHICAGO Southwest Airlines  and Airbus  have begun a "warm" top-level exchange  prompting the jetmaker to hope Boeing's  biggest customer may eventually take an interest in its planes  sources close to the matter said.,normal
LUV,Southwest Airlines Company,20110804,UPDATE 1-Southwest overture stirs Airbus jet order hopes , * Airbus  Southwest CEOs exchange letters in sign of detente,normal
LUV,Southwest Airlines Company,20110804,UPDATE 1-WestJet profits jump on higher fares , VANCOUVER  Aug 4 WestJet Airlines Ltd  reported a rise of nearly four-fold in quarterly earnings on Thursday as it kept costs in check and raised fares to offset higher fuel prices.,normal
LUV,Southwest Airlines Company,20110804,Southwest overture stirs Airbus jet order hopes ,PARIS/CHICAGO Southwest Airlines  and Airbus  have begun a "warm" top-level exchange  prompting hope at the European planemaker that Boeing's  top buyer may no longer be out of its reach  sources close to the matter said.,normal
LUV,Southwest Airlines Company,20110804,Analysis: Airlines stand by fare hike despite pressure ,CHICAGO/ATLANTA U.S. airlines are not likely to bow to pressure from the White House and elsewhere to rollback a fare increase facilitated by a Washington political standoff that could net the industry more than $1 billion in unexpected third quarter revenue.,normal
SPR,Spirit Aerosystems Holdings Inc,20110804,UPDATE 1-Spirit AeroSystems posts lower Q2 profit , Aug 4 Aircraft parts supplier Spirit AeroSystems Holdings posted lower quarterly profit  as it took a charge related to costs for a business jet program  and cut its 2011 profit view.,topStory
S,Sprint Corporation,20110804,Investors flee bad telecom smartphone bets ,NEW YORK Smartphones may have good looks and a lot of whiz-bang features  but this week they just have a bad reputation.,topStory
S,Sprint Corporation,20110804,Wireless providers' stocks plummet after results ,NEW YORK Shares in three small wireless service providers which reported results earlier this week dropped sharply  as investors worried they would be hurt by economic weakness in an already intensely competitive market.,normal
S,Sprint Corporation,20110804,Clearwire sees profit sooner  but needs more funding ,NEW YORK Wireless telecommunications network operator Clearwire Corp  said it would post an operating profit a few quarters sooner than expected  but also said it needs as much as $900 million in new funding.,normal
S,Sprint Corporation,20110804,UPDATE 3-Clearwire sees profit sooner  but needs more funding , * Unveils network plan  pending ability to raise funding,normal
STN,Stantec Inc,20110804,UPDATE 1-Acquisitions help nudge up Stantec Q2 profit , Aug 4 Canadian engineering firm Stantec Inc  posted a slightly higher second-quarter profit  helped by improved revenue from recent acquisitions  and forecast a "consistent performance" for the rest of the year.,topStory
STT,State Street Corporation,20110804,BNY Mellon imposes fee on rapidly growing deposits ,NEW YORK Bank of New York Mellon Corp told some of its biggest depositors this week it does not want their money.,topStory
STT,State Street Corporation,20110804,UPDATE 4-BNY Mellon imposes fee on rapidly growing deposits , * Fees apply to accounts of more than $50 million  (Adds analyst comment and details on fee amounts),normal
STT,State Street Corporation,20110804,Northern Trust says not charging for deposits , BOSTON  Aug 4 Custody bank Northern Trust  said it has not imposed new fees on customer deposits  unlike competitor Bank of New York Mellon Corp.,normal
STT,State Street Corporation,20110804,UPDATE 1-State Street says not charging for deposits , BOSTON  Aug 4 Custody bank State Street Corp  said it has not imposed new fees on customer deposits  unlike competitor Bank of New York Mellon Corp.,normal
SLF,Sun Life Financial Inc,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Adds analyst comment  details),topStory
SLF,Sun Life Financial Inc,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Updates to close  adds analyst comment  details),normal
SLF,Sun Life Financial Inc,20110804,CANADA STOCKS-TSX sinks 3 pct on growth fears  weakest since Oct , * All sectors drop on economic woes  materials lead  (Updates prices  adds further details),normal
SLF,Sun Life Financial Inc,20110804,CANADA STOCKS-TSX off 3.5 pct  weakest since Oct on growth fears , * U.S. stocks also drop about 3 pct  (Recasts  adds analyst comment  further details),normal
SLF,Sun Life Financial Inc,20110804,CANADA STOCKS-TSX drops more than 3 pct as global markets tumble ,   * TSX down down 391.74 points  or 3.06 pct  at 12 424.29,normal
SLF,Sun Life Financial Inc,20110804,TSX may open lower  weighed down by metal prices , Aug 4 Toronto's main stock index looked set to open lower on Thursday with miners expected to decline along with copper and other metal prices.,normal
SUN,Sunoco LP,20110804,Sunoco has quarterly loss  misses forecasts ,HOUSTON Sunoco Inc   which operates refineries on the U.S. East Coast  reported a quarterly loss compared with a year-ago profit on Thursday  as a writedown of assets in its chemicals business weighed on results.,topStory
SUN,Sunoco LP,20110804,UPDATE 2-Sunoco has quarterly loss  misses forecasts , HOUSTON  Aug 4 Sunoco Inc   which operates refineries on the U.S. East Coast  reported a quarterly loss compared with a year-ago profit on Thursday  as a writedown of assets in its chemicals business weighed on results.,normal
TGT,Target Corporation,20110804,Discounts help chains in July; tough battle ahead ,NEW YORK Deep discounts brought shoppers to malls and helped many retail chains report sales gains in July  in an early sign that consumers will keep demanding bargains in the back-to-school season.,topStory
TGT,Target Corporation,20110804,WRAPUP 4-Discounts help chains in July; tough battle ahead , * July same-store sales up 4.4 pct; in line with estimates,normal
TGT,Target Corporation,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,normal
TGT,Target Corporation,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
TGT,Target Corporation,20110804,WRAPUP 1-US chains win shoppers  July sales with discounts , * Some worry if retailers had to discount more than usual  (Adds Costco),normal
TGT,Target Corporation,20110804,WRAPUP 1-US chains win shoppers  July sales with discounts , * Some worry if retailers had to discount more than usual  (Adds Costco),normal
TI,Telecom Italia SPA,20110804,ADR Report-Stocks tumble on eurozone worries; Italy ADRs plunge , NEW YORK  Aug 4 Overseas shares traded in the United States fell across the board on Thursday  pressured by a steep decline in U.S. equities and as an ongoing debt crisis in Europe caused a steep selloff.,topStory
TI,Telecom Italia SPA,20110804,Hutchison in talks to sell Italian telecoms unit - media , HONG KONG  Aug 4 Hutchison Whampoa Ltd    Hong Kong billionaire Li Ka-shing's flagship ports-to-telecommunications conglomerate  is in talks to sell unit 3 Italia to Italian mobile phone operator Telecom Italia SpA   media reports said on Thursday.,normal
TI,Telecom Italia SPA,20110804,PRESS DIGEST - Hong Kong - August 4 , HONG KONG  Aug 4 These are some of the leading stories in Hong Kong newspapers on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
TEF,Telefonica SA,20110804,Hutchison H1 undershoots due to 3G  port charge ,HONG KONG Li Ka-shing's ports-to-telecoms conglomerate Hutchison Whampoa  fell short of forecasts for first half profits on Thursday  dragged back by its 3G business and a bigger-than-expected charge on a major asset sale.,topStory
TEF,Telefonica SA,20110804,UPDATE 3-Hutchison H1 undershoots due to 3G  port charge , * H1 profit soars but lags f'cast  spinoff gains at HK$44.3 bln,normal
TU,TELUS Corporation,20110804,UPDATE 4-BCE pays high price for smartphone growth , * Bell Canada parent pays more for new wireless customers,topStory
TU,TELUS Corporation,20110804,CORRECTED - UPDATE 1-BCE Q2 profit slips on CTV costs , (Corrects revenue percentage increase; also corrects revenue figure in bulletpoint),normal
TDC,Teradata Corporation,20110804,UPDATE 1-Teradata Q2 profit beats Street  raises 2011 forecast , * Says 2011 rev to grow by 18-20 pct vs prior forecast of 14-16 pct,topStory
BX,The Blackstone Group LP,20110804,Blackstone to take Emdeon private for $3 billion ,Healthcare IT provider Emdeon Inc  said it agreed to be taken private for $3 billion by Blackstone   the latest in a slew of private equity deals in the healthcare space.,topStory
TRI,Thomson Reuters Corp,20110804,CNH Tracker-Dip in yuan deposit growth may be temporary , HONG KONG  Aug 4 The main reason why higher interest rates are needed in the offshore yuan market can be found in Hong Kong's renmimbi deposit data published every month.,topStory
TJX,TJX Companies Inc (The),20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
TJX,TJX Companies Inc (The),20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
TJX,TJX Companies Inc (The),20110804,CORRECTED-BRIEF-TJX July same store sales , (Corrects headline to show TJX reports July same store sales  not Q2 results),normal
TM,Toyota Motor Corp Ltd Ord,20110804,ADR Report-Stocks tumble on eurozone worries; Italy ADRs plunge , NEW YORK  Aug 4 Overseas shares traded in the United States fell across the board on Thursday  pressured by a steep decline in U.S. equities and as an ongoing debt crisis in Europe caused a steep selloff.,topStory
TM,Toyota Motor Corp Ltd Ord,20110804,GM profit nearly doubles  slowdown risk ahead ,DETROIT General Motors Co's quarterly profit shot past Wall Street expectations  but its share price slipped as investors focused on the risks of a sputtering economy and resurgent Japanese rivals. | Video ,normal
TM,Toyota Motor Corp Ltd Ord,20110804,WRAPUP 2-Lear  Visteon raise FY view; shares down on GM concerns , * Broader Dow Jones auto industry index down 8 pct   (Rewrites paragraphs 1 2),normal
TM,Toyota Motor Corp Ltd Ord,20110804,UPDATE 4-GM profit nearly doubles  slowdown risk ahead , * GM shares down 2.5 percent  (Adds analyst  executive quotes  explanation for share decline),normal
TM,Toyota Motor Corp Ltd Ord,20110804,UPDATE 2-Toyota agrees 15 pct price hike by Nippon Steel-Nikkei , TOKYO  Aug 4 Toyota Motor Corp has agreed to Nippon Steel Corp's request for a price rise for steel sheet of about 15 percent or 13 000 yen ($169) per tonne for the April-September first half  the Nikkei business daily reported.,normal
TM,Toyota Motor Corp Ltd Ord,20110804,UPDATE 2-Toyota agrees 15 pct price hike by Nippon Steel-Nikkei , TOKYO  Aug 4 Toyota Motor Corp has agreed to Nippon Steel Corp's request for a price rise for steel sheet of about 15 percent or 13 000 yen ($169) per tonne for the April-September first half  the Nikkei business daily reported.,normal
