ACIW,ACI Worldwide Inc,20110915,UPDATE 4-Fundtech drops S1 for 'superior' PE offer , * GTCR's $23.33/shr cash offer at 33 pct premium to Fundtech Wed close,topStory
MS,Morgan Stanley,20110915,Morgan Stanley Chairman Mack to retire at year-end ,Morgan Stanley  Chief Executive Officer James Gorman will take over the role of chairman at the start of 2012  as John Mack retires from that role  the bank said Thursday.,normal
MS,Morgan Stanley,20110915,Factbox: UBS trader joins rogues' gallery of financial crime ,Switzerland's UBS AG said it had discovered unauthorized trades by a trader in its investment bank had caused a loss of some $2 billion.,normal
MSCI,MSCI Inc,20110915,MOVES-Jefferies  BlackRock  JP Morgan , Sept 15 The following financial service industry appointments were announced on Thursday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
MYE,Myers Industries Inc,20110915,PRESS DIGEST-Australian Business News - Sep 16 , SYDNEY  Sept 16 (RTRS) -    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
NEM,Newmont Mining Corporation,20110915,UPDATE 1-Newmont to double Peru gold production by 2017 ,  * Newmont  Buenaventura building Peru's most expensive mine   * Minas Conga to start producing gold in 2014   (Adds quote  background),topStory
NMR,Nomura Holdings Inc ADR,20110915,BoAML swings axe in lev fin and deal advisory -sources , LONDON  Sept 15 (IFR) - Bank of America Merrill Lynch is cutting jobs in its European leveraged finance team  including a senior position  as it takes the axe to debt capital markets and deal advisory  market sources said.,topStory
JWN,Nordstrom Inc,20110915,Color  sporty styles dominate New York Fashion Week ,NEW YORK Polished sporty styles and neon citrus colors emerged as strong trends at New York Fashion Week  which ends on Thursday  for spring/summer 2012 as consumers look for more versatile fashion.,topStory
JWN,Nordstrom Inc,20110915,Color  sporty styles dominate New York Fashion Week , NEW YORK  Sept 15 Polished sporty styles and neon citrus colors emerged as strong trends at New York Fashion Week  which ends on Thursday  for spring/summer 2012 as consumers look for more versatile fashion.,normal
NOC,Northrop Grumman Corporation,20110915,FACTBOX-Defense industry united as debt panel weighs cuts , Sept 15 U.S. military contractors are united in their push to stem additional cuts in defense spending that could come out of a congressional "super committee" charged with finding ways to lower the deficit.,topStory
NWN,Northwest Natural Gas Company,20110915,FACTBOX-Encana's moves to weather weak gas prices , Sept 15 Encana Corp  has struck several deals in the past two years  many designed to help Canada's largest gas producer maintain production growth and keep debt in check while gas prices languish. [ID:nS1E78C1RT],topStory
NRG,NRG Energy Inc,20110915,Factbox: Proposed U.S. offshore wind power projects ,NEW YORK The companies working on the Long Island-New,topStory
NRG,NRG Energy Inc,20110915,FACTBOX-Proposed U.S. offshore wind power projects , NEW YORK  Sept 15 The companies working on the Long Island-New York City offshore wind farm  which could generate up to 700 megawatts (MW)  said on Thursday they had applied for a lease to build the facility in federal waters.,normal
NUE,Nucor Corporation,20110915,UPDATE 1-Nucor sees Q3 earnings soft  but demand rising , Sept 15 Steel maker Nucor Corp  forecast lower-than-expected third-quarter earnings  blaming rising supplies for depressing prices for sheet metal in the United States during the quarter  but said demand is picking up.,topStory
OZM,Och-Ziff Capital Management Group LLC,20110915,Citic Securities to sell up to $1.94 bln of shares in HK offer ,HONG KONG Citic Securities Co Ltd   China's largest publicly traded brokerage  could raise up to $1.94 billion with a Hong Kong share offering to fund expansion in international markets  IFR reported on Friday.,topStory
OZM,Och-Ziff Capital Management Group LLC,20110915,UPDATE 2-Citic Securities to sell up to $1.94 bln of shares in HK offer -IFR , * Citic to offer 995.3 million shares at HK$12.84 to HK$15.2 each -IFR,normal
OZM,Och-Ziff Capital Management Group LLC,20110915,UPDATE 2-Citic Securities' $2 bln HK offer fully covered-sources , * Orders from anchor investors help fully cover $2 bln deal,normal
OZM,Och-Ziff Capital Management Group LLC,20110915,CORRECTED-UPDATE 1-Citic Securities $2 bln HK offer fully covered-sources , (Corrects to say Citic Securities is based in Shenzhen  not Shanghai),normal
PSO,Pearson Plc,20110915,UPDATE 1-Pearson buys 'virtual' school co for $400 mln , LONDON  SEPT 15 - Education and publishing group Pearson  is to spend $400 million to acquire a U.S.-based firm which runs 'virtual' public schools serving more than 40 000 students who chose not to attend traditional schools.,topStory
PTR,PetroChina Company Limited,20110915,FACTBOX-Encana's moves to weather weak gas prices , Sept 15 Encana Corp  has struck several deals in the past two years  many designed to help Canada's largest gas producer maintain production growth and keep debt in check while gas prices languish. [ID:nS1E78C1RT],topStory
PTR,PetroChina Company Limited,20110915,Asia Distillates-Gas oil strengthens on Indonesian demand , SINGAPORE  Sept 15 Asia's gas oil market extended its gains on Thursday  with the product's prompt timespread and cash differential hitting over five-month peaks on strong Indonesian demand.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110915,UPDATE 1-Brazil denies El Paso oil exploration license , * Brazil says El Paso has not reduced eco dangers enough,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110915,Petrobras may sell real-denominated bond  CEO says , RIO DE JANEIRO  Sept 15 Brazilian state-controlled oil company Petrobras  is considering selling real-denominated bonds to fund investments  Chief Executive Officer Jose Sergio Gabrielli said on Thursday.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110915,UPDATE 1-Gran Tierra inks deal with Statoil unit , Sept 15 Canadian oil exploration and production company Gran Tierra Energy Inc said it has signed partnership agreements with Norwegian Statoil's  Brazilian division for two properties located in the Camamu-Almada Basin.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110915,Petrobas:Alky unit back after repairs at Pasadena  TX  refinery , Sept 14 Petrobas  said the alkylation unit 2 at its 100 000 barrel-per-day Pasadena Refining Systems refinery in Pasadena  Texas came back online after repairs on Tuesday.,normal
PFE,Pfizer Inc,20110915,Danone bets on babies in Mexico  Russia ,PARIS French food group Danone  is mulling entering the baby food market in Mexico as it looks out for acquisitions in fast-growing markets  its finance head said  remaining tight-lipped on rumored interest in Pfizer's  Wyeth unit.,topStory
PNC,PNC Financial Services Group Inc (The),20110915,New Issue-PNC Funding Corp. sells $1.25 bln in 5-yr notes ,  Sept 15 PNC Funding Corp  a unit of PNC Financial Services Group Inc.   late on Wednesday sold $1.25 billion of senior holdco notes  said IFR  a Thomson Reuters service.,topStory
PG,Procter & Gamble Company (The),20110915,UPDATE 2-Diamond Foods' snacks business to drive growth , * Shares up 5 percent in after-market trade   (Rewrites throughout),topStory
PG,Procter & Gamble Company (The),20110915,PRESS DIGEST - Wall Street Journal - Sept 15 , Sept 15 The following were the top stories in The Wall Street Journal on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
PJH,Prudential Financial Inc,20110915,Prudential Financial's China insurance JV to start in Q4 2012 , SHANGHAI  Sept 15 Prudential Financial  expects its China life insurance joint venture with a unit of Chinese conglomerate Fosun Group to begin operations in the fourth quarter of 2012  the U.S. financial group said on Thursday.,topStory
PRH,Prudential Financial Inc,20110915,Prudential Financial's China insurance JV to start in Q4 2012 , SHANGHAI  Sept 15 Prudential Financial  expects its China life insurance joint venture with a unit of Chinese conglomerate Fosun Group to begin operations in the fourth quarter of 2012  the U.S. financial group said on Thursday.,topStory
PRU,Prudential Financial Inc,20110915,Prudential Financial's China insurance JV to start in Q4 2012 , SHANGHAI  Sept 15 Prudential Financial  expects its China life insurance joint venture with a unit of Chinese conglomerate Fosun Group to begin operations in the fourth quarter of 2012  the U.S. financial group said on Thursday.,topStory
PEG,Public Service Enterprise Group Incorporated,20110915,Factbox: Proposed U.S. offshore wind power projects ,NEW YORK The companies working on the Long Island-New,topStory
PEG,Public Service Enterprise Group Incorporated,20110915,FACTBOX-Proposed U.S. offshore wind power projects , NEW YORK  Sept 15 The companies working on the Long Island-New York City offshore wind farm  which could generate up to 700 megawatts (MW)  said on Thursday they had applied for a lease to build the facility in federal waters.,normal
RJF,Raymond James Financial Inc,20110915,Raymond James hires $3.6 mln adviser team with Caterpillar focus , NEW YORK  Sept 15 Raymond James & Associates has recruited a $3.6-million adviser team to start a new branch office in the Midwest.,topStory
RIO,Rio Tinto Plc,20110915,PRESS DIGEST-Australian Business News - Sep 16 , SYDNEY  Sept 16 (RTRS) -    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
RIO,Rio Tinto Plc,20110915,UPDATE 1-Damaged Guinea bauxite conveyor to restart Friday-Alcoa , CONAKRY  Sept 15 A damaged conveyer belt that halted bauxite exports by Guinea's CBG earlier this week should be repaired and back in service on Friday  Alcoa said on Thursday.,normal
RIO,Rio Tinto Plc,20110915,Damaged Guinea bauxite conveyor to restart Friday-Alcoa , CONAKRY  Sept 15 A damaged conveyer belt that halted bauxite exports by Guinea's CBG should be repaired and back in service on Friday  Alcoa said on Thursday.,normal
RIO,Rio Tinto Plc,20110915,Rare earth prices to stay high as China extends crackdown ,BEIJING Excess exports from China's rare earth industry kept prices artificially low for years  and it was now "unrealistic" to expect them to fall back to previous levels as Beijing reins in the sector  a senior industry official said on Thursday.,normal
RIO,Rio Tinto Plc,20110915,New Issue-Rio Tinto Finance sells $2 bln , Sept 15 Rio Tinto Finance sold $2 billion of three-part senior unsecured notes late Wednesday  said IFR  a Thomson Reuters service.,normal
RIO,Rio Tinto Plc,20110915,Rare earth prices to stay high as China extends crackdown -official , BEIJING  Sept 15 Excess exports from China's rare earth industry kept prices artificially low for years  and it was now "unrealistic" to expect them to fall back to previous levels as Beijing reins in the sector  a senior industry official said on Thursday.,normal
RIO,Rio Tinto Plc,20110915,RPT-Indian firms eye huge mining investment in Afghanistan , KABUL  Sept 14 Despite increasing insecurity in Afghanistan and gun battles with Taliban rebels in the capital Kabul   Indian firms are bidding billions of dollars for a contract to mine iron ore in a central district of the country.,normal
RIO,Rio Tinto Plc,20110915,Rio Tinto steps up iron ore expansion spend by $833 mln , Sep 15 Rio Tinto  is increasing spending on its iron ore expansion in Western Australia by $833 million  upgrading its power and gas network and fuel facilities  the global miner said on Thursday.,normal
RY,Royal Bank Of Canada,20110915,CANADA STOCKS-TSX rallies on signs of euro-zone action , * Gold miners drag materials group down 0.7 pct  (Updates to close. Adds details  comments),topStory
RY,Royal Bank Of Canada,20110915,CANADA STOCKS-TSX rallies on central banks' EU move , * Gold issues drag materials down 1.3 pct  (Updates with details  commentary),normal
SNY,Sanofi,20110915,115 US kids  teens died from flu last season-CDC , * Nearly half of those who died had been otherwise healthy,topStory
SNY,Sanofi,20110915,115 U.S. children  teens died from flu last season: CDC ,Some 115 U.S. children and teens died from influenza last flu season  and many of those deaths were of children who had not gotten an annual flu shot  U.S. health officials said on Thursday.,normal
SNY,Sanofi,20110915,Insight: Why Swiss medicine men swallow a strong franc ,BASEL In recent months  a red-hot Swiss franc has made Switzerland an expensive place to buy a slice of pizza  let alone run a business. Swiss-based Roche  the world's biggest maker of cancer medicines  and its cross-town rival Novartis have felt the pain along with Switzerland's other exporters.,normal
SAP,SAP SE,20110915,German stocks - Factors to watch on September 15 , FRANKFURT  Sept 15 The DAX top-30 index  looked set to open 1.1 percent higher on Thursday  according to premarket data from brokerage Lang & Schwarz at 0609 GMT.,topStory
SAP,SAP SE,20110915,SAP subsidiary pleads guilty in Oracle case ,OAKLAND  California An SAP AG subsidiary pleaded guilty to 12 criminal counts and will pay a $20 million fine for unauthorized downloads from software rival Oracle Corp.,normal
SAP,SAP SE,20110915,UPDATE 4-SAP subsidiary pleads guilty in Oracle case , * SAP subsidiary pleads guilty to 12 criminal counts,normal
SCG,Scana Corporation,20110915,BRIEF-Moody's downgrades the senior unsecured rating of SCANA to Baa3 , * Moody's downgrades the senior unsecured rating of SCANA to Baa3 and the senior unsecured rating of South Carolina Electric and Gas to Baa2 ; Outlooks revised to Stable.,topStory
SNE,Sony Corp Ord,20110915,Judge extends time for Google digital books talks ,NEW YORK Google Inc and authors and publishers groups have about nine more months to untangle their six-year-old legal dispute over plans to create the world's largest digital library  a federal judge said on Thursday.,topStory
SNE,Sony Corp Ord,20110915,Judge extends time for Google digital books talks , NEW YORK  Sept 15 Google Inc  and authors and publishers groups have about nine more months to untangle their six-year-old legal dispute over plans to create the world's largest digital library  a federal judge said on Thursday.,normal
SNE,Sony Corp Ord,20110915,Sony yet to grab new Monster Hunter for PS Vita ,MAKUHARI  Japan Sony Corp has yet to secure the next generation of Capcom's popular Monster Hunter game for its new handheld games device  company executives said on Thursday  after the developer said it would offer the game on a rival gadget. | Video ,normal
SNE,Sony Corp Ord,20110915,Sony yet to grab new Monster Hunter for PS Vita , MAKUHARI  Japan  Sept 15 Sony Corp has yet to secure the next generation of Capcom's popular Monster Hunter game for its new handheld games device  company executives said on Thursday  after the developer said it would offer the game on a rival gadget.,normal
S,Sprint Corporation,20110915,Fifteen lawmakers ask Obama to OK AT&T merger ,Fifteen Democratic lawmakers asked the Obama administration on Thursday to approve AT&T Inc's  proposed purchase of T-Mobile USA.,topStory
S,Sprint Corporation,20110915,Fifteen lawmakers ask Obama to OK AT&T merger ,Fifteen Democratic lawmakers asked the Obama administration on Thursday to approve AT&T Inc's proposed purchase of T-Mobile USA.,normal
S,Sprint Corporation,20110915,Fifteen U.S. lawmakers ask Obama to OK AT&T merger , * Lawmakers cite jobs as reason to seek merger's approval,normal
STT,State Street Corporation,20110915,UBS rogue trade deals blow to new risk boss ,LONDON A $2 billion rogue trading hit at UBS deals a savage blow to its new chief risk officer  previously head of risk at Lehman Brothers  and undermines claims by the Swiss bank and the industry that such events are a thing of the past.,topStory
STT,State Street Corporation,20110915,UPDATE 1-UBS rogue trade deals blow to new risk boss , LONDON  Sept 15 A $2 billion rogue trading hit at UBS deals a savage blow to its new chief risk officer  previously head of risk at Lehman Brothers  and undermines claims by the Swiss bank and the industry that such events are a thing of the past.,normal
STT,State Street Corporation,20110915,UBS rogue loss hammers risk efforts  new risk boss , LONDON  Sept 15 A $2 billion rogue trading hit at UBS deals an early blow to its new chief risk officer  previously head of risk at Lehman Brothers  and undermines claims by the Swiss bank and the industry that such events are a thing of the past.,normal
STO,Statoil ASA,20110915,Statoil says farming down licences off Brazil , OSLO  Sept 15 Norwegian oil and gas firm Statoil  said on Thursday it had sold shares in exploration licenses in the Camamu-Almada basin offshore Brazil to Canada's Gran Tierra Energy.,topStory
STO,Statoil ASA,20110915,Statoil says to invest 11 bln in Troll A , OSLO  Sept 15 Norwegian oil and gas firm Statoil  said on Thursday it and and its partners in the Troll licence will invest 11 billion Norwegian crowns ($1.93 billion) in two new compressors at the Troll A platform in the North Sea.,normal
STO,Statoil ASA,20110915,UPDATE 1-Gran Tierra inks deal with Statoil unit , Sept 15 Canadian oil exploration and production company Gran Tierra Energy Inc said it has signed partnership agreements with Norwegian Statoil's  Brazilian division for two properties located in the Camamu-Almada Basin.,normal
STL,Sterling Bancorp,20110915,Statoil says farming down licences off Brazil , OSLO  Sept 15 Norwegian oil and gas firm Statoil  said on Thursday it had sold shares in exploration licenses in the Camamu-Almada basin offshore Brazil to Canada's Gran Tierra Energy.,topStory
STL,Sterling Bancorp,20110915,Statoil says to invest 11 bln in Troll A , OSLO  Sept 15 Norwegian oil and gas firm Statoil  said on Thursday it and and its partners in the Troll licence will invest 11 billion Norwegian crowns ($1.93 billion) in two new compressors at the Troll A platform in the North Sea.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110915,Admitted insider handed 18-month prison term ,NEW YORK A former account manager at a semiconductor company who pleaded guilty in the government's campaign against insider trading was sentenced to 18 months in prison on Thursday.,topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110915,Admitted insider handed 18-month prison term , NEW YORK  Sept 15 A former account manager at a semiconductor company who pleaded guilty in the government's campaign against insider trading was sentenced to 18 months in prison on Thursday.,normal
TTM,Tata Motors Ltd,20110915,RPT-India Tata Motors says Aug global sales up 3 pct y/y , NEW DELHI  Sept 15 India's Tata Motors Ltd  said on Thursday its global vehicle sales in August rose 3 percent from a year ago to 87 459.,topStory
TTM,Tata Motors Ltd,20110915,India Tata Motors says Aug global sales up 3 pct y/y , NEW DELHI  Sept 15 India's Tata Motors Ltd  said on Thursday its global vehicle sales in August rose 3 percent from a year ago to 87 459.,normal
GCI,TEGNA Inc,20110915,UPDATE 1- Gannett CEO Dubow to take medical leave , Sept 15 Gannett  Chairman and Chief Executive Craig Dubow is taking another medical leave of absence to address a prior condition  the newspaper and broadcast company said on Thursday.,topStory
TI,Telecom Italia SPA,20110915,UPDATE 1-TIM Brasil stock up as parent to buy new shares , * Telecom Italia to buy 67 pct of offer  maintaining stake,topStory
TI,Telecom Italia SPA,20110915,Tim Participacoes  aumento di capitale per 191 mln azioni , MILANO/SAN PAOLO  15 settembre Tim Participacoes    controllata Telecom Italia   ha annunciato un aumento di capitale per 190.796.858 azioni ordinarie  secondo una comunicazione all'autorità di borsa.,normal
TI,Telecom Italia SPA,20110915,Italian stocks - Factors to watch on Sept 15 , MILAN  Sept 15 The following factors could affect Italian markets on Thursday.,normal
TI,Telecom Italia SPA,20110915,Telecom Italia to subscribe Tim Participacoes cap hike , MILAN  Sept 15 Italian telecom group Telecom Italia said on Thursday it intends to underwrite the capital increase Brazil's Tim Participacoes is planning to help fund development of its fixed and mobile network and the Aes Atimus operation.,normal
TEF,Telefonica SA,20110915,Spanish stocks - Factors to watch on Thursday , MADRID  Sept 15 The following Spanish stocks may be affected by newspaper reports and other factors on Thursday. Reuters has not verified the newspaper reports  and cannot vouch for their accuracy:,topStory
TXT,Textron Inc,20110915,New Issue-Textron Inc. sells $500 mln notes in 2 parts ,  Sept 15 Textron Inc.  late on Wednesday sold $500 million of two-part senior unsecured notes said IFR  a Thomson Reuters service.,topStory
BX,The Blackstone Group LP,20110915,Exclusive: Blackstone plots Broadgate stake sale ,LONDON Blackstone Group  is expected to sell its 50 percent equity stake in London's Broadgate development for up to 600 million pounds ($944 million) in 2012  possibly reaping an eight-fold return on investment  two sources said.,topStory
SCHW,The Charles Schwab Corporation,20110915,Schwab trading volumes up 35 pct in Aug from July , * optionsXpress trading volumes up 17 pct in Aug from July,topStory
TRI,Thomson Reuters Corp,20110915,Infosys close to acquiring Thomson Reuters unit: report ,MUMBAI India's Infosys Technologies  is close to acquiring Thomson Reuters'  healthcare business for $700-$750 million  an Indian newspaper reported.,topStory
TRI,Thomson Reuters Corp,20110915,Infosys close to acquiring Thomson Reuters unit-report , MUMBAI  Sept 15 India's Infosys Technologies  is close to acquiring Thomson Reuters'  healthcare business for $700-$750 million  an Indian newspaper reported.,normal
TRI,Thomson Reuters Corp,20110915,CNH Tracker-After Nigeria  Brazil may be next to diversify into yuan , HONG KONG  Sept 15 Brazil may follow in Nigeria's footsteps and diversify its foreign exchange reserves into yuan  which would bring more sovereign demand into the offshore renminbi market.,normal
TIF,Tiffany & Co,20110915,Tiffany & Co to open third New York City store ,Upscale jewelry chain Tiffany & Co will open a third store in New York City next year  encouraged by the surge in tourism and its large sales gains in recent quarters.,topStory
TIF,Tiffany & Co,20110915,Tiffany & Co to open third New York City store , Sept 15 Upscale jewelry chain Tiffany & Co  will open a third store in New York City next year  encouraged by the surge in tourism and its large sales gains in recent quarters.,normal
TIF,Tiffany & Co,20110915,Fashion bloggers to spur online luxury sales ,MILAN Fashion bloggers will help propel online sales of designer clothes  jewels and luxury cars to more than 11 billion euros ($15 billion) in 2015  a research report said on Thursday.,normal
TIF,Tiffany & Co,20110915,Fashion bloggers to spur online luxury sales-report , * Online luxury sales seen at 11 bln euros in 2015-Altagamma,normal
TSU,TIM Participacoes SA,20110915,UPDATE 1-TIM Brasil stock up as parent to buy new shares , * Telecom Italia to buy 67 pct of offer  maintaining stake,topStory
TSU,TIM Participacoes SA,20110915,Tim Participacoes  aumento di capitale per 191 mln azioni , MILANO/SAN PAOLO  15 settembre Tim Participacoes    controllata Telecom Italia   ha annunciato un aumento di capitale per 190.796.858 azioni ordinarie  secondo una comunicazione all'autorità di borsa.,normal
TD,Toronto Dominion Bank (The),20110915,CANADA STOCKS-TSX rallies on signs of euro-zone action , * Gold miners drag materials group down 0.7 pct  (Updates to close. Adds details  comments),topStory
TD,Toronto Dominion Bank (The),20110915,CANADA STOCKS-TSX rallies on central banks' EU move , * Gold issues drag materials down 1.3 pct  (Updates with details  commentary),normal
TOT,Total SA,20110915,Transocean finds more work for four midwater rigs , * Midwater rigs account for nearly a quarter of revenue,topStory
TOT,Total SA,20110915,Statoil says to invest 11 bln in Troll A , OSLO  Sept 15 Norwegian oil and gas firm Statoil  said on Thursday it and and its partners in the Troll licence will invest 11 billion Norwegian crowns ($1.93 billion) in two new compressors at the Troll A platform in the North Sea.,normal
TM,Toyota Motor Corp Ltd Ord,20110915,UPDATE 2-Brazil moves to shield auto industry from imports , * Brazil implements new tax steps to help local carmakers,topStory
TM,Toyota Motor Corp Ltd Ord,20110915,Brazil supports auto industry with new tax moves , BRASILIA  Sept 15 Brazil will implement new tax measures in the automobile industry to support domestic production and save jobs in Brazil  Finance Minister Guido Mantega said on Thursday.,normal
TM,Toyota Motor Corp Ltd Ord,20110915,AUTOSHOW-European car execs fear Hyundai-Kia duo , * Hyundai-Kia's Europe sales eclipse all other Asian car makers,normal
TM,Toyota Motor Corp Ltd Ord,20110915,GM  Chrysler extend UAW contracts after talks slow ,DETROIT General Motors Co and Chrysler Group LLC agreed to extend labor contracts with the United Auto Workers on Thursday as the union's negotiations failed to produce the expected breakthrough on pay for 113 000 autoworkers.,normal
TM,Toyota Motor Corp Ltd Ord,20110915,GM  Chrysler extend UAW contracts after talks slow , * Chrysler CEO: union failed to live up to commitments,normal
TM,Toyota Motor Corp Ltd Ord,20110915,Fuji Heavy and Chery's Subaru deal hits regulatory snag -paper , BEIJING  Sept 15 Chinese regulators might block plans by Fuji Heavy Industries to make Subaru vehicles in China with Chery Automobile because of potential conflicts with Beijing's industry policy  the Shanghai Securities News reported on Thursday.,normal
TM,Toyota Motor Corp Ltd Ord,20110915,Chrysler  GM plants hit by supplier shutdown ,DETROIT At least five auto assembly plant in North America have slowed output because of a shortage of carpeting and floormats caused by a flood at a key supplier plant in Pennsylvania  representatives of the automakers said.,normal
TM,Toyota Motor Corp Ltd Ord,20110915,UPDATE 3-Chrysler  GM plants hit by supplier shutdown , * Other automakers supplied by flooded Autoneum plant  (Adds detail on plants shut down  detail on Ford and GM  bylines),normal
USB,US Bancorp,20110915,Wells sues JPMorgan over 800 mortgage loans ,JPMorgan Chase & Co  was sued by Wells Fargo & Co   which seeks to force it to buy back more than 800 soured mortgage loans that it oversees as trustee.,topStory
USB,US Bancorp,20110915,Wells sues JPMorgan over 800 mortgage loans , * Wells Fargo says JPMorgan's EMC unit breached warranties,normal
UBS,UBS AG,20110915,UBS $2 billion rogue trade suspect held in London ,LONDON/ZURICH  Sept 16 Swiss bank UBS said it had lost around $2 billion due to rogue dealing by a London-based trader at the Swiss bank and | Video ,topStory
UBS,UBS AG,20110915,UBS $2 bln rogue trade suspect held in London , * Moody's puts ratings on review for possible downgrade,normal
UBS,UBS AG,20110915,Euro zone progress extends Wall St gain ,NEW YORK Stocks rose for a fourth day on Thursday as coordinated central bank action calmed fears that Europe's financial sector was headed for a credit freeze due to the region's sovereign debt crisis. | Video ,normal
UBS,UBS AG,20110915,Rogue trade suspect's family "heartbroken" ,TEMA  Ghana The father of a trader accused of losing Swiss banking giant UBS about $2 billion in unauthorized deals said on Thursday he was heartbroken when he heard the news.,normal
UBS,UBS AG,20110915,US STOCKS-Euro zone progress extends Wall St gain , * Central banks offer dollar liquidity to European lenders,normal
UBS,UBS AG,20110915,Trading loss latest headache for UBS brokers ,NEW YORK Just when advisers at UBS Wealth Management Americas thought their troubles were behind them  the Swiss bank on Thursday announced a loss that raised more questions about its ability to safeguard money.,normal
UBS,UBS AG,20110915,UPDATE 1-Trading loss latest headache for UBS brokers , NEW YORK  Sept 15 Just when advisers at UBS Wealth Management Americas thought their troubles were behind them  the Swiss bank on Thursday announced a loss that raised more questions about its ability to safeguard money.,normal
UBS,UBS AG,20110915,Trading loss the latest headache for UBS brokers , NEW YORK  Sept 15 Just when advisers at UBS Wealth Management Americas thought their troubles were behind them  the Swiss bank on Thursday announced a loss that raised more questions about its ability to safeguard money.,normal
UBS,UBS AG,20110915,U.S. nets thousands in offshore tax dodge crackdown ,WASHINGTON Major progress is being made in a crackdown on international tax evasion  the U.S. Internal Revenue Service said on Thursday.,normal
UBS,UBS AG,20110915,US nets thousands in offshore tax dodge crackdown , WASHINGTON  Sept 15 Major progress is being made in a crackdown on international tax evasion  the U.S. Internal Revenue Service said on Thursday.,normal
UN,Unilever NV,20110915,Danone bets on babies in Mexico  Russia ,PARIS French food group Danone  is mulling entering the baby food market in Mexico as it looks out for acquisitions in fast-growing markets  its finance head said  remaining tight-lipped on rumored interest in Pfizer's  Wyeth unit.,topStory
UL,Unilever PLC,20110915,Danone bets on babies in Mexico  Russia ,PARIS French food group Danone  is mulling entering the baby food market in Mexico as it looks out for acquisitions in fast-growing markets  its finance head said  remaining tight-lipped on rumored interest in Pfizer's  Wyeth unit.,topStory
UPS,United Parcel Service Inc,20110915,UPS expects record profit  "slow-growth economy" ,LOUISVILLE  Kentucky United Parcel Service Inc  Chief Executive Scott Davis said the world's largest package delivery company is on track for record results this year in the face of the economy's "bumpy ride" and expectations for sluggish economic growth.,topStory
UPS,United Parcel Service Inc,20110915,UPDATE 4-UPS expects record profit  'slow-growth economy' , * Raises 2011 share buyback view to $2.7 bln from $2 bln,normal
UPS,United Parcel Service Inc,20110915,GE's Immelt sees "decent" U.S. economic growth ,NEW YORK General Electric Co  Chief Executive Jeff Immelt said he sees "good  decent economic growth everywhere " including the United States  and is not worried about the economy slipping back into recession.,normal
UPS,United Parcel Service Inc,20110915,UPDATE 3-GE's Immelt sees 'decent' U.S. economic growth , * To invest $1 billion in cancer R&D  (Adds UPS  Cummins comments on economy  byline  updates shares),normal
UTX,United Technologies Corporation,20110915,UPDATE 1-United Tech's Sikorsky arm to cut 3 pct of staff , * Company faces declining defense spending  (Adds details  background),topStory
UTX,United Technologies Corporation,20110915,United Tech's Sikorsky arm to cut 3 pct of staff , Sept 15 United Technologies Corp's  Sikorsky helicopter unit plans to lay off about 3 percent of its staff  a spokesman said on Thursday.,normal
UTX,United Technologies Corporation,20110915,FACTBOX-Defense industry united as debt panel weighs cuts , Sept 15 U.S. military contractors are united in their push to stem additional cuts in defense spending that could come out of a congressional "super committee" charged with finding ways to lower the deficit.,normal
UTX,United Technologies Corporation,20110915,Bombardier C-Series sales target at risk: analyst ,An uncertain global economy and a deep sense of caution among aircraft buyers may result in Bombardier Inc  missing sales targets for its new C-Series regional jet  an analyst said on Thursday.,normal
UTX,United Technologies Corporation,20110915,UPDATE 1-Bombardier C-Series sales target at risk - analyst , * C-Series engine "flawless" in first test flight  (Adds details on engine test flight  updates share price; in U.S. dollars unless noted),normal
UNH,UnitedHealth Group Incorporated,20110915,CMS sees private Medicare plans growing in 2012 , * Industry says cuts to program have not yet taken toll,topStory
VZ,Verizon Communications Inc,20110915,Fifteen lawmakers ask Obama to OK AT&T merger ,Fifteen Democratic lawmakers asked the Obama administration on Thursday to approve AT&T Inc's  proposed purchase of T-Mobile USA.,topStory
VZ,Verizon Communications Inc,20110915,Fifteen lawmakers ask Obama to OK AT&T merger ,Fifteen Democratic lawmakers asked the Obama administration on Thursday to approve AT&T Inc's proposed purchase of T-Mobile USA.,normal
VZ,Verizon Communications Inc,20110915,Fifteen U.S. lawmakers ask Obama to OK AT&T merger , * Lawmakers cite jobs as reason to seek merger's approval,normal
VZA,Verizon Communications Inc,20110915,Fifteen lawmakers ask Obama to OK AT&T merger ,Fifteen Democratic lawmakers asked the Obama administration on Thursday to approve AT&T Inc's  proposed purchase of T-Mobile USA.,topStory
VZA,Verizon Communications Inc,20110915,Fifteen lawmakers ask Obama to OK AT&T merger ,Fifteen Democratic lawmakers asked the Obama administration on Thursday to approve AT&T Inc's proposed purchase of T-Mobile USA.,normal
