ACIW,ACI Worldwide Inc,20110815,UPDATE 1-ACI asks S1 shareholders to vote against Fundtech deal , Aug 15 ACI Worldwide Inc urged shareholders of S1 Corp   which rejected its $540 million offer earlier this month  to vote against S1's proposed acquisition of Israel's Fundtech Ltd .,topStory
SU,Suncor Energy  Inc,20110815,CANADA STOCKS-TSX climbs in broad rally  golds slip , *All 10 sectors higher  gold sub-sector falls  (Updates with details  comments),normal
SYY,Sysco Corporation,20110815,Sysco shares down on lower Q4 margins ,BANGALORE Food distributor Sysco Corp  reported lower gross margins in the fourth quarter  hurt by higher input costs  sending its shares down 5 percent.,topStory
SYY,Sysco Corporation,20110815,UPDATE 1-Sysco shares down on lower Q4 margins , Aug 15 Food distributor Sysco Corp  reported lower gross margins in the fourth quarter  hurt by higher input costs  sending its shares down 5 percent.,normal
SYY,Sysco Corporation,20110815,US STOCKS-Futures up  volatility seen lower , * Futures up: Dow 34 pts  S&P 6.4 pts  Nasdaq 7.75 pts,normal
SYY,Sysco Corporation,20110815,US STOCKS-Futures rise after last week's wild ride , * Futures up: Dow 34 pts  S&P 5.6 pts  Nasdaq 8.5 pts,normal
TDA,Telephone and Data Systems Inc,20110815,US SMALL/MIDCAPS-Energy rises alongside crude  telecom rallies , NEW YORK  Aug 15 Mid- and small-cap stocks advanced broadly on Monday as economic optimism lifted crude oil prices and energy shares  while a major telecom deal added to the positive sentiment.,topStory
TDE,Telephone and Data Systems Inc,20110815,US SMALL/MIDCAPS-Energy rises alongside crude  telecom rallies , NEW YORK  Aug 15 Mid- and small-cap stocks advanced broadly on Monday as economic optimism lifted crude oil prices and energy shares  while a major telecom deal added to the positive sentiment.,topStory
TDI,Telephone and Data Systems Inc,20110815,US SMALL/MIDCAPS-Energy rises alongside crude  telecom rallies , NEW YORK  Aug 15 Mid- and small-cap stocks advanced broadly on Monday as economic optimism lifted crude oil prices and energy shares  while a major telecom deal added to the positive sentiment.,topStory
TDJ,Telephone and Data Systems Inc,20110815,US SMALL/MIDCAPS-Energy rises alongside crude  telecom rallies , NEW YORK  Aug 15 Mid- and small-cap stocks advanced broadly on Monday as economic optimism lifted crude oil prices and energy shares  while a major telecom deal added to the positive sentiment.,topStory
TDS,Telephone and Data Systems Inc,20110815,US SMALL/MIDCAPS-Energy rises alongside crude  telecom rallies , NEW YORK  Aug 15 Mid- and small-cap stocks advanced broadly on Monday as economic optimism lifted crude oil prices and energy shares  while a major telecom deal added to the positive sentiment.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110815,Pfizer wins Viagra patent battle against Teva ,BOSTON Pfizer Inc said on Monday it won a patent infringement case against the U.S. unit of Teva Pharmaceutical Industries Ltd  preventing Teva from launching a generic version of Pfizer's erectile dysfunction drug Viagra until October 2019.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110815,UPDATE 2-Pfizer wins Viagra patent battle against Teva , * Pfizer still in Viagra litigation with other companies,normal
BX,The Blackstone Group LP,20110815,Extended Stay creditors file amended complaint against lenders , Aug 15 A trust representing creditors of the bankrupt hotel chain Extended Stay America Inc has filed a complaint against Lightstone Holdings and other parties to avoid obligations arising from the loans made by them to fund the 2007 leveraged buyout (LBO) of the hotel chain.,topStory
BX,The Blackstone Group LP,20110815,RPT-Market chaos raises concerns for private equity , NEW YORK  Aug 12 Private equity firms frustrated over long-delayed plans to sell companies in their portfolios are bunkering down for an even longer wait.,normal
TWX,Time Warner Inc,20110815,Time Warner Cable to buy Insight for $3 billion ,NEW YORK Time Warner Cable said it will buy cable operator Insight Communications from Carlyle Group for $3 billion in cash to broaden its presence in the U.S. Midwest.,topStory
TWX,Time Warner Inc,20110815,UPDATE 1-Time Warner Cable to buy Insight Communications for $3 bln , Aug 15 Time Warner Cable said it will buy The Carlyle Group's cable operator Insight Communications for $3 billion in cash  to broaden its presence in midwest United States.,normal
TD,Toronto Dominion Bank (The),20110815,Google deal boosts shares for third day ,NEW YORK Wall Street stocks rose for a third day on Monday as investors saw Google's offer for phone maker Motorola Mobility as an excuse to jump back into the market after weeks of sharp selling. | Video ,topStory
TD,Toronto Dominion Bank (The),20110815,BRIEF-Moody's TD's acquisition of $8.5B credit card portfolio is credit positive , * Moody's: TD's acquisition of $8.5B credit card portfolio is credit positive,normal
TD,Toronto Dominion Bank (The),20110815,US STOCKS-Google deal boosts shares for third day , * Indexes up: Dow 1.9 pct  S&P 500 2.2 pct  Nasdaq 1.9 pct,normal
TD,Toronto Dominion Bank (The),20110815,CANADA STOCKS-TSX rallies broadly  RIM lifted by Google deal , *RIM surges 10 percent on Google  Motorola deal  (Updates to close  adds details  quotes),normal
TD,Toronto Dominion Bank (The),20110815,US STOCKS-Google deal boosts Wall Street for third day , * Indexes up: Dow 1.9 pct  S&P 500 2.2 pct  Nasdaq 1.9 pct,normal
TD,Toronto Dominion Bank (The),20110815,BofA to exit Canada  Europe credit card business ,CHARLOTTE  N.C./TORONTO Eager to shed assets and rebuild its battered capital base  Bank of America Corp  said on Monday it plans to sell its $8.6 billion Canadian credit card portfolio to TD Bank Group .,normal
TD,Toronto Dominion Bank (The),20110815,UPDATE 4-BofA to exit Canada  Europe credit card business , * Sale at "modest premium" to $8.6 bln portfolio  TD says,normal
TD,Toronto Dominion Bank (The),20110815,US STOCKS-Wall St extends gains but caution persists , * Indexes up: Dow 1.3 pct  S&P 500 1.5 pct  Nasdaq 1 pct,normal
TD,Toronto Dominion Bank (The),20110815,CANADA STOCKS-TSX climbs in broad rally  golds slip , *All 10 sectors higher  gold sub-sector falls  (Updates with details  comments),normal
TD,Toronto Dominion Bank (The),20110815,TD to buy MBNA Canada credit card portfolio ,TORONTO Toronto Dominion Bank   Canada's second-largest lender  said on Monday it agreed to buy the credit card portfolio of MBNA Canada  the nation's largest MasterCard issuer  from Bank of America Corp .,normal
TOT,Total SA,20110815,Nigeria's NNPC to reduce its stake in Brass LNG , ABUJA  Aug 15 Nigeria's state-oil company NNPC said on Monday it will reduce its stake in the long-delayed Brass Liquefied Natural Gas (LNG) project to 30 percent  from its current 49 percent  to secure much-needed investment.,topStory
TM,Toyota Motor Corp Ltd Ord,20110815,Australia July new vehicle sales up most in a decade , SYDNEY  Aug 15 Sales of new motor vehicles in Australia boasted their biggest rise in over a decade in July as the supply of cars from Japan finally began to return to normal after months of disruption from the March earthquake there.,topStory
TRP,TransCanada Corporation,20110815,UPDATE 2-TransCanada offers contracts for Cushing link , * About 100 000 bpd of capacity available  (Adds details),topStory
TRP,TransCanada Corporation,20110815,Work on Bison US West gas line extended to Aug. 22 , NEW YORK  Aug 15 TransCanada Corp  on Monday said inspections on its 330-mile Bison interstate natural gas pipeline in the western United States scheduled to be completed by Friday had been extended through Aug. 22.,normal
RIG,Transocean Ltd,20110815,Transocean bids $1.43 billion for Aker Drilling ,OSLO World No.1 oil drilling contractor Transocean  is paying double the market price for Aker Drilling  to refresh its aging fleet of Norwegian drilling rigs and boost flagging orders.,topStory
RIG,Transocean Ltd,20110815,UPDATE 6-Transocean bids $1.43 bln for Aker Drilling , * Bids 26.5 crowns per share  98.5 pct over Friday's close,normal
TKC,Turkcell Iletisim Hizmetleri AS,20110815,Turkey - Factors to Watch on Aug 15 , ISTANBUL  Aug 15 Here are news  reports and events that may affect Turkish financial markets on Monday.,topStory
USB,US Bancorp,20110815,Solar company Evergreen files for bankruptcy ,LOS ANGELES U.S. solar company Evergreen Solar Inc filed for bankruptcy on Monday  its once cutting-edge technology falling victim to competition from cheaper Chinese rivals and solar subsidy cuts in Europe.,topStory
USB,US Bancorp,20110815,UPDATE 3-U.S. solar company Evergreen files for bankruptcy , * Company struggled with falling prices on solar products,normal
USB,US Bancorp,20110815,With a 'Bah  humbug!'  NY judge tosses foreclosure , * Judge: Phone call with officer of defunct lender a fraud,normal
UBS,UBS AG,20110815,"Boutique" banks triumph in Google's Motorola deal ,NEW YORK Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc.,topStory
UBS,UBS AG,20110815,UPDATE 3-'Boutique' banks triumph in Google's Motorola deal , * Bankers could cumulatively pocket $67 million  (Adds ric for Motorola Solutions  paragraph 11),normal
UBS,UBS AG,20110815,CORRECTED - 'Boutique' banks triumph in Google's Motorola deal , NEW YORK  Aug 15 Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's  blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc .,normal
UPS,United Parcel Service Inc,20110815,US infrastructure woes: A roadblock to growth ,WASHINGTON Long famous for its top-notch highways and passion for cars  the United States is letting bridges rust as traffic chokes overburdened roads  threatening a pillar of its economic strength.,topStory
VLO,Valero Energy Corporation,20110815,U.S. Cash Products-Chicago gasoline down on cycle change , HOUSTON  Aug 15 Chicago gasoline differentials fell 3.00 cents a gallon on Monday as the market shifted to the third cycle of the month  traders said.,topStory
VLO,Valero Energy Corporation,20110815,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 15 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,normal
VLO,Valero Energy Corporation,20110815,Valero: Corpus Christi unit shutdown has no impact ,  -     HOUSTON  Aug 15 Valero Energy Corp  said a butamer unit underwent a planned shutdown on Friday at its 142 000 barrel per day (bpd) Corpus Christi  Texas  refinery.,normal
VR,Validus Holdings Ltd,20110815,Transatlantic rises as Berkshire talks start ,NEW YORK Shares in reinsurer Transatlantic Holdings Inc  hit their highest level in nearly two weeks on Monday after the company said it would open talks with Warren Buffett's Berkshire Hathaway Inc  on an unsolicited buyout offer.,topStory
GWW,WW Grainger Inc,20110815,Deals of the day -- mergers and acquisitions , (Adds Google  Bank of America  Time Warner Cable  Cargill  Ascent Solar Technologies and others),topStory
GWW,WW Grainger Inc,20110815,UPDATE 2-Grainger eyes Europe  plans to buy fastener co for $344 mln , * To enter European market for fasteners and related MRO products,normal
GWW,WW Grainger Inc,20110815,Grainger to buy European fastener co for $344 million ,Industrial distributor WW Grainger Inc  is to acquire the Netherlands-based Fabory Group for about $344 million to enter the European market for fasteners and related maintenance and repair products.,normal
WMT,Wal-Mart Stores Inc,20110815,Google deal boosts shares for third day ,NEW YORK Wall Street stocks rose for a third day on Monday as investors saw Google's offer for phone maker Motorola Mobility as an excuse to jump back into the market after weeks of sharp selling. | Video ,topStory
WMT,Wal-Mart Stores Inc,20110815,US STOCKS-Google deal boosts shares for third day , * Indexes up: Dow 1.9 pct  S&P 500 2.2 pct  Nasdaq 1.9 pct,normal
WMT,Wal-Mart Stores Inc,20110815,US STOCKS-Google deal boosts Wall Street for third day , * Indexes up: Dow 1.9 pct  S&P 500 2.2 pct  Nasdaq 1.9 pct,normal
WMT,Wal-Mart Stores Inc,20110815,UPDATE 1-Mexico July same-store sales up 6.4 pct-ANTAD , * Total sales up from year earlier  (Adds details from release),normal
DIS,Walt Disney Company (The),20110815,Buddy Media raises $54 mln  now valued at $500 mln , * Former Facebook ad exec Kevin Colleran joins as adviser,topStory
WFC,Wells Fargo & Company,20110815,UPDATE 3-HIGHLIGHTS-Some US hedge funds bail on Bank of America ,  NEW YORK  Aug 15 Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,topStory
WFC,Wells Fargo & Company,20110815,Highlights: Some U.S. hedge funds trim gold  financials ,NEW YORK Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,normal
WFC,Wells Fargo & Company,20110815,UPDATE 1-Wells Fargo hires Citadel investment bankers , * Move comes as Citadel sheds non-core operations  (Adds league tables  other employees hired),normal
WFC,Wells Fargo & Company,20110815,Wells Fargo hires Citadel investment bankers , NEW YORK  Aug 15 Wells Fargo & Co  said on Monday that it has hired 25 investment bankers and administrative staff from Citadel less than one week it became clear that the hedge fund was putting the unit on the block.,normal
WFC,Wells Fargo & Company,20110815,Extended Stay creditors file amended complaint against lenders , Aug 15 A trust representing creditors of the bankrupt hotel chain Extended Stay America Inc has filed a complaint against Lightstone Holdings and other parties to avoid obligations arising from the loans made by them to fund the 2007 leveraged buyout (LBO) of the hotel chain.,normal
WBK,Westpac Banking Corporation,20110815,UPDATE 1-Westpac Q3 profit up 11%; confident in outlook , * Q3 cash profit of A$1.55 vs expectation for A$1.6 bln,topStory
WBK,Westpac Banking Corporation,20110815,Westpac Q3 cash profit up 10.7 pct  just below forecasts , SYDNEY  Aug 16 Westpac Banking Corp   Australia's third-largest lender  on Tuesday reported a 10.7 percent rise in quarterly cash profit  just shy of estimates  as bad debt charges climbed up and customers were turning increasingly cautious.,normal
IMO,Imperial Oil Limited,20110815,UPDATE 1-Imperial Oil's Nova Scotia refinery restarting , CALGARY  Alberta  Aug 15 Imperial Oil Ltd  said on Monday its Dartmouth  Nova Scotia  refinery was restarting after more than two weeks of planned maintenance that contributed to some fuel shortages on Canada's East Coast.,topStory
