ACOR,Acorda Therapeutics Inc,20110725,UPDATE 1-Biogen wins conditional approval for MS drug in EU , * Study to evaluate safety  efficacy over the long term,topStory
JPM,J P Morgan Chase & Co,20110725,Analysis: Can Goldman  Morgan Stanley recover commodities moxie? ,NEW YORK At the once-feared commodity trading arms of Goldman Sachs and Morgan Stanley  the pressure to do better in the second half of this year has never been more intense.,normal
JPM,J P Morgan Chase & Co,20110725,Alabama county faces looming debt crisis deadline ,ATLANTA Alabama's Jefferson County could decide on Thursday whether to settle its $3.2 billion sewer bond debt or pursue what would be the largest municipal bankruptcy in U.S. history.,normal
JPM,J P Morgan Chase & Co,20110725,Confusion follows relief as Greek bond swap looms , LONDON  July 25 Just days after European policymakers toasted a 109 billion euro  ($156 billion) bailout aimed at hauling Greece back from the brink of insolvency  speculation some of its hapless bondholders might opt out of a crucial distressed debt exchange is gathering pace.,normal
JPM,J P Morgan Chase & Co,20110725,UPDATE 1-India's Religare takes control of S.Africa's Noah , * Sees opportunities north of S.Africa   (Recasts with CEO interview comments),normal
JPM,J P Morgan Chase & Co,20110725,BRIEF-Moody's asgns rtg to nts by Berica 8 Residential MBS S.r.l , * Moody's Investors Service assigns definitive ratings to the Italian RMBS Notes issued by Berica 8 Residential MBS S.r.l.,normal
JPM,J P Morgan Chase & Co,20110725,PRESS DIGEST - Hong Kong - July 25 , HONG KONG  July 25 These are some of the leading stories in Hong Kong newspapers on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
JPM,J P Morgan Chase & Co,20110725,HKMA eyeing office property in London  Paris-paper , LONDON  July 25 The Hong Kong Monetary Authority (HKMA) is planning to buy $500 million worth of office properties in London and Paris as part of a drive to increase its investment in Europe  the Times reported on Monday without citing sources.,normal
JKS,JinkoSolar Holding Company Limited,20110725,DuPont buys solar tech company Innovalight ,LOS ANGELES Chemical company DuPont said on Monday it bought solar technology start-up Innovalight Inc in a move to help double sales to the solar industry to $2 billion by 2014.,topStory
JKS,JinkoSolar Holding Company Limited,20110725,UPDATE 3-DuPont buys solar tech company Innovalight , * Innovalight silicon ink boosts efficiency of solar cells,normal
JNJ,Johnson & Johnson,20110725,Synthes sues Globus Medical for patent infringement , July 25 Swiss medical device maker Synthes Inc   which is being acquired by Johnson & Johnson   sued privately held spinal-repair devices company Globus Medical Inc.  alleging infringement on three of its patents.,topStory
JNJ,Johnson & Johnson,20110725,PREVIEW-Report could sway U.S. FDA device review process , WASHINGTON  July 25 The Institute of Medicine is poised to advise the U.S. drug regulator how it can refine its medical device approval process to get products to market quickly while protecting patients.,normal
JLL,Jones Lang LaSalle Incorporated,20110725,MOVES-RBS  RBC Capital Markets  Nomura  UBS , July 25 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
JNPR,Juniper Networks Inc,20110725,REFILE-FUNDVIEW-Silvant Capital bets on Baidu  midcap network gear makers , * Bearish on optical gear makers Finisar  JDS Uniphase,topStory
KMB,Kimberly-Clark Corporation,20110725,Debt standoff pressures stocks  drives wary mood ,NEW YORK Stocks dipped on Monday as lawmakers remained in a standoff over raising the debt ceiling to avoid default  but investors were convinced a compromise will be reached before next week's critical deadline. | Video ,topStory
KMB,Kimberly-Clark Corporation,20110725,Analysis: CEOs count on cash to cushion default risk ,BOSTON Memo to Washington from corporate America: unemployment is high  confidence is low and your bickering over the country's debt is the last thing we need.,normal
KMB,Kimberly-Clark Corporation,20110725,US STOCKS-Debt standoff pressures stocks  drives wary mood , * Volatility index jumps 10.5 pct; trading volume light,normal
KMB,Kimberly-Clark Corporation,20110725,US STOCKS-Debt standoff drags down stocks  drives wary mood , * Indexes off: Dow 0.7 pct  S&P 0.6 pct  Nasdaq 0.6 pct,normal
KMB,Kimberly-Clark Corporation,20110725,US STOCKS-Wall St drops on Washington debt standoff , * Indexes off: Dow 0.5 pct  S&P 0.3 pct  Nasdaq 0.2 pct,normal
KMB,Kimberly-Clark Corporation,20110725,Kimberly-Clark tops view  feels input cost pinch ,CHICAGO Kimberly-Clark Corp  reported second-quarter earnings that beat estimates but said full-year profit could come in toward the low end of its forecast  as costs for oil-based materials keep rising for the maker of Kleenex tissues and Huggies diapers.,normal
KMB,Kimberly-Clark Corporation,20110725,UPDATE 3-Kimberly-Clark tops view  feels input cost pinch , * Sees FY EPS in lower half of range without cost relief,normal
KMB,Kimberly-Clark Corporation,20110725,US STOCKS-Wall St slips as debt standoff feeds jitters , * Indexes off: Dow 0.3 pct  S&P 0.2 pct  Nasdaq flat,normal
KMB,Kimberly-Clark Corporation,20110725,US STOCKS-Wall St declines as debt talks stall , * Indexes off: Dow  S&P both 0.5 pct  Nasdaq 0.4 pct,normal
KMB,Kimberly-Clark Corporation,20110725,US STOCKS-Wall St set for lower open on U.S. debt gridlock , * Futures down: S&P 10.9 pts  Dow 94 pts  Nasdaq 16.25 pts,normal
KKR,KKR & Co LP,20110725,CICC to launch new trust sector venture-FT , LONDON  July 25 China International Capital Corp (CICC) is to become the country's first investment bank to manage a trust company  with a new venture likely to launch this week  the Financial Times reported on Monday  citing a person familiar with the matter.,topStory
LAZ,Lazard Ltd,20110725,Lazard hires ex-UBS financial services banker Howe , NEW YORK  July 25 Lazard Ltd  said on Monday it hired former UBS AG  investment banker Gary Howe as head of financial institutions advisory in North America.,topStory
LYG,Lloyds Banking Group Plc,20110725,Cable seeks reassurance on UK banking reform , * Cable says competition needed to counter rip-off culture,topStory
LYG,Lloyds Banking Group Plc,20110725,RPT-Six suitors court Lloyds over branch sale -sources , * In talks with six  only NBNK and Co-Op Bank have bid -sources,normal
LYG,Lloyds Banking Group Plc,20110725,Six suitors court Lloyds over branch sale -sources ,LONDON Lloyds  is talking to six firms over the sale of 632 bank branches  although only two -- NBNK  and Co-Op Bank -- have bid  people with knowledge of the matter said on Monday.,normal
LYG,Lloyds Banking Group Plc,20110725,Six suitors court Lloyds over branch sale -sources , * In talks with six  only NBNK and Co-Op Bank have bid -sources,normal
LYG,Lloyds Banking Group Plc,20110725,ABS private placements trump covered bonds , (The following story appeared in the July 23 edition of the International Financing Review),normal
LYG,Lloyds Banking Group Plc,20110725,Market Chatter -- Corporate finance press digest , BANGALORE  July 25The following corporate finance-related stories were reported by media on Monday:,normal
LYG,Lloyds Banking Group Plc,20110725,PRESS DIGEST - Financial Times - July 25 , Banks in Europe will be required to disclose more information about the number of their employees earning more than 1 million euros  ($1.4 million)under proposals put forward by the European Commission. http://www.ft.com/cms/s/0/ac1ee43c-b626-11e0-8bed-00144feabdc0.html#ixzz1T4urvzne,normal
MGA,Magna International Inc,20110725,CORRECTED-UPDATE 1-GM clashed with Russia over Opel unit-paper , (Corrects in third paragraph to 2009 from 2005)	  (Adds detail on speculation of new Opel sale),topStory
MGA,Magna International Inc,20110725,REFILE-GM clashed with Kremlin over Opel unit-paper , LONDON  July 25 U.S. automaker General Motors  cancelled the sale of its Opel and Vauxhall brands two years ago because the proposed buyers were demanding the right to sell its factories to a Russian state-owned car maker  the Times said on Monday.,normal
MGA,Magna International Inc,20110725,PRESS DIGEST - British business - July 25 , Banks are being flooded with thousands of customer complaints about payment protection insurance and are managing to settle only very few cases  according to industry sources.,normal
MGA,Magna International Inc,20110725,GM clashed with Kremlin over Opel unit: report ,LONDON General Motors  canceled the sale of its Opel and Vauxhall brands two years ago because the proposed buyers were demanding the right to sell its factories to a Russian state-owned car maker  the Times said on Monday.,normal
MFC,Manulife Financial Corp,20110725,RPT-BAY STREET-Global fears overshadow soaring Canadian profits , (Repeats July 24 column to additional subscribers without changes),topStory
MRO,Marathon Oil Corporation,20110725,UPDATE 2-Murphy Oil announces sale of smallest refinery , HOUSTON  July 25 Murphy Oil Corp  announced on Monday it sold the smallest of its three refineries for $214 million plus inventory  bringing the company a step closer to shedding refining to focus solely on exploration and production.,topStory
MPC,Marathon Petroleum Corporation,20110725,UPDATE 2-Murphy Oil announces sale of smallest refinery , HOUSTON  July 25 Murphy Oil Corp  announced on Monday it sold the smallest of its three refineries for $214 million plus inventory  bringing the company a step closer to shedding refining to focus solely on exploration and production.,topStory
MCD,McDonald&#39;s Corporation,20110725,Dunkin' Brands may raise more than $400 million in IPO ,LOS ANGELES Dunkin' Brands Group this week plans to raise up to $400.5 million in an initial public offering that would help fuel the U.S. expansion of its Dunkin' Donuts coffee brand.,topStory
MCD,McDonald&#39;s Corporation,20110725,Dunkin' Brands may raise more than $400 mln in IPO , LOS ANGELES  July 25 Dunkin' Brands Group this week plans to raise up to $400.5 million in an initial public offering that would help fuel the U.S. expansion of its Dunkin' Donuts coffee brand.,normal
MDT,Medtronic plc,20110725,PREVIEW-Report could sway U.S. FDA device review process , WASHINGTON  July 25 The Institute of Medicine is poised to advise the U.S. drug regulator how it can refine its medical device approval process to get products to market quickly while protecting patients.,topStory
MON,Monsanto Company,20110725,Ceres Inc adds two more underwriters to its $100 mln IPO , July 25 Agricultural biotechnology company Ceres Inc added two more underwriters to its $100 million initial public offering.,topStory
MCO,Moody&#39;s Corporation,20110725,Agencies look for credit rating alternatives ,WASHINGTON Banking regulators expect to release proposals for replacing the work of credit rating agencies in their regulations later this year when comprehensive tougher capital standards are unveiled  the Federal Reserve said on Monday.,topStory
MCO,Moody&#39;s Corporation,20110725,UPDATE 1-U.S. agencies look for credit rating alternatives , * U.S. to propose rating alternatives later this year  (Adds byline and background),normal
MCO,Moody&#39;s Corporation,20110725,U.S. agencies look for credit rating alternatives , WASHINGTON  July 25 U.S. banking regulators expect to release proposals for replacing the work of credit rating agencies in their regulations later this year when comprehensive proposals on tougher capital standards are unveiled  the Federal Reserve said on Monday.,normal
MS,Morgan Stanley,20110725,Analysis: Can Goldman  Morgan Stanley recover commodities moxie? ,NEW YORK At the once-feared commodity trading arms of Goldman Sachs and Morgan Stanley  the pressure to do better in the second half of this year has never been more intense.,topStory
MS,Morgan Stanley,20110725,German companies lie in wait for China listing , * Companies not keen to be first mover on uncertainty -lawyer,normal
MS,Morgan Stanley,20110725,UPDATE 1-Deutsche Bank succession decision on horizon , FRANKFURT  July 25 Deutsche Bank's  new leadership model  expected to be announced on Tuesday  will steal the show from the German flagship lender's quarterly earnings.,normal
MUR,Murphy Oil Corporation,20110725,UPDATE 2-Murphy Oil announces sale of smallest refinery , HOUSTON  July 25 Murphy Oil Corp  announced on Monday it sold the smallest of its three refineries for $214 million plus inventory  bringing the company a step closer to shedding refining to focus solely on exploration and production.,topStory
MUR,Murphy Oil Corporation,20110725,RPT-BRIEF-Murphy Oil to sell Superior refinery to Calumet , July 25 Murphy Oil Corp :  * Announces Superior refinery sale  * Says deal for $214 million  * Says Superior refinery is being acquired by Calumet Specialty Products,normal
NGG,National Grid Transco PLC,20110725,UPDATE 1-E.ON's UK Grain gas-fired plant starts full operations , LONDON  July 25 E.ON's 1 275-megawatt (MW) gas-fired power plant on the Isle of Grain in Britain has been fully operational since Sunday  the operator said  after technical problems delayed the start-up by around seven months.,topStory
NAV,Navistar International Corporation,20110725,COLUMN-LNG poised to become a transportation fuel: Kimmerle ,  -- Chris Kimmerle is a Reuters market analyst. The views expressed are his own.--,topStory
NMR,Nomura Holdings Inc ADR,20110725,MOVES-RBS  RBC Capital Markets  Nomura  UBS , July 25 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
P,Pandora Media Inc,20110725,Pandora Media gets thumbs-up from two brokerages ,Two brokerages started coverage on Pandora Media Inc with positive ratings citing its exciting long-term growth opportunity  given the growth in Internet radio and the ongoing shift of advertising dollars to the Web and mobile environments.,topStory
P,Pandora Media Inc,20110725,Social networking may be in a bubble: Barron's ,NEW YORK The social-network industry is growing quickly but the stock values of many publicly traded companies in the sector may be increasing faster and face being overvalued  financial magazine Barron's wrote.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110725,UPDATE 1-Petrobras to sell participation in some oil blocks , RIO DE JANEIRO  July 25 Brazil's state-run oil company Petrobras  said it will offer stakes in some of its off-shore oil blocks as part of divestments foreseen in a new investment plan  its chief executive said on Monday.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110725,Petrobras to sell participation in some oil blocks , SAO PAULO  July 25 Brazil's state-run oil company Petrobras  will offer participation in some of its off-shore oil blocks under concession  Chief Executive Jose Sergio Gabrielli said on Monday.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110725,Petrobras slows construction of Maranhao refinery , SAO PAULO  July 25 Brazil's state-run oil company Petrobras  will push back the start-up date of its 600 000 barrel-per-day Premium 1 refinery in Maranhao from 2014 to 2016  Chief Executive Jose Sergio Gabrielli said on Monday.,normal
PDS,Precision Drilling Corporation,20110725,CANADA STOCKS-TSX may open lower on U.S debt concerns; RIM news , July 25 Toronto's main stock index looked set to open lower on Monday  hurt by news of major job cuts at Research In Motion Ltd  and an impasse in U.S. debt ceiling talks that fueled worries of a U.S. default.,topStory
PG,Procter & Gamble Company (The),20110725,Kimberly-Clark tops view  feels input cost pinch ,CHICAGO Kimberly-Clark Corp  reported second-quarter earnings that beat estimates but said full-year profit could come in toward the low end of its forecast  as costs for oil-based materials keep rising for the maker of Kleenex tissues and Huggies diapers.,topStory
PG,Procter & Gamble Company (The),20110725,UPDATE 3-Kimberly-Clark tops view  feels input cost pinch , * Sees FY EPS in lower half of range without cost relief,normal
PUK,Prudential Public Limited Company,20110725,UPDATE 1-UK mortgage lender Yorkshire to buy Egg units from Citi , * Units comprise 2.5 bln stg savings book  430 mln mortgage book,topStory
QUAD,Quad Graphics Inc,20110725,BRIEF-Moody's rates Quad's credit facilities Ba2; outlook now positive , Moody's rates Quad's credit facilities Ba2; outlook now positive,topStory
RRC,Range Resources Corporation,20110725,UPDATE 1-Range Resources Q2 profit tops Street on higher output , * Backs FY production growth target   (Follows alerts)	 July 25 Gas focused explorer and producer Range Resources Inc posted its fourth consecutive estimate-beating quarterly profit helped by higher production and backed its output growth forecast for the year.,topStory
RGA,Reinsurance Group of America Incorporated,20110725,UPDATE 1-Reinsurance Group Q2 profit misses estimates; ups dividend , * Says hurt by claims from international operations   (Follows alerts),topStory
RZA,Reinsurance Group of America Incorporated,20110725,UPDATE 1-Reinsurance Group Q2 profit misses estimates; ups dividend , * Says hurt by claims from international operations   (Follows alerts),topStory
RZB,Reinsurance Group of America Incorporated,20110725,UPDATE 1-Reinsurance Group Q2 profit misses estimates; ups dividend , * Says hurt by claims from international operations   (Follows alerts),topStory
RSG,Republic Services Inc,20110725,COLUMN-LNG poised to become a transportation fuel: Kimmerle ,  -- Chris Kimmerle is a Reuters market analyst. The views expressed are his own.--,topStory
RIO,Rio Tinto Plc,20110725,Rio Tinto faces new labour talks after court ruling: papers , SYDNEY  July 26 Global miner Rio Tinto  lost a legal battle when a Federal Court ruled that a non-union collective agreement at its Pilbara iron ore operations was not valid  casting doubt over similar accords at rivals such as BHP Billiton   newspapers said.,topStory
RIO,Rio Tinto Plc,20110725,Court hears ENRC bid to strike out $2 bln lawsuit , * First Quantum suit seeks $2 bln damages for revoked Congo asset,normal
RIO,Rio Tinto Plc,20110725,BHP calls Escondida strike illegal  readies plan to ensure safety & integrity of operations , MELBOURNE  July 25 BHP Billiton   said on Monday the strike at its Escondida mine in Chile  the world's biggest copper mine  was illegal and it was putting in place a plan to secure its operations.,normal
COL,Rockwell Collins Inc,20110725,Analysis: CEOs count on cash to cushion default risk ,BOSTON Memo to Washington from corporate America: unemployment is high  confidence is low and your bickering over the country's debt is the last thing we need.,topStory
ROP,Roper Technologies Inc,20110725,Roper Industries Q2 beats  raises FY profit outlook ,Roper Industries Inc  posted market-beating quarterly results  helped by strong growth in all its segments  prompting the diversified manufacturer to raise its profit outlook for the year.,topStory
ROP,Roper Technologies Inc,20110725,UPDATE 1-Roper Industries Q2 beats  raises FY profit outlook , * Raises FY EPS view to $4.20-$4.30 from $3.97-$4.12   (Follows alerts),normal
RY,Royal Bank Of Canada,20110725,CANADA STOCKS-U.S. debt woes  RIM  Bombardier drag TSX lower , * RIM drops 4.84 percent after job cuts announced  (Updates to close. Adds analyst comment),topStory
RY,Royal Bank Of Canada,20110725,MOVES-RBS  RBC Capital Markets  Nomura  UBS , July 25 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
RY,Royal Bank Of Canada,20110725,CANADA STOCKS-TSX lower as U.S. debt troubles  RIM drag , * Eight of 10 sectors weaker  golds rise on record prices,normal
RY,Royal Bank Of Canada,20110725,RPT-BAY STREET-Global fears overshadow soaring Canadian profits , (Repeats July 24 column to additional subscribers without changes),normal
RBS,Royal Bank Scotland plc (The),20110725,Cable seeks reassurance on UK banking reform , * Cable says competition needed to counter rip-off culture,topStory
RBS,Royal Bank Scotland plc (The),20110725,RPT-Six suitors court Lloyds over branch sale -sources , * In talks with six  only NBNK and Co-Op Bank have bid -sources,normal
RBS,Royal Bank Scotland plc (The),20110725,MOVES-RBS  RBC Capital Markets  Nomura  UBS , July 25 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
RBS,Royal Bank Scotland plc (The),20110725,Confusion follows relief as Greek bond swap looms , LONDON  July 25 Just days after European policymakers toasted a 109 billion euro  ($156 billion) bailout aimed at hauling Greece back from the brink of insolvency  speculation some of its hapless bondholders might opt out of a crucial distressed debt exchange is gathering pace.,normal
RBS,Royal Bank Scotland plc (The),20110725,Exclusive: RBS Aviation bars former boss from auction ,LONDON Royal Bank of Scotland  has excluded the former boss of its aircraft leasing business from the $8 billion auction of the unit  raising concerns the part-nationalized bank is barring a credible bidder and could short-change the UK taxpayer.,normal
RBS,Royal Bank Scotland plc (The),20110725,Six suitors court Lloyds over branch sale -sources ,LONDON Lloyds  is talking to six firms over the sale of 632 bank branches  although only two -- NBNK  and Co-Op Bank -- have bid  people with knowledge of the matter said on Monday.,normal
RBS,Royal Bank Scotland plc (The),20110725,Six suitors court Lloyds over branch sale -sources , * In talks with six  only NBNK and Co-Op Bank have bid -sources,normal
RBS,Royal Bank Scotland plc (The),20110725,Analysis: UniCredit to lead cash queue if EU crisis worsens ,LONDON/PARIS UniCredit   Societe Generale  and Deutsche Bank  may have passed the recent health check of Europe's banks  but they are likely to be among the first big lenders in need of cash if the euro zone crisis worsens.,normal
RBS,Royal Bank Scotland plc (The),20110725,Market Chatter -- Corporate finance press digest , BANGALORE  July 25The following corporate finance-related stories were reported by media on Monday:,normal
RBS,Royal Bank Scotland plc (The),20110725,PRESS DIGEST - Financial Times - July 25 , Banks in Europe will be required to disclose more information about the number of their employees earning more than 1 million euros  ($1.4 million)under proposals put forward by the European Commission. http://www.ft.com/cms/s/0/ac1ee43c-b626-11e0-8bed-00144feabdc0.html#ixzz1T4urvzne,normal
RPM,RPM International Inc,20110725,UPDATE 2-RPM sees FY12 revenue above market view; to raise prices , * Shares rise more than 3 pct   (Adds conference call details  outlook; updates shares),topStory
RPM,RPM International Inc,20110725,RPM International Q4 profit edges past estimates ,RPM International Inc  posted a market-beating profit for the fifth straight quarter on higher international sales and an improvement in commercial construction at home  and the coatings and sealants maker forecast a strong fiscal 2012.,normal
SAP,SAP SE,20110725,German companies lie in wait for China listing , * Companies not keen to be first mover on uncertainty -lawyer,topStory
SSL,Sasol Ltd,20110725,S.Africa fuel sector  unions plan talks to end strike , JOHANNESBURG  July 25 South Africa's main fuel sector union will meet employers on Tuesday in a bid to end a two-week strike that has hit fuel supplies in Africa's biggest economy  a union official said on Monday.,topStory
SLB,Schlumberger NV,20110725,Baker Hughes profit surges  but outshone by rivals ,SAN FRANCISCO Oilfield service company Baker Hughes Inc  posted slightly better-than-expected quarterly earnings  driven by rising profit margins outside North America that offset some weakness closer to home.,topStory
SLB,Schlumberger NV,20110725,UPDATE 4-Baker Hughes profit surges  but outshone by rivals , * Int'l margins up again  offset weakness in North America,normal
SKM,SK Telecom Co Ltd,20110725,Hynix shareholders to accept takeover bids in mid-September ,SEOUL Hynix Semiconductor Inc  shareholders will take final bids for a controlling stake in the world's No.2 computer memory chipmaker in mid-September  a leading shareholder said on Monday.,topStory
SKM,SK Telecom Co Ltd,20110725,UPDATE 1-Hynix shareholders to accept takeover bids in mid-Sept -KEB , * STX  SK Telecom in running for key exporter   (Adds details  share prices),normal
SKM,SK Telecom Co Ltd,20110725,Hynix shareholders to accept takeover bids in mid-Sept -KEB , SEOUL  July 25 Hynix Semiconductor Inc  shareholders will take final bids for a controlling stake in the world's No.2 memory chipmaker in mid-September  a leading shareholder said on Monday.,normal
SNE,Sony Corp Ord,20110725,Canon lifts forecast after rapid quake recovery ,TOKYO Canon Inc posted better-than-expected quarterly profits and raised its annual forecast after it staged a rapid recovery from supply chain woes sparked by the March 11 earthquake.,topStory
SNE,Sony Corp Ord,20110725,UPDATE 2-Canon lifts forecast after rapid quake recovery , * Quarterly profit down 30 pct  but higher than expected,normal
LUV,Southwest Airlines Company,20110725,Airlines raise fares as taxes lapse ,ATLANTA Many U.S. airlines have raised fares in recent days to take advantage of a lapse in U.S. ticket tax collection after Congress failed last week to fully fund the Federal Aviation Administration budget  but passengers are not likely to notice any price difference.,topStory
LUV,Southwest Airlines Company,20110725,UPDATE 2-U.S. airlines raise fares as taxes lapse , * For most travelers  ticket prices not likely to change,normal
LUV,Southwest Airlines Company,20110725,U.S. airlines raise fares to scoop up tax lapse , * For most travelers  ticket prices likely won't change,normal
S,Sprint Corporation,20110725,Who is paying News Corp's legal bills? ,NEW YORK With executives from News Corp and some of its subsidiaries heading for the exits  legal bills from the phone-hacking scandal rocking the company are no doubt stacking up. | Video ,topStory
SWJ,Stanley Black & Decker Inc,20110725,EU mergers and takeovers (July 25) , BRUSSELS  July 25 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,topStory
SWK,Stanley Black & Decker Inc,20110725,EU mergers and takeovers (July 25) , BRUSSELS  July 25 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,topStory
SWP,Stanley Black & Decker Inc,20110725,EU mergers and takeovers (July 25) , BRUSSELS  July 25 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,topStory
EDF,Stone Harbor Emerging Markets Income Fund,20110725,UK Dungeness B22 unit back on grid since Jul 24-EDF , LONDON  Jul 25 EDF Energy's 550-megawatt Dungeness B22 nuclear reactor returned to the grid on Sunday afternoon  ending an unplanned outage  the company said late on Sunday evening.,topStory
SU,Suncor Energy  Inc,20110725,Suncor conducting work at Alberta refinery , CALGARY  Alberta  July 25 Suncor Energy Inc  is conducting "operational process work" at its Edmonton  Alberta  refinery  the company said on a community hotline  but it did not say if production would be affected.,topStory
SNV,Synovus Financial Corp,20110725,US SMALL/MIDCAPS-Financials drop on lack of debt deal , NEW YORK  July 25 Small and mid-cap stocks were lower on Monday  led down by financials as the lack of a deal to raise the U.S. debt ceiling drove fears over the prospect of a default.,topStory
TTM,Tata Motors Ltd,20110725,TABLE-Asia car makers' April-June results estimates , July 25 Following are average forecasts for Asia's top automakers.  	     Figures are in the local currencies  with percentages changes where applicable from the previous year in parentheses. 	     South Korea's Hyundai Motor Co will announce its second-quarter results on July 28 and Kia Motors Corp  on July 29. India's top maker  Maruti Suzuki India    will report on July 26.  	     Japan's Nissan Motor Co will report,topStory
FTI,TechnipFMC plc,20110725,UPDATE 1-FMC Tech 2nd-qtr profit tops Wall St  backlog up , SAN FRANCISCO  July 25 Offshore oilfield equipment maker FMC Technologies Inc  reported a quarterly profit that came in ahead of Wall Street estimates  while its backlog of work grew by 9 percent in the quarter.,topStory
THC,Tenet Healthcare Corporation,20110725,HCA results miss expectations ,CHICAGO Hospital operator HCA Holdings Inc  said quarterly profit and revenue fell short of expectations because of a decline in complex surgical cases performed at its facilities  sending shares down 15 percent.,topStory
THC,Tenet Healthcare Corporation,20110725,UPDATE 4-HCA results miss expectations  shares plunge , * Hospital operator says performed fewer complex surgeries,normal
TDC,Teradata Corporation,20110725,REFILE-FUNDVIEW-Silvant Capital bets on Baidu  midcap network gear makers , * Bearish on optical gear makers Finisar  JDS Uniphase,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110725,PRESS DIGEST - Wall Street Journal - July 25 , July 25The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
BX,The Blackstone Group LP,20110725,ASIA PRIVATE EQUITY WEEKLY NEWS  JULY 25  2011 , HONG KONG  July 25 News and developments in Asia private equity from Reuters News for the week ending July 22.,topStory
TIF,Tiffany & Co,20110725,Sao Paulo offers array of Brazil gem treasures ,SAO PAULO Sao Paulo is a vibrant hub for jewellery shoppers seeking exquisite and rare Brazilian gemstones set in precious metals. While bargains are hard to find because of high tax rates  determined shoppers can negotiate discounts.,topStory
TIF,Tiffany & Co,20110725,Sao Paulo offers array of Brazil gem treasures ,SAO PAULO  - Sao Paulo is a vibrant hub for jewelry shoppers seeking exquisite and rare Brazilian gemstones set in precious metals. While bargains are hard to find because of high tax rates  determined shoppers can negotiate discounts.,normal
TIF,Tiffany & Co,20110725,Sao Paulo offers array of Brazil gem treasures , * Design community showed creations at Casa Cor exhibition,normal
TWX,Time Warner Inc,20110725,AOL's top advertising executive to leave company ,NEW YORK AOL Inc's top advertising executive will leave the company as part of a revamping designed to turn around its advertising sales  AOL's chief executive told employees on Monday.,topStory
TWX,Time Warner Inc,20110725,AOL's top advertising executive to leave company , NEW YORK  July 25 AOL Inc's  top advertising executive will leave the company as part of a revamping designed to turn around its advertising sales  AOL's chief executive told employees on Monday.,normal
TD,Toronto Dominion Bank (The),20110725,CANADA STOCKS-U.S. debt woes  RIM  Bombardier drag TSX lower , * RIM drops 4.84 percent after job cuts announced  (Updates to close. Adds analyst comment),topStory
TD,Toronto Dominion Bank (The),20110725,CANADA STOCKS-TSX lower as U.S. debt troubles  RIM drag , * Eight of 10 sectors weaker  golds rise on record prices,normal
TD,Toronto Dominion Bank (The),20110725,RPT-BAY STREET-Global fears overshadow soaring Canadian profits , (Repeats July 24 column to additional subscribers without changes),normal
TOT,Total SA,20110725,SunPower to post second-quarter loss  shares dive ,LOS ANGELES SunPower Corp warned on Monday that it lost money in the second quarter because of subsidy cuts in Italy and one-time charges for an inventory writedown  contract cancellations and its strategy of shifting panel sales to areas of greater demand.,topStory
TOT,Total SA,20110725,UPDATE 4-SunPower to post 2nd-quarter loss  shares dive , * Stock down 7.1 pct in extended trade  (Adds byline  analyst comment  earnings date  updates share activity),normal
TOT,Total SA,20110725,S.Africa fuel sector  unions plan talks to end strike , JOHANNESBURG  July 25 South Africa's main fuel sector union will meet employers on Tuesday in a bid to end a two-week strike that has hit fuel supplies in Africa's biggest economy  a union official said on Monday.,normal
TM,Toyota Motor Corp Ltd Ord,20110725,UPDATE 1-Nissan to double China output by 2015-end - Nikkei , July 26 Nissan Motor Co plans to double automobile production in China  its biggest market  to more than 2 million units a year by the end of 2015 as it shifts its focus to emerging countries  Japanese business daily Nikkei reported.,topStory
TM,Toyota Motor Corp Ltd Ord,20110725,Japan automakers' Q1 hit by quake ,TOKYO/SEOUL Quarterly earnings at Asian automakers will show Japanese automakers at their worst after the March 11 earthquake disrupted parts supplies  while South Korean rivals charged ahead with sales gains in major markets.,normal
TM,Toyota Motor Corp Ltd Ord,20110725,TABLE-Asia car makers' April-June results estimates , July 25 Following are average forecasts for Asia's top automakers.  	     Figures are in the local currencies  with percentages changes where applicable from the previous year in parentheses. 	     South Korea's Hyundai Motor Co will announce its second-quarter results on July 28 and Kia Motors Corp  on July 29. India's top maker  Maruti Suzuki India    will report on July 26.  	     Japan's Nissan Motor Co will report,normal
TM,Toyota Motor Corp Ltd Ord,20110725,TABLE-Japan automakers June output  exports , TOKYO  July 25 Japan's largest automaker  Toyota Motor Corp   said on Monday its global output fell 9.2 percent in June from a year earlier to 593 839 vehicles.,normal
