ATVI,Activision Blizzard Inc,20110902,United States loses video game jobs to Quebec ,MONTREAL Outside  the sun is shining  but it is dark in the production room where more than 150 Ubisoft artists  animators and engineers are racing to finish the latest edition of "Assassin's Creed " one of this holiday's hotly anticipated games.,topStory
LLY,Eli Lilly and Company,20110902,Eli Lilly may partner with Turkish generic maker: report ,U.S. drugmaker Eli Lilly & Co  is in talks to form a partnership with  and potentially invest in  Turkish generic-drug company Mustafa Nevzat Ilac Sanayii AS (MN Pharmaceuticals)  the Wall Street Journal reported  citing people familiar with the matter.,normal
LLY,Eli Lilly and Company,20110902,Eli Lilly may partner with Turkish generic maker-WSJ , Sept 2 U.S. drugmaker Eli Lilly & Co is in talks to form a partnership with  and potentially invest in  Turkish generic-drug company Mustafa Nevzat Ilac Sanayii AS (MN Pharmaceuticals)  the Wall Street Journal reported  citing people familiar with the matter.,normal
ENB,Enbridge Inc,20110902,FACTBOX-US Gulf refiners eye storm; half crude output cut , Sept 2 Newly upgraded to Tropical Storm Lee on Friday  a growing tropical weather system in the Gulf of Mexico threatened heavy rains that could flood Louisiana and Mississippi refinery operations.,topStory
ENB,Enbridge Inc,20110902,PRESS DIGEST - CANADA - Sept 2 , Sept 2 The following are top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,normal
E,ENI SpA,20110902,Libya says 5 foreign oil firms working to restore ops , PARIS  Sept 2 Five international oil companies have returned to Libya and are working on getting operations running again  the head of the ruling interim council's stabilisation team  Aref Ali Nayed  said on Friday.,topStory
E,ENI SpA,20110902,Italian Stocks - Factors to watch on Sept 2 , MILAN  Sept 2 The following factors could affect Italian markets on Friday.,normal
ETR,Entergy Corporation,20110902,UPDATE 3-Quake-hit US plant sees restart without retrofits , * No required modifications expected to prevent restart,topStory
ETR,Entergy Corporation,20110902,U.S. quake shows nuclear plants need checkups: Jaczko ,WASHINGTON A historic earthquake that rocked the U.S. East Coast last week underscores the need to analyze new seismic risks for nuclear plants and invest in upgraded defenses where needed  the chairman of the U.S. nuclear regulator said on Thursday.,normal
ESL,Esterline Technologies Corporation,20110902,US SMALL/MIDCAPS-Industrials down after Obama drops smog rule , NEW YORK  Sept 2 Small and mid-cap industrial stocks fell on Friday after U.S. President Barack Obama unexpectedly asked the Environmental Protection Agency to withdraw a plan to limit smog pollution.,topStory
EXC,Exelon Corporation,20110902,UPDATE 3-Quake-hit US plant sees restart without retrofits , * No required modifications expected to prevent restart,topStory
EXC,Exelon Corporation,20110902,U.S. quake shows nuclear plants need checkups: Jaczko ,WASHINGTON A historic earthquake that rocked the U.S. East Coast last week underscores the need to analyze new seismic risks for nuclear plants and invest in upgraded defenses where needed  the chairman of the U.S. nuclear regulator said on Thursday.,normal
XOM,Exxon Mobil Corporation,20110902,Louisiana coast braces for Tropical Storm Lee ,NEW ORLEANS Tropical Storm Lee threatened the Louisiana coast on Friday with torrential rains and flooding and shut nearly half of U.S. offshore crude oil production and a third of offshore gas production.,topStory
XOM,Exxon Mobil Corporation,20110902,WRAPUP 4-Louisiana coast braces for Tropical Storm Lee , * Storm could bring torrential rains to Louisiana coast,normal
XOM,Exxon Mobil Corporation,20110902,US West Coast Products-Gasoline gains supply fears , HOUSTON  Sept 1 Gasoline climbed on tighter supply expectations in West Coast markets for the month of September  traders said on Thursday.,normal
FHN,First Horizon National Corporation,20110902,Factbox: Who the FHFA has sued over subprime bonds ,The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,topStory
FHN,First Horizon National Corporation,20110902,FACTBOX-Who the FHFA has sued over subprime bonds , Sept 2 The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
F,Ford Motor Company,20110902,UPDATE 2-GM  UAW talking about skilled trade buyouts , * GM targets cut in "skilled" jobs at some plants-sources,topStory
F,Ford Motor Company,20110902,GM  UAW talking about skilled trade buyouts ,DETROIT General Motors Co  and the United Auto Workers union are discussing buyouts for higher-wage  skilled trade workers as contract talks between the union and all three Detroit automakers intensify  people familiar with negotiations said.,normal
F,Ford Motor Company,20110902,GM hires "car guy" Bob Lutz as adviser ,DETROIT Bob Lutz  the outspoken former product development czar at General Motors  has been hired as a part-time adviser to the top U.S. automaker.,normal
F,Ford Motor Company,20110902,UPDATE 1-GM hires 'car guy' Bob Lutz as adviser , (Editor's Note: Please be advised that language in paragraph  9 may be offensive to some readers),normal
F,Ford Motor Company,20110902,Brazil car sales rise 6.9 pct in August-Fenabrave , SAO PAULO  Sept 2 Sales of cars  buses and trucks in Brazil rose in July  the industry group representing car dealerships said on Friday.,normal
F,Ford Motor Company,20110902,RPT-WRAPUP 4-U.S. August auto sales defy consumer caution , * GM sales up 18 percent on year  below some expectations,normal
FMS,Fresenius Medical Care Corporation,20110902,UPDATE 1-FTC approves DaVita buy of DSI after clinic sales , WASHINGTON  Sept 2 DaVita Inc   the No. 2 U.S. dialysis clinics operator  has U.S. antitrust approval to buy privately held peer DSI Renal  the Federal Trade Commission said on Friday.,topStory
GPS,Gap Inc (The),20110902,Japan's Uniqlo Aug sales tumble on cooler temperatures , TOKYO  Sept 2 Fast Retailing said on Friday that same store sales at Japan outlets of its Uniqlo chain plunged 9.4 percent in August after relatively low temperatures in the first half of the month slowed sales of summer goods.,topStory
GEK,General Electric Capital Corporation,20110902,Relax football fans: Obama speech won't trump NFL ,WASHINGTON American football fans can rest easy: President Barack Obama's nationally televised jobs speech to Congress will not conflict with the season-opening NFL game between the Green Bay Packers and New Orleans Saints. | Video ,topStory
GE,General Electric Company,20110902,Relax football fans: Obama speech won't trump NFL ,WASHINGTON American football fans can rest easy: President Barack Obama's nationally televised jobs speech to Congress will not conflict with the season-opening NFL game between the Green Bay Packers and New Orleans Saints. | Video ,topStory
GM,General Motors Company,20110902,UPDATE 2-GM  UAW talking about skilled trade buyouts , * GM targets cut in "skilled" jobs at some plants-sources,topStory
GM,General Motors Company,20110902,GM  UAW talking about skilled trade buyouts ,DETROIT General Motors Co  and the United Auto Workers union are discussing buyouts for higher-wage  skilled trade workers as contract talks between the union and all three Detroit automakers intensify  people familiar with negotiations said.,normal
GM,General Motors Company,20110902,GM hires "car guy" Bob Lutz as adviser ,DETROIT Bob Lutz  the outspoken former product development czar at General Motors  has been hired as a part-time adviser to the top U.S. automaker.,normal
GM,General Motors Company,20110902,UPDATE 1-GM hires 'car guy' Bob Lutz as adviser , (Editor's Note: Please be advised that language in paragraph  9 may be offensive to some readers),normal
GM,General Motors Company,20110902,Brazil car sales rise 6.9 pct in August-Fenabrave , SAO PAULO  Sept 2 Sales of cars  buses and trucks in Brazil rose in July  the industry group representing car dealerships said on Friday.,normal
GM,General Motors Company,20110902,RPT-WRAPUP 4-U.S. August auto sales defy consumer caution , * GM sales up 18 percent on year  below some expectations,normal
GM,General Motors Company,20110902,UPDATE 1-Hyundai Motor CEO bullish about Europe sales in 2012 , * Yang says automaker may boost sales by a quarter in 2012,normal
GSK,GlaxoSmithKline PLC,20110902,Two U.S. children develop flu from pigs: CDC ,CHICAGO Two U.S. children were infected with flu viruses that originated in pigs in the past two months  and an analysis of both viruses showed they had picked up genetic material from the 2009 pandemic influenza A H1N1 virus  government researchers said on Friday.,topStory
GSK,GlaxoSmithKline PLC,20110902,Two U.S. children develop flu from pigs -CDC , * No sustained human-to-human transmission seen so far-CDC,normal
GSK,GlaxoSmithKline PLC,20110902,UPDATE 1-SAfrica's Aspen sees higher profit  shares rise , JOHANNESBURG  Sept 2 - Aspen Pharmcare   Africa's biggest generic drug maker  said on Friday full-year profit likely rose as much as 22 percent  beating analysts' estimates and boosting its shares by more than 2 percent higher.,normal
GSK,GlaxoSmithKline PLC,20110902,PRESS DIGEST - Financial Times - Sept 2 , The London Stock Exchange has made a bid for a majority stake in LCH.Clearnet  raising the stakes in the battle for control of Europe's last remaining independent clearing house and valuing the company at about 1 billion euros ($1.4 billion). http://www.ft.com/cms/s/0/2db8f6e0-d4bd-11e0-a7ac-00144feab49a.html#axzz1WYfPbMw6,normal
GS,Goldman Sachs Group Inc (The),20110902,U.S. regulator sues major banks over subprime bonds ,WASHINGTON/NEW YORK A U.S. regulator sued 17 large banks and financial institutions on Friday over losses on about $200 billion of subprime bonds  which may hamper a broader government settlement of the mortgage mess left over from the housing crisis.,topStory
GS,Goldman Sachs Group Inc (The),20110902,UPDATE 6-US regulator sues major banks over subprime bonds , * Litigation may hamper settlement with states  (Adds lawsuit details  bank comments  Wells Fargo),normal
GS,Goldman Sachs Group Inc (The),20110902,U.S. regulator to sue major banks over mortgages ,WASHINGTON/NEW YORK A U.S. regulator plans to sue major banks in coming days over subprime mortgage bonds  two sources said  in a lawsuit that may hamper a broader government mortgage settlement with banks.,normal
GS,Goldman Sachs Group Inc (The),20110902,U.S. regulator sues major banks over mortgages ,WASHINGTON/NEW YORK A U.S. regulator sued a series of big banks on Friday over losses on more than $41 billion in subprime mortgage bonds  which could hamper a broader government mortgage settlement with banks.,normal
GS,Goldman Sachs Group Inc (The),20110902,US STOCKS-Wall St slides after zero jobs growth , * Indexes down: Dow 1.5 pct  S&P 1.7 pct  Nasdaq 1.6 pct,normal
GS,Goldman Sachs Group Inc (The),20110902,Bankers plot course as sovereign debt clouds loom , * Frankfurt hosts two-day 'Banks in Transition' conference,normal
GS,Goldman Sachs Group Inc (The),20110902,US STOCKS-Wall St tumbles after dismal jobs report , * Indexes down: Dow 1.6 pct  S&P 1.8 pct  Nasdaq 1.6 pct,normal
GS,Goldman Sachs Group Inc (The),20110902,US STOCKS-Wall St tumbles after data shows no jobs growth , * U.S. to sue big banks over mortgage securities-report,normal
GS,Goldman Sachs Group Inc (The),20110902,US STOCKS-Wall St set for sharply lower open after jobs data , * Futures down: S&P 18.9 pts  Dow 151 pts  Nasdaq 27.75,normal
GS,Goldman Sachs Group Inc (The),20110902,US STOCKS-Futures dip ahead of jobs data; banks eyed , * U.S. nonfarm payrolls seen adding 75 000 jobs in August,normal
TV,Grupo Televisa SA,20110902,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- SEP05 0900/1400  consumer confidence       Aug        95.5 pts SEP09 0900/1400  inflation  (headline)     Aug        0.48 pct SEP12 0,topStory
HRB,H&R Block Inc,20110902,UPDATE 1-JTH Holding files for $90 mln IPO , * IPO underwritten by Jefferies and SunTrust Robinson Humphrey   (Follows alerts),topStory
HRB,H&R Block Inc,20110902,H&R Block shares fall on weak Q1 ,Shares of H&R Block  fell 13 percent on Friday  a day after the largest U.S. tax preparer posted a 36 percent rise in quarterly loss  mainly due to a charge related to the sale of its consulting subsidiary RSM McGladrey.,normal
HAL,Halliburton Company,20110902,Halliburton sues BP for defamation over Gulf spill ,Halliburton Co  is suing BP Plc   for "negligent misrepresentation  business disparagement and defamation" related to BP's claims about who was to blame for last year's Macondo oil spill in the Gulf of Mexico.,topStory
HAL,Halliburton Company,20110902,UPDATE 3-Halliburton sues BP for defamation over Gulf spill , * Halliburton says BP gave inaccurate info for cement job,normal
HAL,Halliburton Company,20110902,Analysis: Damages ruling may be pivotal in BP case ,NEW YORK A key court ruling in the Gulf of Mexico oil spill litigation could change the landscape in the massive case -- encouraging more plaintiffs to sue  or spurring the parties to make a deal to resolve what could be a long string of trials over damages.,normal
HAL,Halliburton Company,20110902,Analysis: Damages ruling may be pivotal in BP case ,NEW YORK A key court ruling in the Gulf of Mexico oil spill litigation could change the landscape in the massive case -- encouraging more plaintiffs to sue  or spurring the parties to make a deal to resolve what could be a long string of trials over damages.,normal
HAL,Halliburton Company,20110902,UPDATE 1-Halliburton sues BP for defamation over Gulf spill , Sept 2 Halliburton Co said it was suing BP Plc  in Texas state court for "negligent misrepresentation  business disparagement and defamation" related to the Macondo oil spill in April 2010  the worst offshore spill in U.S. history.,normal
HCA,HCA Healthcare Inc,20110902,IPO VIEW-Tech IPOs could lead the way post-Labor Day , * Tech IPOs seen as good bet for post-Labor Day flotations,topStory
HTZ,Hertz Global Holdings Inc,20110902,TEXT-S&P: Hertz watch listing unaffected by Donlen deal ,  (The following statement was released by the rating agency),topStory
HMC,Honda Motor Company Ltd,20110902,RPT-WRAPUP 4-U.S. August auto sales defy consumer caution , * GM sales up 18 percent on year  below some expectations,topStory
HPQ,HP Inc,20110902,Murdoch and son get big bonuses  James declines ,NEW YORK News Corp awarded Rupert Murdoch and his son James big compensation increases  though James declined his bonus  citing controversy over a phone hacking scandal at the UK newspaper unit that he oversees.,topStory
HPQ,HP Inc,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),normal
HPQ,HP Inc,20110902,Best Buy cuts price of RIM PlayBook for weekend ,TORONTO Big box retailer Best Buy has slashed up to $150 off the U.S. price tag for Research In Motion's PlayBook tablet computer for the Labor Day weekend.,normal
HPQ,HP Inc,20110902,UPDATE 1-WiLan starts patent litigation against Apple  8 others , Sept 2 Canadian technology licensing company WiLan Inc said on Friday it had begun its patent infringement cases against Apple Inc   Dell   Hewlett-Packard and six other companies.,normal
HPQ,HP Inc,20110902,PRESS DIGEST - Wall Street Journal - Sept 2 , Sept 2 The following were the top stories in The Wall Street Journal on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
HPQ,HP Inc,20110902,Sony tablets face tough sell on price  hardware ,TOKYO/NEW YORK Sony's new tablet computers failed to excite gadget reviewers and analysts who criticized the pricing and quality of the devices  underscoring the battle Sony faces regaining its consumer electronics crown. | Video ,normal
HSBC,HSBC Holdings plc,20110902,UPDATE 1-Euro debt crisis ups cost pressure at Deutsche Bank , * Newspaper - bank eyes possible 1-2 bln eur in cost savings,topStory
HSBC,HSBC Holdings plc,20110902,India to unveil $2.6 bln ONGC offer schedule-sources , HONG KONG  Sept 2 India's government is set to unveil a schedule on Monday for a stock offering worth about $2.6 billion for state-run explorer Oil and Natural Gas Corp (ONGC)   sources with direct knowledge of the deal told Reuters on Friday.,normal
HSEA,HSBC Holdings plc,20110902,UPDATE 1-Euro debt crisis ups cost pressure at Deutsche Bank , * Newspaper - bank eyes possible 1-2 bln eur in cost savings,topStory
HSEA,HSBC Holdings plc,20110902,India to unveil $2.6 bln ONGC offer schedule-sources , HONG KONG  Sept 2 India's government is set to unveil a schedule on Monday for a stock offering worth about $2.6 billion for state-run explorer Oil and Natural Gas Corp (ONGC)   sources with direct knowledge of the deal told Reuters on Friday.,normal
HSEB,HSBC Holdings plc,20110902,UPDATE 1-Euro debt crisis ups cost pressure at Deutsche Bank , * Newspaper - bank eyes possible 1-2 bln eur in cost savings,topStory
HSEB,HSBC Holdings plc,20110902,India to unveil $2.6 bln ONGC offer schedule-sources , HONG KONG  Sept 2 India's government is set to unveil a schedule on Monday for a stock offering worth about $2.6 billion for state-run explorer Oil and Natural Gas Corp (ONGC)   sources with direct knowledge of the deal told Reuters on Friday.,normal
ITUB,Itau Unibanco Banco Holding SA,20110902,CORRECTED-UPDATE 1-China Baosteel group buys $1.95 bln stake in Brazil CBMM , (Corrects third paragraph to show Moreira Salles family stake in CBMM is 70 percent  not 30 percent),topStory
JPM,J P Morgan Chase & Co,20110902,Jobs woes sink Wall Street ,NEW YORK Stocks tumbled 2 percent on Friday after data showing zero jobs growth in August brought investors face-to-face with the prospect of another recession. | Video ,topStory
JPM,J P Morgan Chase & Co,20110902,US STOCKS-U.S. labor market woes sink Wall Street , * Zero growth in August payrolls  far weaker than expected,normal
JPM,J P Morgan Chase & Co,20110902,U.S. regulator to sue major banks over mortgages ,WASHINGTON/NEW YORK A U.S. regulator plans to sue major banks in coming days over subprime mortgage bonds  two sources said  in a lawsuit that may hamper a broader government mortgage settlement with banks.,normal
JPM,J P Morgan Chase & Co,20110902,U.S. regulator sues major banks over mortgages ,WASHINGTON/NEW YORK A U.S. regulator sued a series of big banks on Friday over losses on more than $41 billion in subprime mortgage bonds  which could hamper a broader government mortgage settlement with banks.,normal
JPM,J P Morgan Chase & Co,20110902,US STOCKS-Wall St slides 2 pct after job growth stalls , * Indexes down: Dow 2.1 pct  S&P 2.5 pct  Nasdaq 2.6 pct,normal
JPM,J P Morgan Chase & Co,20110902,COLUMN-Quinn Emanuel rides an MBS tsunami: Alison Frankel , -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,normal
JPM,J P Morgan Chase & Co,20110902,US STOCKS-Wall St slides after zero jobs growth , * Indexes down: Dow 1.5 pct  S&P 1.7 pct  Nasdaq 1.6 pct,normal
JPM,J P Morgan Chase & Co,20110902,Bankers plot course as sovereign debt clouds loom , * Frankfurt hosts two-day 'Banks in Transition' conference,normal
JPM,J P Morgan Chase & Co,20110902,US STOCKS-Wall St tumbles after dismal jobs report , * Indexes down: Dow 1.6 pct  S&P 1.8 pct  Nasdaq 1.6 pct,normal
JPM,J P Morgan Chase & Co,20110902,US STOCKS-Wall St tumbles after data shows no jobs growth , * U.S. to sue big banks over mortgage securities-report,normal
JNJ,Johnson & Johnson,20110902,Bayer  J&J clot drug seen winning U.S. panel nod ,WASHINGTON/NEW YORK An experimental stroke preventer from Bayer and Johnson & Johnson is likely to win a recommendation from U.S. health advisers next week  but not without concern over risks seen when patients come off the drug.,topStory
JNJ,Johnson & Johnson,20110902,PREVIEW-UPDATE 1-Bayer  J&J clot drug seen winning US panel nod ,   * Bayer  J&J's Xarelto in new class of stroke preventers,normal
JNJ,Johnson & Johnson,20110902,PREVIEW-Bayer anti-clot drug seen winning US panel nod ,   * Bayer  J&J's Xarelto in new class of stroke preventers,normal
JCI,Johnson Controls International plc,20110902,UPDATE 1-Johnson Controls  Saft end battery partnership , * Saft will retain ownership of battery plant in France,topStory
KEY,KeyCorp,20110902,IFR-Wells Fargo redeems $5.8bn of TruPs at expense of investors , NEW YORK  Sept 2 (IFR) - US investors got a taste of losses to come this week when Wells Fargo & Company on Thursday triggered regulatory event calls to redeem $5.8bn of high yielding Trust Preferred (TruPs) and other securities.,topStory
KMI,Kinder Morgan Inc,20110902,IPO VIEW-Tech IPOs could lead the way post-Labor Day , * Tech IPOs seen as good bet for post-Labor Day flotations,topStory
KGC,Kinross Gold Corporation,20110902,CANADA STOCKS-TSX drops on US jobs data  golds cushion fall , *Nine of 10 sectors weaker  materials group rises on gold  (Updates with details  comments),topStory
PHG,Koninklijke Philips NV,20110902,IFA-TV makers hope for boost in H2 , BERLIN  Sept 2 TV makers put on a brave face at IFA  Europe's biggest consumer electronics show in Berlin  reassuring themselves that new products and brisk holiday business would compensate a weak first six months of the year.,topStory
KOP,Koppers Holdings Inc,20110902,US SMALL/MIDCAPS-Industrials down after Obama drops smog rule , NEW YORK  Sept 2 Small and mid-cap industrial stocks fell on Friday after U.S. President Barack Obama unexpectedly asked the Environmental Protection Agency to withdraw a plan to limit smog pollution.,topStory
KYO,Kyocera Corporation,20110902,WiLan starts patent litigation against Apple  others ,Canadian technology licensing company WiLan Inc said on Friday it had begun its patent infringement cases against Apple Inc  Dell  Hewlett-Packard and six other companies.,topStory
KYO,Kyocera Corporation,20110902,UPDATE 1-WiLan starts patent litigation against Apple  8 others , Sept 2 Canadian technology licensing company WiLan Inc said on Friday it had begun its patent infringement cases against Apple Inc   Dell   Hewlett-Packard and six other companies.,normal
LUK,Leucadia National Corporation,20110902,UPDATE 1-Mueller  Leucadia enter standstill pact , * Leucadia to own not more than 27.5 pct stake in Mueller,topStory
LYG,Lloyds Banking Group Plc,20110902,Carlyle backs Virgin's Northern Rock bid -sources , * Virgin  JC Flowers have expressed interest in Northern Rock,topStory
MAN,ManpowerGroup,20110902,Waiting for good news? So are employers ,NEW YORK If you take one open job  and one ideal job candidate  how many rounds of interviews will it take for that person to get hired?,topStory
MAN,ManpowerGroup,20110902,Waiting for good news? So are U.S. employers , * Staffing stocks broadly lower in U.S.  European trading,normal
MRO,Marathon Oil Corporation,20110902,FACTBOX-US Gulf refiners eye storm; half crude output cut , Sept 2 Newly upgraded to Tropical Storm Lee on Friday  a growing tropical weather system in the Gulf of Mexico threatened heavy rains that could flood Louisiana and Mississippi refinery operations.,topStory
MPC,Marathon Petroleum Corporation,20110902,US Cash Products-New York cash gasoline rangebound , NEW YORK  Sept 2 The New York Harbor market moved into pre-holiday trading mode Friday following a tumultuous week that saw differentials for prompt gasoline soar on hurricane-related refinery outages and East Coast earthquake aftershocks.,topStory
MPC,Marathon Petroleum Corporation,20110902,US Cash Products-New York cash gasoline is rangebound , NEW YORK  Sept 2 The New York Harbor market moved into pre-holiday trading mode Friday  following a tumultuous week that saw differentials for prompt gasoline soar on hurricane-related refinery outages and East Coast earthquake aftershocks.,normal
MMI,Marcus & Millichap Inc,20110902,Amazon tablet coming November at $250: TechCrunch ,LOS ANGELES Amazon.com Inc plans to unveil a cheaper  smaller $250 rival to Apple Inc's iPad tablet device in November  industry blog TechCrunch reported on Friday.,topStory
MMI,Marcus & Millichap Inc,20110902,Amazon tablet coming November at $250-TechCrunch , LOS ANGELES  Sept 2 Amazon.com Inc  plans to unveil a cheaper  smaller $250 rival to Apple Inc's  iPad tablet device in November  industry blog TechCrunch reported on Friday.,normal
MMI,Marcus & Millichap Inc,20110902,U.S. firms challenged to get "intangibles" on the books ,CHAPEL HILL  N.C./NEW YORK With intangible assets such as patents dominating so much of the modern economy  why are they still largely off the balance sheets of America's largest corporations?,normal
MMI,Marcus & Millichap Inc,20110902,Microsoft to win from Google Motorola buy: Acer ,BERLIN Microsoft will be the winner in Google's acquisition of Motorola Mobility as the deal makes Google a direct rival to its phone-making clients  a senior executive from Acer Inc said on Friday.,normal
MMI,Marcus & Millichap Inc,20110902,Microsoft to win from Google Motorola buy -Acer , BERLIN  Sept 2 Microsoft will be the winner in Google's acquisition of Motorola Mobility  as the deal makes Google a direct rival to its phone-making clients  a senior executive from Acer Inc  said on Friday.,normal
MMI,Marcus & Millichap Inc,20110902,US firms challenged to get 'intangibles' on the books , * Brands  customer relationships  technology are factors,normal
MMI,Marcus & Millichap Inc,20110902,Google-Motorola deal won't end Android suits: Nokia executive ,HELSINKI Google's move to buy Motorola Mobility will not put an end to patent lawsuits against the Android platform as the web search giant is hoping  a Nokia executive said in a report on Friday.,normal
MMI,Marcus & Millichap Inc,20110902,Google-Motorola deal won't end Android suits-Nokia exec , HELSINKI  Sept 2 Google's move to buy Motorola Mobility will not put an end to patent lawsuits against the Android platform as the web search giant is hoping  a Nokia executive said in a report on Friday.,normal
MMI,Marcus & Millichap Inc,20110902,Clorox can wait for Icahn to fail: traders ,PHILADELPHIA Traders who bet on deals are putting low odds on billionaire investor Carl Icahn making any inroads at Clorox Co .,normal
MMC,Marsh & McLennan Companies Inc,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
MBI,MBIA Inc,20110902,BRIEF-Moody's ups Goldentree Capital Solutions Offshore Fund Financing's nts ,  Sept 02 Goldentree Capital Solutions Offshore Fund Financing,topStory
MBI,MBIA Inc,20110902,TEXT-S&P keeps DirectRoute (Limerick) 'BB+' rating on watch neg , (The following statement was released by the rating agency),normal
MCD,McDonald&#39;s Corporation,20110902,PRESS DIGEST - New York Times business news - Sept 2 , Sept 2 The following were the top stories in The New York Times business pages on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
MS,Morgan Stanley,20110902,MOVES-Capstan Capital  BNY Mellon  CLS Group  Insynergy  Barclays Capital , Sept 2 The following financial service industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
MS,Morgan Stanley,20110902,India to unveil $2.6 bln ONGC offer schedule-sources , HONG KONG  Sept 2 India's government is set to unveil a schedule on Monday for a stock offering worth about $2.6 billion for state-run explorer Oil and Natural Gas Corp (ONGC)   sources with direct knowledge of the deal told Reuters on Friday.,normal
MS,Morgan Stanley,20110902,RPT-Barclays Capital hires Richards from Morgan Stanley -sources , HONG KONG  Sept 2 Barclays Capital (Barcap) has poached Andrew Richards from Morgan Stanley in Europe  to head the British investment bank's private equity coverage in Asia Pacific  two sources told Reuters.,normal
MS,Morgan Stanley,20110902,UPDATE 1-Barcap poaches Morgan Stanley banker-sources , * Key hire to win private equity mandates as competition rises in Asia,normal
MS,Morgan Stanley,20110902,UPDATE 1-Barcap poaches Morgan Stanley banker-sources , * Key hire to win private equity mandates as competition rises in Asia,normal
MS,Morgan Stanley,20110902,Sany Heavy  Citic ready $5.5 bln share offers for HK mkt , HONG KONG  Sept 2 Citic Securities and construction machinery company Sany Heavy Industry are slated to start marketing a combined $5.5 billion in share offerings next week  sources said on Friday  in what could be one of the busiest months for stock deals in Hong Kong so far this year.,normal
MS,Morgan Stanley,20110902,Citi poaches Deutsche's Murphy in Asia prime broking push ,HONG KONG Citigroup Inc has hired Deutsche Bank AG's David Murphy as head of its prime finance unit in Asia-Pacific  according to an internal memo seen by Reuters  as part of an plan to gain market share in the fiercely competitive industry.,normal
MS,Morgan Stanley,20110902,UPDATE 1-Citi poaches Deutsche's Murphy in Asia prime broking push -memo , * Hire part of Citi's plan to grab market share in region   (Adds details  background),normal
MLI,Mueller Industries Inc,20110902,UPDATE 1-Mueller  Leucadia enter standstill pact , * Leucadia to own not more than 27.5 pct stake in Mueller,topStory
MUR,Murphy Oil Corporation,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
NGG,National Grid Transco PLC,20110902,NatGrid gears up for first UK retail linker , LONDON  Sept 2 (IFR) - National Grid is preparing to issue a retail index-linked sterling bond -- a move which would make it the first corporate ever to do so on London's retail bond market.,topStory
NEE,NextEra Energy Inc,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
NEE,NextEra Energy Inc,20110902,NextEra Energy to sell gas powered assets for $1 billion ,NextEra Energy Inc  the largest U.S. renewable energy operator  said its subsidiary will sell four natural gas-based power plants for $1.05 billion to power generation and transmission company LS Power Group.,normal
NMR,Nomura Holdings Inc ADR,20110902,India to unveil $2.6 bln ONGC offer schedule-sources , HONG KONG  Sept 2 India's government is set to unveil a schedule on Monday for a stock offering worth about $2.6 billion for state-run explorer Oil and Natural Gas Corp (ONGC)   sources with direct knowledge of the deal told Reuters on Friday.,topStory
NMR,Nomura Holdings Inc ADR,20110902,RPT-Barclays Capital hires Richards from Morgan Stanley -sources , HONG KONG  Sept 2 Barclays Capital (Barcap) has poached Andrew Richards from Morgan Stanley in Europe  to head the British investment bank's private equity coverage in Asia Pacific  two sources told Reuters.,normal
NMR,Nomura Holdings Inc ADR,20110902,UPDATE 1-Barcap poaches Morgan Stanley banker-sources , * Key hire to win private equity mandates as competition rises in Asia,normal
NMR,Nomura Holdings Inc ADR,20110902,UPDATE 1-Barcap poaches Morgan Stanley banker-sources , * Key hire to win private equity mandates as competition rises in Asia,normal
PCG,Pacific Gas & Electric Co,20110902,UPDATE 3-Quake-hit US plant sees restart without retrofits , * No required modifications expected to prevent restart,topStory
PCG,Pacific Gas & Electric Co,20110902,U.S. quake shows nuclear plants need checkups: Jaczko ,WASHINGTON A historic earthquake that rocked the U.S. East Coast last week underscores the need to analyze new seismic risks for nuclear plants and invest in upgraded defenses where needed  the chairman of the U.S. nuclear regulator said on Thursday.,normal
P,Pandora Media Inc,20110902,IPO VIEW-Tech IPOs could lead the way post-Labor Day , * Tech IPOs seen as good bet for post-Labor Day flotations,topStory
