AVAV,AeroVironment Inc,20110712,Analysis: Electronic warfare moves to frontline ,BANGALORE As the United States draws down troops in Afghanistan and Iraq and cuts back on defense spending  its reliance on technology will only rise  benefiting a clutch of companies specializing in intelligence gathering  surveillance and reconnaissance.,topStory
KR,Kroger Company (The),20110712,U.S. appeals court upholds grocers labor ruling , NEW YORK  July 12 A U.S. appeals court ruled against Safeway  and other large supermarket chains in a dispute with the state of California  saying that a revenue-sharing agreement during a labor strike was not exempt from anti-competition laws.,topStory
KR,Kroger Company (The),20110712,Dahlman Rose bullish on value retail ,Bangalore Discount retailing is likely to stay popular with consumers  who remain pressured by high unemployment  rising prices  low wage growth and a difficult housing market  Dahlman Rose & Co said  starting Wal-Mart Stores Inc  and Target Corp  with a "buy" rating.,normal
LAZ,Lazard Ltd,20110712,Dealtalk: Barnes & Noble won't get better bid than Malone's ,NEW YORK/PHILADELPHIA Nearly a year after Barnes & Noble Inc  put itself up for sale  the largest U.S. bookstore chain likely will settle for the only firm offer it has received: $1 billion from John Malone's Liberty Media Corp .,topStory
LAZ,Lazard Ltd,20110712,DEALTALK-Barnes & Noble won't get better bid than Malone's , NEW YORK/PHILADELPHIA  July 12 Nearly a year after Barnes & Noble Inc  put itself up for sale  the largest U.S. bookstore chain likely will settle for the only firm offer it has received: $1 billion from John Malone's Liberty Media Corp .,normal
LYG,Lloyds Banking Group Plc,20110712,PRESS DIGEST-Australian Business News - July 13 , Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
LYG,Lloyds Banking Group Plc,20110712,NAB seeks time to put in bid for Lloyds branches-report , SYDNEY  July 13 National Australia Bank  has sought more time to put in an indicative bid for the 632 Lloyds branches on sale resisting pressure to enter a hasty bid after the process was accelerated  the Guardian newspaper reported.,normal
LYG,Lloyds Banking Group Plc,20110712,ADR Report-Euro zone debt fears pressure European banks , NEW YORK  July 12 U.S.-listed shares of European banks fell on Tuesday after euro zone finance ministers acknowledged the possibility of accepting a Greek default  underscoring the severity of the region's debt concerns.,normal
LYG,Lloyds Banking Group Plc,20110712,Standard Chartered says UK bank reform plan could backfire , LONDON  July 12 British proposals to make banks less crisis-prone would have the opposite effect  making some lenders more vulnerable and piling extra costs onto the UK economy  Asia-focused bank Standard Chartered said on Tuesday.,normal
LYG,Lloyds Banking Group Plc,20110712,Europe banks hit as Italy stokes contagion fears ,LONDON/MILAN European banks were battered by mounting fears Greece is heading for a disorderly default and the debt crisis could spread to Italy  sending shares skidding more than 3 percent Tuesday to a two-year low.,normal
LMT,Lockheed Martin Corporation,20110712,UPDATE 2-Lockheed overruns on early F-35s put at $771 mln , * McCain has sought to put F-35 program on "probation"  (Adds details on McCain effort to put F-35 on probation  adds stock price),topStory
LMT,Lockheed Martin Corporation,20110712,Lockheed overruns on early F-35s said to total $771 mln , WASHINGTON  July 12 Lockheed Martin Corp's  F-35 Joint Strike Fighter early-production models overshot their cost targets by a combined total of $771 million  U.S. Senator John McCain said on Tuesday.,normal
M,Macy&#39;s Inc,20110712,UPDATE 1-Levi sales jump helps it overcome bargains  cotton , NEW YORK  July 12 Levi Strauss & Co [LEVST.UL] reported a second-quarter profit  helped by higher sales to store chains and in Asia and Europe  allowing it to mitigate the damage to margins from higher cotton costs and discounting.,topStory
MMI,Marcus & Millichap Inc,20110712,Helferich files patent lawsuit against Nokia , NEW YORK  July 12 A patent licensing firm sued Finnish phone maker Nokia  in a U.S. court  alleging patent infringement related to seven mobile phone patents.,topStory
MMC,Marsh & McLennan Companies Inc,20110712,Marsh launches insurance for foreign bribery cases , NEW YORK  July 12 Insurance broker Marsh said on Tuesday it would launch a policy to cover the cost of bribery investigations for companies  though the coverage does not extend to defending against actual criminal charges.,topStory
MA,Mastercard Incorporated,20110712,EU wants to track cash in terrorism probes , * Data privacy cloud U.S. anti-terror efforts in Europe,topStory
MA,Mastercard Incorporated,20110712,UPDATE 1-US July 4 gasoline demand hits 4 yr low-MasterCard , NEW YORK  July 12 U.S. gasoline demand for the July 4 holiday this year dropped to the lowest level since 2007 as Americans cut back on driving due to high pump prices  MasterCard's weekly SpendingPulse analysis showed on Tuesday.,normal
MBI,MBIA Inc,20110712,MBIA shares rise on speculation over BofA deal ,NEW YORK Shares in bond insurer MBIA Inc  hit a two-month high on Tuesday after the company dropped a lawsuit against Bank of America   a move investors and analysts said could lead to a larger settlement.,topStory
MBI,MBIA Inc,20110712,UPDATE 1-MBIA shares rise on speculation over BofA deal , * BofA shares flat at midday after 26-month low  (Adds S&P comment  BofA share activity),normal
MBI,MBIA Inc,20110712,MBIA  Merrill Lynch agree to dismiss lawsuit , July 11 MBIA Inc  agreed to drop its lawsuit against Bank Of America Corp's  Merrill Lynch & Co of fraudulently misleading the bond insurer into providing insurance on $5.7 billion of risky debt.,normal
MRK,Merck & Company Inc,20110712,FDA proposes targeted drug testing guidelines ,WASHINGTON Targeted drugs or therapies up for U.S. regulatory approval would have to be reviewed simultaneously with the diagnostic devices they rely on  according to a proposed policy issued on Tuesday.,topStory
MRK,Merck & Company Inc,20110712,US FDA proposes targeted drug testing guidelines ,   * Focus on therapies depending on accompanying diagnostics,normal
MRK,Merck & Company Inc,20110712,Gilead kickstarts patent pool for AIDS drugs ,LONDON Gilead Sciences  the leading maker of HIV drugs  is to share intellectual property rights on its medicines in a patent pool designed to make treatments more widely available to the poor.,normal
MET,MetLife Inc,20110712,New York probes Bank of America $8.5 billion mortgage pact ,NEW YORK New York's attorney general is investigating Bank of America Corp's  $8.5 billion settlement with investors over losses in mortgage-backed securities  and has sought data from 20 institutional investors that agreed to the accord.,topStory
MET,MetLife Inc,20110712,UPDATE 3-NY probes Bank of America $8.5 bln mortgage pact , * Letters sent to BlackRock  MetLife  Pimco  (Rewrites first two paragraphs  adds details and byline),normal
MS,Morgan Stanley,20110712,Electronic Arts buying PopCap Games for up to $1.3 billion ,NEW YORK Electronic Arts Inc   the video game publisher  is buying PopCap Games in a deal worth up to $1.3 billion as it tries to ramp up its social and casual games portfolio and better compete with Zynga Inc.,topStory
MS,Morgan Stanley,20110712,UPDATE 5-Electronic Arts buying PopCap Games for up to $1.3 bln , * EA paying $750 mln upfront  more in performance targets,normal
MS,Morgan Stanley,20110712,Bharti mobile phone tower eyes $1 billion IPO: report ,LONDON India's largest cellular carrier Bharti Airtel  is considering raising up to $1 billion through an initial public offering (IPO) of its mobile tower arm Bharti Infratel  the Financial Times said on Wednesday.,normal
MS,Morgan Stanley,20110712,Bharti mobile phone tower eyes $1 bln IPO - FT , LONDON  July 13 India's largest cellular carrier Bharti Airtel  is considering raising up to $1 billion through an initial public offering (IPO) of its mobile tower arm Bharti Infratel  the Financial Times said on Wednesday.,normal
MS,Morgan Stanley,20110712,US SEC official concerned over Morgan Stanley deal , WASHINGTON  July 12 SEC Commissioner Luis Aguilar dissented on Tuesday from the agency's $25 000 settlement with a former Morgan Stanley  trader  saying the fine was inadequate and failed to address what he called the "intentional nature of her conduct.",normal
MS,Morgan Stanley,20110712,Watchdog eyes standards to beef up broker audits ,NEW YORK Auditors would have to step up scrutiny of the way U.S. broker-dealers handle customer funds under proposed standards meant to prevent a repeat of the Bernard Madoff Ponzi scheme.,normal
MS,Morgan Stanley,20110712,US watchdog eyes standards to beef up broker audits , NEW YORK  July 12 Auditors would have to step up scrutiny of the way U.S. broker-dealers handle customer funds under proposed standards meant to prevent a repeat of the Bernard Madoff Ponzi scheme.,normal
MS,Morgan Stanley,20110712,UBS hires Morgan Stanley Smith Barney executive , * UBS nabs MSSB brokerage executive for Santa Rosa office,normal
NCR,NCR Corporation,20110712,US SMALL/MIDCAPS-Stocks flat after 2-day drop; tech weighs , NEW YORK  July 12 Mid- and smallcap stocks were little changed on Tuesday as investors paused after two days of heavy selling to search for market direction.,topStory
NCR,NCR Corporation,20110712,PRESS DIGEST - Wall Street Journal - July 12 , July 12 The following were the top stories in The Wall Street Journal on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
NEM,Newmont Mining Corporation,20110712,Dealtalk: European Goldfields an M&A target after permit award ,LONDON The award of a much-delayed mining permit that will turn European Goldfields  into Europe's largest primary gold producer could also make it a prime takeover target  in a sector where players are scrambling for growth.,topStory
NEM,Newmont Mining Corporation,20110712,DEALTALK-European Goldfields an M&A target after permit award , LONDON  July 12 The award of a much-delayed mining permit that will turn European Goldfields  into Europe's largest primary gold producer could also make it a prime takeover target  in a sector where players are scrambling for growth.,normal
NVS,Novartis AG,20110712,UPDATE 1-Novartis eyes international board listing in China-sources , * Novartis has consulted Chinese government on IPO-sources,topStory
NVS,Novartis AG,20110712,Novartis eyes international board listing in China-sources , SHANGHAI  July 12 Swiss drugmaker Novartis AG   is considering a possible initial public offering in China  joining a growing list of multinationals interested in selling yuan-denominated shares in Shanghai  two people with knowledge of the situation said.,normal
P,Pandora Media Inc,20110712,Pandora fails to reassure on music royalties ,SAN FRANCISCO Shares of Pandora Media Inc  dropped nearly 4 percent on Tuesday after the online radio company said it will not renegotiate fees paid to music companies until 2014  offering little comfort to investors worried about hefty royalty charges.,topStory
BTU,Peabody Energy Corporation,20110712,PRESS DIGEST-Australian Business News - July 13 , Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
BTU,Peabody Energy Corporation,20110712,US STOCKS-Futures bounce off lows but point to weak Wall St , * Futures off: Dow 17 pts  S&P 3.4 pts  Nasdaq 3 pts,normal
BTU,Peabody Energy Corporation,20110712,US STOCKS-Wall St set to tumble as global markets roiled , * Futures off: Dow 111 pts  S&P 15.1 pts  Nasdaq 19.75 pts,normal
BTU,Peabody Energy Corporation,20110712,US STOCKS-Wall St set to slump as global markets roiled , * Futures off: Dow 84 pts  S&P 12.6 pts  Nasdaq 19.25 pts,normal
BTU,Peabody Energy Corporation,20110712,Australia's New Hope unlikely to bid for Macarthur Coal - source , MELBOURNE  July 12 Australia's New Hope Corp  is unlikely to enter a bidding war for Macarthur Coal    a source with direct knowledge said on Tuesday.,normal
PBA,Pembina Pipeline Corp,20110712,CANADA STOCKS-TSX may open down; euro zone fears hit commodities , TORONTO  July 12 Toronto's main stock index looked set to open sharply lower on Tuesday as deepening euro zone crisis made investors wary of committing more cash to riskier assets  dragging equities and commodities lower.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110712,PDVSA seeks to audit Brazil refinery plan-report , * Petrobras  PDVSA first agreed to refinery plan in 2006,topStory
PFE,Pfizer Inc,20110712,FDA proposes targeted drug testing guidelines ,WASHINGTON Targeted drugs or therapies up for U.S. regulatory approval would have to be reviewed simultaneously with the diagnostic devices they rely on  according to a proposed policy issued on Tuesday.,topStory
PFE,Pfizer Inc,20110712,US FDA proposes targeted drug testing guidelines ,   * Focus on therapies depending on accompanying diagnostics,normal
PFE,Pfizer Inc,20110712,Groups convince FDA to ease Alzheimer's trial rules ,CHICAGO Academic and industry experts said on Tuesday they have convinced U.S. regulators to ease safety restrictions imposed on clinical trials of Alzheimer's drugs  a move that could improve the chances that a drug being developed jointly by Pfizer and Johnson & Johnson might succeed.,normal
PFE,Pfizer Inc,20110712,RPT-Groups convince FDA to ease Alzheimer's trial rules , * Groups say new guidelines may make drug trials easier,normal
PFE,Pfizer Inc,20110712,Gilead kickstarts patent pool for AIDS drugs ,LONDON Gilead Sciences  the leading maker of HIV drugs  is to share intellectual property rights on its medicines in a patent pool designed to make treatments more widely available to the poor.,normal
PFE,Pfizer Inc,20110712,Groups convince FDA to ease Alzheimer's trial rules , CHICAGO  July 12 Academic and industry experts said on Tuesday they have convinced U.S. regulators to ease safety restrictions imposed on clinical trials of Alzheimer's drugs  a move that could improve the chances that a drug being developed jointly by Pfizer  and Johnson & Johnson  might succeed.,normal
PKX,POSCO,20110712,REFILE-Tough India green policy seen softening under new minister , NEW DELHI  July 12 India's new environment minister is likely to be more flexible towards industry to help power Asia's third-largest economy  although a complete turnaround in tighter enforcement of green policies pursued by her maverick predecessor is ruled out.,topStory
PKX,POSCO,20110712,Tough India green policy seen softening under new minister ,NEW DELHI India's new environment minister is likely to be more flexible toward industry to help power Asia's third-largest economy  although a complete turnaround in tighter enforcement of green policies pursued by her maverick predecessor is ruled out.,normal
PKX,POSCO,20110712,POSCO mulls spinoff of stainless steel unit - report , SEOUL  July 12 South Korea's POSCO  is considering a spinoff of its stainless steel business  which is suffering from profit deterioration and rising prices for key ingredient nickel  a newspaper reported on Tuesday.,normal
PG,Procter & Gamble Company (The),20110712,PRESS DIGEST - New York Times business news - July 12 , July 12 The following were the top stories in The New York Times business pages on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
RTN,Raytheon Company,20110712,Analysis: Electronic warfare moves to frontline ,BANGALORE As the United States draws down troops in Afghanistan and Iraq and cuts back on defense spending  its reliance on technology will only rise  benefiting a clutch of companies specializing in intelligence gathering  surveillance and reconnaissance.,topStory
SOL,Renesola Ltd,20110712,Trina Solar audit committee chief resigns; stock drops ,LOS ANGELES Trina Solar Ltd said the chairman of its audit committee had resigned from its board  sending the Chinese solar company's shares down more than 11 percent.,topStory
SOL,Renesola Ltd,20110712,UPDATE 2-Trina audit committee chief resigns; stock drops , * Option volume 7.8 times greater than average  (Adds details on Mak  analyst quote),normal
SOL,Renesola Ltd,20110712,ReneSola cuts outlook amid solar selloff ,BANGALORE ReneSola Ltd  a China-based solar wafer producer  joined a slew of companies in cutting its quarterly revenue and gross profit margin view  as lower subsidies in major European markets weigh on sales and prices.,normal
SOL,Renesola Ltd,20110712,UPDATE 3-ReneSola cuts outlook amid solar selloff , * Lowers revenue  gross profit margin outlook on price declines,normal
RIO,Rio Tinto Plc,20110712,Australia's ERA Q2 uranium output falls 84 pct qtr/qtr , SYDNEY  July 13 Australian uranium miner Energy Resources of Australia on Wednesday reported an 84 percent drop in second-quarter production compared to three months earlier  blaming voluntary interruptions in production earlier in the due to safety concerns over flooding.,topStory
RAD,Rite Aid Corporation,20110712,Dahlman Rose bullish on value retail ,Bangalore Discount retailing is likely to stay popular with consumers  who remain pressured by high unemployment  rising prices  low wage growth and a difficult housing market  Dahlman Rose & Co said  starting Wal-Mart Stores Inc  and Target Corp  with a "buy" rating.,topStory
RY,Royal Bank Of Canada,20110712,MOVES-RBC Wealth Management  Horsley Bridge Partners , July 12 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
RY,Royal Bank Of Canada,20110712,CANADA STOCKS-TSX flat in choppy trade; euro zone  RIM eyed , * RIM to hold shareholder meeting later in day  (Adds details),normal
RBS,Royal Bank Scotland plc (The),20110712,Standard Chartered says UK bank reform plan could backfire , LONDON  July 12 British proposals to make banks less crisis-prone would have the opposite effect  making some lenders more vulnerable and piling extra costs onto the UK economy  Asia-focused bank Standard Chartered said on Tuesday.,topStory
SSL,Sasol Ltd,20110712,UPDATE 1-S.Africa steel sector mulls new deal to end strike , (Adds quotes  details)	 * Original demands for 13 pct rise  employers offer 7 pct,topStory
CKH,SEACOR Holdings Inc,20110712,AssetCo in offer talks with Arcapita  two others - sources , BANGALORE  July 12 AssetCo Plc   the struggling owner of London's fire engines  is in advanced stages of offer talks with Bahrain-based Islamic investment firm Arcapita   two people familiar with the matter said.,topStory
SKX,Skechers USA Inc,20110712,Wolverine World Wide profit  margin disappoint; shares sink ,BANGALORE Wolverine World Wide Inc  reported its narrowest quarterly beat in six quarters as rising costs took a toll on margins  sending the shoemaker's shares down as much as 15 percent on Tuesday.,topStory
SNE,Sony Corp Ord,20110712,REFILE-UPDATE 1-Sony India sees sales growth slowing to 35 pct this fiscal year , * Expects inflation  interest rates to crimp demand in India,topStory
SNE,Sony Corp Ord,20110712,Sony India sees FY12 sales growth slowing to 35 percent ,MUMBAI Sony India  a unit of Japan's Sony Corp   expects sales growth in the current financial year to slow down by nearly a quarter from a year earlier as stubbornly high inflation and rising interest rates dent demand  a top official said.,normal
SNE,Sony Corp Ord,20110712,Sony India sees annual sales growth slowing to 35 pct , MUMBAI  July 12 Sony India  a unit of Japan's Sony Corp   expects sales growth in the current financial year to slow down to 35 percent compared with a 46 percent rise a year ago  a top official told reporters on Tuesday.,normal
S,Sprint Corporation,20110712,Sprint subpoenaed by 9 states over AT&T's T-Mobile bid ,BANGALORE Sprint Nextel  has received subpoenas from nine states in connection with antitrust reviews of AT&T's  proposed $39 billion purchase of T-Mobile USA  according to a Sprint letter posted on the Federal Communications Commission (FCC) website.,topStory
S,Sprint Corporation,20110712,Sprint subpoenaed by 9 states over AT&T's T-Mobile bid , BANGALORE  July 12 U.S. telecom firm Sprint Nextel has received subpoenas from nine states in connection with antitrust reviews of AT&T's proposed $39 billion purchase of T-Mobile USA  according to a Sprint letter posted on the Federal Communications Commission (FCC) website.,normal
STT,State Street Corporation,20110712,UK Pension trustees should query Murdoch vote - Pirc , * Aviva  Baillie Gifford  L&G and Co-op challenged election,topStory
STO,Statoil ASA,20110712,Statoil eyes bigger Snoehvit LNG plant in 2018 , OSLO  July 12 Norway's Statoil is considering building a second processing train at its liquefied natural gas (LNG) plant in the Arctic in 2018 to treat gas from recent discoveries in the Barents Sea.,topStory
SU,Suncor Energy  Inc,20110712,RPT-Canada crude-Heavy discount shrinks on steady demand , CALGARY  Alberta  July 12 Canadian heavy oil prices have climbed against a backdrop of steady demand with the restart of refinery capacity that had been down for maintenance  industry sources said on Tuesday.,topStory
SUN,Sunoco LP,20110712,US Cash Products-Gasoline weakens despite refinery woes , * Colonial Line 2 Cycle 41 allocation hits NY ULSD market,topStory
SUN,Sunoco LP,20110712,US Cash Products-Gasoline weakens despite refinery woes , * Colonial Line 2 Cycle 41 allocation hits NY ULSD market,normal
SVU,SuperValu Inc,20110712,U.S. appeals court upholds grocers labor ruling , NEW YORK  July 12 A U.S. appeals court ruled against Safeway  and other large supermarket chains in a dispute with the state of California  saying that a revenue-sharing agreement during a labor strike was not exempt from anti-competition laws.,topStory
SVU,SuperValu Inc,20110712,Dahlman Rose bullish on value retail ,Bangalore Discount retailing is likely to stay popular with consumers  who remain pressured by high unemployment  rising prices  low wage growth and a difficult housing market  Dahlman Rose & Co said  starting Wal-Mart Stores Inc  and Target Corp  with a "buy" rating.,normal
SYY,Sysco Corporation,20110712,Dahlman Rose bullish on value retail ,Bangalore Discount retailing is likely to stay popular with consumers  who remain pressured by high unemployment  rising prices  low wage growth and a difficult housing market  Dahlman Rose & Co said  starting Wal-Mart Stores Inc  and Target Corp  with a "buy" rating.,topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110712,WRAPUP 2-Semiconductor worries fester after warnings , * Shares fall on sector worries  (Adds detail on KLA-Tencor  updates stock prices),topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110712,WRAPUP 1-Semiconductor worries fester after warnings , SAN FRANCISCO  July 12 Chip manufacturing equipment maker Applied Materials Inc  said tough economic conditions are hurting demand  adding to semiconductor worries after warnings by Novellus Systems Inc  and Microchip Technology Inc .,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110712,UPDATE 2-Applied Materials warns of tough economies , * Stock down 3.3 percent  (Adds quote  details on outlook  other chip companies  byline),normal
TTM,Tata Motors Ltd,20110712,Toyota looks to gain momentum in India with low-cost Etios , OYAMA-CHO  Japan/MUMBAI  July 12 Toyota Motor  said orders for the made-for-India Etios model were easily outpacing its targets so far  providing momentum in the fast-emerging market where the dominance of Maruti Suzuki India  remains largely unchallenged.,topStory
BX,The Blackstone Group LP,20110712,UPDATE 1-Ex-TPG exec Weijian raises $1.7 bln in Asia fund , * Fund expected to raise total of $2.5 bln in next few months,topStory
BX,The Blackstone Group LP,20110712,Weijian Shan's PAG Cap raises $1.7 bln for pan-Asia fund , HONG KONG  July 12 Former top TPG Capital LP  executive Weijian Shan has raised more than $1.7 billion under his new PAG Capital Asia private equity fund just months after the formal launch  underlining the attraction of investing in China with a known dealmaker.,normal
SCHW,The Charles Schwab Corporation,20110712,Investors worn out climbing wall of worry ,NEW YORK Like kids on a road trip  investors keep asking: are we there yet?,topStory
SCHW,The Charles Schwab Corporation,20110712,RPT-UPDATE 1-Investors worn out climbing wall of worry , (Adds sourcing for mutual fund flows; in second paragraph clarifies that the recession was declared over  but that investors remain fearful),normal
SCHW,The Charles Schwab Corporation,20110712,Investors getting worn out climbing wall of worry , NEW YORK  July 12 Like kids on a road trip  investors keep asking: are we there yet?,normal
TWX,Time Warner Inc,20110712,Vivendi  Discovery among possible TVN buyers-sources , * News Corp  Warner  Bertelsmann also among possible buyers,topStory
TOT,Total SA,20110712,Statoil eyes bigger Snoehvit LNG plant in 2018 , OSLO  July 12 Norway's Statoil is considering building a second processing train at its liquefied natural gas (LNG) plant in the Arctic in 2018 to treat gas from recent discoveries in the Barents Sea.,topStory
TM,Toyota Motor Corp Ltd Ord,20110712,Pandora fails to reassure on music royalties ,SAN FRANCISCO Shares of Pandora Media Inc  dropped nearly 4 percent on Tuesday after the online radio company said it will not renegotiate fees paid to music companies until 2014  offering little comfort to investors worried about hefty royalty charges.,topStory
TM,Toyota Motor Corp Ltd Ord,20110712,Toyota looks to gain momentum in India with low-cost Etios , OYAMA-CHO  Japan/MUMBAI  July 12 Toyota Motor  said orders for the made-for-India Etios model were easily outpacing its targets so far  providing momentum in the fast-emerging market where the dominance of Maruti Suzuki India  remains largely unchallenged.,normal
TRP,TransCanada Corporation,20110712,RPT-Canada crude-Heavy discount shrinks on steady demand , CALGARY  Alberta  July 12 Canadian heavy oil prices have climbed against a backdrop of steady demand with the restart of refinery capacity that had been down for maintenance  industry sources said on Tuesday.,topStory
TREX,Trex Company Inc,20110712,Trex cuts Q2 revenue outlook  cites bad weather ,Bangalore Building products maker Trex Co Inc  cut its second-quarter revenue outlook significantly  blaming poor weather and unfavorable macroeconomic environment.,topStory
UBS,UBS AG,20110712,UBS hires Morgan Stanley brokerage executive Mallon ,NEW YORK The U.S. brokerage arm of UBS  said it hired Morgan Stanley Smith Barney brokerage executive Jon Mallon to manage its Santa Rosa  California  branch and help attract and advise high-net-worth customers from affluent towns north of San Francisco.,topStory
UBS,UBS AG,20110712,UBS hires Morgan Stanley Smith Barney executive , * UBS nabs MSSB brokerage executive for Santa Rosa office,normal
UBS,UBS AG,20110712,US muni board could increase derivatives oversight , WASHINGTON  July 12 The board that writes the rules for the U.S. municipal bond market could soon ratchet up oversight of the sale of derivatives at the heart of a massive fraud scandal  the board's executive director said on Tuesday.,normal
UBS,UBS AG,20110712,UBS  C.Suisse to announce new job cuts: report ,ZURICH Swiss banks UBS  and Credit Suisse  are set to announce thousands of fresh job cuts as they face falling trading volumes and rising costs  a newspaper reported on Tuesday.,normal
UBS,UBS AG,20110712,UBS  C.Suisse to announce new job cuts -paper , ZURICH  July 12 Swiss banks UBS   and Credit Suisse are set to announce thousands of job cuts as they face falling trading volumes and rising costs given the strong Swiss franc  a newspaper reported on Tuesday.,normal
UN,Unilever NV,20110712,UPDATE 1-Novartis eyes international board listing in China-sources , * Novartis has consulted Chinese government on IPO-sources,topStory
UN,Unilever NV,20110712,Novartis eyes international board listing in China-sources , SHANGHAI  July 12 Swiss drugmaker Novartis AG   is considering a possible initial public offering in China  joining a growing list of multinationals interested in selling yuan-denominated shares in Shanghai  two people with knowledge of the situation said.,normal
UL,Unilever PLC,20110712,UPDATE 1-Novartis eyes international board listing in China-sources , * Novartis has consulted Chinese government on IPO-sources,topStory
UL,Unilever PLC,20110712,Novartis eyes international board listing in China-sources , SHANGHAI  July 12 Swiss drugmaker Novartis AG   is considering a possible initial public offering in China  joining a growing list of multinationals interested in selling yuan-denominated shares in Shanghai  two people with knowledge of the situation said.,normal
UPS,United Parcel Service Inc,20110712,Obama holding lunch mtg with business execs on jobs , WASHINGTON  July 12 President Barack Obama was holding a lunch meeting on Tuesday with four business leaders to discuss ideas for growing the economy and creating jobs  the White House said.,topStory
VALE,VALE SA,20110712,STXNEWS LATAM-Brazil financial  steel shares push Bovespa down , Brazilian stocks fell on Tuesday for the sixth straight day  led by financial  energy and steel shares. The main Bovespa stock index  shed 0.2 percent to 60 090.86 -- just shy of the pshychologically-important 60 000-point mark. The last time the Bovespa traded below such level was on May 25  2010.,topStory
VR,Validus Holdings Ltd,20110712,UPDATE 1-Validus tops Allied World's bid for Transatlantic , July 12 Validus Holdings Ltd  made a rival bid to acquire reinsurer Transatlantic Holdings Inc  for about $3.5 billion in cash and stock  topping Allied World Assurance Co Holdings's  all-stock offer.,topStory
VZ,Verizon Communications Inc,20110712,Regulators combat unauthorized phone bill fees ,WASHINGTON Telephone companies would have to make third-party charges on landline phone bills clear and distinct to help people detect unauthorized fees under rules proposed on Tuesday by communications regulators.,topStory
VZ,Verizon Communications Inc,20110712,US regulators combat unauthorized phone bill fees , * Companies would have to make third-party charges clear,normal
VZA,Verizon Communications Inc,20110712,Regulators combat unauthorized phone bill fees ,WASHINGTON Telephone companies would have to make third-party charges on landline phone bills clear and distinct to help people detect unauthorized fees under rules proposed on Tuesday by communications regulators.,topStory
VZA,Verizon Communications Inc,20110712,US regulators combat unauthorized phone bill fees , * Companies would have to make third-party charges clear,normal
V,Visa Inc,20110712,EU wants to track cash in terrorism probes , * Data privacy cloud U.S. anti-terror efforts in Europe,topStory
WMT,Wal-Mart Stores Inc,20110712,Analysis: Wal-Mart ruling no knock-out blow for class actions ,NEW YORK The end of the road for a class-action discrimination lawsuit brought by female employees of Wal-Mart Stores Inc has not spelled doom for employment lawsuits facing other big U.S. companies.,topStory
WMT,Wal-Mart Stores Inc,20110712,Casino set for showdown with Brazilian partner ,LONDON/PARIS Brazilian tycoon Abilio Diniz is set for a showdown in Paris with French retailer Casino  on Tuesday as his plans to merge their Brazilian venture with Casino's arch-rival Carrefour  appear to lie in tatters.,normal
WMT,Wal-Mart Stores Inc,20110712,UPDATE 1-S.Africa's Massmart wants 100 pct of The Fruitspot , JOHANNESBURG  July 12 South African discount chain store Massmart   majority controlled by U.S. giant retailer Wal-Mart   is looking to take over fruit and vegetable supplier The Fruitspot  a spokesman said on Tuesday.,normal
WMT,Wal-Mart Stores Inc,20110712,SAfrica's Massmart eyes fresh produce supplier-paper , JOHANNESBURG  July 12 South Africa's Massmart  is looking to buy a local fresh produce supplier just weeks after its own acquisition by U.S. retail giant Wal-Mart    Business Day reported on Tuesday  citing a spokesman.,normal
WFC,Wells Fargo & Company,20110712,BRIEF-Moody's Downgrades Wells Fargo's Servicer Rating as a Master Servicer to SQ1- ,July 13  2011 (Reuters)--Moody's Downgrades Wells Fargo's Servicer Rating as a Master Servicer to SQ1-,topStory
WFC,Wells Fargo & Company,20110712,Watchdog eyes standards to beef up broker audits ,NEW YORK Auditors would have to step up scrutiny of the way U.S. broker-dealers handle customer funds under proposed standards meant to prevent a repeat of the Bernard Madoff Ponzi scheme.,normal
WFC,Wells Fargo & Company,20110712,US watchdog eyes standards to beef up broker audits , NEW YORK  July 12 Auditors would have to step up scrutiny of the way U.S. broker-dealers handle customer funds under proposed standards meant to prevent a repeat of the Bernard Madoff Ponzi scheme.,normal
WFC,Wells Fargo & Company,20110712,S&P says Dodd-Frank doesn't end "too big to fail" , * Power designed to remove idea some firms too big to fail,normal
WIT,Wipro Limited,20110712,UPDATE 4-Infosys cautious on outlook after Q1 disappoints , * Q1 profit 17.22 bln rupees vs 17.29 bln rupees in Reuters poll,topStory
WIT,Wipro Limited,20110712,India's Infosys maintains FY12 revenue forecast , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter   maintained its revenue forecast for the year to March 2012  after reporting a 15.4 percent rise in first-quarter net profit.,normal
