AVAV,AeroVironment Inc,20110923,Drone makers seek out new targets ,Almost a century after the first pilot-less plane was test launched from the back of a truck in the English village of Upavon  unmanned aircraft vehicles (UAV)  or drones  are smarter  more lethal ... and seeking new growth drivers.,topStory
GE,General Electric Company,20110923,UPDATE 1-Thomson Reuters sells risk unit to Vista , LONDON  Sept 23     Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
GE,General Electric Company,20110923,Thomson Reuters sells risk unit to Vista Equity Partners , LONDON  Sept 23 Thomson Reuters said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
GIS,General Mills Inc,20110923,UPDATE 3-RESEARCH ALERT-Stifel cuts PepsiCo to 'hold' ,   * Cuts EPS estimates as N. Amer drinks unit view worsens,topStory
GIS,General Mills Inc,20110923,How to play it: Don't be a volatility ostrich ,THE ISSUE: Since the beginning of August  the Dow industrial average has had nine days with 300-point-plus losses. In the entire year before it  there were only two. How can investors manage in such a period of high volatility?,normal
GIS,General Mills Inc,20110923,RPT-CORRECTED-US STOCKS-Wall St rises in volatile session , (Repeats to additional subscribers; fixes second bullet point),normal
GIS,General Mills Inc,20110923,CORRECTED - US STOCKS-Wall St rises in volatile session , * Consumer staples fall  weighed by food and beverage co's,normal
GM,General Motors Company,20110923,UAW and Ford lay groundwork as contract talks deepen ,DETROIT United Auto Workers and Ford Motor Co officials on Friday were setting the stage for financial talks next week that workers expect to yield a deal that will be richer than one with General Motors Co.,topStory
GM,General Motors Company,20110923,UPDATE 1-UAW  Ford lay groundwork as contract talks deepen ,   * 'High level financial discussions' Monday at Ford-UAW,normal
GM,General Motors Company,20110923,UAW President to address union  Ford negotiators ,DETROIT United Auto Workers President Bob King is expected to address union and Ford Motor Co officials on Friday in the final stages of negotiating a new labor deal that workers expect to be richer than the one just reached with General Motors Co.,normal
GM,General Motors Company,20110923,UAW President to address union  Ford negotiators , * 'High-level financial discussions' expected Monday -UAW,normal
GM,General Motors Company,20110923,PRESS DIGEST - New York Times business news - Sept 23 , Sept 23 The following were the top stories on The New York Times business pages on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
GM,General Motors Company,20110923,UPDATE 3-UAW talks with Ford shifting into higher gear , * Workers at Ford expect more generous terms than GM deal,normal
GFI,Gold Fields Limited,20110923,Record prices spur drive to get more "dumped" gold ,BRAKPAN  South Africa The vast majority of South Africa's gold lies deep underground but atop the mine dumps scattered around Johannesburg  you can actually walk on the stuff.,topStory
GFI,Gold Fields Limited,20110923,FEATURE-Record prices spur drive to get more "dumped" gold , BRAKPAN  South Africa  Sept 23 The vast majority of South Africa's gold lies deep underground but atop the mine dumps scattered around Johannesburg  you can actually walk on the stuff.,normal
GG,Goldcorp Inc,20110923,CANADA STOCKS-TSX in bear zone as resources pull it to 2011 low ,   * TSX falls 99.64 points  or 0.86 percent  at 11 462.87,topStory
GG,Goldcorp Inc,20110923,CANADA STOCKS-TSX in bear zone as resources pull it to 2011 low , * Eight of 10 sectors higher; materials  energy weigh  (Updates to close  adds analyst's comment  details),normal
GG,Goldcorp Inc,20110923,CANADA STOCKS-Commodities drive TSX to 2011 low  bear territory , TORONTO  Sept 23 Toronto's main stock index hit its lowest level since July  2010 on Friday  pushing the market into bear territory  as investors sold riskier assets on growing fears of a Greek debt default and global recession.,normal
GS,Goldman Sachs Group Inc (The),20110923,UPDATE 2-Puerto Rico picks finalists to privatize airport , SAN JUAN  Sept 23 Puerto Rico officials on Friday chose six consortia to bid for a long-term concession to run the San Juan airport in what the officials hope will be a privatization deal worth $1 billion or more.,topStory
GS,Goldman Sachs Group Inc (The),20110923,BofA CDS costs rise after record high Thursday close ,NEW YORK The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
GS,Goldman Sachs Group Inc (The),20110923,UPDATE 1-BofA CDS costs rise after record high Thurs close , NEW YORK  Sept 23 The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
GS,Goldman Sachs Group Inc (The),20110923,Samsung Card picks GS  JPMorgan for Everland stake sale: sources ,SEOUL Samsung Card  has hired Goldman Sachs  and JP Morgan  to sell its 20.64 percent stake in unlisted Samsung Everland  sources with knowledge of the matter said  in a deal valued at about $1 billion.,normal
GS,Goldman Sachs Group Inc (The),20110923,RPT-DEALS-JPMorgan takes top spot in U.S. league tables , NEW YORK  Sept 22 Chris Ventresca  JPMorgan Chase's  co-head of North American M&A  still remembers the banker he worked for on his first deal as a young associate back in 1994.,normal
GS,Goldman Sachs Group Inc (The),20110923,UPDATE 1-Samsung Card picks GS  JP Morgan for Everland stake sale -sources , * Samsung Card appoint GS  JP Morgan for the Everland stake sale,normal
GS,Goldman Sachs Group Inc (The),20110923,Regulators flex muscles on China's shadowy trusts , * "Shadow banking" industry at about 8.5 trln yuan - Nomura,normal
GS,Goldman Sachs Group Inc (The),20110923,PRESS DIGEST - Wall Street Journal - Sept 23 , Sept 23 The following were the top stories in The Wall Street Journal on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
GS,Goldman Sachs Group Inc (The),20110923,UPDATE 1-China's XCMG cuts HK share offering to $1 bln - IFR , * Market slump takes toll on Hong Kong listings   (Adds details  background),normal
GS,Goldman Sachs Group Inc (The),20110923,Samsung Card picks GS  JP Morgan for Everland stake sale -sources , SEOUL  Sept 23 Samsung Card has hired Goldman Sachs and JP Morgan to advise it on plans to sell its stake in Samsung Everland  sources with knowledge of the matter said.,normal
TV,Grupo Televisa SA,20110923,DIARY - Mexico and Central America - to Oct 14 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST     PREV ----------------------------------------------------------------SEP23 0800/1300  unemployment        s/a   Aug            5.30 pct SEP26 0800/1300  trade balance             Aug SEP28 0800/13,topStory
HES,Hess Corporation,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
HES,Hess Corporation,20110923,Special Report: How to win business in Libya ,BENGHAZI  Libya In August  as rebels fought forces loyal to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
HES,Hess Corporation,20110923,Libyan oil flows  foreign workers wait ,BREGA  Libya  Sept 23 - Scribbled in blue marker in Arabic on the walls of Brega oil terminal of Brega is a message meant to cheer returning workers: "Gaddafi is gone and the place has been checked.",normal
HES,Hess Corporation,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
HES,Hess Corporation,20110923,Exxon expanding Utica shale footprint ,Exxon Mobil Corp continues to acquire acreage in the Utica shale in Ohio  as the oil and gas major moves to capitalize on what is thought to be one of the biggest sources of crude oil in the United States.,normal
HES,Hess Corporation,20110923,Exxon expanding Utica shale footprint , Sept 22 Exxon Mobil Corp  continues to acquire acreage in the Utica shale in Ohio  as the oil and gas major moves to capitalize on what is thought to be one of the biggest sources of crude oil in the United States.,normal
HNI,HNI Corporation,20110923,US SMALL/MIDCAPS-Industrials rebound  help drive gains , NEW YORK  Sept 23 Small- and mid-capitalization stocks edged higher  on Friday  as investors snapped up beaten-down industrial shares.,topStory
HMC,Honda Motor Company Ltd,20110923,UPDATE 1-Ford sees better sales  wary about economy , DEARBORN  Mich  Sept 23 U.S. auto industry sales in September are running slightly ahead of the pace seen through the first eight months of the year  but Ford Motor Co  remains wary of the weak economy  the automaker's U.S. sales analyst said on Friday.,topStory
HPQ,HP Inc,20110923,Wall Street stabilizes after disastrous week ,NEW YORK The Dow Jones industrial average on Friday suffered its worst week since the depths of the financial crisis in 2008  stung by severe anxiety over Europe's spiraling debt crisis and a warning from the Federal Reserved about the U.S. economy. | Video ,topStory
HPQ,HP Inc,20110923,Amazon expected to unveil tablet next week ,Amazon.com Inc  which revolutionized reading with its Kindle e-reader  is expected to unveil a tablet computer next week that analysts say will seriously challenge Apple's market dominating iPad.,normal
HPQ,HP Inc,20110923,UPDATE 2-Amazon expected to unveil tablet next week , Sept 23 Amazon.com Inc   which revolutionized reading with its Kindle e-reader  is expected to unveil a tablet computer next week that analysts say will seriously challenge Apple's  market dominating iPad.,normal
HPQ,HP Inc,20110923,US STOCKS-Wall Street stabilizes after disastrous week , * Suggestion for help for European banks stops bleeding,normal
HPQ,HP Inc,20110923,US STOCKS-Wall Street edges higher in seesaw session , * Indexes: Dow flat  S&P up 0.4 pct  Nasdaq up 0.8 pct,normal
HPQ,HP Inc,20110923,RPT-CORRECTED-US STOCKS-Wall St rises in volatile session , (Repeats to additional subscribers; fixes second bullet point),normal
HPQ,HP Inc,20110923,CORRECTED - US STOCKS-Wall St rises in volatile session , * Consumer staples fall  weighed by food and beverage co's,normal
HPQ,HP Inc,20110923,HP names Whitman CEO  Apotheker out ,SAN FRANCISCO Hewlett-Packard Co named former eBay Inc Chief Executive Meg Whitman its president and CEO  replacing the harshly criticized Leo Apotheker in a bid to restore investor confidence in the iconic Silicon Valley company. | Video ,normal
HPQ,HP Inc,20110923,US STOCKS-Wall St edges up in volatile trade  Europe weighs , * Indexes up: Dow 0.1 pct  S&P up 0.5 pct  Nasdaq 0.7 pct,normal
HPQ,HP Inc,20110923,US STOCKS-Wall St to open lower on European woes , * Futures off: S&P 4.4 pts  Dow 39 pts  Nasdaq 8 pts,normal
HSBC,HSBC Holdings plc,20110923,Costly bank hole looms as Greeks mull crisis plans ,LONDON Europe's banks could face a capital shortfall of hundreds of billions of euros if Greece forces them to slash the value of its debt by 50 percent and other troubled euro zone countries like Italy and Ireland follow suit. | Video ,topStory
HSBC,HSBC Holdings plc,20110923,UPDATE 2-Costly bank hole looms as Greeks mull crisis plans , LONDON  Sept 23 Europe's banks could face a capital shortfall of hundreds of billions of euros if Greece forces them to slash the value of its debt by 50 percent and other troubled euro zone countries like Italy and Ireland follow suit.,normal
HSBC,HSBC Holdings plc,20110923,Dim Sum fever cools on currency moves , HONG KONG  Sept 23 (IFR) - The extreme volatility in global financial markets finally weighed on the offshore yuan bond market this week as Malaysia's Khazanah Nasional was forced to delay its Dim Sum debut.,normal
HSBC,HSBC Holdings plc,20110923,Job axe swings across Asia banking sector; more to come , HONG KONG/MUMBAI Sept 23 Firings are picking up pace at foreign banks across Asia  with industry professionals and headhunters saying more rounds are set to come.,normal
HSBC,HSBC Holdings plc,20110923,UPDATE 1-China's XCMG cuts HK share offering to $1 bln - IFR , * Market slump takes toll on Hong Kong listings   (Adds details  background),normal
HSEA,HSBC Holdings plc,20110923,Costly bank hole looms as Greeks mull crisis plans ,LONDON Europe's banks could face a capital shortfall of hundreds of billions of euros if Greece forces them to slash the value of its debt by 50 percent and other troubled euro zone countries like Italy and Ireland follow suit. | Video ,topStory
HSEA,HSBC Holdings plc,20110923,UPDATE 2-Costly bank hole looms as Greeks mull crisis plans , LONDON  Sept 23 Europe's banks could face a capital shortfall of hundreds of billions of euros if Greece forces them to slash the value of its debt by 50 percent and other troubled euro zone countries like Italy and Ireland follow suit.,normal
HSEA,HSBC Holdings plc,20110923,Dim Sum fever cools on currency moves , HONG KONG  Sept 23 (IFR) - The extreme volatility in global financial markets finally weighed on the offshore yuan bond market this week as Malaysia's Khazanah Nasional was forced to delay its Dim Sum debut.,normal
HSEA,HSBC Holdings plc,20110923,Job axe swings across Asia banking sector; more to come , HONG KONG/MUMBAI Sept 23 Firings are picking up pace at foreign banks across Asia  with industry professionals and headhunters saying more rounds are set to come.,normal
HSEA,HSBC Holdings plc,20110923,UPDATE 1-China's XCMG cuts HK share offering to $1 bln - IFR , * Market slump takes toll on Hong Kong listings   (Adds details  background),normal
HSEB,HSBC Holdings plc,20110923,Costly bank hole looms as Greeks mull crisis plans ,LONDON Europe's banks could face a capital shortfall of hundreds of billions of euros if Greece forces them to slash the value of its debt by 50 percent and other troubled euro zone countries like Italy and Ireland follow suit. | Video ,topStory
HSEB,HSBC Holdings plc,20110923,UPDATE 2-Costly bank hole looms as Greeks mull crisis plans , LONDON  Sept 23 Europe's banks could face a capital shortfall of hundreds of billions of euros if Greece forces them to slash the value of its debt by 50 percent and other troubled euro zone countries like Italy and Ireland follow suit.,normal
HSEB,HSBC Holdings plc,20110923,Dim Sum fever cools on currency moves , HONG KONG  Sept 23 (IFR) - The extreme volatility in global financial markets finally weighed on the offshore yuan bond market this week as Malaysia's Khazanah Nasional was forced to delay its Dim Sum debut.,normal
HSEB,HSBC Holdings plc,20110923,Job axe swings across Asia banking sector; more to come , HONG KONG/MUMBAI Sept 23 Firings are picking up pace at foreign banks across Asia  with industry professionals and headhunters saying more rounds are set to come.,normal
HSEB,HSBC Holdings plc,20110923,UPDATE 1-China's XCMG cuts HK share offering to $1 bln - IFR , * Market slump takes toll on Hong Kong listings   (Adds details  background),normal
HUM,Humana Inc,20110923,UPDATE 1-Humana buys MD Care to expand California presence , Sept 23 Health insurer Humana Inc  agreed to acquire privately held MD Care for an undisclosed amount on Friday to expand its Medicare plans for the elderly in California.,topStory
INFY,Infosys Limited,20110923,DEALTALK-Queuing for CoreLogic: one sale or several? , Sept 23 At least seven firms  mainly private equity  have shown interest in data and analytics company CoreLogic Inc   attracted by its growth businesses and relatively cheap valuations.,topStory
ICE,Intercontinental Exchange Inc,20110923,UPDATE 2-London Metal Exchange considers takeover approaches , * Approach in 2008 valued LME at 800 mln pounds   (Adds comment/detail),topStory
IBM,International Business Machines Corporation,20110923,DEALTALK-Queuing for CoreLogic: one sale or several? , Sept 23 At least seven firms  mainly private equity  have shown interest in data and analytics company CoreLogic Inc   attracted by its growth businesses and relatively cheap valuations.,topStory
IVZ,Invesco Plc,20110923,FACTBOX-BofA races to sell assets , Sept 23 Bank of America Corp's   push to shed assets and build its capital base is in high gear.,topStory
ITUB,Itau Unibanco Banco Holding SA,20110923,STXNEWS LATAM-Brazil bank employees to strike as of Sept. 27 , Bank industry workers for the metropolitan area of Sao Paulo said they will strike for an undetermined period starting on Sept.r 27  to demand a higher pay rise  according to the union that represents them. SPBancarios  as the union is known  rejected a proposal by industry group Febraban of a 0.37 percent pay raise on top of trailing 12-month inflation.,topStory
JPM,J P Morgan Chase & Co,20110923,BofA CDS costs rise after record high Thursday close ,NEW YORK The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,topStory
JPM,J P Morgan Chase & Co,20110923,UPDATE 1-BofA CDS costs rise after record high Thurs close , NEW YORK  Sept 23 The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
JPM,J P Morgan Chase & Co,20110923,Samsung Card picks GS  JPMorgan for Everland stake sale: sources ,SEOUL Samsung Card  has hired Goldman Sachs  and JP Morgan  to sell its 20.64 percent stake in unlisted Samsung Everland  sources with knowledge of the matter said  in a deal valued at about $1 billion.,normal
JPM,J P Morgan Chase & Co,20110923,RPT-DEALS-JPMorgan takes top spot in U.S. league tables , NEW YORK  Sept 22 Chris Ventresca  JPMorgan Chase's  co-head of North American M&A  still remembers the banker he worked for on his first deal as a young associate back in 1994.,normal
JPM,J P Morgan Chase & Co,20110923,UPDATE 1-Samsung Card picks GS  JP Morgan for Everland stake sale -sources , * Samsung Card appoint GS  JP Morgan for the Everland stake sale,normal
JPM,J P Morgan Chase & Co,20110923,PRESS DIGEST - Wall Street Journal - Sept 23 , Sept 23 The following were the top stories in The Wall Street Journal on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
JPM,J P Morgan Chase & Co,20110923,Samsung Card picks GS  JP Morgan for Everland stake sale -sources , SEOUL  Sept 23 Samsung Card has hired Goldman Sachs and JP Morgan to advise it on plans to sell its stake in Samsung Everland  sources with knowledge of the matter said.,normal
JCP,JC Penney Company Inc Holding Company,20110923,Ackman raises exposure to Penney ,Billionaire investor William Ackman's Pershing Square Capital Management said it entered into a kind of swap that has increased its exposure to department store chain J.C. Penney Co Inc's stock. ,topStory
JCP,JC Penney Company Inc Holding Company,20110923,UPDATE 1-Ackman raises exposure to Penney , Sept 23 Billionaire investor William Ackman's Pershing Square Capital Management said it entered into a kind of swap that has increased its exposure to department store chain J.C. Penney Co Inc's stock. ,normal
JNJ,Johnson & Johnson,20110923,HOW TO PLAY IT: As gold turns to dust  cleaning up portfolios , THE ISSUE: In years past  gold often acted as a safe haven when stocks were falling  and it hit a record in August while equities struggled. Now  however  it's mired in its worst selloff in decades. What does it mean for investors who see gold as a core portfolio holding?,topStory
JNJ,Johnson & Johnson,20110923,J&J recalls Eprex anemia drug from 17 countries , Sept 23 Johnson & Johnson   which has been beset by manufacturing problems and product recalls over the past two years  has recalled thousands of prefilled syringes of its Eprex anemia drug due to inconsistent potency  the diversified healthcare company said.,normal
JNJ,Johnson & Johnson,20110923,U.S. advisers urge FDA to address antipsychotics in kids ,GAITHERSBURG  Maryland U.S. pediatric health advisers on Thursday urged drug regulators to continue studying weight gain and other side-effects of antipsychotic drugs as they are increasingly taken by children.,normal
JNJ,Johnson & Johnson,20110923,UPDATE 2-US advisers urge FDA to address antipsychotics in kids , * Concerns of weight gain  diabetes in kids on medication,normal
KBH,KB Home,20110923,KB Home signals recovery as new orders jump ,KB Home   the fifth-largest homebuilder  saw a 40 percent jump in quarterly orders  suggesting a possible recovery in the housing market after a slump that has lasted half a decade.,topStory
KBH,KB Home,20110923,UPDATE 1-KB Home Q3 loss widens , Sept 23 KB Home   the fifth-largest U.S. homebuilder  posted a wider third-quarter loss as home deliveries fell by nearly a third.,normal
K,Kellogg Company,20110923,UPDATE 3-RESEARCH ALERT-Stifel cuts PepsiCo to 'hold' ,   * Cuts EPS estimates as N. Amer drinks unit view worsens,topStory
KKR,KKR & Co LP,20110923,UPDATE 1-Malaysia's Khazanah in talks to buy Turkey's Acibadem stake-sources , * Deutsche Bank is advising Integrated Healthcare-source,topStory
LEN,Lennar Corporation,20110923,KB Home signals recovery as new orders jump ,KB Home   the fifth-largest homebuilder  saw a 40 percent jump in quarterly orders  suggesting a possible recovery in the housing market after a slump that has lasted half a decade.,topStory
LII,Lennox International Inc,20110923,US SMALL/MIDCAPS-Industrials rebound  help drive gains , NEW YORK  Sept 23 Small- and mid-capitalization stocks edged higher  on Friday  as investors snapped up beaten-down industrial shares.,topStory
LYG,Lloyds Banking Group Plc,20110923,Thomson Reuters sells risk unit to Vista ,LONDON Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,topStory
LYG,Lloyds Banking Group Plc,20110923,UPDATE 1-Thomson Reuters sells risk unit to Vista , LONDON  Sept 23     Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
LYG,Lloyds Banking Group Plc,20110923,Thomson Reuters sells risk unit to Vista Equity Partners , LONDON  Sept 23 Thomson Reuters said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
LMT,Lockheed Martin Corporation,20110923,US commander eyes "interoperable" Japan fighter fleet , WASHINGTON  Sept 23 The head of U.S. military forces in Asia and the Pacific predicted Friday that Japan's choice of a new multibillion-dollar fighter fleet would reflect plans to stay "very complementary" with U.S. air forces.,topStory
LMT,Lockheed Martin Corporation,20110923,Drone makers seek out new targets ,Almost a century after the first pilot-less plane was test launched from the back of a truck in the English village of Upavon  unmanned aircraft vehicles (UAV)  or drones  are smarter  more lethal ... and seeking new growth drivers.,normal
MRO,Marathon Oil Corporation,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
MRO,Marathon Oil Corporation,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
MCD,McDonald&#39;s Corporation,20110923,Dunkin' international president out after 4 months ,Dunkin' Brands Group Inc  said on Friday that Neal Yanofsky is leaving after just four months as its international president.,topStory
MCD,McDonald&#39;s Corporation,20110923,UPDATE 3-Dunkin' international president out after 4 months , * Shares down 0.7 percent  (Adds analyst comment  financial details  updates stock activity),normal
MRK,Merck & Company Inc,20110923,U.S. FDA guidance on biosimilars may be imminent , * Long-awaited rules may pave way for U.S. biosimilar market,topStory
MRK,Merck & Company Inc,20110923,Roche expects $10 billion sales for HDL drug ,NEW YORK The research chief of Roche Holding AG  said the company's experimental drug to raise "good" HDL cholesterol has the potential to generate annual sales of $10 billion and may have advantages over a rival medicine being developed by Merck & Co Inc .,normal
MS,Morgan Stanley,20110923,Thiel puts brand on Merrill with shake-up ,NEW YORK John Thiel has moved out of Sallie Krawcheck's shadow  slashing Merrill Lynch manager jobs and taking steps to more closely align the firm's retail brokers and private bankers.,topStory
MS,Morgan Stanley,20110923,UPDATE 1-Thiel puts brand on Merrill with shake-up , * Upheaval comes as brokers deal with other uncertainties  (Adds comment from Merrill spokeswoman),normal
MS,Morgan Stanley,20110923,Thiel puts his brand on Merrill with shake-up ,NEW YORK John Thiel has moved out of Sallie Krawcheck's shadow  slashing Merrill Lynch manager jobs and taking steps to more closely align the firm's retail brokers and private bankers.,normal
MS,Morgan Stanley,20110923,Thiel puts his brand on Merrill with shake-up , * Upheaval comes as brokers deal with other uncertainties,normal
MS,Morgan Stanley,20110923,Morgan Stanley rallies  analysts defend on France ,Morgan Stanley  shares rallied on Friday  despite continued weakness in global markets  as analysts said that fears about its exposure to French banks were overblown and that the bank was prepared to manage risk.,normal
MS,Morgan Stanley,20110923,UPDATE 2-Morgan Stanley rallies  analysts defend on France , * Brokers  banks also higher  (Updates shares  adds CDS trading  byline),normal
MS,Morgan Stanley,20110923,BofA CDS costs rise after record high Thursday close ,NEW YORK The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
MS,Morgan Stanley,20110923,UPDATE 1-BofA CDS costs rise after record high Thurs close , NEW YORK  Sept 23 The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
MS,Morgan Stanley,20110923,Morgan Stanley rallies as analysts defend on France , Sept 23 Shares of Morgan Stanley  rallied on Friday  despite continued weakness in global markets  as analysts said fears about its exposure to French banks were overblown and that the bank was prepared to manage risk.,normal
MS,Morgan Stanley,20110923,RPT-DEALS-JPMorgan takes top spot in U.S. league tables , NEW YORK  Sept 22 Chris Ventresca  JPMorgan Chase's  co-head of North American M&A  still remembers the banker he worked for on his first deal as a young associate back in 1994.,normal
MOS,Mosaic Company (The),20110923,Exclusive: Yara CEO says open to U.S. fertilizer deal ,NEW YORK The chief executive of Yara International ASA   the world's largest nitrogen fertilizer maker  says he is interested in again trying to buy an American rival.,topStory
MOS,Mosaic Company (The),20110923,Court throws out potash price-fixing lawsuit ,A federal appeals court on Friday threw out a lawsuit brought by purchasers of potash who accused seven major producers of running a global conspiracy to raise the price of the mineral  which is used mainly in fertilizer.,normal
MOS,Mosaic Company (The),20110923,UPDATE 4-U.S. court throws out potash price-fixing lawsuit , * Court: Alleged conspiracy's link to US prices not shown,normal
MOS,Mosaic Company (The),20110923,Mosaic profit misses  pushing shares sharply lower ,Fertilizer producer Mosaic Co  posted a preliminary quarterly profit that fell short of expectations due to higher costs  pushing its shares down more than 4 percent in premarket trading.,normal
MOS,Mosaic Company (The),20110923,UPDATE 3-Mosaic profit misses  pushing shares sharply lower , * Shares drop 4.7 percent in premarket trading  (Adds details of earnings miss  updates shares),normal
NKE,Nike Inc,20110923,US STOCKS-Wall St to open lower on European woes , * Futures off: S&P 4.4 pts  Dow 39 pts  Nasdaq 8 pts,topStory
NKE,Nike Inc,20110923,US STOCKS-Futures fall on Greece  global slowdown concerns , * Futures off: S&P 17.9 pts  Dow 180 pts  Nasdaq 34.25 pts,normal
NKE,Nike Inc,20110923,US STOCKS-Futures off on euro zone  global slowdown concerns , * Futures off: S&P 14.7 pts  Dow 118 pts  Nasdaq 24.5 pts,normal
NKE,Nike Inc,20110923,German stocks - Factors to watch on September 23 , FRANKFURT  Sept 23 The DAX top-30 index  looked set to open 0.3 percent higher on Friday  according to premarket data from brokerage Lang & Schwarz at 0602 GMT.,normal
NKE,Nike Inc,20110923,PRESS DIGEST - New York Times business news - Sept 23 , Sept 23 The following were the top stories on The New York Times business pages on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
NKE,Nike Inc,20110923,Nike sees strong worldwide demand ,Nike Inc  staved off margin pressure in the first quarter with strong revenue and price increases  and said it was confident about its position among peers as it heads toward the winter holidays.,normal
NKE,Nike Inc,20110923,UPDATE 4-Nike sees strong worldwide demand , * Worldwide futures orders for Nike brand up 16 percent,normal
NBL,Noble Energy Inc,20110923,Turkish survey ship sets out for waters off Cyprus , ISTANBUL  Sept 23 A Turkish oil exploration vessel left the Aegean port of Izmir on Friday to carry out surveys off northern Cyprus amid tensions with Greek Cypriots on the divided island over rights to hydrocarbon reserves in the eastern Mediterranean.,topStory
NBL,Noble Energy Inc,20110923,More Cyprus gas exploration maybe in a year-President , NEW YORK  Sept 22 Cypriot President Demetris Christofias said on Thursday the east Mediterranean island nation could open up more gas exploration drilling within a year  a move that likely further antagonizes rival Turkey.,normal
NOC,Northrop Grumman Corporation,20110923,Drone makers seek out new targets ,Almost a century after the first pilot-less plane was test launched from the back of a truck in the English village of Upavon  unmanned aircraft vehicles (UAV)  or drones  are smarter  more lethal ... and seeking new growth drivers.,topStory
NVO,Novo Nordisk A/S,20110923,RPT-EU panel backs Novo Nordisk's Levemir for children , COPENHAGEN  Sept 23 Denmark's Novo Nordisk  said the European Committee for Medicinal Products for Human Use (CHMP) has expressed a positive view on extended use of the company's insulin treatment Levemir (insulin detemir) in children aged two to five years with type 1 diabetes.,topStory
OXY,Occidental Petroleum Corporation,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
OXY,Occidental Petroleum Corporation,20110923,Special Report: How to win business in Libya ,BENGHAZI  Libya In August  as rebels fought forces loyal to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
OXY,Occidental Petroleum Corporation,20110923,Libyan oil flows  foreign workers wait ,BREGA  Libya  Sept 23 - Scribbled in blue marker in Arabic on the walls of Brega oil terminal of Brega is a message meant to cheer returning workers: "Gaddafi is gone and the place has been checked.",normal
OXY,Occidental Petroleum Corporation,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
OCN,Ocwen Financial Corporation,20110923,Home Loan Servicing Solution adds underwriters to IPO , Sept 23 Home Loan Servicing Solutions Ltd filed with U.S. regulators to add underwriters to its proposed initial public offering that could give the residential mortgage servicer a market value of about $285 million.,topStory
IX,Orix Corp Ads,20110923,TEXT-Fitch places ORIX Auto Infrastructure on RWE , (The following statement was released by the rating agency),topStory
