ALGN,Align Technology Inc,20121017,BRIEF-Align Technology shares fall 11.1 pct after the bell following prelim results ,NEW YORK  Oct 17 Align Technology Inc :  * Shares fell 11.1 percent after the bell after it announced preliminary results.,topStory
SWP,Stanley Black & Decker Inc,20121017,Stanley Black & Decker bets on emerging markets ,Stanley Black & Decker Inc   known for its Black & Decker and Dewalt power tools and Stanley security products  is sharpening its focus on emerging markets as economic woes in Europe forced it to cut its full-year earnings outlook.,topStory
SWP,Stanley Black & Decker Inc,20121017,UPDATE 3-Stanley Black & Decker bets on emerging markets ,* Cuts 2012 adjusted earnings/share outlook to about $5.25,normal
SWP,Stanley Black & Decker Inc,20121017,Stanley Black & Decker cuts 2012 adjusted earnings forecast ,Stanley Black & Decker Inc   known for its Black & Decker and Dewalt power tools and Stanley security products  reported a lower third-quarter profit and cut its full-year earnings outlook as margins declined.,normal
SWP,Stanley Black & Decker Inc,20121017,Stanley Black & Decker cuts 2012 adj earnings forecast ,Oct 17 Tool maker Stanley Black & Decker Inc  reported a lower third-quarter profit  hurt by a decline in margins  and cut its full-year earnings outlook.,normal
SYK,Stryker Corporation,20121017,UPDATE 2-Stryker quarterly profit just short of Street estimate ,Oct 17 Orthopedic implant maker Stryker Corp  said third-quarter sales rose just 1 percent on soft pricing and unfavorable foreign currency rates and it now expects lower earnings for the rest of this year and 2013.,topStory
SYK,Stryker Corporation,20121017,Stryker quarterly profit just short of Street estimate ,Orthopedic implant maker Stryker Corp  said third-quarter sales rose just 1 percent on soft pricing and unfavorable foreign currency rates and it now expects lower earnings for the rest of this year and 2013.,normal
SYK,Stryker Corporation,20121017,Stryker third-quarter profit falls just short of Street estimate ,Orthopedic implant maker Stryker Corp  posted third-quarter earnings on Wednesday that missed Wall Street estimates by a penny  as sales rose just 1 percent amid soft pricing and unfavorable foreign currency rates.,normal
SYK,Stryker Corporation,20121017,Stryker 3rd-quarter profit falls just short of Street estimate ,Oct 17 Orthopedic implant maker Stryker Corp  posted third-quarter earnings on Wednesday that missed Wall Street estimates by a penny  as sales rose just 1 percent amid soft pricing and unfavorable foreign currency rates.,normal
TEF,Telefonica SA,20121017,UPDATE 2-Telefonica Germany to benefit from tax credits ,FRANKFURT  Oct 17 Telefonica's German business will pay no tax until 2016 because of certain tax credits  which potentially allow the group to maintain generous dividends and could make its stock market flotation more attractive to investors.,topStory
TEF,Telefonica SA,20121017,Spanish stocks - Factors to watch on Wednesday ,The following Spanish stocks may be affected by newspaper reports and other factors on Wednesday. Reuters has not verified the newspaper reports  and cannot vouch for their accuracy:,normal
TU,TELUS Corporation,20121017,Telus shareholders back share consolidation plan ,TORONTO  Oct 17 Telus Corp said on Wednesday its shareholders have voted in favor of a proposal to exchange the company's non-voting shares for common shares on a one-for-one basis.,topStory
TXT,Textron Inc,20121017,Textron profit misses views; Cessna  military arm weak ,Textron Inc  reported a weaker-than-expected 6.3 percent rise in third-quarter profit  citing weak demand for corporate jets and declines in sales to the military  and the diversified U.S. manufacturer's shares fell more than 5 percent.,topStory
TXT,Textron Inc,20121017,BRIEF-Textron CEO says July and August were "very quiet order months" for Cessna jets  some pickup in September ,BOSTON  Oct 17 Textron Inc :  * CEO says July and August were "very quiet order months" for Cessna jets  some,normal
TXT,Textron Inc,20121017,Textron third-quarter profit shy of Wall Street expectations ,Diversified U.S. manufacturer Textron Inc  reported a weaker-than-expected 6.3 percent rise in profit on weak demand for corporate jets and declines in sales to the military.,normal
TIF,Tiffany & Co,20121017,New Tiffany & Co team to woo wealthiest jewelry clients ,NEW YORK Tiffany & Co is establishing a separate selling unit to cater to wealthy clients around the world who covet its high-end statement jewelry  the company said on Wednesday.,topStory
TIF,Tiffany & Co,20121017,UPDATE 1-New Tiffany & Co team to woo wealthiest jewelry clients ,NEW YORK  Oct 17 Tiffany & Co is establishing a separate selling unit to cater to wealthy clients around the world who covet its high-end statement jewelry  the company said on Wednesday.,normal
TIF,Tiffany & Co,20121017,New Tiffany team to woo wealthiest jewelry clients worldwide ,NEW YORK  Oct 17 Tiffany & Co is establishing a separate selling unit to woo wealthy clients around the world who want its high-end statement jewelry  the company said on Wednesday.,normal
TM,Toyota Motor Corp Ltd Ord,20121017,Toyota shuts S.Africa car plant due to supplier strike ,JOHANNESBURG  Oct 17 Toyota Motor Corp  shut a South African car factory on Wednesday due to a strike at parts suppliers Toyota Boshuku  which makes seats and door panels.,topStory
USB,US Bancorp,20121017,UPDATE 2-U.S. Bancorp deposit growth outpaces loans ,Oct 17 Deposits are growing faster than U.S. Bancorp can find borrowers to take the new money  executives of the bank said on Wednesday after the bank reported higher third-quarter profits.,topStory
USB,US Bancorp,20121017,TEXT-Fitch: U.S. Bancorp's industry leading performance continues ,Oct 17 - U.S. Bancorp (USB) reported third quarter 2012 (3Q'12) net income of $1.47 billion  up 4.2% from the sequential quarter  and which equated to a very strong 1.70% return on assets (ROA) during the quarter  according to Fitch Ratings. Fitch notes that USB's operating performance continues to exceed that of peers  and is reflective of USB's strong ratings (long-term Issuer Default Rating of 'AA-')  which puts USB in a category of some of Fitch's highest rated banks  globally.  USB's earnin,normal
USB,US Bancorp,20121017,TEXT-S&P says U.S. Bancorp ratings unaffected by strong Q3 earnings ,Oct 17 - Standard & Poor's Ratings Services today said its ratings on U.S. Bancorp  (USB; A+/Stable/A-1) are not affected by the company's strong third-quarter earnings  which were within our expectations given the current operating conditions.   The company posted pretax earnings of $2.03 billion  up from $1.94 billion the  previous quarter and $1.74 billion the prior year. We expect earnings to  continue to rise in the fourth quarter  largely because of loan growth   continued strong mortgage ,normal
USB,US Bancorp,20121017,U.S. Bancorp's profit rises on mortgage refinancing ,U.S. Bancorp's  third-quarter profit rose 14 percent as the fifth-largest U.S. commercial bank benefited from a surge in home loan refinancing.,normal
USB,US Bancorp,20121017,CORRECTED-UPDATE 1-U.S. Bancorp's profit rises on mortgage refinancing ,(Corrects paragraph 1 to clarify that profit rose 14 percent  not 16 percent  based on net income for common shareholders),normal
USB,US Bancorp,20121017,CORRECTED-U.S. Bancorp 3rd-quarter profit rises on mortgage refinancing ,(Corrects paragraph 1 to clarify that profit rose 14 percent  not 16 percent  based on net income for common shareholders),normal
USB,US Bancorp,20121017,U.S. Bancorp's profit rises on mortgage refinancing ,U.S. Bancorp's  third-quarter profit rose 16 percent as the fifth-largest U.S. commercial bank benefited from a surge in home loan refinancing.,normal
UNP,Union Pacific Corporation,20121017,Boeing faces union drive at 787 plant in South Carolina ,NORTH CHARLESTON  South Carolina  Oct 17 A union representing machinists and aerospace workers took a step closer to organizing Boeing Co's South Carolina plant this week  holding informational meetings with workers at a hotel near the 787 jet factory in this strongly anti-union state.,topStory
UNH,UnitedHealth Group Incorporated,20121017,BRIEF - Moody's rates UnitedHealth Group senior notes A3 ,Oct 17 Moody's rates UnitedHealth Group  senior notes A3,topStory
UNH,UnitedHealth Group Incorporated,20121017,TEXT-Fitch expects rate UnitedHealth Group planned senior notes ,Oct 17 - Fitch Ratings expects to assign an 'A-' rating to UnitedHealth Group Inc.'s (UNH) proposed issue of senior unsecured notes. The  rating on the planned issuance  which Fitch expects to be comprised of a mix of  3-year  5-year  10-year  and 30-year maturities  is equivalent to the ratings on UNH's existing senior unsecured notes.  A complete list of UNH's ratings follows at the end of this release.  Fitch's understanding is that UNH will use the proceeds of today's planned  issuance to fu,normal
UNH,UnitedHealth Group Incorporated,20121017,TEXT-S&P rates UnitedHealth Group notes 'A' ,Oct 17 - Standard & Poor's Ratings Services said today that it has assigned its 'A' senior unsecured debt ratings to UnitedHealth Group Inc.'s  (NYSE:UNH) planned debt issuance  which the company expects to consist of a mix of three- to 30-year securities.  We expect the company to use the offering proceeds to fund part of its  acquisition of Amil Participacoes S.A. UNH expects the transaction to be  finalized in the first half of 2013. We consider this transaction to be  consistent with UNH's g,normal
UBP,Urstadt Biddle Properties Inc,20121017,New Issue- Urstadt Biddle sells $112.5 mln in shares ,Oct 17 Urstadt Biddle Properties Inc. on Wednesday sold $112.5 million of Series F cumulative redeemable preferred stock  said IFR  a Thomson Reuters service.      The size of the deal was increased from the originally planned $75 million.     BMO was the sole bookrunning manager for the sale.   BORROWER: URSTADT BIDDLE  AMT $112.5 MLN  COUPON 7.125 PCT   MATURITY    PERPETUAL TYPE SHS        ISS PRICE 25       FIRST PAY   01/31/2013 MOODY'S NR      YIELD N/A          SETTLEMENT  10/,topStory
VZ,Verizon Communications Inc,20121017,Verizon unloads $7.5 billion pension burden to Prudential ,Verizon Communications Inc will transfer $7.5 billion in pension obligations to insurer Prudential  removing a quarter of its long-term employee retirement burden with a single upfront payment.,topStory
VZ,Verizon Communications Inc,20121017,UPDATE 2-Verizon unloads $7.5 bln pension burden to Prudential ,* Verizon will add $2.5 bln to plan to maintain funding level,normal
VZ,Verizon Communications Inc,20121017,Verizon to transfer $7.5 bln pension obligations to Prudential ,Oct 17 Verizon Communications Inc said it had agreed that its management pension plan would transfer assets to Prudential Insurance Co. to settle around $7.5 billion of the company's nearly $30 billion outstanding pension obligations.,normal
VZA,Verizon Communications Inc,20121017,Verizon unloads $7.5 billion pension burden to Prudential ,Verizon Communications Inc will transfer $7.5 billion in pension obligations to insurer Prudential  removing a quarter of its long-term employee retirement burden with a single upfront payment.,topStory
VZA,Verizon Communications Inc,20121017,UPDATE 2-Verizon unloads $7.5 bln pension burden to Prudential ,* Verizon will add $2.5 bln to plan to maintain funding level,normal
VZA,Verizon Communications Inc,20121017,Verizon to transfer $7.5 bln pension obligations to Prudential ,Oct 17 Verizon Communications Inc said it had agreed that its management pension plan would transfer assets to Prudential Insurance Co. to settle around $7.5 billion of the company's nearly $30 billion outstanding pension obligations.,normal
V,Visa Inc,20121017,Visa to name new CEO by end of this month - WSJ ,Oct 16 Visa Inc is set to name a new chief executive officer by the end of this month as a successor to current CEO Joseph Saunders  the Wall Street Journal reported  citing sources familiar with the process.,topStory
WTI,W&T Offshore Inc,20121017,BRIEF - Moody's rates W&T Offshore unsecured notes B3 ,Oct 17 Moody's rates W&T Offshore unsecured notes B3,topStory
WTI,W&T Offshore Inc,20121017,TEXT-S&P: W&T Offshore adds to outstanding senior notes ,Oct 17 - Standard & Poor's Ratings Services today said its 'B' senior unsecured rating on W&T Offshore Inc.'s (W&T's) 8.5% senior notes due 2019 is unchanged after the company announced it will seek to add $250 million to the existing $600 million notes outstanding  bringing the total issue amount to $850 million. At the same time  we revised the recovery rating on this debt to '3'  indicating our expectation for meaningful recovery (50% to 70%) in the event of a payment default  from '4' (see l,normal
WCC,WESCO International Inc,20121017,Wesco expands Canadian footprint with $1.16 billion buy ,Electrical products distributor Wesco International Inc  said it will buy rival EECOL Electric Corp for about C$1.14 billion ($1.16 billion) to expand its presence in Canada and South America.,topStory
WCC,WESCO International Inc,20121017,UPDATE 1-Wesco expands Canadian footprint with $1.16 bln buy ,Oct 17 Electrical products distributor Wesco International Inc said it will buy rival EECOL Electric Corp for about C$1.14 billion ($1.16 billion) to expand its presence in Canada and South America.,normal
WCC,WESCO International Inc,20121017,Wesco to buy Canada's EECOL Electric for $1.16 bln ,Oct 17 Electrical products distributor Wesco International Inc said it will buy rival EECOL Electric Corp for about 1.14 billion Canadian dollars ($1.16 billion) to expand its international footprint  particularly in South America.,normal
WMB,Williams Companies Inc (The),20121017,Wolff drives an F1 car with De Villota on her mind ,SILVERSTONE  England Williams development driver Susie Wolff paid tribute to seriously injured Marussia tester Maria De Villota after having her first drive in a Formula One car at a damp Silverstone circuit on Wednesday.,topStory
