AMCX,AMC Networks Inc,20121101,DIARY-NON S&P WEEK AHEAD - Part III ,** For events before Nov. 8 - please click on or .  ** For events before Nov. 6 - please click on or .   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  DATE     GMT/MP  COMPANY NAME AND PERIOD                   SYMBOL     EPS     No.OF   YEAR AGO                                                                     ESTIMATE   EST     EPS 08 Nov    BMO    Q3 2012 Advance Auto Parts                       1.22    18     1.41 08 Nov           Q3 2012 Cam,topStory
F,Ford Motor Company,20121101,UPDATE 3-Storm Sandy knocks US Oct auto sales below estimates ,* US Oct auto sales up 7 pct  best October level since 2007,normal
F,Ford Motor Company,20121101,UPDATE 2-Canada vehicle sales outlook bright after October surge ,Nov 1 Canadian vehicle sales surged 7.8 percent last month in the industry's strongest October ever as consumers sought smaller  fuel-efficient passenger cars while also buying more luxury brands.,normal
F,Ford Motor Company,20121101,TABLE-Top-20 selling vehicles in U.S. in October ,Nov 1 The following are the 20 top-selling vehicles in the U.S. in October of 2012 as reported by the automakers and ranked by total units.        Top 20 selling vehicles in U.S. in October       RANK  VEHICLE                    OCTOBER   LAST YR   % CHNG  1     Ford F-Series P/U           56 497    52 511     +7.6  2     Chevy Silverado-C/K P/U     38 739    36 656     +5.7  3     Toyota Camry                29 926    22 043    +35.8  4     Honda Accord                28 349    22 5,normal
F,Ford Motor Company,20121101,Ford sets succession plan  Mulally staying through 2014 ,Ford Motor Co  promoted long-time executive Mark Fields to chief operating officer as part of a management shuffle announced on Thursday that keeps Alan Mulally as chief executive for at least two more years.,normal
F,Ford Motor Company,20121101,BRIEF-Ford says Sandy cut U.S. October auto sales by 20 000 to 25 000 vehicles ,DETROIT  Nov 1 Ford Motor Co :  * Says storm Sandy cut U.S. October auto sales by 20 000 to 25 000 vehicles  * Says too early to predict impact of sandy on November U.S. auto sales  * Says it expects U.S. October auto sales to be in "high 14 million range" on,normal
F,Ford Motor Company,20121101,Ford executives may reveal CEO succession ,Nov 1 Ford Motor Co's top executives may announce succession plans for CEO and President Alan Mulally at a 9 a.m. EDT (1300 GMT) conference call this morning.,normal
F,Ford Motor Company,20121101,Visteon plans cost cutting as earnings slide ,Auto parts supplier Visteon Corp  said it planned significant new cost-cutting as it reported a nearly two-thirds slide in quarterly profit.,normal
GNRC,Generac Holdlings Inc,20121101,Sandy spending hopes drive rally for recovery companies ,Hurricane Sandy has caused tens of billions of dollars in damage up and down the U.S. East Coast  but the recovery and reconstruction spending that will follow could pump an almost equal amount right back into the economy  driving a rally for some stocks as markets reopened on Wednesday.,topStory
GD,General Dynamics Corporation,20121101,BRIEF-Moody's rates General Dynamics proposed debt A2 ,Nov 1 General Dynamics Corp :  * Moody's assigns a2 ratings to General Dynamics proposed new debt issuance  * Rpt-moody's assigns a2 ratings to general dynamics proposed new debt issuance,topStory
GM,General Motors Company,20121101,Storm Sandy knocks U.S. October auto sales below estimates ,DETROIT Superstorm Sandy's fury caused U.S. auto sales to fall short of expectations in October  but industry executives still see a strong fourth quarter as the housing market improves.,topStory
GM,General Motors Company,20121101,UPDATE 3-Storm Sandy knocks US Oct auto sales below estimates ,* US Oct auto sales up 7 pct  best October level since 2007,normal
GM,General Motors Company,20121101,BRIEF-Half of General Motors auto dealers in New Jersey without power ,DETROIT  Nov 1 General Motors Co :  * Says that about half of its auto dealerships in New Jersey without power  * Says "increasingly likely" that 2012 U.S. auto sales will be nearer 14.5,normal
GGP,GGP Inc,20121101,BRIEF-General Growth Properties says hurricane damage relatively minor ,Nov 1 General Growth Properties Inc :  * CEO says hurricane damage "relatively minor and limited to issues of ceiling,topStory
GSK,GlaxoSmithKline PLC,20121101,BRIEF-GlaxoSmithKline says temporary increase in conversion rate for Human Genome 3 pct notes ,LONDON  Nov 1 GlaxoSmithKline Plc :  * Temporary increase in conversion rate for human genome sciences 3 percent,topStory
GDOT,Green Dot Corporation,20121101,Green Dot adjusted profit tops estimates ,Prepaid card company Green Dot Corp  posted a higher-than-expected adjusted quarterly profit  driven by a rise in card revenue  and it backed its forecast for the year.,topStory
GDOT,Green Dot Corporation,20121101,Green Dot adjusted profit tops estimates ,Nov 1 Prepaid card company Green Dot Corp  posted a higher-than-expected adjusted quarterly profit  driven by a rise in card revenue  and it backed its forecast for the year.,normal
GES,Guess? Inc,20121101,BRIEF-Guess? shares fall 5.8 percent after the bell ,NEW YORK  Nov 1 GUESS? Inc :  * Shares fell 5.8 percent after the bell. It announced the resignation of its chief operating officer.,topStory
HGH,Hartford Financial Services Group Inc (The),20121101,The Hartford profit rises on lower catastrophe losses ,Insurer The Hartford Financial Services Group  reported a rise in third-quarter profit  driven by lower catastrophe losses and improved pricing  but core earnings came in below Wall Street expectations.,topStory
HGH,Hartford Financial Services Group Inc (The),20121101,UPDATE 1-The Hartford profit rises on lower catastrophe losses ,Nov 1 Insurer The Hartford Financial Services Group reported a rise in third-quarter profit  driven by lower catastrophe losses and improved pricing  but core earnings came in below Wall Street expectations.,normal
HGH,Hartford Financial Services Group Inc (The),20121101,The Hartford Financial third-quarter profit rises ,Insurer The Hartford Financial Services Group  reported a surge in third-quarter profit on lower investment losses  but core earnings came in below Wall Street expectations.,normal
HGH,Hartford Financial Services Group Inc (The),20121101,The Hartford Financial 3rd-quarter profit rises ,Nov 1 Insurer The Hartford Financial Services Group reported a surge in third-quarter profit on lower investment losses  but core earnings came in below Wall Street expectations.,normal
HIG,Hartford Financial Services Group Inc (The),20121101,The Hartford profit rises on lower catastrophe losses ,Insurer The Hartford Financial Services Group  reported a rise in third-quarter profit  driven by lower catastrophe losses and improved pricing  but core earnings came in below Wall Street expectations.,topStory
HIG,Hartford Financial Services Group Inc (The),20121101,UPDATE 1-The Hartford profit rises on lower catastrophe losses ,Nov 1 Insurer The Hartford Financial Services Group reported a rise in third-quarter profit  driven by lower catastrophe losses and improved pricing  but core earnings came in below Wall Street expectations.,normal
HIG,Hartford Financial Services Group Inc (The),20121101,The Hartford Financial third-quarter profit rises ,Insurer The Hartford Financial Services Group  reported a surge in third-quarter profit on lower investment losses  but core earnings came in below Wall Street expectations.,normal
HIG,Hartford Financial Services Group Inc (The),20121101,The Hartford Financial 3rd-quarter profit rises ,Nov 1 Insurer The Hartford Financial Services Group reported a surge in third-quarter profit on lower investment losses  but core earnings came in below Wall Street expectations.,normal
HSY,Hershey Company (The),20121101,Hershey sued for information on use of child labor in cocoa supplies ,The Hershey Co  should turn over records that could reveal the leading U.S. chocolate maker violated federal child trafficking laws by using cocoa from West Africa  according to a lawsuit filed by a public pension fund.,topStory
HSY,Hershey Company (The),20121101,Hershey sued for info on use of child labor in cocoa supplies ,* African cocoa sector uses forced labor  children -study,normal
HTZ,Hertz Global Holdings Inc,20121101,Dollar Thrifty raises lower-end of FY profit forecast ,Dollar Thrifty Automotive Group  reported better-than-expected quarterly results  helped by increased car rental demand  and raised the lower end of its full-year earnings forecast.,topStory
HTZ,Hertz Global Holdings Inc,20121101,UPDATE 1-Dollar Thrifty raises lower-end of FY profit forecast ,Nov 1 Dollar Thrifty Automotive Group  reported better-than-expected quarterly results  helped by increased car rental demand  and raised the lower end of its full-year earnings forecast.,normal
HTZ,Hertz Global Holdings Inc,20121101,Hertz 3rd-qtr profit beats estimates on strong travel demand ,Car rental company Hertz Global Holdings Inc  which is trying to buy rival Dollar Thrifty Automotive Group Inc  reported a better-than-expected quarterly profit.,normal
HES,Hess Corporation,20121101,Hess Port Reading still down  restarts South Jersey terminal ,NEW YORK  Nov 1 Hess Corp said on Thursday its 70 000 barrel per day refinery in Port Reading  New Jersey  remains offline and without power  and it gave no estimate when it expected power back.,topStory
HMC,Honda Motor Company Ltd,20121101,TABLE-Top-20 selling vehicles in U.S. in October ,Nov 1 The following are the 20 top-selling vehicles in the U.S. in October of 2012 as reported by the automakers and ranked by total units.        Top 20 selling vehicles in U.S. in October       RANK  VEHICLE                    OCTOBER   LAST YR   % CHNG  1     Ford F-Series P/U           56 497    52 511     +7.6  2     Chevy Silverado-C/K P/U     38 739    36 656     +5.7  3     Toyota Camry                29 926    22 043    +35.8  4     Honda Accord                28 349    22 5,topStory
HMC,Honda Motor Company Ltd,20121101,Honda invests $200 million  adds 200 jobs at Ohio plants ,Honda Motor Co will add 200 jobs and spend $200 million to upgrade two of its automotive plants in Ohio  the company announced on Thursday.,normal
HMC,Honda Motor Company Ltd,20121101,Honda invests $200 million  adds 200 jobs at Ohio plants ,Nov 1 Honda Motor Co will add 200 jobs and spend $200 million to upgrade two of its automotive plants in Ohio  the company announced on Thursday.,normal
HSBC,HSBC Holdings plc,20121101,Fast-finishing Scott joins Oosthuizen in China lead ,SHENZHEN  China Adam Scott will be making the headlines for all the right reasons after the Australian produced a spectacular finish to earn a share of the first-round lead at the WGC-HSBC Champions Tournament on Thursday.,topStory
HSEA,HSBC Holdings plc,20121101,Fast-finishing Scott joins Oosthuizen in China lead ,SHENZHEN  China Adam Scott will be making the headlines for all the right reasons after the Australian produced a spectacular finish to earn a share of the first-round lead at the WGC-HSBC Champions Tournament on Thursday.,topStory
HSEB,HSBC Holdings plc,20121101,Fast-finishing Scott joins Oosthuizen in China lead ,SHENZHEN  China Adam Scott will be making the headlines for all the right reasons after the Australian produced a spectacular finish to earn a share of the first-round lead at the WGC-HSBC Champions Tournament on Thursday.,topStory
IVZ,Invesco Plc,20121101,Money manager Invesco's quarterly profit up 2 percent ,Money manager Invesco Ltd  said its third-quarter profit rose 2 percent as customers added almost $12 billion to the firm's funds.,topStory
IVZ,Invesco Plc,20121101,UPDATE 2-Money manager Invesco's quarterly profit up 2 percent ,* Earned adjusted 42 cents a share  just below analysts' estimate,normal
IVZ,Invesco Plc,20121101,Money manager Invesco's quarterly profit rises two percent ,Money manager Invesco Ltd  said its third-quarter profit rose 2 percent as customers added almost $12 billion to the firm's funds.,normal
IVZ,Invesco Plc,20121101,Money manager Invesco has 2 percent third-quarter profit rise ,Nov 1 Money manager Invesco Ltd said its third-quarter profit rose 2 percent as customers added almost $12 billion to the firm's funds.,normal
ICL,Israel Chemicals Shs,20121101,Potash Corp  ICL deal not under consideration: Finance Ministry ,TEL AVIV A possible acquisition of Israel Chemicals (ICL)  by Canada's Potash Corp  is not currently under consideration due to the Finance Ministry's "professional reservation".,topStory
ICL,Israel Chemicals Shs,20121101,UPDATE 1-Potash Corp  ICL deal not under consideration -FinMin ,TEL AVIV  Nov 1 A possible acquisition of Israel Chemicals (ICL) by Canada's Potash Corp is not currently under consideration due to the Finance Ministry's "professional reservation".,normal
ICL,Israel Chemicals Shs,20121101,Potash Corp  Israel Chem deal not under consideration -FinMin ,TEL AVIV  Nov 1 A possible acquisition of Israel Chemicals (ICL) by Canada's Potash Corp is not currently under consideration due to a "professional reservation" by the Finance Ministry.,normal
ICL,Israel Chemicals Shs,20121101,PRESS DIGEST - Financial Times - Nov 1 ,British Prime Minister David Cameron came under pressure to act tough on the European Union budget after losing a parliamentary vote on Wednesday.,normal
JPM,J P Morgan Chase & Co,20121101,Big banks waive fees in Hurricane Sandy aftermath ,NEW YORK Major U.S. banks  including Bank of America Corp.  JP Morgan Chase & Co.  Wells Fargo & Co. and Citigroup  are waiving customer fees in states hit by superstorm Sandy  and in some cases are extending the period in which waivers are in effect  as communities struggle to recover.,topStory
JPM,J P Morgan Chase & Co,20121101,Big banks waive fees in Hurricane Sandy aftermath ,NEW YORK  Nov 1 Major U.S. banks  including Bank of America Corp.  JP Morgan Chase & Co.  Wells Fargo & Co. and Citigroup  are waiving customer fees in states hit by superstorm Sandy  and in some cases are extending the period in which waivers are in effect  as communities struggle to recover.,normal
JPM,J P Morgan Chase & Co,20121101,JPMorgan sees mortgage expenses nearing normal in 2014 or 2015 ,JPMorgan Chase & Co's  mortgage servicing and default expenses should fall each quarter but won't return to more normalized levels until 2014 or perhaps 2015  the bank's co-chief operating officer said on Thursday.,normal
JPM,J P Morgan Chase & Co,20121101,JPMorgan sees mortgage expenses nearing normal in 2014 or 2015 ,Nov 1 JPMorgan Chase & Co's mortgage servicing and default expenses should fall each quarter but won't return to more normalized levels until 2014 or perhaps 2015  the bank's co-chief operating officer said on Thursday.,normal
JPM,J P Morgan Chase & Co,20121101,BRIEF-JPMorgan Chase COO frank bisignano sees harp volume trending down ,Nov 1 JPMorgan Chase & Co :  * COO frank bisignano sees harp volume trending down  * Bisignano: JPMorgan can grow market share in mortgage  * Bisignano: JPMorgan sees correspondent lending as a growth opportunity  * Bisignano: JPMorgan considering selling off deeply delinquent mortgage loans  * Bisignano: quarterly servicing expenses could fall to $300-350 million in,normal
K,Kellogg Company,20121101,Kellogg profit rises  keeps outlook ,Kellogg Co  reported higher-than-expected quarterly profit on Thursday as strong performance in its Pringles business offset costs related to a recall last month of Mini-Wheats.,topStory
K,Kellogg Company,20121101,UPDATE 3-Kellogg profit rises  keeps outlook ,Nov 1 Kellogg Co reported higher-than-expected quarterly profit on Thursday as strong performance in its Pringles business offset costs related to a recall last month of Mini-Wheats.,normal
K,Kellogg Company,20121101,Kellogg profit rises ,Nov 1 Kellogg Co reported higher quarterly profit on Thursday  helped by strong performance in its Pringles business.,normal
KMI,Kinder Morgan Inc,20121101,UPDATE 1- Kinder Morgan ready to restart New York harbor terminals ,NEW YORK  Nov 1 Kinder Morgan Energy Partners  said on Thursday it will resume shipping from its New York and New Jersey terminals in the next day or two  after the company brought in generators to power pumps and other equipment.,topStory
KMI,Kinder Morgan Inc,20121101,Some natgas shut on Kinder natgas pipeline due to maintenance ,NEW YORK  Nov 1 Kinder Morgan Inc's  Southern Natural Gas Pipeline declared a force majeure on Oct. 30 for planned maintenance that will last about a month and will take up to 220 million cubic feet per day of gas offline during the period.,normal
KGC,Kinross Gold Corporation,20121101,REFILE-Kinross Gold hires new financial chief ,Oct 31 Kinross Gold Corp said on Wednesday it has hired a new chief financial officer just three months after replacing its chief executive officer.,topStory
KSS,Kohl&#39;s Corporation,20121101,Obama  Romney go back on attack as campaign hits final stretch ,GREEN BAY  Wisconsin President Barack Obama and Republican Mitt Romney went back on the attack on Thursday  breaking a storm-induced campaign truce to hit the road and pound home their closing messages in the final stretch of a tight battle for the White House. | Video ,topStory
LLL,L3 Technologies Inc,20121101,L-3 Communications posts lower profit  sales ,Nov 1 Defense contractor L-3 Communications Holdings posted a lower quarterly profit on Thursday as sales eased.,topStory
LVS,Las Vegas Sands Corp,20121101,Las Vegas Sands post lower-than-expected earnings ,LOS ANGELES Las Vegas Sands Corp   owned by billionaire Sheldon Adelson  on Thursday posted lower earnings amid challenges at its Singapore operations and higher costs for properties in Macau.,topStory
LVS,Las Vegas Sands Corp,20121101,UPDATE 2-Las Vegas Sands post lower-than-expected earnings ,* Q3 net slips to $349.8 mln; rev up 12.5 pct at $2.7 bln,normal
LVS,Las Vegas Sands Corp,20121101,Las Vegas Sands post lower than expected earnings ,LOS ANGELES Las Vegas Sands Corp   owned by billionaire Sheldon Adelson  on Thursday posted lower earnings  which fell short of expectations  amid challenges at its Singapore operations and slowing growth in Macau.,normal
LYG,Lloyds Banking Group Plc,20121101,UPDATE 5-Mis-sold loan insurance costs Lloyds another 1 bln stg ,* Lloyds Q3 pretax loss 144 mln stg vs 607 mln loss year before,topStory
LYG,Lloyds Banking Group Plc,20121101,Mis-sold loan insurance costs Lloyds another 1 billion pounds ,LONDON Lloyds Banking Group  took another 1 billion pound ($1.6 billion) hit to compensate customers mis-sold loan insurance  taking its charge for the scandal to 5.3 billion and dragging it to a third-quarter loss.,normal
LYG,Lloyds Banking Group Plc,20121101,BRIEF-Lloyds shares up 3.5 pct on drop in bad debts ,LONDON  Nov 1 Lloyds Banking Group PLC :  * Shares up 3.5 percent after drop in Q3 bad debts  cuts guidance on 2012,normal
LYG,Lloyds Banking Group Plc,20121101,BRIEF-Lloyds says will have greater confidence on PPI costs in March ,LONDON  Nov 1 Lloyds Banking Group PLC :  * Fd says will have a higher degree of confidence of likely cost of ppi in,normal
LYG,Lloyds Banking Group Plc,20121101,Lloyds dragged to Q3 loss after 1 bln stg PPI hit ,LONDON  Nov 1 Lloyds Banking Group took another 1 billion pound ($1.6 billion) hit to compensate UK customers mis-sold loan insurance  taking its charge for the scandal to 5.3 billion pounds and dragging it to third quarter loss.,normal
LYG,Lloyds Banking Group Plc,20121101,UK's Lloyds to reveal hike in PPI compensation costs ,LONDON  Nov 1 Lloyds Banking Group is expected to say the cost of compensating customers mis-sold loan insurance will be far higher than previously thought when it reports third-quarter results on Thursday.,normal
M,Macy&#39;s Inc,20121101,BRIEF-Macy's shares up 2.6 percent in premarket trading ,NEW YORK  Nov 1 Macy's Inc :  * Shares up 2.6 percent in premarket trading,topStory
MPC,Marathon Petroleum Corporation,20121101,Marathon Petroleum sees distillate demand up in 2013 ,Refiner Marathon Petroleum Corp  expects U.S. distillate demand to rise by 3.7 percent in 2013 -- including exports -- and the company aims to increase distillate yields at its Louisiana refinery to reap the benefits  Chief Executive Gary Heminger told analysts on Thursday.,topStory
MPC,Marathon Petroleum Corporation,20121101,UPDATE 3-Marathon Petroleum sees distillate demand up in 2013 ,* CEO expects 3.7 pct increase in distillate demand in 2013,normal
MPC,Marathon Petroleum Corporation,20121101,BRIEF-Marathon Petroleum distillate exports reached 112 000 bpd in 3q  up from 73 000 bpd a year ago-CEO ,HOUSTON  Nov 1 Marathon Petroleum Corp :  * Distillate exports reached 112 000 bpd in 3q  up from 73 000 bpd a year,normal
MPC,Marathon Petroleum Corporation,20121101,Marathon Petroleum profit jumps after asset sale ,Marathon Petroleum Corp   which recently agreed to pay $2.5 billion for BP Plc's  Texas City refining complex  reported on Thursday an 8 percent jump in quarterly profit  due in part to the sale of assets in Minnesota earlier this year.,normal
MPC,Marathon Petroleum Corporation,20121101,Marathon Petroleum profit jumps after asset sale ,Nov 1 Marathon Petroleum Corp  which recently agreed to pay $2.5 billion for BP Plc's Texas City refining complex  reported on Thursday an 8 percent jump in quarterly profit  due in part to the sale of assets in Minnesota earlier this year.,normal
MA,Mastercard Incorporated,20121101,Hundreds of U.S. retailers balk at $7.2 billion card-fee pact ,NEW YORK Nearly 1 200 retailers said on Thursday they will urge a federal judge to reject a proposed $7.2 billion settlement between merchants and Visa Inc  and Mastercard Inc  over credit card fees  calling it an "unacceptable" proposal that would strip away stores' legal rights.,topStory
MA,Mastercard Incorporated,20121101,Visa  MasterCard profits rise with card use ,Increased consumer spending and card use worldwide drove quarterly profits higher for Visa Inc  and MasterCard Inc   according to new financial reports from the two payments companies.,normal
MA,Mastercard Incorporated,20121101,WRAPUP 1-Visa  MasterCard profits rise with card use ,Oct 31 Increased consumer spending and card use worldwide drove quarterly profits higher for Visa Inc and MasterCard Inc   according to new financial reports from the two payments companies.,normal
MCO,Moody&#39;s Corporation,20121101,BRIEF-Moody's affirms Aa1 rating of Delaware State Housing Authority Senior Single-Family Mortgage Revenue Bonds and affirms A3 rating of Subordinated Single-Family Mortgage Revenue Bonds ,Nov 2 (Reuters) -Moody's affirms Aa1 rating of Delaware State Housing Authority Senior Single-Family Mortgage Revenue Bonds and affirms A3 rating of Subordinated Single-Family Mortgage Revenue Bonds,topStory
MCO,Moody&#39;s Corporation,20121101,BRIEF-Moody's assigns underlying Aa3 rating to Snohomish County S.D. no. 4 (Lake Stevens)  WA unlimited tax G.O. bonds ,Nov 2 Moody's assigns underlying Aa3 rating to Snohomish County S.D. no. 4 (Lake Stevens)  WA unlimited tax G.O. bonds,normal
MCO,Moody&#39;s Corporation,20121101,BRIEF-Moody's assigns A3 underlying rating to City of Trenton's (NJ) $ 25.2 million General Obligation Refunding Bonds  2012 A and B; Series A also receives A1 enhanced rating and Series B also receives Aa3 enhanced rating ,Nov 2 Moody's assigns A3 underlying rating to City of Trenton's (NJ) $ 25.2 million General Obligation Refunding Bonds  2012 A and B; Series A also receives A1 enhanced rating and Series B also receives Aa3 enhanced rating,normal
MCO,Moody&#39;s Corporation,20121101,BRIEF-Moody's assigns initial Aa3 rating to Webster County's (IA) $1.3 million GO Capital Loan Notes  Series 2012 ,Nov 2 Moody's assigns initial Aa3 rating to Webster County's (IA) $1.3 million GO Capital Loan Notes  Series 2012,normal
MCO,Moody&#39;s Corporation,20121101,BRIEF-Moody's assigns Aa3 rating to the City of Texas City (TX) General Obligation Refunding Bonds  Series 2012 ,Nov 2 Moody's assigns Aa3 rating to the City of Texas City (TX) General Obligation Refunding Bonds  Series 2012,normal
MCO,Moody&#39;s Corporation,20121101,BRIEF-Moody's: Disney  Lucasfilms deal is positive for Hasbro ,Nov 1 Hasbro Inc :  * Moody's: disney acquisition of lucasfilms is positive for Hasbro though its rating and outlook are unchanged.,normal
MCO,Moody&#39;s Corporation,20121101,BRIEF - Moody's cuts Smile Brands corporate family rating ,Nov 1 Moody's cuts Smile Brands corporate family rating to B3 from B2,normal
MCO,Moody&#39;s Corporation,20121101,BRIEF-Moody's: Disney's A2 rating unaffectedby Lucasfilm deal ,Nov 1 Walt Disney Co :  * Moody's says that disney's a2 senior unsecured rating is not impacted by its,normal
MCO,Moody&#39;s Corporation,20121101,Moody's says Sandy will test municipalities' liquidity ,NEW YORK Massive storm Sandy might put strains on the liquidity of some municipalities facing unbudgeted costs related to clean-up and repairs  Moody's rating agency said on Thursday.,normal
MCO,Moody&#39;s Corporation,20121101,Moody's says Sandy will test municipalities' liquidity ,NEW YORK  Nov 1 Massive storm Sandy might put strains on the liquidity of some municipalities facing unbudgeted costs related to clean-up and repairs  Moody's rating agency said on Thursday.,normal
NGG,National Grid Transco PLC,20121101,TEXT-Fitch affirms National Grid at 'BBB'  outlook stable ,Nov 1 - Fitch Ratings has affirmed National Grid plc's NG) Long-term Issuer Default Rating (IDR) at 'BBB' and its subsidiaries  National Grid Electricity Transmission plc (NGET)  National Grid Gas plc (NGG)  and National Grid Gas Holdings plc (NGGH  NGG's parent)  at 'A-'. The Outlooks are Stable. A full list of the rating actions is at the end of this comment.  The affirmations reflect the low business risk of NG's regulated activities in the UK and the US  supportive regulations in its service,topStory
SID,National Steel Company,20121101,Brazil's CSN pledges capex discipline as uncertainty soars ,SAO PAULO  Nov 1 Cia Siderúrgica Nacional SA  pledges to execute capital expenditures with discipline to counter increased global economic uncertainty  executives said in a conference call on Thursday.,topStory
NYT,New York Times Company (The),20121101,Ford retains Mulally through 2014  continues CEO search ,Ford Motor Co  said Alan Mulally has agreed to stay on as chief executive for at least two more years  giving the No. 2 U.S. automaker more time to gauge potential successors -- or keep Mulally on longer if needed.,topStory
NYT,New York Times Company (The),20121101,PRESS DIGEST-New York Times business news - Nov 1 ,Nov 1 The following are the top stories on the New York Times business pages on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
NEM,Newmont Mining Corporation,20121101,Newmont Mining profit drops as Indonesia output plunges ,Newmont Mining Corp   the world's second-largest gold producer  reported a 26 percent drop in quarterly profit as production at its giant Indonesian copper and gold mine plummeted and costs rose.,topStory
NEM,Newmont Mining Corporation,20121101,CORRECTED-UPDATE 1-Newmont Mining profit drops as Indonesia output plunges ,(Corrects production figures at the Indonesian mine in paragraph 2),normal
NEM,Newmont Mining Corporation,20121101,UPDATE 2-Newmont Mining profit drops as Indonesia output plunges ,Nov 1 Newmont Mining Corp  the world's second-largest gold producer  reported a lower-than-expected quarterly profit after a steep fall in production and a sharp rise in costs at its big Batu Hijau copper and gold mine in Indonesia.,normal
NEM,Newmont Mining Corporation,20121101,Newmont Mining profit drops on higher costs ,Nov 1 Newmont Mining Corp  the world's second-largest gold producer  reported a 26 percent drop in quarterly profit as production at its Indonesian mine fell and operating costs rose.,normal
JWN,Nordstrom Inc,20121101,BRIEF-Nordstrom says store closures due to sandy may have an unfavorable impact on November sales ,CHICAGO  Nov 1 Nordstrom Inc :  * Says store closures due to sandy may have an unfavorable impact on November,topStory
NAN,Nuveen New York Quality Municipal Income Fund,20121101,BRIEF-Moody's Assigns Aa1 ratings to Variable Rate MuniFund Term Preferred Shares issued by three Nuveen closed-end funds ,Nov 2 Moody's Assigns Aa1 ratings to Variable Rate MuniFund Term Preferred Shares issued by three Nuveen closed-end funds,topStory
ORI,Old Republic International Corporation,20121101,TEXT-Fitch keeps Old Republic International rating watch negative ,Nov 1 - Fitch Ratings maintains a Rating Watch Negative on Old Republic International Corporation (ORI) and its insurance subsidiaries. A complete list of ratings follows at the end of this release.  This rating action reflects Fitch's ongoing concern surrounding the possibility of an acceleration of ORI's outstanding debt (related to a potential future breach of a subsidiary collateral covenant)  as well as uncertainty as to ORI's ability to fund an acceleration should one occur. ORI's debt is ,topStory
OSG,Overseas Shipholding Group Inc,20121101,Shipowners seek shelter as tanker firm OSG warns of bankruptcy ,Nov 1 Overseas Shipholding Group Inc's  warning that it may file for bankruptcy protection has companies that lease ships to the world's No. 2 tanker operator scrambling to find alternative customers and writing down the value of their OSG contracts.,topStory
PNR,Pentair plc,20121101,Pentair profit tops Wall Street forecasts ,Pentair Ltd  reported a higher-than-expected profit on Thursday in a report that does not yet include results from the Tyco International Ltd  flow control business  which merged with the company last month.,topStory
PNR,Pentair plc,20121101,UPDATE 2-Pentair profit tops Wall Street forecasts ,* Third-quarter profit ex items $0.64  1 cent ahead of forecasts,normal
PNR,Pentair plc,20121101,Pentair profit tops Wall Street forecasts ,Pentair Ltd  reported a higher-than-expected profit on Thursday in a report that does not yet include results from the Tyco International  flow control business  which merged with the company last month.,normal
PNR,Pentair plc,20121101,Pentair posts lower third-quarter profit ,NEW YORK  Nov 1 Pentair Ltd reported lower quarterly sales and net profit on Thursday in a report that does not yet include results from the Tyco flow control business  which merged with Pentair last month.,normal
PFE,Pfizer Inc,20121101,US STOCKS-Wall St jumps on strong consumer and jobs data ,* Private-sector U.S. hiring at fastest pace in 8 months - ADP,topStory
PFE,Pfizer Inc,20121101,US STOCKS-Wall St rallies on strong consumer and jobs data ,* Private-sector U.S. hiring at fastest pace in 8 months -ADP,normal
PFE,Pfizer Inc,20121101,US STOCKS-Wall St gains 1 pct on strong consumer and job data ,* Private-sector U.S. hiring at fastest pace in 8 months -ADP,normal
PFE,Pfizer Inc,20121101,Pfizer sales weak on vaccine  emerging markets slump ,Pfizer Inc on Thursday posted quarterly revenue well below Wall Street expectations  as sales of the pharmaceutical company's Prevnar pediatric vaccine disappointed and emerging market revenue dropped sharply.,normal
PFE,Pfizer Inc,20121101,UPDATE 4-Pfizer sales weak on vaccine  emerging markets slump ,Nov 1 Pfizer Inc on Thursday posted quarterly revenue well below Wall Street expectations  as sales of the pharmaceutical company's Prevnar pediatric vaccine disappointed and emerging market revenue dropped sharply.,normal
PFE,Pfizer Inc,20121101,US STOCKS-Wall St rallies on strong job market and consumer data ,NEW YORK  Nov 1 U.S. stocks shot higher on Thursday  boosted by bullish job market and consumer confidence data as trading continued to return to normal following storm Sandy's devastating sweep through the U.S. North East.,normal
PFE,Pfizer Inc,20121101,BRIEF-Pfizer says to make "go or no go" decision by March 2013 on Remoxy ,Nov 1 Pfizer Inc :  * Says to make "go or no go" decision by March 2013 on whether to renew marketing application for Remoxy pain medicine  * Says its decision on drug  partnered with Pain Therapeutics   will,normal
PFE,Pfizer Inc,20121101,BRIEF-Pfizer sees emerging market sales rising in "high single digit" percentage range ,Nov 1 Pfizer Inc :  * Says believes emerging market sales could rise at "high single digit",normal
PFE,Pfizer Inc,20121101,Pfizer quarterly revenue fall far short of forecasts ,Nov 1 Pfizer Inc reported quarterly revenue well below Wall Street expectations  following the loss of patent protection on its Lipitor cholesterol fighter.,normal
PFE,Pfizer Inc,20121101,BRIEF-Pfizer down 2.1 pct in premarket after results ,NEW YORK  Nov 1 Pfizer Inc :  * Shares down 2.1 percent in premarket trading after results,normal
